recv_ts,code,nav_source,nav,fair_value,micro,mid,ask1,bid1,spread_bps,etf_obi,current_basis_bps,expected_basis_bps,fair_gap_bps,buy_gap_bps,sell_gap_bps,decision,reason,creation_unit,cash_minus_fee,estimate_method
2026-06-22T14:49:59.782,069500,KIS_OFFICIAL_NAV,148139.0,147964.9724415783,147764.92756710693,147760.0,147765.0,147755.0,0.676773145641581,0.7135703555333,-25.25144849722669,-11.74758560687478,13.519745326912696,13.514850053938884,-14.190685681451898,BUY,fair_value_above_executable_ask,1.0,0.0,kis_component_weight_fallback_after_pdf_error: empty ETF PDF for 069500 on 20260622
2026-06-22T14:50:00.828,069500,KIS_OFFICIAL_NAV,148116.66,147872.48183683763,147740.62243502052,147742.5,147745.0,147740.0,0.3384266544833071,-0.8407224958949097,-25.38793171406159,-16.485529930418604,8.91710209899682,8.621065613701706,-8.959194786749398,BUY,fair_value_above_executable_ask,1.0,0.0,kis_component_weight_fallback_after_pdf_error: empty ETF PDF for 069500 on 20260622
2026-06-22T14:50:01.865,069500,KIS_OFFICIAL_NAV,148103.33,147848.83104754996,147685.0365327134,147690.0,147695.0,147685.0,0.6770939129257227,-0.5500111632060728,-28.243353291691406,-17.183877800048492,11.07851267243977,10.404617098425776,-11.080983622878302,BUY,fair_value_above_executable_ask,1.0,0.0,kis_component_weight_fallback_after_pdf_error: empty ETF PDF for 069500 on 20260622
