date,code,name,nav,close,volume,trading_value,rank,holdings,pdf_equity_amount,cash_like_amount
20260701,252670,KODEX 200선물인버스2X,72.96,74.0,7381300052.0,526641632929.0,9,1,1410378.0,12433358.0
20260701,0195R0,"ticker
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
0195R0    TIGER 삼성전자단일종목레버리지
Name: 종목명, dtype: object",20599.36,20615.0,22576793.0,468893098366.0,10,1,457104000.0,647879875.0
20260701,459580,KODEX CD금리액티브(합성),1073483.28,1073515.0,197085.0,211574125288.0,18,1,11314836.0,163524424.0
20260701,0162Z0,RISE 삼성전자SK하이닉스채권혼합50,15264.74,15250.0,9562673.0,146275200852.0,22,2,766177750.0,58589872.0
