recv_ts,cycle,rank,code,name,action,decision,nav,fair_value,bid1,ask1,spread_bps,etf_obi,buy_gap_bps,sell_gap_bps,pnl_bps,hold_sec,order_side,order_qty,order_price,order_no,filled,fill_status,before_qty,after_qty,reason
2026-07-01T14:17:10.032,1,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26587.85,26572.58044730917,26555.0,26560.0,1.8827073331450628,-0.8630407301205563,4.734371708504586,-6.616010569252231,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:10.894,1,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49186.87,49164.07988020325,49215.0,49225.0,2.031694433157253,-0.6706443914081146,-12.391184772539422,10.357179453134131,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:11.559,1,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.4082287448,1073515.0,1073520.0,0.04657585926638364,-0.0005307008932953764,-0.35950106782868374,0.31292364262436606,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:12.096,1,20,475300,SOL 반도체전공정,WAIT,HOLD,30376.75,30362.48336402402,30350.0,30370.0,6.587615283267457,-0.4533799533799534,-2.475632801790201,-4.111443676841205,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:12.649,1,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24468.23,24457.14507859994,24420.0,24445.0,10.232272587741738,-0.24344176285414482,4.965861126026288,-15.187822814381756,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:13.191,1,32,442580,PLUS 글로벌HBM반도체,ENTER_BUY,BUY,143212.69,143284.07509729205,142830.0,142865.0,2.450165386163566,0.9532667876588021,29.24784886300115,-31.690548791533647,,,BUY,5,142865,0803038,True,FILLED_BY_HOLDING,0,5,buy_signal_hit_ask
2026-07-01T14:17:15.285,1,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10523.54,10518.705236237849,10510.0,10515.0,4.756242568370987,-0.5278940506415974,3.5225212178055547,-8.27595796473004,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:25.825,2,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26591.52,26583.593774996767,26550.0,26555.0,1.8830618585820544,-0.40263592121477954,10.756173615495484,-12.637032931327626,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:26.822,2,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49178.64,49168.241202431826,49200.0,49215.0,3.0483158055174515,-0.2,-9.50995936089368,6.45920960186872,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:27.354,2,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.4190902426,1073515.0,1073520.0,0.04657585926638364,-0.0005138375690421301,-0.35939988407163964,0.31282245933859293,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:27.890,2,20,475300,SOL 반도체전공정,WAIT,HOLD,30398.74,30401.822974971412,30355.0,30380.0,8.232485387338437,0.5806540258312723,7.178179739214278,-15.401370835544748,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:28.432,2,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24453.79,24439.117726,24425.0,24450.0,10.23017902813299,-0.8062360801781737,-4.452809680777589,-5.776692169611755,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:28.973,2,32,442580,PLUS 글로벌HBM반도체,HOLD_POSITION,HOLD,143125.36,143039.48478399997,142795.0,142865.0,4.900931176923615,-0.9130434782608695,12.198364966390631,-17.092118611106642,-4.899730514821685,14.219000000040978,,,,,,,,,edge_below_threshold
2026-07-01T14:17:29.510,2,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10522.64,10520.438587497589,10505.0,10510.0,4.758505829169641,-0.11075344670534008,9.922198025084127,-14.674851594054115,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:40.048,3,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26567.69,26553.80154545752,26525.0,26535.0,3.769317753486619,-0.6827963198213804,7.080547553741092,-10.846486672808837,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:40.962,3,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49117.78,49135.491649335476,49165.0,49185.0,4.067107269954245,0.8043478260869565,-10.075883847433479,6.00550634053201,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:41.493,3,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.4190902426,1073515.0,1073520.0,0.04657585926638364,-0.0005138375690421301,-0.35939988407163964,0.31282245933859293,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:42.029,3,20,475300,SOL 반도체전공정,WAIT,HOLD,30391.12,30380.769371739625,30355.0,30400.0,14.813595588840423,0.1730453158018314,-6.3298687485720455,-8.482132701878143,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:42.563,3,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24439.69,24425.026186,24405.0,24430.0,10.238558410975735,-0.7891084121564896,-2.036359741080548,-8.199043819849742,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:43.094,3,32,442580,PLUS 글로벌HBM반도체,EXIT_LOSS,HOLD,143125.36,143039.48478399997,142710.0,142755.0,3.152750775051232,-0.9873201167354332,19.888549265230075,-23.03453375111894,-10.849403282819445,28.32799999997951,SELL,5,142710,0803533,True,FILLED_BY_HOLDING,5,0,loss_stop_-10.85bps
2026-07-01T14:17:44.824,3,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10515.94,10512.927043225529,10500.0,10505.0,4.76077124494168,-0.2394836206597924,7.540281781596732,-12.296331147716867,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:55.360,4,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26571.05,26565.09369793066,26535.0,26545.0,3.7678975131876413,-0.18521362364942687,7.563947697359692,-11.328286010527009,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:56.246,4,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49131.63,49115.90878947623,49175.0,49200.0,5.082592121982211,-0.2791728212703102,-17.120972124166574,12.03097163020104,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:56.777,4,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.918126689,1073515.0,1073520.0,0.04657585926638364,0.00026095552703806266,-0.3547509526515228,0.30817354957122317,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:57.307,4,20,475300,SOL 반도체전공정,WAIT,HOLD,30369.65,30368.50886296385,30360.0,30380.0,6.585446163977609,0.26664744883251656,-3.783899001430917,-2.801870517332369,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:57.846,4,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24476.58,24461.894052,24455.0,24475.0,8.174943797261394,-0.6884868682059827,-5.357699600914105,-2.818282176083577,,,,,,,,,,,edge_below_threshold
2026-07-01T14:17:58.385,4,32,442580,PLUS 글로벌HBM반도체,ENTER_BUY,BUY,143140.45,143142.6123156877,142710.0,142755.0,3.152750775051232,0.1828146251700136,27.078751003429876,-30.22246895519931,,,BUY,5,142755,0803789,True,FILLED_BY_HOLDING,0,5,buy_signal_hit_ask
2026-07-01T14:18:00.117,4,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10519.84,10515.47882895225,10505.0,10510.0,4.758505829169641,-0.4530185264054514,5.210251517186775,-9.965146735304193,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:10.651,5,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26571.41,26574.468801044415,26545.0,26555.0,3.766478342749529,0.38018433179723504,7.326129899405555,-11.089140206353623,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:11.548,5,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49142.79,49132.09650922043,49195.0,49225.0,6.09632188579557,-0.05785123966942149,-18.908920518410472,12.802932349481019,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:12.080,5,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.927030142,1073515.0,1073520.0,0.04657585926638364,0.00027477883374038466,-0.3546680097670609,0.30809060707307395,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:12.616,5,20,475300,SOL 반도체전공정,WAIT,HOLD,30371.53,30353.307081999996,30365.0,30400.0,11.51978935242327,-0.9729335020932723,-15.383140253502702,3.852271506500316,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:13.159,5,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24485.46,24470.768723999998,24480.0,24490.0,4.084133142740453,-0.8061888180802839,-7.8588769388110595,3.77236861829705,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:13.692,5,32,442580,PLUS 글로벌HBM반도체,HOLD_POSITION,BUY,143140.45,143189.88616565143,142735.0,142845.0,7.703620701729813,0.9607947726363515,24.085930570015794,-31.76803738255595,-1.4010017162271022,14.109999999869615,,,,,,,,,fair_value_above_executable_ask
2026-07-01T14:18:14.225,5,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10523.86,10521.688228425613,10510.0,10515.0,4.756242568370987,-0.10613194634546948,6.356611487065764,-11.10870059239764,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:24.762,6,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26586.88,26586.222969043527,26540.0,26550.0,3.7671877943115466,0.1471717214324883,13.62471423101517,-17.38606085465697,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:25.692,6,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49132.72,49130.655851964584,49170.0,49195.0,5.083108829360037,0.18413597733711048,-13.096537573056423,8.008064894139329,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:26.222,6,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.9201155736,1073515.0,1073520.0,0.04657585926638364,0.00026404342593274875,-0.3547324245790342,0.3081550215850305,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:26.760,6,20,475300,SOL 반도체전공정,WAIT,HOLD,30389.22,30370.986468,30380.0,30390.0,3.291097581043278,-0.8833288734278834,-6.2604262196205624,2.96781008726794,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:27.295,6,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24496.63,24502.0822853109,24470.0,24480.0,4.085801838610827,0.5752448797862867,9.012411701897216,-13.093697481430754,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:27.836,6,32,442580,PLUS 글로벌HBM반도체,HOLD_POSITION,HOLD,143054.05,143000.226178599,142745.0,142825.0,5.602829428861575,-0.3469387755102041,12.253559541937388,-17.847956287861734,-0.7005008581135511,28.25,,,,,,,,,edge_below_threshold
2026-07-01T14:18:28.374,6,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10522.02,10517.272950375334,10510.0,10515.0,4.756242568370987,-0.5141109219504768,2.1611594431931973,-6.915243532854066,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:38.912,7,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26533.82,26523.59667580894,26485.0,26500.0,5.661979805605361,-0.35905783643236394,8.896484174962286,-14.55182578769344,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:39.792,7,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49043.87,49014.443678,49080.0,49125.0,9.164502825721705,-0.615442846328539,-22.555865925214945,13.374898719787264,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:40.333,7,19,459580,KODEX CD금리액티브(합성),WAIT,HOLD,1073483.25,1073481.9230863869,1073515.0,1073520.0,0.04657585926638364,0.00026865584572092647,-0.3547047490436722,0.3081273461785693,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:40.948,7,20,475300,SOL 반도체전공정,WAIT,HOLD,30379.59,30364.47896449459,30355.0,30365.0,3.2938076416337285,-0.6643220955614844,-0.17159375796326673,-3.121728024930843,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:41.485,7,28,0117V0,TIGER 코리아AI전력기기TOP3플러스,WAIT,HOLD,24487.59,24483.33079204386,24430.0,24450.0,8.183306055646481,0.11927642736009045,13.613667326134951,-21.782490502146295,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:42.018,7,32,442580,PLUS 글로벌HBM반도체,EXIT_LOSS,BUY,143054.05,142968.21756999998,142535.0,142620.0,5.961669968964247,-0.9858970484537121,24.356292322766414,-30.30166965520622,-15.411018878498126,42.42199999978766,SELL,5,142535,0804597,True,FILLED_BY_HOLDING,5,0,loss_stop_-15.41bps
2026-07-01T14:18:43.690,7,34,0210A0,ACE K반도체TOP2+,WAIT,HOLD,10495.21,10493.680858278254,10480.0,10490.0,9.537434430138292,0.23404003579113947,3.507690321409392,-13.037234944553902,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:54.229,8,8,0167A0,SOL AI반도체TOP2플러스,WAIT,HOLD,26524.38,26525.461292199536,26485.0,26495.0,3.7750094375235936,0.25669376276149014,11.483793576285029,-15.2537562886548,,,,,,,,,,,edge_below_threshold
2026-07-01T14:18:55.231,8,17,396500,TIGER 반도체TOP10,WAIT,HOLD,49042.49,49013.064505999995,49075.0,49095.0,4.074564530915758,-0.907394609536973,-16.717072238968978,12.63652755122523,,,,,,,,,,,edge_below_threshold
