recv_ts,event_type,code,quote_time,signal,alert,alert_ts,hard_ok,veto_reason,inav,nav_fid_used,ask1,bid1,ask_qty1,bid_qty1,ask2,bid2,ask_qty2,bid_qty2,ask3,bid3,ask_qty3,bid_qty3,ask4,bid4,ask_qty4,bid_qty4,ask5,bid5,ask_qty5,bid_qty5,ask6,bid6,ask_qty6,bid_qty6,ask7,bid7,ask_qty7,bid_qty7,ask8,bid8,ask_qty8,bid_qty8,ask9,bid9,ask_qty9,bid_qty9,ask10,bid10,ask_qty10,bid_qty10,mid,micro,spread,spread_bps,discount_bps,executable_edge_bps,inav_velocity_bps,inav_accel_bps,ofi1,ofi_norm,depth_imbalance,depth_to_inav,ask_retreat,quote_lag_bps,alpha_score,raw_values_json
2026-05-21T11:40:08.136,0D,364690,114007,HOLD,0,,0,spread_veto,44323.87,36,44330.0,44205.0,5000,4000,44335.0,44175.0,9000,5000,44340.0,44170.0,5000,5000,44345.0,44165.0,5000,5000,44350.0,44160.0,4997,5000,44360.0,44155.0,3000,5000,44370.0,43910.0,3000,5000,45895.0,43805.0,98,4,,43785.0,0,1,,43735.0,0,7,44267.5,44260.555555555555,125.0,28.237420229287853,14.284502784718002,-4.383001980647759,-1.3828107376488563,-1.9896601043264934,-5000.0,-0.15151515151515152,-0.15151515151515152,0,0.0,0.0,-4.637810539267809,"{""21"":""114007"",""41"":""+44330"",""61"":""5000"",""81"":""0"",""51"":""+44205"",""71"":""4000"",""91"":""0"",""42"":""+44335"",""62"":""9000"",""82"":""+5000"",""52"":""+44175"",""72"":""5000"",""92"":""0"",""43"":""+44340"",""63"":""5000"",""83"":""0"",""53"":""+44170"",""73"":""5000"",""93"":""0"",""44"":""+44345"",""64"":""5000"",""84"":""0"",""54"":""+44165"",""74"":""5000"",""94"":""0"",""45"":""+44350"",""65"":""4997"",""85"":""0"",""55"":""+44160"",""75"":""5000"",""95"":""0"",""46"":""+44360"",""66"":""3000"",""86"":""-5000"",""56"":""+44155"",""76"":""5000"",""96"":""0"",""47"":""+44370"",""67"":""3000"",""87"":""-5000"",""57"":""+43910"",""77"":""5000"",""97"":""0"",""48"":""+45895"",""68"":""98"",""88"":""0"",""58"":""+43805"",""78"":""4"",""98"":""0"",""49"":""-0"",""69"":""0"",""89"":""0"",""59"":""+43785"",""79"":""1"",""99"":""0"",""50"":""-0"",""70"":""0"",""90"":""0"",""60"":""+43735"",""80"":""7"",""100"":""0"",""121"":""35095"",""122"":""0"",""125"":""34012"",""126"":""0"",""23"":""+42570"",""24"":""30"",""128"":""-1083"",""129"":""96.91"",""138"":""+1083"",""139"":""103.18"",""200"":""+1405"",""201"":""+3.41"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44267"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+3102"",""6111"":""2"",""6112"":""+7.54"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:08.341,0D,364690,114007,HOLD,0,,0,spread_veto,44323.87,36,44335.0,44205.0,9000,4000,44340.0,44180.0,5000,5000,44345.0,44175.0,5000,5000,44350.0,44170.0,4997,5000,44355.0,44165.0,5000,5000,44360.0,44160.0,3000,5000,44370.0,43910.0,3000,5000,45895.0,43805.0,98,4,,43785.0,0,1,,43735.0,0,7,44270.0,44245.0,130.0,29.365258640162637,17.794023852159707,-5.511062323754081,-1.3828107376488563,-1.9896601043264934,5000.0,0.15151515151515152,-0.15151515151515152,0,1.0,0.0,-2.262790892729155,"{""21"":""114007"",""41"":""+44335"",""61"":""9000"",""81"":""0"",""51"":""+44205"",""71"":""4000"",""91"":""0"",""42"":""+44340"",""62"":""5000"",""82"":""0"",""52"":""+44180"",""72"":""5000"",""92"":""0"",""43"":""+44345"",""63"":""5000"",""83"":""0"",""53"":""+44175"",""73"":""5000"",""93"":""0"",""44"":""+44350"",""64"":""4997"",""84"":""0"",""54"":""+44170"",""74"":""5000"",""94"":""0"",""45"":""+44355"",""65"":""5000"",""85"":""0"",""55"":""+44165"",""75"":""5000"",""95"":""0"",""46"":""+44360"",""66"":""3000"",""86"":""0"",""56"":""+44160"",""76"":""5000"",""96"":""0"",""47"":""+44370"",""67"":""3000"",""87"":""0"",""57"":""+43910"",""77"":""5000"",""97"":""0"",""48"":""+45895"",""68"":""98"",""88"":""0"",""58"":""+43805"",""78"":""4"",""98"":""0"",""49"":""-0"",""69"":""0"",""89"":""0"",""59"":""+43785"",""79"":""1"",""99"":""0"",""50"":""-0"",""70"":""0"",""90"":""0"",""60"":""+43735"",""80"":""7"",""100"":""0"",""121"":""35095"",""122"":""0"",""125"":""34012"",""126"":""0"",""23"":""+42570"",""24"":""30"",""128"":""-1083"",""129"":""96.91"",""138"":""+1083"",""139"":""103.18"",""200"":""+1405"",""201"":""+3.41"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44270"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+3105"",""6111"":""2"",""6112"":""+7.54"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:08.556,0D,364690,114007,HOLD,0,,0,spread_veto,44323.87,36,44330.0,44205.0,5000,4000,44335.0,44175.0,9000,5000,44340.0,44170.0,5000,5000,44345.0,44165.0,5000,5000,44350.0,44160.0,4997,5000,44360.0,44155.0,3000,5000,44370.0,43910.0,3000,5000,45895.0,43805.0,98,4,,43785.0,0,1,,43735.0,0,7,44267.5,44260.555555555555,125.0,28.237420229287853,14.284502784718002,-4.383001980647759,-1.3828107376488563,-1.9896601043264934,-5000.0,-0.15151515151515152,-0.15151515151515152,0,0.0,0.0,-4.637810539267809,"{""21"":""114007"",""41"":""+44330"",""61"":""5000"",""81"":""0"",""51"":""+44205"",""71"":""4000"",""91"":""0"",""42"":""+44335"",""62"":""9000"",""82"":""0"",""52"":""+44175"",""72"":""5000"",""92"":""0"",""43"":""+44340"",""63"":""5000"",""83"":""0"",""53"":""+44170"",""73"":""5000"",""93"":""0"",""44"":""+44345"",""64"":""5000"",""84"":""0"",""54"":""+44165"",""74"":""5000"",""94"":""0"",""45"":""+44350"",""65"":""4997"",""85"":""0"",""55"":""+44160"",""75"":""5000"",""95"":""0"",""46"":""+44360"",""66"":""3000"",""86"":""0"",""56"":""+44155"",""76"":""5000"",""96"":""0"",""47"":""+44370"",""67"":""3000"",""87"":""0"",""57"":""+43910"",""77"":""5000"",""97"":""0"",""48"":""+45895"",""68"":""98"",""88"":""0"",""58"":""+43805"",""78"":""4"",""98"":""0"",""49"":""-0"",""69"":""0"",""89"":""0"",""59"":""+43785"",""79"":""1"",""99"":""0"",""50"":""-0"",""70"":""0"",""90"":""0"",""60"":""+43735"",""80"":""7"",""100"":""0"",""121"":""35095"",""122"":""0"",""125"":""34012"",""126"":""0"",""23"":""+42570"",""24"":""30"",""128"":""-1083"",""129"":""96.91"",""138"":""+1083"",""139"":""103.18"",""200"":""+1405"",""201"":""+3.41"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44267"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+3102"",""6111"":""2"",""6112"":""+7.54"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:08.556,0D,364690,114007,HOLD,0,,0,spread_veto,44323.87,36,44330.0,44205.0,5000,4000,44335.0,44175.0,9000,5000,44340.0,44170.0,5000,5000,44345.0,44165.0,5000,5000,44350.0,44160.0,4997,5000,44360.0,44155.0,3000,5000,44370.0,43910.0,3000,5000,45895.0,43805.0,98,4,,43785.0,0,1,,43735.0,0,7,44267.5,44260.555555555555,125.0,28.237420229287853,14.284502784718002,-4.383001980647759,-1.3828107376488563,-1.9896601043264934,0.0,0.0,-0.15151515151515152,0,0.0,0.0,-3.425689327146597,"{""21"":""114007"",""41"":""+44330"",""61"":""5000"",""81"":""0"",""51"":""+44205"",""71"":""4000"",""91"":""0"",""42"":""+44335"",""62"":""9000"",""82"":""0"",""52"":""+44175"",""72"":""5000"",""92"":""0"",""43"":""+44340"",""63"":""5000"",""83"":""0"",""53"":""+44170"",""73"":""5000"",""93"":""0"",""44"":""+44345"",""64"":""5000"",""84"":""0"",""54"":""+44165"",""74"":""5000"",""94"":""0"",""45"":""+44350"",""65"":""4997"",""85"":""0"",""55"":""+44160"",""75"":""5000"",""95"":""0"",""46"":""+44360"",""66"":""3000"",""86"":""0"",""56"":""+44155"",""76"":""5000"",""96"":""0"",""47"":""+44370"",""67"":""3000"",""87"":""0"",""57"":""+43910"",""77"":""5000"",""97"":""0"",""48"":""+45895"",""68"":""98"",""88"":""0"",""58"":""+43805"",""78"":""4"",""98"":""0"",""49"":""-0"",""69"":""0"",""89"":""0"",""59"":""+43785"",""79"":""1"",""99"":""0"",""50"":""-0"",""70"":""0"",""90"":""0"",""60"":""+43735"",""80"":""7"",""100"":""0"",""121"":""35095"",""122"":""0"",""125"":""34012"",""126"":""0"",""23"":""+42570"",""24"":""30"",""128"":""-1083"",""129"":""96.91"",""138"":""+1083"",""139"":""103.18"",""200"":""+1405"",""201"":""+3.41"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44267"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+3102"",""6111"":""2"",""6112"":""+7.54"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:08.736,0D,457990,114008,HOLD,0,,0,,44109.27,36,44120.0,44095.0,1,350,44125.0,44080.0,1996,63,44140.0,44075.0,243,20,44160.0,44060.0,5000,10,44170.0,44055.0,5000,5,44190.0,44050.0,3,6,44200.0,44045.0,11,5000,44210.0,44035.0,10,3,44220.0,44025.0,10,704,44230.0,44010.0,32,2,44107.5,44119.928774928776,25.0,5.667970299835629,-2.416447818968477,-5.432595234517189,-5.4607205386776085,-7.627351208151742,0.0,0.0,-0.6760194537972316,0,0.0,0.0,-3.761246425530298,"{""21"":""114008"",""41"":""+44120"",""61"":""1"",""81"":""0"",""51"":""+44095"",""71"":""350"",""91"":""0"",""42"":""+44125"",""62"":""1996"",""82"":""0"",""52"":""+44080"",""72"":""63"",""92"":""0"",""43"":""+44140"",""63"":""243"",""83"":""0"",""53"":""+44075"",""73"":""20"",""93"":""0"",""44"":""+44160"",""64"":""5000"",""84"":""0"",""54"":""+44060"",""74"":""10"",""94"":""0"",""45"":""+44170"",""65"":""5000"",""85"":""0"",""55"":""+44055"",""75"":""5"",""95"":""0"",""46"":""+44190"",""66"":""3"",""86"":""0"",""56"":""+44050"",""76"":""6"",""96"":""0"",""47"":""+44200"",""67"":""11"",""87"":""0"",""57"":""+44045"",""77"":""5000"",""97"":""0"",""48"":""+44210"",""68"":""10"",""88"":""0"",""58"":""+44035"",""78"":""3"",""98"":""0"",""49"":""+44220"",""69"":""10"",""89"":""0"",""59"":""+44025"",""79"":""704"",""99"":""0"",""50"":""+44230"",""70"":""32"",""90"":""0"",""60"":""+44010"",""80"":""2"",""100"":""0"",""121"":""12306"",""122"":""0"",""125"":""6163"",""126"":""0"",""23"":""+43860"",""24"":""3328"",""128"":""-6143"",""129"":""50.08"",""138"":""+6143"",""139"":""199.68"",""200"":""+1940"",""201"":""+4.63"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44107"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+2187"",""6111"":""2"",""6112"":""+5.22"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:09.222,0G,457990,,,,,,,44149.59,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""36"":""+44149.59"",""37"":""+2127.31"",""38"":""+5.06"",""39"":""0.25"",""20"":""114008"",""10"":""+44090"",""11"":""+2170"",""12"":""+5.18"",""13"":""214665"",""25"":""2"",""265"":"" 0"",""266"":""-0.14""}"
2026-05-21T11:40:09.240,0D,364690,114007,HOLD,0,,0,spread_veto,44323.87,36,44330.0,44205.0,5000,4000,44335.0,44175.0,9000,5000,44340.0,44170.0,5000,5000,44345.0,44165.0,5000,5000,44350.0,44160.0,4997,5000,44360.0,44155.0,3000,5000,44370.0,43910.0,3000,5000,45895.0,43805.0,98,4,,43785.0,0,1,,43735.0,0,7,44267.5,44260.555555555555,125.0,28.237420229287853,14.284502784718002,-4.383001980647759,-1.3828107376488563,-1.9896601043264934,0.0,0.0,-0.15151515151515152,0,0.0,0.0,-3.425689327146597,"{""21"":""114007"",""41"":""+44330"",""61"":""5000"",""81"":""0"",""51"":""+44205"",""71"":""4000"",""91"":""0"",""42"":""+44335"",""62"":""9000"",""82"":""0"",""52"":""+44175"",""72"":""5000"",""92"":""0"",""43"":""+44340"",""63"":""5000"",""83"":""0"",""53"":""+44170"",""73"":""5000"",""93"":""0"",""44"":""+44345"",""64"":""5000"",""84"":""0"",""54"":""+44165"",""74"":""5000"",""94"":""0"",""45"":""+44350"",""65"":""4997"",""85"":""0"",""55"":""+44160"",""75"":""5000"",""95"":""0"",""46"":""+44360"",""66"":""3000"",""86"":""0"",""56"":""+44155"",""76"":""5000"",""96"":""0"",""47"":""+44370"",""67"":""3000"",""87"":""0"",""57"":""+43910"",""77"":""5000"",""97"":""0"",""48"":""+45895"",""68"":""98"",""88"":""0"",""58"":""+43805"",""78"":""4"",""98"":""0"",""49"":""-0"",""69"":""0"",""89"":""0"",""59"":""+43785"",""79"":""1"",""99"":""0"",""50"":""-0"",""70"":""0"",""90"":""0"",""60"":""+43735"",""80"":""7"",""100"":""0"",""121"":""35095"",""122"":""0"",""125"":""34012"",""126"":""0"",""23"":""+42570"",""24"":""30"",""128"":""-1083"",""129"":""96.91"",""138"":""+1083"",""139"":""103.18"",""200"":""+1405"",""201"":""+3.41"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44267"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+3102"",""6111"":""2"",""6112"":""+7.54"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:09.428,0D,457990,114008,HOLD,0,,0,,44149.59,36,44190.0,44125.0,3,545,44200.0,44100.0,11,243,44210.0,44095.0,10,350,44215.0,44090.0,5000,5243,44220.0,44085.0,10,243,44230.0,44080.0,32,63,44235.0,44070.0,1,704,44240.0,44060.0,22,10,44250.0,44055.0,10,5,44260.0,44050.0,29,6,44157.5,44189.64416058394,65.0,14.720036233935344,-9.072374303803551,-12.15297288151566,9.140935680867017,14.601656219544626,546.0,0.46987951807228917,0.9586919104991394,0,1.0,0.0,0.9722329688468125,"{""21"":""114008"",""41"":""+44190"",""61"":""3"",""81"":""0"",""51"":""+44125"",""71"":""545"",""91"":""0"",""42"":""+44200"",""62"":""11"",""82"":""0"",""52"":""+44100"",""72"":""243"",""92"":""0"",""43"":""+44210"",""63"":""10"",""83"":""0"",""53"":""+44095"",""73"":""350"",""93"":""0"",""44"":""+44215"",""64"":""5000"",""84"":""0"",""54"":""+44090"",""74"":""5243"",""94"":""0"",""45"":""+44220"",""65"":""10"",""85"":""0"",""55"":""+44085"",""75"":""243"",""95"":""0"",""46"":""+44230"",""66"":""32"",""86"":""0"",""56"":""+44080"",""76"":""63"",""96"":""0"",""47"":""+44235"",""67"":""1"",""87"":""0"",""57"":""+44070"",""77"":""704"",""97"":""0"",""48"":""+44240"",""68"":""22"",""88"":""0"",""58"":""+44060"",""78"":""10"",""98"":""0"",""49"":""+44250"",""69"":""10"",""89"":""0"",""59"":""+44055"",""79"":""5"",""99"":""0"",""50"":""+44260"",""70"":""29"",""90"":""0"",""60"":""+44050"",""80"":""6"",""100"":""0"",""121"":""5128"",""122"":""-7178"",""125"":""7412"",""126"":""+1249"",""23"":""+43860"",""24"":""3328"",""128"":""+2284"",""129"":""144.54"",""138"":""-2284"",""139"":""69.19"",""200"":""+1940"",""201"":""+4.63"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44157"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+2237"",""6111"":""2"",""6112"":""+5.34"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
2026-05-21T11:40:09.541,0G,364690,,,,,,,44328.03,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""36"":""+44328.03"",""37"":""+3155.10"",""38"":""+7.66"",""39"":""4.75"",""20"":""114008"",""10"":""+44145"",""11"":""+2980"",""12"":""+7.24"",""13"":""1989"",""25"":""2"",""265"":""-42.73"",""266"":""-0.41""}"
2026-05-21T11:40:09.541,0D,364690,114007,HOLD,0,,0,spread_veto,44328.03,36,44330.0,44205.0,5000,4000,44335.0,44175.0,9000,5000,44340.0,44170.0,5000,5000,44345.0,44165.0,5000,5000,44350.0,44160.0,4997,5000,44360.0,44155.0,3000,5000,44370.0,43910.0,3000,5000,45895.0,43805.0,98,4,,43785.0,0,1,,43735.0,0,7,44267.5,44260.555555555555,125.0,28.237420229287853,15.221620370777606,-3.4444140648707293,0.9385462054636061,2.3213569431124625,0.0,0.0,-0.15151515151515152,0,0.0,0.0,-1.871229406732548,"{""21"":""114007"",""41"":""+44330"",""61"":""5000"",""81"":""0"",""51"":""+44205"",""71"":""4000"",""91"":""0"",""42"":""+44335"",""62"":""9000"",""82"":""0"",""52"":""+44175"",""72"":""5000"",""92"":""0"",""43"":""+44340"",""63"":""5000"",""83"":""0"",""53"":""+44170"",""73"":""5000"",""93"":""0"",""44"":""+44345"",""64"":""5000"",""84"":""0"",""54"":""+44165"",""74"":""5000"",""94"":""0"",""45"":""+44350"",""65"":""4997"",""85"":""0"",""55"":""+44160"",""75"":""5000"",""95"":""0"",""46"":""+44360"",""66"":""3000"",""86"":""0"",""56"":""+44155"",""76"":""5000"",""96"":""0"",""47"":""+44370"",""67"":""3000"",""87"":""0"",""57"":""+43910"",""77"":""5000"",""97"":""0"",""48"":""+45895"",""68"":""98"",""88"":""0"",""58"":""+43805"",""78"":""4"",""98"":""0"",""49"":""-0"",""69"":""0"",""89"":""0"",""59"":""+43785"",""79"":""1"",""99"":""0"",""50"":""-0"",""70"":""0"",""90"":""0"",""60"":""+43735"",""80"":""7"",""100"":""0"",""121"":""35095"",""122"":""0"",""125"":""34012"",""126"":""0"",""23"":""+42570"",""24"":""30"",""128"":""-1083"",""129"":""96.91"",""138"":""+1083"",""139"":""103.18"",""200"":""+1405"",""201"":""+3.41"",""238"":""2"",""291"":"" 0"",""292"":""0"",""293"":""3"",""294"":"" 0"",""295"":""0.00"",""6044"":""0"",""6045"":""0"",""6046"":""0"",""6047"":""0"",""6048"":""0"",""6049"":""0"",""6050"":""0"",""6051"":""0"",""6052"":""0"",""6053"":""0"",""6054"":""0"",""6055"":""0"",""6056"":""0"",""6057"":""0"",""6058"":""0"",""6059"":""0"",""6060"":""0"",""6061"":""0"",""6062"":""0"",""6063"":""0"",""6064"":""0"",""6065"":""0"",""6066"":""0"",""6067"":""0"",""6068"":""0"",""6069"":""0"",""6070"":""0"",""6071"":""0"",""6072"":""0"",""6073"":""0"",""6074"":""0"",""6075"":""0"",""6076"":""0"",""6077"":""0"",""6078"":""0"",""6079"":""0"",""6080"":""0"",""6081"":""0"",""6082"":""0"",""6083"":""0"",""6084"":""0"",""6085"":""0"",""6086"":""0"",""6087"":""0"",""6100"":"" 0"",""6101"":""0"",""6102"":""+44267"",""6103"":""0"",""6104"":"" 0"",""6105"":"" 0"",""6106"":""0"",""6107"":"" 0"",""6108"":""0"",""6109"":"" 0"",""6110"":""+3102"",""6111"":""2"",""6112"":""+7.54"",""6113"":"" 0"",""6114"":""3"",""6115"":""0.00""}"
