recv_ts,cycle,rank,code,name,action,decision,nav,fair_value,bid1,ask1,spread_bps,etf_obi,buy_gap_bps,sell_gap_bps,pnl_bps,hold_sec,order_side,order_qty,order_price,order_no,filled,fill_status,before_qty,after_qty,reason
2026-07-01T12:46:59.665,1,1,252670,252670,WAIT,HOLD,71.55,71.50707,71.0,72.0,139.86013986013987,0.09088246093698119,-68.93444242646233,-70.9118692739052,,,,,,,,,,,edge_below_threshold
2026-07-01T12:46:59.731,1,2,0195R0,0195R0,WAIT,HOLD,20613.6,20611.634034760573,20640.0,20655.0,7.26480203414457,0.20428636570907432,-21.039557158007202,13.762113761378295,,,,,,,,,,,edge_below_threshold
2026-07-01T12:46:59.764,1,3,459580,459580,WAIT,HOLD,1073483.25,1073475.586124303,1073515.0,1073520.0,0.04657585926638364,-0.009569973190348526,-0.4137390386054378,0.367161360783699,,,,,,,,,,,edge_below_threshold
2026-07-01T12:46:59.798,1,4,0162Z0,0162Z0,WAIT,HOLD,15297.33,15289.53833422032,15285.0,15295.0,6.540222367560498,-0.5219023608237535,-3.5721587272884263,-2.9682611215035246,,,,,,,,,,,edge_below_threshold
2026-07-01T12:46:59.832,1,5,0209D0,0209D0,WAIT,HOLD,8675.1,8669.89494,8670.0,8675.0,5.765350245027386,-0.989398542128109,-5.888260509878643,0.12117793897957742,,,,,,,,,,,edge_below_threshold
2026-07-01T12:46:59.865,1,6,0150K0,0150K0,ERROR,,,,,,,,,,,,,,,,,,,,"HTTP 500: {'rt_cd': '1', 'msg1': '초당 거래건수를 초과하였습니다.', 'msg_cd': 'EGW00201', 'message': 'EGW00201'}"
2026-07-01T12:46:59.881,1,7,457990,457990,WAIT,HOLD,39354.89,39343.43712949077,39390.0,39410.0,5.0761421319796955,-0.2312181981442682,-16.918417750374324,11.834977802264518,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:10.354,2,1,252670,252670,WAIT,HOLD,71.49,71.44710599999999,71.0,72.0,139.86013986013987,0.0880880661413411,-77.38507980995188,-62.57860185407523,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:10.948,2,2,0195R0,0195R0,WAIT,HOLD,20652.6,20655.05773267209,20650.0,20665.0,7.261285247488805,0.5614035087719298,-4.813478353141931,-2.448665473390715,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:10.982,2,3,459580,459580,WAIT,HOLD,1073483.25,1073475.6404204073,1073515.0,1073520.0,0.04657585926638364,-0.009485674243670139,-0.41323322041418414,0.36665554494833147,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:11.017,2,4,0162Z0,0162Z0,ERROR,,,,,,,,,,,,,,,,,,,,"HTTP 500: {'rt_cd': '1', 'msg1': '초당 거래건수를 초과하였습니다.', 'msg_cd': 'EGW00201', 'message': 'EGW00201'}"
2026-07-01T12:47:11.050,2,5,0209D0,0209D0,WAIT,HOLD,8674.88,8669.675071999998,8670.0,8675.0,5.765350245027386,-0.9947169981712686,-6.142015653158056,0.3747868256922593,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:11.540,2,6,0150K0,0150K0,WAIT,HOLD,11246.54,11239.792076,11275.0,11335.0,53.07386112339673,-0.5670040485829959,-84.70612566160808,31.32435525669441,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:11.564,2,7,457990,457990,WAIT,HOLD,39384.24,39360.609456,39410.0,39415.0,1.2686330478908976,-0.9703847554314844,-13.81852180434431,12.548216270689059,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:21.610,3,1,252670,252670,WAIT,HOLD,71.43,71.387142,71.0,72.0,139.86013986013987,0.08522480881529071,-85.84991398030795,-54.23133482497411,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:22.097,3,2,0195R0,0195R0,WAIT,HOLD,20638.36,20634.358021338136,20670.0,20680.0,4.836759371221282,-0.08134490238611713,-22.119408132138503,17.273122151416967,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:22.130,3,3,459580,459580,WAIT,HOLD,1073483.25,1073475.6484746744,1073515.0,1073520.0,0.04657585926638364,-0.009473169364365208,-0.413158187505986,0.36658051238960476,,,,,,,,,,,edge_below_threshold
2026-07-01T12:47:22.164,3,4,0162Z0,0162Z0,ERROR,,,,,,,,,,,,,,,,,,,,"HTTP 500: {'rt_cd': '1', 'msg1': '초당 거래건수를 초과하였습니다.', 'msg_cd': 'EGW00201', 'message': 'EGW00201'}"
