date,code,name,nav,close,volume,trading_value,rank,holdings,pdf_equity_amount,cash_like_amount
20260622,0167A0,SOL AI반도체TOP2플러스,28792.32,28935.0,44975721.0,1288019301904.0,7,10,1438850900.0,1479434.0
20260622,396500,TIGER 반도체TOP10,55593.06,55670.0,16887802.0,926645221631.0,10,10,2785403600.0,-3009461.0
20260622,395160,KODEX AI반도체TOP2플러스,62814.44,63000.0,13829105.0,861007109580.0,11,15,6266805550.0,18416686.0
20260622,091160,KODEX 반도체,188200.65,188345.0,3117668.0,578852289158.0,15,35,9389830100.0,29079934.0
20260622,395270,HANARO Fn K-반도체,88244.49,88505.0,6321505.0,551933698254.0,17,20,4391533800.0,23480886.0
