recv_ts,rank,code,name,holdings,nav_source,priced_components,nav,fair_value,ask1,bid1,micro,spread_bps,etf_obi,current_basis_bps,expected_basis_bps,buy_gap_bps,sell_gap_bps,decision,position_action,entry_price,exit_price,pnl_bps,hold_sec,reason,estimate_method
2026-06-24T13:46:27.845,41,367760,RISE 네트워크인프라,23,LOCAL_COMPONENT_MICRO_L1,23,78571.41311968642,78526.23859254956,78525.0,78415.0,78513.30417227457,14.018096087676819,-0.25734292939116904,-12.907126862022633,-5.749486402650059,0.15772976927986818,-14.165786435632993,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:46:31.312,42,466920,SOL 조선TOP3플러스,13,LOCAL_COMPONENT_MICRO_L1,13,32823.7906132165,32817.267989240616,32800.0,32780.0,32780.21235521235,6.099420555047271,-0.026222894604135148,-10.294549345222483,-1.987163534138992,5.2618606906209555,-11.35621321459009,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:46:34.277,43,0210A0,ACE K반도체TOP2+,10,LOCAL_COMPONENT_MICRO_L1,10,9862.784562250072,9857.738761658477,9860.0,9855.0,9855.289437483734,5.07227998985544,-0.5990526687875575,-5.358083426356573,-5.116000009681977,-2.293871237812211,-2.778285897703921,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:46:40.133,44,0148J0,TIGER 코리아휴머노이드로봇산업,15,LOCAL_COMPONENT_MICRO_L1,15,10391.81640487482,10385.581315031895,10395.0,10380.0,10389.681054500752,14.440433212996389,-0.47012142116037126,-4.153657750146096,-6.0,-9.069001226221342,-5.374099785649107,HOLD,WAIT,,,,,spread_too_wide,rounded_to_common_creation_unit_regression
2026-06-24T13:46:44.567,48,0117V0,TIGER 코리아AI전력기기TOP3플러스,10,LOCAL_COMPONENT_MICRO_L1,10,21505.274421621176,21493.67722796444,21450.0,21425.0,21437.458776108466,11.661807580174926,-0.3156963890935888,-31.5152554170786,-5.3927206086140105,20.320965789703394,-31.95229333540304,BUY,HOLD_POSITION,21355.0,,32.77920861624912,328.375,fair_value_above_executable_ask,unrounded_raw_creation_unit_regression
2026-06-24T13:46:55.083,50,462330,KODEX 2차전지산업레버리지,26,LOCAL_COMPONENT_MICRO_L1,26,1250.678646245309,1250.1327000925596,1261.0,1260.0,1260.0903614457832,7.933359777865927,-0.33086522462562395,78.52819574537335,-4.365199281113521,-86.92917085230849,78.93002004275074,HOLD,WAIT,,,,,edge_below_threshold,"rounded_to_common_creation_unit_calibration_failed: raw_unit must be positive, got -8417.074255638132"
2026-06-24T13:47:28.100,10,0167A0,SOL AI반도체TOP2플러스,10,LOCAL_COMPONENT_MICRO_L1,10,25453.64021371645,25446.50798901061,25445.0,25430.0,25430.785398230088,5.896805896805897,-0.17216721672167218,-6.341023751782963,-2.802045069371802,0.5926113756988322,-6.487329820554973,HOLD,HOLD_POSITION,25340.0,,35.51696921862668,114.95299999997951,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:47:30.549,13,396500,TIGER 반도체TOP10,10,LOCAL_COMPONENT_MICRO_L1,10,49305.79225279069,49288.02387549604,49510.0,49475.0,49476.24031007752,7.071778552305905,-0.24702939337085678,37.867304971403286,-3.6037099259169123,-45.036523489901974,37.93540698167845,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:47:34.628,14,395160,KODEX AI반도체TOP2플러스,15,LOCAL_COMPONENT_MICRO_L1,15,55632.09819270714,55642.780392915156,55720.0,55690.0,55702.05539943797,5.385512970110403,0.58930073459317,13.104270674877416,1.9201505165258992,-13.87774056931853,8.48620553311825,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:47:39.789,16,395270,HANARO Fn K-반도체,20,LOCAL_COMPONENT_MICRO_L1,20,78351.90200067725,78304.89085947684,78440.0,78380.0,78380.15345268542,7.652085193215151,-0.8222023676569131,7.415008166904465,-6.0,-17.254240321414716,9.591883686798639,HOLD,WAIT,,,,,edge_below_threshold,rounded_to_common_creation_unit_regression
2026-06-24T13:47:43.940,17,139260,TIGER 200 IT,16,LOCAL_COMPONENT_MICRO_L1,16,186561.45972523958,186552.22369437112,186695.0,186555.0,186584.88764044945,7.501674480910918,0.2925726587728741,3.405862864388152,-0.4950663916360307,-7.653422875451378,0.14882189951435168,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:51:01.783,22,488080,TIGER 반도체TOP10레버리지,11,LOCAL_COMPONENT_MICRO_L1,11,79285.54104111418,79275.58368626087,78715.0,78545.0,78713.79432624113,21.62024672516851,0.8716981132075472,-82.68103269601731,-1.2558853383052693,70.71328398910599,-92.15746542494227,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:51:06.949,26,469150,ACE AI반도체TOP3+,20,LOCAL_COMPONENT_MICRO_L1,20,75154.68175568452,75109.5889466311,75240.0,75200.0,75201.27314534673,5.317734645041213,-0.9271776135514407,8.691174360609889,-6.0,-17.362770213209085,12.037218501240341,HOLD,WAIT,,,,,edge_below_threshold,rounded_to_common_creation_unit_regression
2026-06-24T13:51:16.116,32,487240,KODEX AI전력핵심설비,12,LOCAL_COMPONENT_MICRO_L1,12,40779.87613936406,40790.644552861806,40780.0,40755.0,40759.299363057326,6.132335806708775,0.746720035579275,-3.0348643830512576,2.640619471463018,2.6095574067262937,-8.73841373494679,HOLD,EXIT_TIME,40450.0,40755.0,75.4017305315204,765.25,max_hold_765.2s,unrounded_raw_creation_unit_regression
2026-06-24T13:51:25.081,35,243880,TIGER 200IT레버리지,17,LOCAL_COMPONENT_MICRO_L1,17,777978.3282295737,777718.1716865018,779510.0,777545.0,778508.2352941176,25.239956199363544,0.7046632124352331,7.058959748609773,-3.344007585197664,-23.039558270993588,-2.226663755667391,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:51:48.098,41,367760,RISE 네트워크인프라,23,LOCAL_COMPONENT_MICRO_L1,23,78786.62953139989,78782.44160378606,78740.0,78630.0,78682.96923076923,13.979792844887845,0.6103974610850839,-12.89933736274142,-0.5315530869558502,5.387190714336154,-19.349692733912267,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:51:51.324,42,466920,SOL 조선TOP3플러스,13,LOCAL_COMPONENT_MICRO_L1,13,32878.83805152275,32870.58411804686,32845.0,32825.0,32826.97823936697,6.0910613674432765,-0.11384845091452034,-13.333211914013171,-2.5104091157201047,7.783286708561077,-13.867754185066747,BUY,ENTER_BUY,32845.0,,,,paper_entry_on_buy_signal,unrounded_raw_creation_unit_regression
2026-06-24T13:51:53.746,43,0210A0,ACE K반도체TOP2+,10,LOCAL_COMPONENT_MICRO_L1,10,9905.29635346594,9899.77797038342,9900.0,9895.0,9895.001697216565,5.051780752715333,-0.6759349367440567,-7.870893699421033,-5.5711438462789395,-0.22427736990052527,-4.826340952003465,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:51:57.519,44,0148J0,TIGER 코리아휴머노이드로봇산업,15,LOCAL_COMPONENT_MICRO_L1,15,10419.080368408388,10412.828920187341,10425.0,10410.0,10414.959254947613,14.398848092152628,-0.4084415258910221,-1.5168022056720167,-6.0,-11.688542955951824,-2.716764300099906,HOLD,WAIT,,,,,spread_too_wide,rounded_to_common_creation_unit_regression
2026-06-24T13:51:59.951,48,0117V0,TIGER 코리아AI전력기기TOP3플러스,10,LOCAL_COMPONENT_MICRO_L1,10,21549.673196109154,21539.021128235378,21485.0,21465.0,21474.344151453686,9.31315483119907,-0.3581805735148703,-34.65166057489729,-4.943029890448942,25.08058649172388,-34.366059531992235,BUY,EXIT_TIME,21355.0,21465.0,51.51018496839147,643.7660000000033,max_hold_643.8s,unrounded_raw_creation_unit_regression
2026-06-24T13:52:06.670,50,462330,KODEX 2차전지산업레버리지,26,LOCAL_COMPONENT_MICRO_L1,26,1253.5459475919936,1252.8948294355166,1268.0,1266.0,1267.9218604651162,15.785319652722968,-0.07643577288868933,107.32795581885976,-5.194210533149026,-120.56215900650592,104.5991272099657,HOLD,WAIT,,,,,spread_too_wide,"rounded_to_common_creation_unit_calibration_failed: raw_unit must be positive, got -8417.074255638132"
2026-06-24T13:52:39.530,10,0167A0,SOL AI반도체TOP2플러스,10,LOCAL_COMPONENT_MICRO_L1,10,25460.469037917537,25445.192756494787,25445.0,25430.0,25431.134945397815,5.896805896805897,-0.8242603730955943,-9.021451208667871,-6.0,0.07575359975927774,-5.9707767357782835,HOLD,HOLD_POSITION,25340.0,,35.51696921862668,426.39100000000326,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:52:41.993,13,396500,TIGER 반도체TOP10,10,LOCAL_COMPONENT_MICRO_L1,10,49351.94996184291,49336.477593862626,49540.0,49515.0,49515.02863688431,5.047700772298218,-0.2701329163408913,35.57104395932033,-3.1351077297348136,-41.25191259351105,36.184667986832864,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:52:45.717,14,395160,KODEX AI반도체TOP2플러스,15,LOCAL_COMPONENT_MICRO_L1,15,55656.11017518534,55628.206809371615,55790.0,55740.0,55786.12767660596,8.966197435667533,-0.3872787013878672,19.564756586817165,-5.013531439027464,-29.084739542804687,20.096493674779232,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:52:50.770,16,395270,HANARO Fn K-반도체,20,LOCAL_COMPONENT_MICRO_L1,20,78420.46910827138,78373.41682680642,78490.0,78400.0,78400.17067571614,11.473006565109314,-0.954623245807051,3.128123563600203,-6.0,-14.8753465031654,3.391860948505127,HOLD,WAIT,,,,,edge_below_threshold,rounded_to_common_creation_unit_regression
2026-06-24T13:52:54.774,17,139260,TIGER 200 IT,16,LOCAL_COMPONENT_MICRO_L1,16,186634.81941500356,186539.15398533095,186815.0,186635.0,186635.67507671326,9.639844691391083,-0.37230914010116456,4.83192714409401,-5.125808248024312,-14.787566512215475,5.1381177957194835,HOLD,WAIT,,,,,edge_below_threshold,unrounded_raw_creation_unit_regression
2026-06-24T13:52:57.460,22,488080,TIGER 반도체TOP10레버리지,11,LOCAL_COMPONENT_MICRO_L1,11,79508.63386385798,79460.92868353966,78785.0,78545.0,78728.8961038961,30.509120955952454,0.3263157894736842,-106.10594382775136,-6.0,85.06428187261824,-115.2678050350295,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:53:02.887,26,469150,ACE AI반도체TOP3+,20,LOCAL_COMPONENT_MICRO_L1,20,75192.64605132173,75147.53046369094,75250.0,75200.0,75200.01248127809,6.646726487205051,-0.9995711099674044,4.302807571924733,-6.0,-13.635782264138138,6.9822036712716,HOLD,WAIT,,,,,edge_below_threshold,rounded_to_common_creation_unit_regression
2026-06-24T13:53:05.428,31,292150,TIGER 코리아TOP10,10,LOCAL_COMPONENT_MICRO_L1,10,47074.840534672476,47046.59563035167,47030.0,46980.0,46980.029958058716,10.637166258908627,-0.7727272727272727,-14.836063994956174,-6.0,3.5274880422943466,-14.1552495901975,HOLD,EXIT_TIME,46690.0,46980.0,62.11180124223602,762.7189999999828,max_hold_762.7s,unrounded_raw_creation_unit_regression
2026-06-24T13:53:08.421,32,487240,KODEX AI전력핵심설비,12,LOCAL_COMPONENT_MICRO_L1,12,40741.870118876686,40752.626542734295,40715.0,40700.0,40700.09101941747,3.6848246637597493,0.6242645567052141,-8.436068049012267,2.6401399411033597,9.232912311759556,-12.913656664340264,BUY,ENTER_BUY,40715.0,,,,paper_entry_on_buy_signal,unrounded_raw_creation_unit_regression
2026-06-24T13:53:14.930,35,243880,TIGER 200IT레버리지,17,LOCAL_COMPONENT_MICRO_L1,17,778756.9108244033,778289.6566779086,779520.0,778500.0,779010.0,13.093541803057727,-0.9935553168635876,3.2499124191243833,-6.0,-15.808295941424264,2.7026354556634717,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:53:33.390,41,367760,RISE 네트워크인프라,23,LOCAL_COMPONENT_MICRO_L1,23,78777.84565085014,78730.57894345962,78750.0,78635.0,78635.2818627451,14.61384502970423,-0.6059933407325194,-10.833712212491731,-6.0,-2.4667742573472697,-12.140002619346,HOLD,WAIT,,,,,spread_too_wide,unrounded_raw_creation_unit_regression
2026-06-24T13:53:36.969,42,466920,SOL 조선TOP3플러스,13,LOCAL_COMPONENT_MICRO_L1,13,32838.01023970943,32829.66887856304,32805.0,32780.0,32792.5,7.623694442326751,-0.04217432052483599,-13.85901258243633,-2.540154255847041,7.514202672676859,-15.129265770777243,BUY,EXIT_LOSS,32845.0,32780.0,-19.78992236261227,105.63999999995576,loss_stop_-19.79bps,unrounded_raw_creation_unit_regression
2026-06-24T13:53:39.597,43,0210A0,ACE K반도체TOP2+,10,LOCAL_COMPONENT_MICRO_L1,10,9904.957225542612,9901.633028372024,9895.0,9890.0,9890.11003236246,5.0543340914834465,-0.30663236594581555,-12.576758545193508,-3.3560944231199272,6.698923655337805,-11.748595750509438,BUY,ENTER_BUY,9895.0,,,,paper_entry_on_buy_signal,unrounded_raw_creation_unit_regression
2026-06-24T13:53:43.377,44,0148J0,TIGER 코리아휴머노이드로봇산업,15,LOCAL_COMPONENT_MICRO_L1,15,10393.820865013386,10389.843985673462,10395.0,10380.0,10394.681140635126,14.440433212996389,0.08432236610884317,-6.081368050763965,-3.8261957672458573,-4.962552213149169,-9.474623186869804,HOLD,WAIT,,,,,spread_too_wide,rounded_to_common_creation_unit_regression
2026-06-24T13:53:45.883,48,0117V0,TIGER 코리아AI전력기기TOP3플러스,10,LOCAL_COMPONENT_MICRO_L1,10,21485.030554211204,21481.073508127145,21415.0,21400.0,21414.99125874126,7.006890108606797,0.043383024034073625,-36.085847779261,-1.841768888377597,30.758941401204552,-37.74183264000828,BUY,ENTER_BUY,21415.0,,,,paper_entry_on_buy_signal,unrounded_raw_creation_unit_regression
2026-06-24T13:53:53.142,50,462330,KODEX 2차전지산업레버리지,26,LOCAL_COMPONENT_MICRO_L1,26,1252.570796935314,1251.8192544571527,1267.0,1264.0,1266.414643645333,23.70604504148558,-0.4912737547786581,103.22133564282358,-6.0,-121.26946832616296,97.30434724883187,HOLD,WAIT,,,,,spread_too_wide,"rounded_to_common_creation_unit_calibration_failed: raw_unit must be positive, got -8417.074255638132"
