THEME_NAME,THEME_ID,n_stocks,n_up,agreement_rate,holding_rtn_mean,rebal_date,holding_date,ga_weight,agreement_bin,agreement_rate_pct,holding_rtn_pct
홈쇼핑,38,5,2,0.4,-0.017110794694976627,20241122,20241125,0.2675,30~50%,40.0,-1.7110794694976628
AI 챗봇(챗GPT 등),529,26,25,0.9615384615384616,0.03147858894591197,20241125,20241126,0.0001,70~100%,96.15384615384616,3.147858894591197
RFID(NFC 등),97,17,13,0.7647058823529411,-0.013320634732237624,20241125,20241126,0.0,70~100%,76.47058823529412,-1.3320634732237624
STO(토큰증권 발행),531,25,18,0.72,0.0009345321051446875,20241125,20241126,0.0002,70~100%,72.0,0.09345321051446875
건설 중소형,322,32,19,0.59375,-0.0011734678977790465,20241125,20241126,0.1571,50~70%,59.375,-0.11734678977790465
국내 상장 중국기업,228,11,7,0.6363636363636364,0.011019454691891483,20241125,20241126,0.3283,50~70%,63.63636363636363,1.1019454691891484
그래핀,415,12,10,0.8333333333333334,0.0052260832926163585,20241125,20241126,0.0003,70~100%,83.33333333333334,0.5226083292616358
남북경협,121,28,18,0.6428571428571429,0.004275060712302293,20241125,20241126,0.0002,50~70%,64.28571428571429,0.4275060712302293
딥페이크(deepfake),566,14,13,0.9285714285714286,0.02689151512511989,20241125,20241126,0.0001,70~100%,92.85714285714286,2.689151512511989
마이데이터,507,11,11,1.0,0.021857018110241846,20241125,20241126,0.0003,70~100%,100.0,2.1857018110241846
북한 광물자원개발,399,20,16,0.8,0.012299441187583426,20241125,20241126,0.0001,70~100%,80.0,1.2299441187583426
우크라이나 재건,517,33,25,0.7575757575757576,0.00973299895919133,20241125,20241126,0.0,70~100%,75.75757575757575,0.973299895919133
의료AI,543,24,22,0.9166666666666666,0.012787142915132005,20241125,20241126,0.1875,70~100%,91.66666666666666,1.2787142915132004
재난/안전(지진/화재 등),335,23,19,0.8260869565217391,0.00269296886124971,20241125,20241126,0.0011,70~100%,82.6086956521739,0.269296886124971
전선,178,8,8,1.0,-0.011884030545726967,20241125,20241126,0.0001,70~100%,100.0,-1.1884030545726967
조림사업,400,11,9,0.8181818181818182,-0.001882448172175341,20241125,20241126,0.0002,70~100%,81.81818181818183,-0.18824481721753408
조선,30,6,4,0.6666666666666666,-0.028950003831105225,20241125,20241126,0.1079,50~70%,66.66666666666666,-2.8950003831105224
조선기자재,94,29,24,0.8275862068965517,0.0026821157275988107,20241125,20241126,0.0068,70~100%,82.75862068965517,0.26821157275988106
탄소나노튜브(CNT),242,5,4,0.8,0.03322275443570475,20241125,20241126,0.1341,70~100%,80.0,3.322275443570475
폐배터리,500,20,18,0.9,-0.0021750017048475347,20241125,20241126,0.0002,70~100%,90.0,-0.21750017048475348
해저터널(지하화/지하도로 등),213,8,7,0.875,-0.0005908967412809052,20241125,20241126,0.0737,70~100%,87.5,-0.05908967412809052
화학섬유,319,6,3,0.5,-0.0037234256828794963,20241125,20241126,0.0016,50~70%,50.0,-0.37234256828794965
희귀금속(희토류 등),298,14,12,0.8571428571428571,0.03069724811448735,20241125,20241126,0.0001,70~100%,85.71428571428571,3.069724811448735
2차전지(LFP/리튬인산철),503,13,6,0.46153846153846156,-0.012436039923524959,20241126,20241127,0.0,30~50%,46.15384615384615,-1.243603992352496
AI 챗봇(챗GPT 등),529,26,21,0.8076923076923077,0.06920056495366904,20241126,20241127,0.0,70~100%,80.76923076923077,6.920056495366904
CXL(컴퓨트익스프레스링크),547,13,7,0.5384615384615384,-0.026012589679417306,20241126,20241127,0.0,50~70%,53.84615384615385,-2.601258967941731
NFT(대체불가토큰),492,23,15,0.6521739130434783,0.019026874658783565,20241126,20241127,0.0014,50~70%,65.21739130434783,1.9026874658783566
고체산화물 연료전지(SOFC),559,11,5,0.45454545454545453,-0.03113227582646079,20241126,20241127,0.0,30~50%,45.45454545454545,-3.113227582646079
국내 상장 중국기업,228,11,5,0.45454545454545453,-0.032420668697826185,20241126,20241127,0.2811,30~50%,45.45454545454545,-3.2420668697826187
그래핀,415,12,7,0.5833333333333334,-0.010564632082336434,20241126,20241127,0.0,50~70%,58.333333333333336,-1.0564632082336434
뉴로모픽 반도체,556,7,6,0.8571428571428571,0.019326888393207953,20241126,20241127,0.0,70~100%,85.71428571428571,1.9326888393207953
드론(Drone),349,27,18,0.6666666666666666,0.012797668193760858,20241126,20241127,0.3376,50~70%,66.66666666666666,1.2797668193760858
딥페이크(deepfake),566,14,11,0.7857142857142857,0.06053482018089557,20241126,20241127,0.0,70~100%,78.57142857142857,6.053482018089557
리튬,523,26,14,0.5384615384615384,-0.021889013537154556,20241126,20241127,0.0002,50~70%,53.84615384615385,-2.1889013537154556
마이데이터,507,11,10,0.9090909090909091,0.038469679878126835,20241126,20241127,0.0002,70~100%,90.9090909090909,3.8469679878126835
맥신(MXene),539,12,8,0.6666666666666666,0.008433441711879736,20241126,20241127,0.2195,50~70%,66.66666666666666,0.8433441711879736
모바일솔루션(스마트폰),288,24,14,0.5833333333333334,0.022452547263512725,20241126,20241127,0.0,50~70%,58.333333333333336,2.2452547263512725
무선충전기술,321,13,11,0.8461538461538461,-0.02645434941793367,20241126,20241127,0.0,70~100%,84.61538461538461,-2.6454349417933667
북한 광물자원개발,399,20,11,0.55,-0.0009488694671210551,20241126,20241127,0.0002,50~70%,55.00000000000001,-0.09488694671210551
스마트팩토리(스마트공장),392,36,25,0.6944444444444444,0.0044758538678009874,20241126,20241127,0.0001,50~70%,69.44444444444444,0.44758538678009874
의료AI,543,24,16,0.6666666666666666,0.0074434397873358454,20241126,20241127,0.0001,50~70%,66.66666666666666,0.7443439787335846
전선,178,8,2,0.25,-0.0012547211210839904,20241126,20241127,0.0001,0~30%,25.0,-0.12547211210839904
탄소나노튜브(CNT),242,5,4,0.8,-0.01147681719284599,20241126,20241127,0.0469,70~100%,80.0,-1.147681719284599
피팅(관이음쇠)/밸브,520,9,7,0.7777777777777778,-0.024021330201748445,20241126,20241127,0.0762,70~100%,77.77777777777779,-2.4021330201748445
해저터널(지하화/지하도로 등),213,8,4,0.5,0.03503765470508094,20241126,20241127,0.0351,50~70%,50.0,3.503765470508094
희귀금속(희토류 등),298,14,11,0.7857142857142857,-0.006540559869057582,20241126,20241127,0.0012,70~100%,78.57142857142857,-0.6540559869057582
2024 하반기 신규상장,562,58,34,0.5862068965517241,0.036914523599400555,20241127,20241128,0.0,50~70%,58.620689655172406,3.6914523599400555
AI 챗봇(챗GPT 등),529,26,20,0.7692307692307693,0.007912895578004269,20241127,20241128,0.327,70~100%,76.92307692307693,0.7912895578004269
NFT(대체불가토큰),492,23,16,0.6956521739130435,-0.014325081333117596,20241127,20241128,0.0,50~70%,69.56521739130434,-1.4325081333117595
광고,59,24,12,0.5,0.002812095528255898,20241127,20241128,0.0142,50~70%,50.0,0.2812095528255898
남북경협,121,28,18,0.6428571428571429,-0.02046207017733696,20241127,20241128,0.0835,50~70%,64.28571428571429,-2.046207017733696
뉴로모픽 반도체,556,7,1,0.14285714285714285,-0.0013961314457271129,20241127,20241128,0.0004,0~30%,14.285714285714285,-0.1396131445727113
딥페이크(deepfake),566,14,11,0.7857142857142857,0.01343186090631098,20241127,20241128,0.0044,70~100%,78.57142857142857,1.343186090631098
마이데이터,507,11,8,0.7272727272727273,-0.005790243059921788,20241127,20241128,0.0191,70~100%,72.72727272727273,-0.5790243059921788
맥신(MXene),539,12,3,0.25,0.014928898138295899,20241127,20241128,0.0001,0~30%,25.0,1.4928898138295899
모바일솔루션(스마트폰),288,24,11,0.4583333333333333,-0.014427238377276608,20241127,20241128,0.0,30~50%,45.83333333333333,-1.4427238377276608
여행,147,9,8,0.8888888888888888,-0.007673660155622208,20241127,20241128,0.0376,70~100%,88.88888888888889,-0.7673660155622208
영상콘텐츠,127,32,20,0.625,0.005028668285416545,20241127,20241128,0.0005,50~70%,62.5,0.5028668285416544
음원/음반,98,14,11,0.7857142857142857,-0.009158040875394093,20241127,20241128,0.0023,70~100%,78.57142857142857,-0.9158040875394093
의료AI,543,24,13,0.5416666666666666,0.012714241631748655,20241127,20241128,0.0,50~70%,54.166666666666664,1.2714241631748655
재택근무/스마트워크,435,16,9,0.5625,0.020828273121373662,20241127,20241128,0.0002,50~70%,56.25,2.082827312137366
전자결제(전자화폐),272,14,9,0.6428571428571429,-0.008178278443467564,20241127,20241128,0.0001,50~70%,64.28571428571429,-0.8178278443467564
제대혈,124,5,3,0.6,0.013952506371739259,20241127,20241128,0.0001,50~70%,60.0,1.395250637173926
차량용블랙박스,282,9,2,0.2222222222222222,0.0022708877564715634,20241127,20241128,0.0001,0~30%,22.22222222222222,0.22708877564715635
탄소나노튜브(CNT),242,5,1,0.2,0.010415640022834505,20241127,20241128,0.0001,0~30%,20.0,1.0415640022834505
통신,126,3,3,1.0,0.008684621389539368,20241127,20241128,0.5102,70~100%,100.0,0.8684621389539368
항공/저가 항공사(LCC),166,9,2,0.2222222222222222,0.0036802665016382064,20241127,20241128,0.0,0~30%,22.22222222222222,0.36802665016382063
해저터널(지하화/지하도로 등),213,8,3,0.375,-0.026830007550043736,20241127,20241128,0.0001,30~50%,37.5,-2.6830007550043735
2024 하반기 신규상장,562,58,35,0.603448275862069,-0.011383865426063226,20241128,20241129,0.0837,50~70%,60.3448275862069,-1.1383865426063227
AI 챗봇(챗GPT 등),529,26,12,0.46153846153846156,-0.005612205034052182,20241128,20241129,0.0008,30~50%,46.15384615384615,-0.5612205034052182
K-뉴딜지수(게임),460,13,8,0.6153846153846154,0.009057204580758479,20241128,20241129,0.0,50~70%,61.53846153846154,0.9057204580758479
K-뉴딜지수(바이오),458,12,11,0.9166666666666666,-0.024594214989347617,20241128,20241129,0.154,70~100%,91.66666666666666,-2.459421498934762
mRNA(메신저 리보핵산),493,18,12,0.6666666666666666,-0.026691403796553388,20241128,20241129,0.0,50~70%,66.66666666666666,-2.669140379655339
딥페이크(deepfake),566,14,6,0.42857142857142855,-0.01018125176135541,20241128,20241129,0.0005,30~50%,42.857142857142854,-1.018125176135541
렌터카,525,4,3,0.75,0.017691064479174734,20241128,20241129,0.3414,70~100%,75.0,1.7691064479174734
맥신(MXene),539,12,8,0.6666666666666666,-0.010597716448165215,20241128,20241129,0.0,50~70%,66.66666666666666,-1.0597716448165215
면세점,380,8,6,0.75,-0.017232738256203722,20241128,20241129,0.0004,70~100%,75.0,-1.7232738256203723
미용기기,513,16,12,0.75,-0.02892119518456255,20241128,20241129,0.0,70~100%,75.0,-2.892119518456255
생명보험,283,5,3,0.6,-0.004112092400116252,20241128,20241129,0.0001,50~70%,60.0,-0.41120924001162523
손해보험,164,7,4,0.5714285714285714,-0.010915410054962025,20241128,20241129,0.3318,50~70%,57.14285714285714,-1.0915410054962025
영상콘텐츠,127,32,15,0.46875,-0.0023439250261809465,20241128,20241129,0.0,30~50%,46.875,-0.23439250261809463
유전자 치료제/분석,376,40,31,0.775,-0.01899440693146084,20241128,20241129,0.0,70~100%,77.5,-1.899440693146084
은행,165,10,6,0.6,-0.011823630826644194,20241128,20241129,0.0498,50~70%,60.0,-1.1823630826644194
재택근무/스마트워크,435,16,11,0.6875,-0.0077364987570934796,20241128,20241129,0.0,50~70%,68.75,-0.773649875709348
통신,126,3,2,0.6666666666666666,-0.006815389294360985,20241128,20241129,0.0373,50~70%,66.66666666666666,-0.6815389294360985
홈쇼핑,38,5,4,0.8,-0.006295640045863027,20241128,20241129,0.0,70~100%,80.0,-0.6295640045863027
화폐/금융자동화기기(디지털화폐 등),8,10,7,0.7,-0.0038491259134905255,20241128,20241129,0.0,70~100%,70.0,-0.38491259134905254
2020 상반기 신규상장,432,14,5,0.35714285714285715,-0.014158094806615737,20241129,20241202,0.0002,30~50%,35.714285714285715,-1.4158094806615737
2024 하반기 신규상장,562,59,14,0.23728813559322035,-0.0009287883778278063,20241129,20241202,0.0003,0~30%,23.728813559322035,-0.09287883778278064
AI 챗봇(챗GPT 등),529,26,11,0.4230769230769231,-0.008613950497884172,20241129,20241202,0.0002,30~50%,42.30769230769231,-0.8613950497884172
K-뉴딜지수(게임),460,13,8,0.6153846153846154,0.022296287818690974,20241129,20241202,0.0002,50~70%,61.53846153846154,2.2296287818690974
K-뉴딜지수(바이오),458,12,4,0.3333333333333333,0.005354821680298216,20241129,20241202,0.0017,30~50%,33.33333333333333,0.5354821680298216
日제품 불매운동(수혜),421,21,7,0.3333333333333333,-0.025155325485412355,20241129,20241202,0.0028,30~50%,33.33333333333333,-2.5155325485412354
고체산화물 연료전지(SOFC),559,11,1,0.09090909090909091,-0.029574151234314172,20241129,20241202,0.0069,0~30%,9.090909090909092,-2.957415123431417
뉴로모픽 반도체,556,7,1,0.14285714285714285,-0.009732213918162163,20241129,20241202,0.0,0~30%,14.285714285714285,-0.9732213918162163
딥페이크(deepfake),566,14,3,0.21428571428571427,-0.00402080475808,20241129,20241202,0.0003,0~30%,21.428571428571427,-0.402080475808
렌터카,525,4,2,0.5,0.011362327907605774,20241129,20241202,0.4261,50~70%,50.0,1.1362327907605774
마스크,285,26,9,0.34615384615384615,-0.030251808393952674,20241129,20241202,0.0055,30~50%,34.61538461538461,-3.0251808393952673
맥신(MXene),539,12,1,0.08333333333333333,-0.02215059696646776,20241129,20241202,0.0001,0~30%,8.333333333333332,-2.215059696646776
면세점,380,8,1,0.125,-0.013684432412430447,20241129,20241202,0.0016,0~30%,12.5,-1.3684432412430447
엠폭스(원숭이두창),516,21,4,0.19047619047619047,-0.020637352711383915,20241129,20241202,0.0033,0~30%,19.047619047619047,-2.0637352711383916
영화,48,12,6,0.5,-0.016409412057582767,20241129,20241202,0.003,50~70%,50.0,-1.6409412057582766
유전자 치료제/분석,376,40,8,0.2,-0.019695818548656093,20241129,20241202,0.0002,0~30%,20.0,-1.9695818548656092
의료AI,543,24,6,0.25,-0.031221211991889954,20241129,20241202,0.0002,0~30%,25.0,-3.1221211991889954
재택근무/스마트워크,435,16,5,0.3125,-0.007626546692032832,20241129,20241202,0.0001,30~50%,31.25,-0.7626546692032832
제지,63,13,4,0.3076923076923077,-0.013290317839816285,20241129,20241202,0.3616,30~50%,30.76923076923077,-1.3290317839816286
줄기세포,66,21,5,0.23809523809523808,-0.01868031814260619,20241129,20241202,0.0115,0~30%,23.809523809523807,-1.868031814260619
치매,377,47,8,0.1702127659574468,-0.020763107981565124,20241129,20241202,0.0001,0~30%,17.02127659574468,-2.0763107981565123
코로나19(혈장치료/혈장치료제),437,6,1,0.16666666666666666,-0.021733098071375984,20241129,20241202,0.0014,0~30%,16.666666666666664,-2.1733098071375982
크래프톤 관련주,486,8,2,0.25,0.015094660822839306,20241129,20241202,0.1722,0~30%,25.0,1.5094660822839305
화폐/금융자동화기기(디지털화폐 등),8,10,4,0.4,0.0007825133034253029,20241129,20241202,0.0005,30~50%,40.0,0.07825133034253029
CCTV＆DVR,28,8,5,0.625,0.010668301181311096,20241202,20241203,0.0308,50~70%,62.5,1.0668301181311097
K-뉴딜지수(게임),460,13,10,0.7692307692307693,0.0049492253017225755,20241202,20241203,0.0001,70~100%,76.92307692307693,0.49492253017225757
K-뉴딜지수(바이오),458,12,5,0.4166666666666667,0.0288223943455448,20241202,20241203,0.0,30~50%,41.66666666666667,2.8822394345544797
SNS(소셜네트워크서비스),317,10,4,0.4,0.0016619036927035924,20241202,20241203,0.0,30~50%,40.0,0.16619036927035924
가상화폐(비트코인 등),331,23,11,0.4782608695652174,0.021305815156293054,20241202,20241203,0.021,30~50%,47.82608695652174,2.1305815156293053
냉각시스템(액침냉각 등),560,11,4,0.36363636363636365,0.028800504311054128,20241202,20241203,0.0864,30~50%,36.36363636363637,2.880050431105413
렌터카,525,4,4,1.0,0.004230128602542682,20241202,20241203,0.2397,70~100%,100.0,0.4230128602542682
보톡스(보툴리눔톡신),397,13,6,0.46153846153846156,0.029257840924469054,20241202,20241203,0.0002,30~50%,46.15384615384615,2.9257840924469054
은행,165,10,8,0.8,0.03765398287942836,20241202,20241203,0.2721,70~100%,80.0,3.765398287942836
음원/음반,98,14,6,0.42857142857142855,0.009163502742181402,20241202,20241203,0.0,30~50%,42.857142857142854,0.9163502742181402
전기자전거,268,5,2,0.4,0.020398591682422217,20241202,20241203,0.0,30~50%,40.0,2.039859168242222
전자결제(전자화폐),272,14,8,0.5714285714285714,0.006859685746599239,20241202,20241203,0.0,50~70%,57.14285714285714,0.6859685746599239
증권,151,21,10,0.47619047619047616,0.031696659746612746,20241202,20241203,0.0001,30~50%,47.61904761904761,3.1696659746612745
차량용블랙박스,282,9,4,0.4444444444444444,0.006253135240190259,20241202,20241203,0.0,30~50%,44.44444444444444,0.625313524019026
초전도체,537,16,10,0.625,0.025913067590725335,20241202,20241203,0.1832,50~70%,62.5,2.5913067590725336
크래프톤 관련주,486,8,6,0.75,0.019583447608023205,20241202,20241203,0.1664,70~100%,75.0,1.9583447608023206
K-뉴딜지수(바이오),458,12,11,0.9166666666666666,-0.025603031887388578,20241203,20241204,0.0001,70~100%,91.66666666666666,-2.5603031887388576
건설 중소형,322,32,23,0.71875,0.010437697096280323,20241203,20241204,0.0001,70~100%,71.875,1.0437697096280323
국내 상장 중국기업,228,11,8,0.7272727272727273,0.7889580552074559,20241203,20241204,0.0045,70~100%,72.72727272727273,78.89580552074558
냉각시스템(액침냉각 등),560,11,9,0.8181818181818182,-0.020844151302351056,20241203,20241204,0.0,70~100%,81.81818181818183,-2.0844151302351057
렌터카,525,4,3,0.75,-0.010276338778438171,20241203,20241204,0.0002,70~100%,75.0,-1.027633877843817
미용기기,513,16,16,1.0,-0.029741096756920042,20241203,20241204,0.0004,70~100%,100.0,-2.974109675692004
생명보험,283,5,5,1.0,-0.027463576166854818,20241203,20241204,0.0001,70~100%,100.0,-2.746357616685482
야놀자(Yanolja),483,5,4,0.8,-0.046551566904640615,20241203,20241204,0.2106,70~100%,80.0,-4.655156690464062
은행,165,10,10,1.0,-0.03439171153668143,20241203,20241204,0.4594,70~100%,100.0,-3.4391711536681426
초전도체,537,16,12,0.75,-0.007112938798235893,20241203,20241204,0.2881,70~100%,75.0,-0.7112938798235893
코로나19(스푸트니크V),477,7,7,1.0,-0.01671346003304045,20241203,20241204,0.0001,70~100%,100.0,-1.6713460033040448
코로나19(카모스타트),453,4,4,1.0,-0.02220254729190574,20241203,20241204,0.0003,70~100%,100.0,-2.220254729190574
크래프톤 관련주,486,8,6,0.75,0.0015329659245005567,20241203,20241204,0.0004,70~100%,75.0,0.15329659245005567
해저터널(지하화/지하도로 등),213,8,7,0.875,-0.008056141836846789,20241203,20241204,0.0002,70~100%,87.5,-0.8056141836846789
화학섬유,319,6,5,0.8333333333333334,-0.014996061426544157,20241203,20241204,0.0357,70~100%,83.33333333333334,-1.4996061426544158
2019 상반기 신규상장,414,23,2,0.08695652173913043,-0.021060462410896742,20241204,20241205,0.0151,0~30%,8.695652173913043,-2.106046241089674
K-뉴딜지수(인터넷),459,14,4,0.2857142857142857,-0.028903994659262792,20241204,20241205,0.0094,0~30%,28.57142857142857,-2.8903994659262793
LCD BLU제조,4,4,2,0.5,-0.03833704581417316,20241204,20241205,0.0001,50~70%,50.0,-3.833704581417316
mRNA(메신저 리보핵산),493,18,4,0.2222222222222222,-0.02369635218686046,20241204,20241205,0.0,0~30%,22.22222222222222,-2.3696352186860463
국내 상장 중국기업,228,11,1,0.09090909090909091,-0.011710126560662604,20241204,20241205,0.0,0~30%,9.090909090909092,-1.1710126560662604
그래핀,415,12,2,0.16666666666666666,0.010374189144774578,20241204,20241205,0.0001,0~30%,16.666666666666664,1.037418914477458
낙태/피임,563,4,3,0.75,-0.04896438118297908,20241204,20241205,0.0002,70~100%,75.0,-4.896438118297908
미디어(방송/신문),232,12,8,0.6666666666666666,-0.02648924919746859,20241204,20241205,0.3744,50~70%,66.66666666666666,-2.648924919746859
반도체 대표주(생산),155,3,1,0.3333333333333333,0.0030163815560673157,20241204,20241205,0.0012,30~50%,33.33333333333333,0.3016381556067316
보톡스(보툴리눔톡신),397,13,4,0.3076923076923077,0.002867271730272911,20241204,20241205,0.0,30~50%,30.76923076923077,0.2867271730272911
비철금속,171,25,7,0.28,-0.0054661728009234925,20241204,20241205,0.0007,0~30%,28.000000000000004,-0.5466172800923492
일자리(취업),324,9,7,0.7777777777777778,-0.027509452269145276,20241204,20241205,0.0001,70~100%,77.77777777777779,-2.7509452269145274
전선,178,8,2,0.25,0.008323963551659597,20241204,20241205,0.0,0~30%,25.0,0.8323963551659597
전자결제(전자화폐),272,14,2,0.14285714285714285,-0.02503651049723999,20241204,20241205,0.0004,0~30%,14.285714285714285,-2.503651049723999
제4이동통신,292,5,2,0.4,-0.012292528372520418,20241204,20241205,0.2737,30~50%,40.0,-1.2292528372520417
초전도체,537,16,3,0.1875,-0.03045213789821563,20241204,20241205,0.0021,0~30%,18.75,-3.045213789821563
출산장려정책,139,19,8,0.42105263157894735,-0.02287864707622459,20241204,20241205,0.0012,30~50%,42.10526315789473,-2.287864707622459
코로나19(혈장치료/혈장치료제),437,6,1,0.16666666666666666,-0.034922661039816304,20241204,20241205,0.0003,0~30%,16.666666666666664,-3.4922661039816303
테마파크,181,7,2,0.2857142857142857,-0.0479847692723412,20241204,20241205,0.2143,0~30%,28.57142857142857,-4.798476927234121
패션/의류,32,57,20,0.3508771929824561,-0.013146696325705035,20241204,20241205,0.0005,30~50%,35.08771929824561,-1.3146696325705036
화장품,110,88,12,0.13636363636363635,-0.01534592200537086,20241204,20241205,0.0,0~30%,13.636363636363635,-1.534592200537086
화폐/금융자동화기기(디지털화폐 등),8,10,4,0.4,-0.05849978504290089,20241204,20241205,0.1063,30~50%,40.0,-5.849978504290089
희귀금속(희토류 등),298,14,8,0.5714285714285714,-0.017850208228720355,20241204,20241205,0.0001,50~70%,57.14285714285714,-1.7850208228720355
HBM(고대역폭메모리),536,25,20,0.8,-0.04245614985484272,20241205,20241206,0.0001,70~100%,80.0,-4.245614985484273
RFID(NFC 등),97,17,7,0.4117647058823529,0.013460840390195017,20241205,20241206,0.0805,30~50%,41.17647058823529,1.3460840390195017
SSD,216,8,7,0.875,-0.027938702434514143,20241205,20241206,0.0,70~100%,87.5,-2.793870243451414
가상화폐(비트코인 등),331,23,9,0.391304347826087,-0.03347333740854926,20241205,20241206,0.0001,30~50%,39.130434782608695,-3.347333740854926
건설 중소형,322,32,8,0.25,0.001005489878658769,20241205,20241206,0.0,0~30%,25.0,0.1005489878658769
그래핀,415,12,2,0.16666666666666666,0.005954023288089601,20241205,20241206,0.0005,0~30%,16.666666666666664,0.59540232880896
기업인수목적회사(SPAC),284,98,40,0.40816326530612246,-0.0012832100806803473,20241205,20241206,0.0004,30~50%,40.816326530612244,-0.12832100806803473
모바일게임(스마트폰),265,40,12,0.3,-0.012324819183181285,20241205,20241206,0.0001,30~50%,30.0,-1.2324819183181286
모바일콘텐츠(스마트폰/태블릿PC),270,32,10,0.3125,-0.024105301078738737,20241205,20241206,0.0003,30~50%,31.25,-2.410530107873874
미디어(방송/신문),232,12,2,0.16666666666666666,0.021714896393912414,20241205,20241206,0.0002,0~30%,16.666666666666664,2.1714896393912415
보톡스(보툴리눔톡신),397,13,8,0.6153846153846154,-0.025747005613550547,20241205,20241206,0.0001,50~70%,61.53846153846154,-2.574700561355055
애플페이,521,8,2,0.25,-0.004762530456261224,20241205,20241206,0.295,0~30%,25.0,-0.4762530456261224
일자리(취업),324,9,3,0.3333333333333333,0.012182152492795504,20241205,20241206,0.0001,30~50%,33.33333333333333,1.2182152492795504
제4이동통신,292,5,2,0.4,0.0341122183495409,20241205,20241206,0.0,30~50%,40.0,3.41122183495409
조림사업,400,11,5,0.45454545454545453,0.02108289877319132,20241205,20241206,0.6222,30~50%,45.45454545454545,2.108289877319132
토스(toss),497,6,2,0.3333333333333333,-0.022396372873402032,20241205,20241206,0.0001,30~50%,33.33333333333333,-2.2396372873402033
패션/의류,32,57,14,0.24561403508771928,0.003170622042234116,20241205,20241206,0.0002,0~30%,24.561403508771928,0.3170622042234116
희귀금속(희토류 등),298,14,2,0.14285714285714285,-0.037728209482086,20241205,20241206,0.0001,0~30%,14.285714285714285,-3.7728209482086004
2차전지(생산),449,3,2,0.6666666666666666,-0.03335107219986703,20241206,20241209,0.0581,50~70%,66.66666666666666,-3.335107219986703
3D 낸드(NAND),370,18,2,0.1111111111111111,-0.04776803712423103,20241206,20241209,0.0001,0~30%,11.11111111111111,-4.776803712423103
CCTV＆DVR,28,8,4,0.5,-0.05267071365730994,20241206,20241209,0.0006,50~70%,50.0,-5.2670713657309935
LED장비,269,11,3,0.2727272727272727,-0.059671941260622446,20241206,20241209,0.0002,0~30%,27.27272727272727,-5.967194126062244
RFID(NFC 등),97,17,7,0.4117647058823529,-0.005125228116220384,20241206,20241209,0.001,30~50%,41.17647058823529,-0.5125228116220384
가상현실(VR),352,33,12,0.36363636363636365,-0.043148516324984905,20241206,20241209,0.0001,30~50%,36.36363636363637,-4.314851632498491
건설 중소형,322,32,12,0.375,-0.01714735317374612,20241206,20241209,0.0153,30~50%,37.5,-1.7147353173746118
그래핀,415,12,3,0.25,-0.022067474869209253,20241206,20241209,0.0001,0~30%,25.0,-2.2067474869209254
기업인수목적회사(SPAC),284,98,19,0.19387755102040816,-0.004848284719721744,20241206,20241209,0.0001,0~30%,19.387755102040817,-0.4848284719721744
렌터카,525,4,2,0.5,-0.04180523395877672,20241206,20241209,0.0012,50~70%,50.0,-4.180523395877672
무선충전기술,321,13,2,0.15384615384615385,-0.04671227697672829,20241206,20241209,0.0,0~30%,15.384615384615385,-4.671227697672829
미디어(방송/신문),232,12,5,0.4166666666666667,0.05494398591517343,20241206,20241209,0.0001,30~50%,41.66666666666667,5.494398591517343
소모성자재구매대행(MRO),312,4,3,0.75,-0.04698405838531175,20241206,20241209,0.527,70~100%,75.0,-4.698405838531175
스마트그리드(지능형전력망),229,20,7,0.35,-0.035143314678726174,20241206,20241209,0.0002,30~50%,35.0,-3.5143314678726174
애플페이,521,8,3,0.375,-0.05192188450031074,20241206,20241209,0.0007,30~50%,37.5,-5.1921884500310735
제4이동통신,292,5,2,0.4,0.008239323535851661,20241206,20241209,0.0002,30~50%,40.0,0.8239323535851661
조림사업,400,11,3,0.2727272727272727,-0.012408896124801257,20241206,20241209,0.1705,0~30%,27.27272727272727,-1.2408896124801256
차량용블랙박스,282,9,3,0.3333333333333333,-0.04861397975600649,20241206,20241209,0.0,30~50%,33.33333333333333,-4.8613979756006485
코로나19(렘데시비르),443,3,2,0.6666666666666666,-0.03895215397524687,20241206,20241209,0.2245,50~70%,66.66666666666666,-3.8952153975246873
화학섬유,319,6,3,0.5,-0.050038367008422756,20241206,20241209,0.0001,50~70%,50.0,-5.0038367008422755
2차전지(생산),449,3,0,0.0,0.044050902175674124,20241209,20241210,0.0029,0~30%,0.0,4.4050902175674125
AI 챗봇(챗GPT 등),529,26,1,0.038461538461538464,0.05835283192798113,20241209,20241210,0.0001,0~30%,3.8461538461538463,5.835283192798113
LCD BLU제조,4,4,1,0.25,0.11891716017150733,20241209,20241210,0.0006,0~30%,25.0,11.891716017150733
그래핀,415,12,1,0.08333333333333333,0.07372886644876868,20241209,20241210,0.0,0~30%,8.333333333333332,7.372886644876868
기업인수목적회사(SPAC),284,98,10,0.10204081632653061,0.002446900118652736,20241209,20241210,0.2349,0~30%,10.204081632653061,0.24469001186527362
농업,206,22,4,0.18181818181818182,0.057173015100682976,20241209,20241210,0.0039,0~30%,18.181818181818183,5.717301510068298
마리화나(대마),408,12,1,0.08333333333333333,0.06859130162591207,20241209,20241210,0.0,0~30%,8.333333333333332,6.859130162591207
미디어(방송/신문),232,12,7,0.5833333333333334,0.024107472583184946,20241209,20241210,0.7275,50~70%,58.333333333333336,2.410747258318495
