Strategy,Date,Country,Weight(%)
GDP (Prop),2003-06-30,Sweden,0.9492
GDP (Prop),2003-06-30,Denmark,0.6078
GDP (Prop),2003-06-30,Spain,2.5287
GDP (Prop),2003-06-30,Italy,4.4221
GDP (Prop),2003-06-30,Hong Kong,0.4207
GDP (Prop),2003-06-30,Singapore,0.2604
GDP (Prop),2003-06-30,Belgium,0.8878
GDP (Prop),2003-06-30,Finland,0.479
GDP (Prop),2003-06-30,Israel,0.357
GDP (Prop),2003-06-30,Norway,0.6336
GDP (Prop),2003-06-30,Ireland,0.4561
GDP (Prop),2003-06-30,New Zealand,0.2224
GDP (Prop),2003-06-30,Austria,0.7308
GDP (Prop),2003-06-30,Portugal,0.461
GDP (Prop),2003-06-30,China,4.397
GDP (Prop),2003-06-30,India,1.4946
GDP (Prop),2003-06-30,Taiwan,0.8516
GDP (Prop),2003-06-30,Korea,1.9796
GDP (Prop),2003-06-30,Brazil,1.5707
GDP (Prop),2003-06-30,South Africa,0.5343
GDP (Prop),2003-06-30,Mexico,2.1855
GDP (Prop),2003-06-30,Indonesia,0.6563
GDP (Prop),2003-06-30,Malaysia,0.3125
GDP (Prop),2003-06-30,Thailand,0.4111
GDP (Prop),2003-06-30,Poland,0.6044
GDP (Prop),2003-06-30,Chile,0.2039
GDP (Prop),2003-06-30,Turkey,0.8475
GDP (Prop),2003-06-30,Greece,0.5336
GDP (Prop),2003-06-30,Philippines,0.2427
GDP (Prop),2003-06-30,Hungary,0.2377
GDP (Prop),2003-06-30,Egypt,0.1944
GDP (Prop),2003-06-30,Czech Republic,0.285
GDP (Prop),2003-06-30,Colombia,0.2521
GDP (Prop),2003-06-30,Peru,0.1733
GDP (Prop),2003-09-30,USA,31.7259
GDP (Prop),2003-09-30,Japan,12.4037
GDP (Prop),2003-09-30,UK,5.633
GDP (Prop),2003-09-30,France,5.0534
GDP (Prop),2003-09-30,Canada,2.4998
GDP (Prop),2003-09-30,Switzerland,0.9904
GDP (Prop),2003-09-30,Germany,6.9778
GDP (Prop),2003-09-30,Australia,1.5131
GDP (Prop),2003-09-30,Netherlands,1.593
GDP (Prop),2003-09-30,Sweden,0.8785
GDP (Prop),2003-09-30,Denmark,0.5974
GDP (Prop),2003-09-30,Spain,2.4977
GDP (Prop),2003-09-30,Italy,4.2706
GDP (Prop),2003-09-30,Hong Kong,0.4547
GDP (Prop),2003-09-30,Singapore,0.2677
GDP (Prop),2003-09-30,Belgium,0.8713
GDP (Prop),2003-09-30,Finland,0.4708
GDP (Prop),2003-09-30,Israel,0.3645
GDP (Prop),2003-09-30,Norway,0.6139
GDP (Prop),2003-09-30,Ireland,0.4467
GDP (Prop),2003-09-30,New Zealand,0.229
GDP (Prop),2003-09-30,Austria,0.7124
GDP (Prop),2003-09-30,Portugal,0.4523
GDP (Prop),2003-09-30,China,4.678
GDP (Prop),2003-09-30,India,1.5067
GDP (Prop),2003-09-30,Taiwan,0.8843
GDP (Prop),2003-09-30,Korea,2.025
GDP (Prop),2003-09-30,Brazil,1.6434
GDP (Prop),2003-09-30,South Africa,0.5555
GDP (Prop),2003-09-30,Mexico,2.1084
GDP (Prop),2003-09-30,Indonesia,0.6713
GDP (Prop),2003-09-30,Malaysia,0.3207
GDP (Prop),2003-09-30,Thailand,0.4232
GDP (Prop),2003-09-30,Poland,0.5816
GDP (Prop),2003-09-30,Chile,0.2084
GDP (Prop),2003-09-30,Turkey,0.9557
GDP (Prop),2003-09-30,Greece,0.5544
GDP (Prop),2003-09-30,Philippines,0.2316
GDP (Prop),2003-09-30,Hungary,0.2318
GDP (Prop),2003-09-30,Egypt,0.218
GDP (Prop),2003-09-30,Czech Republic,0.2728
GDP (Prop),2003-09-30,Colombia,0.2542
GDP (Prop),2003-09-30,Peru,0.1573
GDP (Prop),2003-12-31,USA,30.4511
GDP (Prop),2003-12-31,Japan,12.6585
GDP (Prop),2003-12-31,UK,5.6915
GDP (Prop),2003-12-31,France,5.0734
GDP (Prop),2003-12-31,Canada,2.5015
GDP (Prop),2003-12-31,Switzerland,0.9925
GDP (Prop),2003-12-31,Germany,6.971
GDP (Prop),2003-12-31,Australia,1.5901
GDP (Prop),2003-12-31,Netherlands,1.6045
GDP (Prop),2003-12-31,Sweden,0.9802
GDP (Prop),2003-12-31,Denmark,0.607
GDP (Prop),2003-12-31,Spain,2.5335
GDP (Prop),2003-12-31,Italy,4.675
GDP (Prop),2003-12-31,Hong Kong,0.448
GDP (Prop),2003-12-31,Singapore,0.2654
GDP (Prop),2003-12-31,Belgium,0.8793
GDP (Prop),2003-12-31,Finland,0.4737
GDP (Prop),2003-12-31,Israel,0.3292
GDP (Prop),2003-12-31,Norway,0.6175
GDP (Prop),2003-12-31,Ireland,0.4774
GDP (Prop),2003-12-31,New Zealand,0.2352
GDP (Prop),2003-12-31,Austria,0.7166
GDP (Prop),2003-12-31,Portugal,0.4568
GDP (Prop),2003-12-31,China,4.9712
GDP (Prop),2003-12-31,India,1.7019
GDP (Prop),2003-12-31,Taiwan,0.8617
GDP (Prop),2003-12-31,Korea,1.9745
GDP (Prop),2003-12-31,Brazil,1.6513
GDP (Prop),2003-12-31,South Africa,0.5881
GDP (Prop),2003-12-31,Mexico,1.9559
GDP (Prop),2003-12-31,Indonesia,0.6146
GDP (Prop),2003-12-31,Malaysia,0.313
GDP (Prop),2003-12-31,Thailand,0.4257
GDP (Prop),2003-12-31,Poland,0.6228
GDP (Prop),2003-12-31,Chile,0.2243
GDP (Prop),2003-12-31,Turkey,0.9081
GDP (Prop),2003-12-31,Greece,0.5795
GDP (Prop),2003-12-31,Philippines,0.2484
GDP (Prop),2003-12-31,Hungary,0.2549
GDP (Prop),2003-12-31,Egypt,0.1947
GDP (Prop),2003-12-31,Czech Republic,0.2758
GDP (Prop),2003-12-31,Colombia,0.2504
GDP (Prop),2003-12-31,Peru,0.1544
GDP (Prop),2004-03-31,USA,30.2651
GDP (Prop),2004-03-31,Japan,12.6617
GDP (Prop),2004-03-31,UK,6.0517
GDP (Prop),2004-03-31,France,5.3049
GDP (Prop),2004-03-31,Canada,2.494
GDP (Prop),2004-03-31,Switzerland,1.0201
GDP (Prop),2004-03-31,Germany,7.1965
GDP (Prop),2004-03-31,Australia,1.699
GDP (Prop),2004-03-31,Netherlands,1.659
GDP (Prop),2004-03-31,Sweden,0.9276
GDP (Prop),2004-03-31,Denmark,0.6333
GDP (Prop),2004-03-31,Spain,2.6545
GDP (Prop),2004-03-31,Italy,4.2796
GDP (Prop),2004-03-31,Hong Kong,0.4096
GDP (Prop),2004-03-31,Singapore,0.281
GDP (Prop),2004-03-31,Belgium,0.9246
GDP (Prop),2004-03-31,Finland,0.4951
GDP (Prop),2004-03-31,Israel,0.3374
GDP (Prop),2004-03-31,Norway,0.6328
GDP (Prop),2004-03-31,Ireland,0.4789
GDP (Prop),2004-03-31,New Zealand,0.2564
GDP (Prop),2004-03-31,Austria,0.7487
GDP (Prop),2004-03-31,Portugal,0.474
GDP (Prop),2004-03-31,China,4.2374
GDP (Prop),2004-03-31,India,1.677
GDP (Prop),2004-03-31,Taiwan,0.8688
GDP (Prop),2004-03-31,Korea,1.9973
GDP (Prop),2004-03-31,Brazil,1.5591
GDP (Prop),2004-03-31,South Africa,0.5963
GDP (Prop),2004-03-31,Mexico,2.033
GDP (Prop),2004-03-31,Indonesia,0.6431
GDP (Prop),2004-03-31,Malaysia,0.3067
GDP (Prop),2004-03-31,Thailand,0.4275
GDP (Prop),2004-03-31,Poland,0.566
GDP (Prop),2004-03-31,Chile,0.2436
GDP (Prop),2004-03-31,Turkey,1.0317
GDP (Prop),2004-03-31,Greece,0.5582
GDP (Prop),2004-03-31,Philippines,0.2219
GDP (Prop),2004-03-31,Hungary,0.2321
GDP (Prop),2004-03-31,Egypt,0.2008
GDP (Prop),2004-03-31,Czech Republic,0.2887
GDP (Prop),2004-03-31,Colombia,0.2703
GDP (Prop),2004-03-31,Peru,0.1549
GDP (Prop),2004-06-30,USA,30.5712
GDP (Prop),2004-06-30,Japan,12.2763
GDP (Prop),2004-06-30,UK,6.0346
GDP (Prop),2004-06-30,France,5.1165
GDP (Prop),2004-06-30,Canada,2.4658
GDP (Prop),2004-06-30,Switzerland,1.0041
GDP (Prop),2004-06-30,Germany,6.9747
GDP (Prop),2004-06-30,Australia,1.6008
GDP (Prop),2004-06-30,Netherlands,1.6115
GDP (Prop),2004-06-30,Sweden,0.9571
GDP (Prop),2004-06-30,Denmark,0.611
GDP (Prop),2004-06-30,Spain,2.5854
GDP (Prop),2004-06-30,Italy,4.4361
GDP (Prop),2004-06-30,Hong Kong,0.4105
GDP (Prop),2004-06-30,Singapore,0.2815
GDP (Prop),2004-06-30,Belgium,0.8957
GDP (Prop),2004-06-30,Finland,0.4788
GDP (Prop),2004-06-30,Israel,0.3308
GDP (Prop),2004-06-30,Norway,0.6501
GDP (Prop),2004-06-30,Ireland,0.4766
GDP (Prop),2004-06-30,New Zealand,0.2411
GDP (Prop),2004-06-30,Austria,0.7238
GDP (Prop),2004-06-30,Portugal,0.4619
GDP (Prop),2004-06-30,China,4.7204
GDP (Prop),2004-06-30,India,1.6559
GDP (Prop),2004-06-30,Taiwan,0.8822
GDP (Prop),2004-06-30,Korea,2.0375
GDP (Prop),2004-06-30,Brazil,1.5985
GDP (Prop),2004-06-30,South Africa,0.6246
GDP (Prop),2004-06-30,Mexico,2.031
GDP (Prop),2004-06-30,Indonesia,0.6327
GDP (Prop),2004-06-30,Malaysia,0.3218
GDP (Prop),2004-06-30,Thailand,0.43
GDP (Prop),2004-06-30,Qatar,0.0679
GDP (Prop),2004-06-30,Poland,0.5833
GDP (Prop),2004-06-30,Chile,0.2373
GDP (Prop),2004-06-30,Turkey,0.986
GDP (Prop),2004-06-30,Greece,0.561
GDP (Prop),2004-06-30,Philippines,0.2358
GDP (Prop),2004-06-30,Hungary,0.2582
GDP (Prop),2004-06-30,Egypt,0.2048
GDP (Prop),2004-06-30,Czech Republic,0.2866
GDP (Prop),2004-06-30,Colombia,0.2736
GDP (Prop),2004-06-30,Peru,0.1748
GDP (Prop),2004-09-30,USA,30.4299
GDP (Prop),2004-09-30,Japan,12.0551
GDP (Prop),2004-09-30,UK,5.9813
GDP (Prop),2004-09-30,France,5.1268
GDP (Prop),2004-09-30,Canada,2.5547
GDP (Prop),2004-09-30,Switzerland,1.0006
GDP (Prop),2004-09-30,Germany,6.9213
GDP (Prop),2004-09-30,Australia,1.5825
GDP (Prop),2004-09-30,Netherlands,1.6121
GDP (Prop),2004-09-30,Sweden,0.9021
GDP (Prop),2004-09-30,Denmark,0.6152
GDP (Prop),2004-09-30,Spain,2.619
GDP (Prop),2004-09-30,Italy,4.3436
GDP (Prop),2004-09-30,Hong Kong,0.4234
GDP (Prop),2004-09-30,Singapore,0.2859
GDP (Prop),2004-09-30,Belgium,0.9041
GDP (Prop),2004-09-30,Finland,0.4812
GDP (Prop),2004-09-30,Israel,0.3432
GDP (Prop),2004-09-30,Norway,0.6524
GDP (Prop),2004-09-30,Ireland,0.4705
GDP (Prop),2004-09-30,New Zealand,0.25
GDP (Prop),2004-09-30,Austria,0.731
GDP (Prop),2004-09-30,Portugal,0.4618
GDP (Prop),2004-09-30,China,5.0022
GDP (Prop),2004-09-30,India,1.6299
GDP (Prop),2004-09-30,Taiwan,0.857
GDP (Prop),2004-09-30,Korea,2.0333
GDP (Prop),2004-09-30,Brazil,1.6788
GDP (Prop),2004-09-30,South Africa,0.6478
GDP (Prop),2004-09-30,Mexico,2.0206
GDP (Prop),2004-09-30,Indonesia,0.6431
GDP (Prop),2004-09-30,Malaysia,0.3324
GDP (Prop),2004-09-30,Thailand,0.4207
GDP (Prop),2004-09-30,Qatar,0.075
GDP (Prop),2004-09-30,Poland,0.6237
GDP (Prop),2004-09-30,Chile,0.2453
GDP (Prop),2004-09-30,Turkey,1.0012
GDP (Prop),2004-09-30,Greece,0.5912
GDP (Prop),2004-09-30,Philippines,0.2296
GDP (Prop),2004-09-30,Hungary,0.2598
GDP (Prop),2004-09-30,Egypt,0.2194
GDP (Prop),2004-09-30,Czech Republic,0.2971
GDP (Prop),2004-09-30,Colombia,0.2854
GDP (Prop),2004-09-30,Peru,0.1588
GDP (Prop),2004-12-31,USA,29.2499
GDP (Prop),2004-12-31,Japan,11.7839
GDP (Prop),2004-12-31,UK,5.9059
GDP (Prop),2004-12-31,France,5.2031
GDP (Prop),2004-12-31,Canada,2.6138
GDP (Prop),2004-12-31,Switzerland,1.0096
GDP (Prop),2004-12-31,Germany,6.9294
GDP (Prop),2004-12-31,Australia,1.6203
GDP (Prop),2004-12-31,Netherlands,1.6258
GDP (Prop),2004-12-31,Sweden,1.008
GDP (Prop),2004-12-31,Denmark,0.6278
GDP (Prop),2004-12-31,Spain,2.6813
GDP (Prop),2004-12-31,Italy,4.7912
GDP (Prop),2004-12-31,Hong Kong,0.4228
GDP (Prop),2004-12-31,Singapore,0.2844
GDP (Prop),2004-12-31,Belgium,0.9135
GDP (Prop),2004-12-31,Finland,0.4905
GDP (Prop),2004-12-31,Israel,0.324
GDP (Prop),2004-12-31,Norway,0.6873
GDP (Prop),2004-12-31,Ireland,0.4871
GDP (Prop),2004-12-31,New Zealand,0.254
GDP (Prop),2004-12-31,Austria,0.7407
GDP (Prop),2004-12-31,Portugal,0.4684
GDP (Prop),2004-12-31,China,5.2744
GDP (Prop),2004-12-31,India,1.7847
GDP (Prop),2004-12-31,Taiwan,0.8231
GDP (Prop),2004-12-31,Korea,2.0544
GDP (Prop),2004-12-31,Brazil,1.7634
GDP (Prop),2004-12-31,South Africa,0.6633
GDP (Prop),2004-12-31,Mexico,1.9845
GDP (Prop),2004-12-31,Indonesia,0.614
GDP (Prop),2004-12-31,Malaysia,0.3178
GDP (Prop),2004-12-31,Thailand,0.4253
GDP (Prop),2004-12-31,Qatar,0.0721
GDP (Prop),2004-12-31,Poland,0.7387
GDP (Prop),2004-12-31,Chile,0.2511
GDP (Prop),2004-12-31,Turkey,1.015
GDP (Prop),2004-12-31,Greece,0.6034
GDP (Prop),2004-12-31,Philippines,0.248
GDP (Prop),2004-12-31,Hungary,0.2778
GDP (Prop),2004-12-31,Egypt,0.1964
GDP (Prop),2004-12-31,Czech Republic,0.312
GDP (Prop),2004-12-31,Colombia,0.2944
GDP (Prop),2004-12-31,Peru,0.1639
GDP (Prop),2005-03-31,USA,29.4625
GDP (Prop),2005-03-31,Japan,11.7979
GDP (Prop),2005-03-31,UK,5.9657
GDP (Prop),2005-03-31,France,5.2472
GDP (Prop),2005-03-31,Canada,2.5968
GDP (Prop),2005-03-31,Switzerland,1.0099
GDP (Prop),2005-03-31,Germany,6.9498
GDP (Prop),2005-03-31,Australia,1.6767
GDP (Prop),2005-03-31,Netherlands,1.6379
GDP (Prop),2005-03-31,Sweden,0.9127
GDP (Prop),2005-03-31,Denmark,0.6295
GDP (Prop),2005-03-31,Spain,2.7217
GDP (Prop),2005-03-31,Italy,4.2106
GDP (Prop),2005-03-31,Hong Kong,0.388
GDP (Prop),2005-03-31,Singapore,0.2881
GDP (Prop),2005-03-31,Belgium,0.9208
GDP (Prop),2005-03-31,Finland,0.4967
GDP (Prop),2005-03-31,Israel,0.323
GDP (Prop),2005-03-31,Norway,0.6992
GDP (Prop),2005-03-31,Ireland,0.5021
GDP (Prop),2005-03-31,New Zealand,0.2584
GDP (Prop),2005-03-31,Austria,0.7443
GDP (Prop),2005-03-31,Portugal,0.4713
GDP (Prop),2005-03-31,China,4.5117
GDP (Prop),2005-03-31,India,1.8803
GDP (Prop),2005-03-31,Taiwan,0.8619
GDP (Prop),2005-03-31,Korea,2.1894
GDP (Prop),2005-03-31,Brazil,1.7296
GDP (Prop),2005-03-31,Saudi Arabia,0.6886
GDP (Prop),2005-03-31,South Africa,0.6749
GDP (Prop),2005-03-31,Mexico,2.0022
GDP (Prop),2005-03-31,Indonesia,0.6288
GDP (Prop),2005-03-31,Malaysia,0.3074
GDP (Prop),2005-03-31,Thailand,0.4353
GDP (Prop),2005-03-31,Qatar,0.0761
GDP (Prop),2005-03-31,Poland,0.6893
GDP (Prop),2005-03-31,Chile,0.2579
GDP (Prop),2005-03-31,Turkey,1.1282
GDP (Prop),2005-03-31,Greece,0.5439
GDP (Prop),2005-03-31,Philippines,0.2275
GDP (Prop),2005-03-31,Hungary,0.2409
GDP (Prop),2005-03-31,Egypt,0.2111
GDP (Prop),2005-03-31,Czech Republic,0.3254
GDP (Prop),2005-03-31,Colombia,0.319
GDP (Prop),2005-03-31,Peru,0.1595
GDP (Prop),2005-06-30,USA,29.6479
GDP (Prop),2005-06-30,Japan,11.4549
GDP (Prop),2005-06-30,UK,5.9518
GDP (Prop),2005-06-30,France,5.0482
GDP (Prop),2005-06-30,Canada,2.5806
GDP (Prop),2005-06-30,Switzerland,0.9804
GDP (Prop),2005-06-30,Germany,6.6711
GDP (Prop),2005-06-30,Australia,1.6828
GDP (Prop),2005-06-30,Netherlands,1.5817
GDP (Prop),2005-06-30,Sweden,0.9376
GDP (Prop),2005-06-30,Denmark,0.6154
GDP (Prop),2005-06-30,Spain,2.651
GDP (Prop),2005-06-30,Italy,4.3153
GDP (Prop),2005-06-30,Hong Kong,0.3991
GDP (Prop),2005-06-30,Singapore,0.2882
GDP (Prop),2005-06-30,Belgium,0.8891
GDP (Prop),2005-06-30,Finland,0.4699
GDP (Prop),2005-06-30,Israel,0.3282
GDP (Prop),2005-06-30,Norway,0.7082
GDP (Prop),2005-06-30,Ireland,0.4906
GDP (Prop),2005-06-30,New Zealand,0.2644
GDP (Prop),2005-06-30,Austria,0.7231
GDP (Prop),2005-06-30,Portugal,0.4568
GDP (Prop),2005-06-30,China,4.9667
GDP (Prop),2005-06-30,India,1.7625
GDP (Prop),2005-06-30,Taiwan,0.8668
GDP (Prop),2005-06-30,Korea,2.2399
GDP (Prop),2005-06-30,Brazil,1.9813
GDP (Prop),2005-06-30,Saudi Arabia,0.7365
GDP (Prop),2005-06-30,South Africa,0.6485
GDP (Prop),2005-06-30,Mexico,2.0532
GDP (Prop),2005-06-30,Indonesia,0.6439
GDP (Prop),2005-06-30,Malaysia,0.3183
GDP (Prop),2005-06-30,Thailand,0.4262
GDP (Prop),2005-06-30,Qatar,0.0752
GDP (Prop),2005-06-30,Poland,0.6661
GDP (Prop),2005-06-30,Chile,0.2651
GDP (Prop),2005-06-30,Turkey,1.1178
GDP (Prop),2005-06-30,Greece,0.552
GDP (Prop),2005-06-30,Philippines,0.2445
GDP (Prop),2005-06-30,Hungary,0.2614
GDP (Prop),2005-06-30,Egypt,0.2156
GDP (Prop),2005-06-30,Czech Republic,0.3118
GDP (Prop),2005-06-30,Colombia,0.3302
GDP (Prop),2005-06-30,Peru,0.1803
GDP (Prop),2005-09-30,USA,29.9767
GDP (Prop),2005-09-30,Japan,11.0533
GDP (Prop),2005-09-30,UK,5.7529
GDP (Prop),2005-09-30,France,4.9241
GDP (Prop),2005-09-30,Canada,2.7278
GDP (Prop),2005-09-30,Switzerland,0.9527
GDP (Prop),2005-09-30,Germany,6.4874
GDP (Prop),2005-09-30,Australia,1.6923
GDP (Prop),2005-09-30,Netherlands,1.5485
GDP (Prop),2005-09-30,Sweden,0.8425
GDP (Prop),2005-09-30,Denmark,0.5972
GDP (Prop),2005-09-30,Spain,2.6049
GDP (Prop),2005-09-30,Italy,4.1068
GDP (Prop),2005-09-30,Hong Kong,0.4272
GDP (Prop),2005-09-30,Singapore,0.2924
GDP (Prop),2005-09-30,Belgium,0.8657
GDP (Prop),2005-09-30,Finland,0.4588
GDP (Prop),2005-09-30,Israel,0.3296
GDP (Prop),2005-09-30,Norway,0.7206
GDP (Prop),2005-09-30,Ireland,0.4734
GDP (Prop),2005-09-30,New Zealand,0.2574
GDP (Prop),2005-09-30,Austria,0.7104
GDP (Prop),2005-09-30,Portugal,0.4422
GDP (Prop),2005-09-30,China,5.3887
GDP (Prop),2005-09-30,India,1.7876
GDP (Prop),2005-09-30,Taiwan,0.846
GDP (Prop),2005-09-30,Korea,2.2264
GDP (Prop),2005-09-30,Brazil,2.1525
GDP (Prop),2005-09-30,Saudi Arabia,0.7834
GDP (Prop),2005-09-30,South Africa,0.6527
GDP (Prop),2005-09-30,Mexico,2.1498
GDP (Prop),2005-09-30,Indonesia,0.6496
GDP (Prop),2005-09-30,Malaysia,0.3429
GDP (Prop),2005-09-30,Thailand,0.4281
GDP (Prop),2005-09-30,Qatar,0.0986
GDP (Prop),2005-09-30,Poland,0.6694
GDP (Prop),2005-09-30,Chile,0.2915
GDP (Prop),2005-09-30,Turkey,1.1808
GDP (Prop),2005-09-30,Greece,0.5563
GDP (Prop),2005-09-30,Philippines,0.2351
GDP (Prop),2005-09-30,Hungary,0.2627
GDP (Prop),2005-09-30,Egypt,0.2426
GDP (Prop),2005-09-30,Czech Republic,0.3079
GDP (Prop),2005-09-30,Colombia,0.336
GDP (Prop),2005-09-30,Peru,0.1664
GDP (Prop),2005-12-30,USA,29.9149
GDP (Prop),2005-12-30,Japan,10.3311
GDP (Prop),2005-12-30,UK,5.6253
GDP (Prop),2005-12-30,France,4.7722
GDP (Prop),2005-12-30,Canada,2.8103
GDP (Prop),2005-12-30,Switzerland,0.9318
GDP (Prop),2005-12-30,Germany,6.2684
GDP (Prop),2005-12-30,Australia,1.666
GDP (Prop),2005-12-30,Netherlands,1.5069
GDP (Prop),2005-12-30,Sweden,0.8844
GDP (Prop),2005-12-30,Denmark,0.5805
GDP (Prop),2005-12-30,Spain,2.556
GDP (Prop),2005-12-30,Italy,4.3574
GDP (Prop),2005-12-30,Hong Kong,0.4422
GDP (Prop),2005-12-30,Singapore,0.296
GDP (Prop),2005-12-30,Belgium,0.8446
GDP (Prop),2005-12-30,Finland,0.4449
GDP (Prop),2005-12-30,Israel,0.319
GDP (Prop),2005-12-30,Norway,0.7128
GDP (Prop),2005-12-30,Ireland,0.467
GDP (Prop),2005-12-30,New Zealand,0.2535
GDP (Prop),2005-12-30,Austria,0.6864
GDP (Prop),2005-12-30,Portugal,0.4301
GDP (Prop),2005-12-30,China,6.0024
GDP (Prop),2005-12-30,India,1.9332
GDP (Prop),2005-12-30,Taiwan,0.8417
GDP (Prop),2005-12-30,Korea,2.2124
GDP (Prop),2005-12-30,Brazil,2.326
GDP (Prop),2005-12-30,Saudi Arabia,0.7853
GDP (Prop),2005-12-30,South Africa,0.6581
GDP (Prop),2005-12-30,Mexico,2.173
GDP (Prop),2005-12-30,Indonesia,0.6817
GDP (Prop),2005-12-30,Malaysia,0.3412
GDP (Prop),2005-12-30,Thailand,0.4366
GDP (Prop),2005-12-30,Qatar,0.1041
GDP (Prop),2005-12-30,Poland,0.7473
GDP (Prop),2005-12-30,Chile,0.3097
GDP (Prop),2005-12-30,Turkey,1.1998
GDP (Prop),2005-12-30,Greece,0.5552
GDP (Prop),2005-12-30,Philippines,0.2738
GDP (Prop),2005-12-30,Hungary,0.2647
GDP (Prop),2005-12-30,Egypt,0.23
GDP (Prop),2005-12-30,Czech Republic,0.3073
GDP (Prop),2005-12-30,Colombia,0.3436
GDP (Prop),2005-12-30,Peru,0.1711
GDP (Prop),2006-03-31,USA,30.3418
GDP (Prop),2006-03-31,Japan,10.2846
GDP (Prop),2006-03-31,UK,5.6706
GDP (Prop),2006-03-31,France,4.8609
GDP (Prop),2006-03-31,Canada,2.8508
GDP (Prop),2006-03-31,Switzerland,0.9474
GDP (Prop),2006-03-31,Germany,6.3551
GDP (Prop),2006-03-31,Australia,1.6637
GDP (Prop),2006-03-31,Netherlands,1.541
GDP (Prop),2006-03-31,Sweden,0.8435
GDP (Prop),2006-03-31,Denmark,0.5932
GDP (Prop),2006-03-31,Spain,2.6187
GDP (Prop),2006-03-31,Italy,3.9093
GDP (Prop),2006-03-31,Hong Kong,0.4088
GDP (Prop),2006-03-31,Singapore,0.311
GDP (Prop),2006-03-31,Belgium,0.8591
GDP (Prop),2006-03-31,Finland,0.4556
GDP (Prop),2006-03-31,Israel,0.3213
GDP (Prop),2006-03-31,Norway,0.7347
GDP (Prop),2006-03-31,Ireland,0.4875
GDP (Prop),2006-03-31,New Zealand,0.2432
GDP (Prop),2006-03-31,Austria,0.7037
GDP (Prop),2006-03-31,Portugal,0.4364
GDP (Prop),2006-03-31,China,5.2199
GDP (Prop),2006-03-31,India,2.0638
GDP (Prop),2006-03-31,Taiwan,0.8492
GDP (Prop),2006-03-31,Korea,2.3433
GDP (Prop),2006-03-31,Brazil,2.2562
GDP (Prop),2006-03-31,Saudi Arabia,0.8372
GDP (Prop),2006-03-31,South Africa,0.7047
GDP (Prop),2006-03-31,Mexico,2.2584
GDP (Prop),2006-03-31,Indonesia,0.7523
GDP (Prop),2006-03-31,Malaysia,0.3385
GDP (Prop),2006-03-31,Thailand,0.4691
GDP (Prop),2006-03-31,Qatar,0.111
GDP (Prop),2006-03-31,Poland,0.6795
GDP (Prop),2006-03-31,Chile,0.3276
GDP (Prop),2006-03-31,Turkey,1.245
GDP (Prop),2006-03-31,Greece,0.5316
GDP (Prop),2006-03-31,Philippines,0.2579
GDP (Prop),2006-03-31,Hungary,0.2237
GDP (Prop),2006-03-31,Egypt,0.2385
GDP (Prop),2006-03-31,Czech Republic,0.3207
GDP (Prop),2006-03-31,Colombia,0.355
GDP (Prop),2006-03-31,Peru,0.1749
GDP (Prop),2006-06-30,USA,29.5156
GDP (Prop),2006-06-30,Japan,10.1205
GDP (Prop),2006-06-30,UK,5.7836
GDP (Prop),2006-06-30,France,4.9722
GDP (Prop),2006-06-30,Canada,2.8515
GDP (Prop),2006-06-30,Switzerland,0.9639
GDP (Prop),2006-06-30,Germany,6.5199
GDP (Prop),2006-06-30,Australia,1.6403
GDP (Prop),2006-06-30,Netherlands,1.5766
GDP (Prop),2006-06-30,Sweden,0.9196
GDP (Prop),2006-06-30,Denmark,0.6157
GDP (Prop),2006-06-30,Spain,2.6908
GDP (Prop),2006-06-30,Italy,4.2095
GDP (Prop),2006-06-30,Hong Kong,0.3951
GDP (Prop),2006-06-30,Singapore,0.3143
GDP (Prop),2006-06-30,Belgium,0.8691
GDP (Prop),2006-06-30,Finland,0.4619
GDP (Prop),2006-06-30,Israel,0.3299
GDP (Prop),2006-06-30,Norway,0.7713
GDP (Prop),2006-06-30,Ireland,0.496
GDP (Prop),2006-06-30,New Zealand,0.2237
GDP (Prop),2006-06-30,Austria,0.715
GDP (Prop),2006-06-30,Portugal,0.4467
GDP (Prop),2006-06-30,China,5.6441
GDP (Prop),2006-06-30,India,1.7991
GDP (Prop),2006-06-30,Taiwan,0.831
GDP (Prop),2006-06-30,Korea,2.3317
GDP (Prop),2006-06-30,Brazil,2.2857
GDP (Prop),2006-06-30,Saudi Arabia,0.8301
GDP (Prop),2006-06-30,South Africa,0.6711
GDP (Prop),2006-06-30,Mexico,2.129
GDP (Prop),2006-06-30,Indonesia,0.7657
GDP (Prop),2006-06-30,Malaysia,0.3458
GDP (Prop),2006-06-30,Thailand,0.4688
GDP (Prop),2006-06-30,Qatar,0.1133
GDP (Prop),2006-06-30,Poland,0.6989
GDP (Prop),2006-06-30,Chile,0.3363
GDP (Prop),2006-06-30,Turkey,1.1662
GDP (Prop),2006-06-30,Greece,0.5694
GDP (Prop),2006-06-30,Philippines,0.2671
GDP (Prop),2006-06-30,Hungary,0.2461
GDP (Prop),2006-06-30,Egypt,0.2438
GDP (Prop),2006-06-30,Czech Republic,0.3319
GDP (Prop),2006-06-30,Colombia,0.3286
GDP (Prop),2006-06-30,Peru,0.1937
GDP (Prop),2006-09-29,USA,29.253
GDP (Prop),2006-09-29,Japan,9.7651
GDP (Prop),2006-09-29,UK,5.8933
GDP (Prop),2006-09-29,France,4.9945
GDP (Prop),2006-09-29,Canada,2.8302
