Metric,Universe,Benchmark,Month,Indicator_Month,Port_Return(%),BM_Return(%),Excess_Return(%),Cum_Port(%),Cum_BM(%),Cum_Excess(%),n_countries
GDP,DM,MSCI World ex USA,2018-04,2017-12,1.8373,2.0811,-0.2438,15.5023,24.2778,-9.913,22
GDP,DM,MSCI World ex USA,2018-05,2018-01,-2.794,-2.4281,-0.3659,12.2752,21.2603,-10.2426,22
GDP,DM,MSCI World ex USA,2018-06,2018-02,-1.7157,-1.2689,-0.4468,10.3489,19.7216,-10.6437,22
GDP,DM,MSCI World ex USA,2018-07,2018-03,2.0869,2.406,-0.3192,12.6517,22.6021,-10.9289,22
GDP,DM,MSCI World ex USA,2018-08,2018-04,-1.8205,-2.1451,0.3246,10.6009,19.9722,-10.6397,22
GDP,DM,MSCI World ex USA,2018-09,2018-05,0.7113,0.511,0.2003,11.3876,20.5852,-10.4607,22
GDP,DM,MSCI World ex USA,2018-10,2018-06,-8.3794,-8.026,-0.3534,2.054,10.907,-10.7772,22
GDP,DM,MSCI World ex USA,2018-11,2018-07,-0.4042,-0.2733,-0.1309,1.6415,10.604,-10.8939,22
GDP,DM,MSCI World ex USA,2018-12,2018-08,-5.7535,-5.2837,-0.4698,-4.2064,4.76,-11.3125,22
GDP,DM,MSCI World ex USA,2019-01,2018-09,6.6586,7.022,-0.3634,2.1721,12.1163,-11.6348,22
GDP,DM,MSCI World ex USA,2019-02,2018-10,1.5969,2.3556,-0.7586,3.8038,14.7573,-12.3052,22
GDP,DM,MSCI World ex USA,2019-03,2018-11,-0.2874,-0.0044,-0.283,3.5055,14.7522,-12.5534,22
GDP,DM,MSCI World ex USA,2019-04,2018-12,2.8385,2.4903,0.3482,6.4435,17.6099,-12.2489,22
GDP,DM,MSCI World ex USA,2019-05,2019-01,-5.8071,-5.3027,-0.5044,0.2621,11.3734,-12.6915,22
GDP,DM,MSCI World ex USA,2019-06,2019-02,5.4709,5.7712,-0.3004,5.7474,17.801,-12.9537,22
GDP,DM,MSCI World ex USA,2019-07,2019-03,-1.0868,-1.2573,0.1705,4.5981,16.3198,-12.8053,22
GDP,DM,MSCI World ex USA,2019-08,2019-04,-2.379,-2.7303,0.3514,2.1097,13.1439,-12.4989,22
GDP,DM,MSCI World ex USA,2019-09,2019-05,2.7615,2.4839,0.2775,4.9294,15.9543,-12.2561,22
GDP,DM,MSCI World ex USA,2019-10,2019-06,4.0965,3.1333,0.9632,9.2279,19.5875,-11.4109,22
GDP,DM,MSCI World ex USA,2019-11,2019-07,1.0352,1.0931,-0.0578,10.3587,20.8947,-11.4622,22
GDP,DM,MSCI World ex USA,2019-12,2019-08,2.6372,3.0895,-0.4523,13.269,24.6297,-11.8626,22
GDP,DM,MSCI World ex USA,2020-01,2019-09,-1.9988,-1.9848,-0.014,11.005,22.156,-11.8749,22
GDP,DM,MSCI World ex USA,2020-02,2019-10,-9.0941,-9.0616,-0.0325,0.9101,11.0867,-11.9036,22
GDP,DM,MSCI World ex USA,2020-03,2019-11,-13.4005,-14.5754,1.1749,-12.6124,-5.1046,-10.8686,22
GDP,DM,MSCI World ex USA,2020-04,2019-12,6.6185,6.7942,-0.1757,-6.8286,1.3428,-11.0252,22
GDP,DM,MSCI World ex USA,2020-05,2020-01,5.1811,3.9743,1.2068,-2.0013,5.3705,-9.9515,22
GDP,DM,MSCI World ex USA,2020-06,2020-02,2.6545,3.2302,-0.5757,0.6001,8.7742,-10.4699,22
GDP,DM,MSCI World ex USA,2020-07,2020-03,1.5479,2.5464,-0.9986,2.1572,11.5441,-11.3639,22
GDP,DM,MSCI World ex USA,2020-08,2020-04,5.8109,4.9553,0.8556,8.0935,17.0714,-10.6055,22
GDP,DM,MSCI World ex USA,2020-09,2020-05,-2.3518,-3.0757,0.7239,5.5514,13.4707,-9.9584,22
GDP,DM,MSCI World ex USA,2020-10,2020-06,-3.873,-4.0069,0.1339,1.4633,8.924,-9.8378,22
GDP,DM,MSCI World ex USA,2020-11,2020-07,15.3949,15.2146,0.1803,17.0835,25.4963,-9.6753,22
GDP,DM,MSCI World ex USA,2020-12,2020-08,4.528,4.4483,0.0797,22.385,31.0787,-9.6032,22
GDP,DM,MSCI World ex USA,2021-01,2020-09,-1.2492,-1.1095,-0.1397,20.8562,29.6244,-9.7296,22
GDP,DM,MSCI World ex USA,2021-02,2020-10,2.0755,2.4137,-0.3382,23.3646,32.7532,-10.0348,22
GDP,DM,MSCI World ex USA,2021-03,2020-11,1.8798,2.0935,-0.2137,25.6836,35.5324,-10.2271,22
GDP,DM,MSCI World ex USA,2021-04,2020-12,1.568,2.8719,-1.304,27.6543,39.4248,-11.3977,22
GDP,DM,MSCI World ex USA,2021-05,2021-01,2.9496,3.4958,-0.5462,31.4196,44.2989,-11.8817,22
GDP,DM,MSCI World ex USA,2021-06,2021-02,-1.7413,-1.4991,-0.2422,29.1312,42.1358,-12.0951,22
GDP,DM,MSCI World ex USA,2021-07,2021-03,-0.0624,0.601,-0.6634,29.0506,42.9899,-12.6782,22
GDP,DM,MSCI World ex USA,2021-08,2021-04,1.9831,1.3739,0.6091,31.6098,44.9545,-12.1463,22
GDP,DM,MSCI World ex USA,2021-09,2021-05,-1.7803,-3.149,1.3687,29.2667,40.3899,-10.9439,22
GDP,DM,MSCI World ex USA,2021-10,2021-06,1.2245,2.8846,-1.6601,30.8496,44.4396,-12.4223,22
GDP,DM,MSCI World ex USA,2021-11,2021-07,-4.8407,-4.8124,-0.0283,24.5156,37.4887,-12.4471,22
GDP,DM,MSCI World ex USA,2021-12,2021-08,4.3745,4.9936,-0.619,29.9626,44.3543,-12.9891,22
GDP,DM,MSCI World ex USA,2022-01,2021-09,-4.2529,-4.4581,0.2053,24.4355,37.9188,-12.8105,22
GDP,DM,MSCI World ex USA,2022-02,2021-10,-2.5997,-1.731,-0.8687,21.2006,35.5314,-13.5679,22
GDP,DM,MSCI World ex USA,2022-03,2021-11,-0.7743,0.6647,-1.4391,20.2621,36.4323,-14.8117,22
GDP,DM,MSCI World ex USA,2022-04,2021-12,-7.527,-6.8602,-0.6668,11.2099,27.0728,-15.3798,22
GDP,DM,MSCI World ex USA,2022-05,2022-01,0.9694,0.3287,0.6407,12.288,27.4905,-14.8376,22
GDP,DM,MSCI World ex USA,2022-06,2022-02,-10.0622,-9.5421,-0.5201,0.9894,15.3253,-15.2806,22
GDP,DM,MSCI World ex USA,2022-07,2022-03,4.4595,4.8985,-0.439,5.493,20.9744,-15.6525,22
GDP,DM,MSCI World ex USA,2022-08,2022-04,-4.5235,-4.9152,0.3917,0.721,15.0283,-15.322,22
GDP,DM,MSCI World ex USA,2022-09,2022-05,-9.8741,-9.6113,-0.2628,-9.2243,3.9726,-15.5446,22
GDP,DM,MSCI World ex USA,2022-10,2022-06,6.3914,5.4431,0.9483,-3.4225,9.6319,-14.7437,22
GDP,DM,MSCI World ex USA,2022-11,2022-07,11.0932,10.4718,0.6214,7.2911,21.1123,-14.2139,22
GDP,DM,MSCI World ex USA,2022-12,2022-08,-0.1757,-0.5867,0.411,7.1026,20.4018,-13.8613,22
GDP,DM,MSCI World ex USA,2023-01,2022-09,8.6556,8.1287,0.5269,16.373,30.1888,-13.4074,22
GDP,DM,MSCI World ex USA,2023-02,2022-10,-2.1822,-2.4722,0.29,13.8335,26.9702,-13.1563,22
GDP,DM,MSCI World ex USA,2023-03,2022-11,2.0507,1.6709,0.3798,16.1678,29.0918,-12.8265,22
GDP,DM,MSCI World ex USA,2023-04,2022-12,2.2393,2.4833,-0.2439,18.7692,32.2975,-13.0391,22
GDP,DM,MSCI World ex USA,2023-05,2023-01,-4.8912,-4.8506,-0.0406,12.96,25.8803,-13.0744,22
GDP,DM,MSCI World ex USA,2023-06,2023-02,4.9416,4.5959,0.3457,18.542,31.6656,-12.7739,22
GDP,DM,MSCI World ex USA,2023-07,2023-03,3.3341,3.1584,0.1758,22.4944,35.8241,-12.6206,22
GDP,DM,MSCI World ex USA,2023-08,2023-04,-4.0284,-4.1304,0.1019,17.5598,30.2141,-12.5315,22
GDP,DM,MSCI World ex USA,2023-09,2023-05,-3.8165,-3.6466,-0.1699,13.0732,25.4657,-12.6801,22
GDP,DM,MSCI World ex USA,2023-10,2023-06,-4.2448,-4.2826,0.0378,8.2735,20.0925,-12.6471,22
GDP,DM,MSCI World ex USA,2023-11,2023-07,9.9334,9.2007,0.7327,19.0287,31.142,-12.0071,22
GDP,DM,MSCI World ex USA,2023-12,2023-08,4.7538,5.3727,-0.6189,24.6871,38.1878,-12.5517,22
GDP,DM,MSCI World ex USA,2024-01,2023-09,0.2005,0.3757,-0.1752,24.937,38.7069,-12.7049,22
GDP,DM,MSCI World ex USA,2024-02,2023-10,2.1288,1.5571,0.5716,27.5966,40.8668,-12.2059,22
GDP,DM,MSCI World ex USA,2024-03,2023-11,3.2531,2.7861,0.467,31.7475,44.7915,-11.7959,22
GDP,DM,MSCI World ex USA,2024-04,2023-12,-2.8258,-2.906,0.0802,28.0246,40.5839,-11.7252,22
GDP,DM,MSCI World ex USA,2024-05,2024-01,2.9878,3.2895,-0.3017,31.8497,45.2084,-11.9915,22
GDP,DM,MSCI World ex USA,2024-06,2024-02,-2.3589,-1.7969,-0.562,28.7394,42.5991,-12.4862,22
GDP,DM,MSCI World ex USA,2024-07,2024-03,3.1634,3.0752,0.0883,32.812,46.9843,-12.4089,22
GDP,DM,MSCI World ex USA,2024-08,2024-04,3.3745,3.1155,0.2591,37.2938,51.5635,-12.182,22
GDP,DM,MSCI World ex USA,2024-09,2024-05,1.5311,0.8108,0.7203,39.3959,52.7924,-11.5495,22
GDP,DM,MSCI World ex USA,2024-10,2024-06,-4.8496,-5.1695,0.3199,32.6357,44.8938,-11.2665,22
GDP,DM,MSCI World ex USA,2024-11,2024-07,-0.4065,0.0722,-0.4787,32.0965,44.9984,-11.6913,22
GDP,DM,MSCI World ex USA,2024-12,2024-08,-1.6827,-2.7585,1.0758,29.8737,40.9985,-10.7412,22
GDP,DM,MSCI World ex USA,2025-01,2024-09,5.6719,4.9165,0.7554,37.24,47.9308,-10.067,22
GDP,DM,MSCI World ex USA,2025-02,2024-10,2.3277,1.6232,0.7045,40.4346,50.332,-9.4334,22
GDP,DM,MSCI World ex USA,2025-03,2024-11,0.0759,-1.0472,1.1231,40.5412,48.7577,-8.4162,22
GDP,DM,MSCI World ex USA,2025-04,2024-12,4.6942,4.1741,0.5201,47.1385,54.9671,-7.9399,22
GDP,DM,MSCI World ex USA,2025-05,2025-01,4.4094,4.1542,0.2553,53.6265,61.4047,-7.7049,22
GDP,DM,MSCI World ex USA,2025-06,2025-02,2.307,2.2234,0.0836,57.1707,64.9934,-7.6277,22
GDP,DM,MSCI World ex USA,2025-07,2025-03,-1.1148,-1.2702,0.1554,55.4185,62.8976,-7.4842,22
GDP,DM,MSCI World ex USA,2025-08,2025-04,3.5915,4.207,-0.6156,61.0003,69.7507,-8.0537,22
GDP,DM,MSCI World ex USA,2025-09,2025-05,1.4488,1.8597,-0.4109,63.3329,72.9077,-8.4315,22
GDP,DM,MSCI World ex USA,2025-10,2025-06,0.5958,0.9952,-0.3994,64.3061,74.6285,-8.7972,22
GDP,DM,MSCI World ex USA,2025-11,2025-07,0.6199,0.8907,-0.2708,65.3246,76.1839,-9.0442,22
GDP,DM,MSCI World ex USA,2025-12,2025-08,3.1361,2.9104,0.2257,70.5093,81.3116,-8.839,22
GDP,DM,MSCI World ex USA,2026-01,2025-09,4.2213,4.6772,-0.4559,77.707,89.7919,-9.2546,22
GDP,DM,MSCI World ex USA,2026-02,2025-10,3.9721,4.6839,-0.7118,84.7657,98.6814,-9.9005,22
GDP,DM,MSCI World ex USA,2026-03,2025-11,-7.2044,-7.0052,-0.1992,71.4544,84.7634,-10.08,22
GDP,EM,MSCI EM,2000-07,2000-03,-4.206,-5.2604,1.0544,-4.206,-5.2604,1.0544,19
GDP,EM,MSCI EM,2000-08,2000-04,-1.4499,0.3502,-1.8001,-5.5949,-4.9286,-0.7647,19
GDP,EM,MSCI EM,2000-09,2000-05,-10.511,-8.8604,-1.6506,-15.5178,-13.3523,-2.4026,19
GDP,EM,MSCI EM,2000-10,2000-06,-5.4028,-7.301,1.8981,-20.0822,-19.6784,-0.5501,19
GDP,EM,MSCI EM,2000-11,2000-07,-9.978,-8.8001,-1.1779,-28.0564,-26.7468,-1.7215,19
GDP,EM,MSCI EM,2000-12,2000-08,2.0693,2.2788,-0.2095,-26.5677,-25.0776,-1.9273,19
GDP,EM,MSCI EM,2001-01,2000-09,14.5975,13.55,1.0475,-15.8484,-14.9255,-0.9001,19
GDP,EM,MSCI EM,2001-02,2000-10,-8.7055,-7.9146,-0.7909,-23.1742,-21.6588,-1.6839,19
GDP,EM,MSCI EM,2001-03,2000-11,-13.1609,-10.2818,-2.8791,-33.2852,-29.7137,-4.5145,19
GDP,EM,MSCI EM,2001-04,2000-12,8.0543,4.6532,3.4011,-27.9117,-26.4432,-1.2669,19
GDP,EM,MSCI EM,2001-05,2001-01,2.3352,0.8654,1.4698,-26.2283,-25.8066,0.1843,19
GDP,EM,MSCI EM,2001-06,2001-02,0.697,-2.3165,3.0134,-25.7141,-27.5253,3.2033,19
GDP,EM,MSCI EM,2001-07,2001-03,-8.9725,-6.5726,-2.4,-32.3794,-32.2887,0.7265,19
GDP,EM,MSCI EM,2001-08,2001-04,-10.4694,-1.1592,-9.3102,-39.4589,-33.0736,-8.6513,19
GDP,EM,MSCI EM,2001-09,2001-05,-10.2758,-15.6871,5.4113,-45.68,-43.5724,-3.7082,19
GDP,EM,MSCI EM,2001-10,2001-06,4.5244,6.1521,-1.6277,-43.2224,-40.101,-5.2755,19
GDP,EM,MSCI EM,2001-11,2001-07,9.5682,10.3293,-0.7611,-37.7898,-33.9138,-5.9965,19
GDP,EM,MSCI EM,2001-12,2001-08,3.6734,7.803,-4.1296,-35.5045,-28.7571,-9.8785,19
GDP,EM,MSCI EM,2002-01,2001-09,-2.85,3.2596,-6.1096,-37.3426,-26.4348,-15.3845,20
GDP,EM,MSCI EM,2002-02,2001-10,1.0189,1.5314,-0.5125,-36.7042,-25.3083,-15.8182,20
GDP,EM,MSCI EM,2002-03,2001-11,5.525,5.6184,-0.0934,-33.2072,-21.1118,-15.8968,20
GDP,EM,MSCI EM,2002-04,2001-12,2.3822,0.3918,1.9904,-31.616,-20.8028,-14.2228,20
GDP,EM,MSCI EM,2002-05,2002-01,-0.6334,-1.8586,1.2253,-32.0491,-22.2747,-13.1718,20
GDP,EM,MSCI EM,2002-06,2002-02,-5.1919,-7.6609,2.4689,-35.5771,-28.2292,-11.0281,20
GDP,EM,MSCI EM,2002-07,2002-03,-6.5337,-7.8589,1.3252,-39.7863,-33.8696,-9.849,20
GDP,EM,MSCI EM,2002-08,2002-04,0.8739,1.4469,-0.5731,-39.2601,-32.9127,-10.3656,20
GDP,EM,MSCI EM,2002-09,2002-05,-9.8227,-10.9674,1.1447,-45.2264,-40.2704,-9.3396,20
GDP,EM,MSCI EM,2002-10,2002-06,3.4408,6.4091,-2.9683,-43.3417,-36.4423,-12.0307,20
GDP,EM,MSCI EM,2002-11,2002-07,5.4041,6.7795,-1.3755,-40.2799,-32.1334,-13.2407,20
GDP,EM,MSCI EM,2002-12,2002-08,-2.8633,-3.396,0.5326,-41.9899,-34.4381,-12.7786,20
GDP,EM,MSCI EM,2003-01,2002-09,2.205,-0.5656,2.7706,-40.7107,-34.8089,-10.362,20
GDP,EM,MSCI EM,2003-02,2002-10,-2.3961,-3.1504,0.7543,-42.1314,-36.8627,-9.6858,20
GDP,EM,MSCI EM,2003-03,2002-11,-3.2417,-3.207,-0.0347,-44.0073,-38.8875,-9.7172,20
GDP,EM,MSCI EM,2003-04,2002-12,3.0548,8.4105,-5.3557,-42.2969,-33.7477,-14.5524,20
GDP,EM,MSCI EM,2003-05,2003-01,10.0049,6.8672,3.1377,-36.5238,-29.198,-11.8714,20
GDP,EM,MSCI EM,2003-06,2003-02,5.5315,5.4682,0.0633,-33.0126,-25.3264,-11.8156,20
GDP,EM,MSCI EM,2003-07,2003-03,7.9511,5.9937,1.9574,-27.6864,-20.8508,-10.0895,20
GDP,EM,MSCI EM,2003-08,2003-04,6.0847,6.4925,-0.4079,-23.2864,-15.712,-10.4562,20
GDP,EM,MSCI EM,2003-09,2003-05,1.1049,0.5633,0.5416,-22.4387,-15.2371,-9.9713,20
GDP,EM,MSCI EM,2003-10,2003-06,12.2138,8.3363,3.8775,-12.9656,-8.171,-6.4804,20
GDP,EM,MSCI EM,2003-11,2003-07,1.048,1.0292,0.0188,-12.0534,-7.2259,-6.4629,20
GDP,EM,MSCI EM,2003-12,2003-08,13.3277,7.1258,6.2019,-0.3321,-0.615,-0.6618,20
GDP,EM,MSCI EM,2004-01,2003-09,0.9631,3.2552,-2.292,0.6278,2.6201,-2.9386,20
GDP,EM,MSCI EM,2004-02,2003-10,5.3445,4.4929,0.8516,6.0058,7.2308,-2.1121,20
GDP,EM,MSCI EM,2004-03,2003-11,-4.4777,0.9063,-5.3841,1.2592,8.2027,-7.3824,20
GDP,EM,MSCI EM,2004-04,2003-12,-10.854,-8.4561,-2.3978,-9.7315,-0.9471,-9.6033,20
GDP,EM,MSCI EM,2004-05,2004-01,2.5914,-1.6253,4.2167,-7.3923,-2.557,-5.7915,20
GDP,EM,MSCI EM,2004-06,2004-02,-0.2211,-0.4437,0.2227,-7.597,-2.9894,-5.5817,20
GDP,EM,MSCI EM,2004-07,2004-03,0.4451,-2.0961,2.5412,-7.1857,-5.0229,-3.1824,20
GDP,EM,MSCI EM,2004-08,2004-04,1.7083,3.9245,-2.2162,-5.6001,-1.2955,-5.328,20
GDP,EM,MSCI EM,2004-09,2004-05,6.7002,5.5497,1.1505,0.7248,4.1823,-4.2388,20
GDP,EM,MSCI EM,2004-10,2004-06,-0.1581,2.1804,-2.3385,0.5656,6.4539,-6.4782,20
GDP,EM,MSCI EM,2004-11,2004-07,9.8436,9.2097,0.6339,10.4649,16.258,-5.8853,20
GDP,EM,MSCI EM,2004-12,2004-08,1.1739,4.677,-3.5031,11.7616,21.6953,-9.1822,20
GDP,EM,MSCI EM,2005-01,2004-09,-0.7015,0.0198,-0.7213,10.9776,21.7194,-9.8373,20
GDP,EM,MSCI EM,2005-02,2004-10,8.0254,8.5563,-0.5309,19.884,32.1342,-10.316,20
GDP,EM,MSCI EM,2005-03,2004-11,-5.9471,-6.7935,0.8464,12.7544,23.1576,-9.5569,20
GDP,EM,MSCI EM,2005-04,2004-12,-1.5292,-3.0436,1.5143,11.0301,19.4092,-8.1873,20
GDP,EM,MSCI EM,2005-05,2005-01,1.0826,3.0386,-1.956,12.2322,23.0376,-9.9832,20
GDP,EM,MSCI EM,2005-06,2005-02,4.294,3.1037,1.1903,17.0514,26.8563,-8.9117,20
GDP,EM,MSCI EM,2005-07,2005-03,7.2316,6.6168,0.6148,25.5161,35.2501,-8.3516,21
GDP,EM,MSCI EM,2005-08,2005-04,0.6625,0.6084,0.054,26.3476,36.073,-8.3021,21
GDP,EM,MSCI EM,2005-09,2005-05,6.9656,9.087,-2.1214,35.1484,48.438,-10.2474,21
GDP,EM,MSCI EM,2005-10,2005-06,-8.293,-6.6392,-1.6539,23.9405,38.5829,-11.7318,21
GDP,EM,MSCI EM,2005-11,2005-07,7.329,8.1926,-0.8637,33.0241,49.9365,-12.4942,21
GDP,EM,MSCI EM,2005-12,2005-08,4.0242,5.7619,-1.7377,38.3772,58.5757,-14.0148,21
GDP,EM,MSCI EM,2006-01,2005-09,13.0935,10.9398,2.1537,56.4956,75.9236,-12.1629,21
GDP,EM,MSCI EM,2006-02,2005-10,1.9605,-0.2125,2.173,59.5638,75.5499,-10.2542,21
GDP,EM,MSCI EM,2006-03,2005-11,2.0703,0.7283,1.342,62.8672,76.8284,-9.0499,21
GDP,EM,MSCI EM,2006-04,2005-12,5.1656,6.8263,-1.6608,71.2802,88.8993,-10.5603,21
GDP,EM,MSCI EM,2006-05,2006-01,-8.1167,-10.7636,2.6469,57.3779,68.5668,-8.1929,21
GDP,EM,MSCI EM,2006-06,2006-02,1.0814,-0.4602,1.5416,59.0798,67.7911,-6.7776,21
GDP,EM,MSCI EM,2006-07,2006-03,3.0474,1.1099,1.9375,63.9276,69.6534,-4.9714,21
GDP,EM,MSCI EM,2006-08,2006-04,2.343,2.2872,0.0558,67.7684,73.5336,-4.9183,21
GDP,EM,MSCI EM,2006-09,2006-05,2.4576,0.6516,1.806,71.8914,74.6643,-3.2012,21
GDP,EM,MSCI EM,2006-10,2006-06,6.5331,4.6619,1.8711,83.1212,82.807,-1.3899,21
GDP,EM,MSCI EM,2006-11,2006-07,8.8169,7.323,1.4939,99.2669,96.194,0.0832,21
GDP,EM,MSCI EM,2006-12,2006-08,11.1251,4.4125,6.7126,121.4356,104.8511,6.8014,21
GDP,EM,MSCI EM,2007-01,2006-09,-2.6648,-1.224,-1.4408,115.5347,102.3436,5.2626,21
GDP,EM,MSCI EM,2007-02,2006-10,-1.5743,-0.6584,-0.9159,112.1416,101.0115,4.2985,21
GDP,EM,MSCI EM,2007-03,2006-11,4.0838,3.7252,0.3586,120.805,108.4996,4.6725,21
GDP,EM,MSCI EM,2007-04,2006-12,4.3048,4.5164,-0.2116,130.3101,117.9163,4.451,21
GDP,EM,MSCI EM,2007-05,2007-01,6.7134,4.5099,2.2035,145.7718,127.7442,6.7526,21
GDP,EM,MSCI EM,2007-06,2007-02,8.718,4.4255,4.2926,167.1983,137.8229,11.335,21
GDP,EM,MSCI EM,2007-07,2007-03,8.3901,5.0088,3.3813,189.6165,149.7349,15.0996,21
GDP,EM,MSCI EM,2007-08,2007-04,3.3875,-2.3178,5.7054,199.4273,143.9464,21.6664,21
GDP,EM,MSCI EM,2007-09,2007-05,16.247,10.8494,5.3976,248.0753,170.4133,28.2335,21
GDP,EM,MSCI EM,2007-10,2007-06,14.7251,11.0155,3.7096,299.3298,200.2007,32.9904,21
GDP,EM,MSCI EM,2007-11,2007-07,-11.0411,-7.1463,-3.8947,255.2395,178.7473,27.8108,21
GDP,EM,MSCI EM,2007-12,2007-08,-2.6422,0.2861,-2.9283,245.8532,179.5448,24.0681,21
GDP,EM,MSCI EM,2008-01,2007-09,-18.024,-12.5943,-5.4296,183.5168,144.338,17.3316,21
GDP,EM,MSCI EM,2008-02,2007-10,9.0901,7.2506,1.8395,209.2887,162.0539,19.4899,21
GDP,EM,MSCI EM,2008-03,2007-11,-9.9356,-5.4019,-4.5337,178.559,147.898,14.0727,21
GDP,EM,MSCI EM,2008-04,2007-12,12.9143,7.8715,5.0428,214.533,167.4112,19.8251,21
GDP,EM,MSCI EM,2008-05,2008-01,-3.7339,1.5532,-5.2872,202.7885,171.5648,13.4898,21
GDP,EM,MSCI EM,2008-06,2008-02,-11.9971,-10.1458,-1.8513,166.4628,144.0123,11.3888,21
GDP,EM,MSCI EM,2008-07,2008-03,1.5899,-4.1635,5.7534,170.6993,133.8528,17.7974,21
GDP,EM,MSCI EM,2008-08,2008-04,-7.9112,-8.2164,0.3052,149.2837,114.6385,18.157,21
GDP,EM,MSCI EM,2008-09,2008-05,-19.2552,-17.7076,-1.5476,101.2837,76.6313,16.3283,21
GDP,EM,MSCI EM,2008-10,2008-06,-24.8732,-27.4998,2.6267,51.218,28.058,19.3839,21
GDP,EM,MSCI EM,2008-11,2008-07,0.9645,-7.6332,8.5977,52.6765,18.283,29.6481,21
GDP,EM,MSCI EM,2008-12,2008-08,9.8584,7.6038,2.2546,67.7279,27.277,32.5712,21
GDP,EM,MSCI EM,2009-01,2008-09,-8.0178,-6.615,-1.4027,54.2799,18.8576,30.7116,21
GDP,EM,MSCI EM,2009-02,2008-10,-4.7062,-5.7085,1.0023,47.0192,12.0726,32.0217,21
GDP,EM,MSCI EM,2009-03,2008-11,13.8303,14.1523,-0.322,67.3524,27.9335,31.5966,21
GDP,EM,MSCI EM,2009-04,2008-12,12.4447,16.2753,-3.8307,88.1788,48.755,26.5556,21
GDP,EM,MSCI EM,2009-05,2009-01,16.2412,16.657,-0.4157,118.7414,73.5331,26.0295,21
GDP,EM,MSCI EM,2009-06,2009-02,2.9116,-1.5297,4.4412,125.1103,70.8787,31.6268,21
GDP,EM,MSCI EM,2009-07,2009-03,11.177,10.8669,0.3101,150.2709,89.4479,32.035,21
GDP,EM,MSCI EM,2009-08,2009-04,-4.8944,-0.5408,-4.3536,138.0216,88.4233,26.2867,21
GDP,EM,MSCI EM,2009-09,2009-05,5.0757,8.885,-3.8092,150.1028,105.1646,21.4761,21
GDP,EM,MSCI EM,2009-10,2009-06,4.7323,0.0233,4.709,161.9385,105.2125,27.1964,21
GDP,EM,MSCI EM,2009-11,2009-07,2.6131,4.2514,-1.6384,168.7831,113.937,25.1124,21
GDP,EM,MSCI EM,2009-12,2009-08,1.0587,3.8129,-2.7542,171.6287,122.0942,21.6666,21
GDP,EM,MSCI EM,2010-01,2009-09,-7.5864,-5.6474,-1.9389,151.0219,109.5515,19.3076,21
GDP,EM,MSCI EM,2010-02,2009-10,1.6804,0.2506,1.4298,155.2401,110.0767,21.0134,21
GDP,EM,MSCI EM,2010-03,2009-11,6.0702,7.9498,-1.8796,170.7336,126.7773,18.7388,21
GDP,EM,MSCI EM,2010-04,2009-12,-0.1477,0.96,-1.1077,170.3337,128.9544,17.4235,21
GDP,EM,MSCI EM,2010-05,2010-01,-7.7502,-10.0964,2.3462,149.3823,105.8383,20.1785,21
GDP,EM,MSCI EM,2010-06,2010-02,0.8969,0.1024,0.7946,151.6191,106.049,21.1334,21
GDP,EM,MSCI EM,2010-07,2010-03,5.6521,7.9984,-2.3464,165.8408,122.5297,18.2912,22
GDP,EM,MSCI EM,2010-08,2010-04,-2.2824,-2.1549,-0.1275,159.7733,117.7344,18.1404,22
GDP,EM,MSCI EM,2010-09,2010-05,9.269,10.874,-1.6051,183.8515,141.4109,16.2441,22
GDP,EM,MSCI EM,2010-10,2010-06,3.744,2.8102,0.9338,194.479,148.195,17.3296,22
GDP,EM,MSCI EM,2010-11,2010-07,-3.0265,-2.7041,-0.3224,185.5667,141.4837,16.9514,22
GDP,EM,MSCI EM,2010-12,2010-08,0.9208,7.0206,-6.0998,188.1962,158.4373,9.8176,22
GDP,EM,MSCI EM,2011-01,2010-09,-1.3253,-2.8058,1.4805,184.3769,151.1861,11.4435,22
GDP,EM,MSCI EM,2011-02,2010-10,-1.4917,-1.0108,-0.4809,180.1347,148.647,10.9075,22
GDP,EM,MSCI EM,2011-03,2010-11,5.2453,5.6964,-0.4511,194.8285,162.811,10.4072,22
GDP,EM,MSCI EM,2011-04,2010-12,1.6513,2.8319,-1.1806,199.6971,170.2535,9.1037,22
GDP,EM,MSCI EM,2011-05,2011-01,-0.9967,-2.9946,1.9979,196.71,162.1605,11.2835,22
GDP,EM,MSCI EM,2011-06,2011-02,-3.8031,-1.8625,-1.9406,185.4259,157.2777,9.124,22
GDP,EM,MSCI EM,2011-07,2011-03,-0.9733,-0.7405,-0.2328,182.6479,155.3727,8.8699,22
GDP,EM,MSCI EM,2011-08,2011-04,-9.1216,-9.1921,0.0705,156.8658,131.8985,8.9467,22
GDP,EM,MSCI EM,2011-09,2011-05,-16.1658,-14.7815,-1.3843,115.3414,97.6203,7.4386,22
GDP,EM,MSCI EM,2011-10,2011-06,14.092,13.0763,1.0157,145.6873,123.4618,8.5298,22
GDP,EM,MSCI EM,2011-11,2011-07,-8.1048,-6.7537,-1.3511,125.7748,108.3698,7.0635,22
GDP,EM,MSCI EM,2011-12,2011-08,1.3995,-1.286,2.6854,128.9345,105.6902,9.9386,22
GDP,EM,MSCI EM,2012-01,2011-09,11.066,11.2406,-0.1746,154.2684,128.811,9.7467,22
