Metric,Universe,Benchmark,Month,Indicator_Month,Port_Return(%),BM_Return(%),Excess_Return(%),Cum_Port(%),Cum_BM(%),Cum_Excess(%),n_countries
PER,ALL,MSCI AC World ex USA,2024-06,2024-02,-2.0816,-0.3032,-1.7785,21.5903,28.4376,1.6923,46
PER,ALL,MSCI AC World ex USA,2024-07,2024-03,2.7333,2.1436,0.5898,24.9138,31.1908,2.292,46
PER,ALL,MSCI AC World ex USA,2024-08,2024-04,2.3094,2.6278,-0.3185,27.7985,34.6383,1.9663,46
PER,ALL,MSCI AC World ex USA,2024-09,2024-05,1.8198,2.4159,-0.5961,30.1241,37.891,1.3584,46
PER,ALL,MSCI AC World ex USA,2024-10,2024-06,-4.7809,-4.9374,0.1565,23.903,31.0827,1.5171,46
PER,ALL,MSCI AC World ex USA,2024-11,2024-07,-1.2772,-1.0411,-0.2361,22.3205,29.7179,1.2774,46
PER,ALL,MSCI AC World ex USA,2024-12,2024-08,-0.6187,-2.039,1.4203,21.5637,27.0729,2.7159,46
PER,ALL,MSCI AC World ex USA,2025-01,2024-09,5.8436,3.9525,1.8911,28.6674,32.0955,4.6584,46
PER,ALL,MSCI AC World ex USA,2025-02,2024-10,2.4583,1.256,1.2023,31.8304,33.7546,5.9167,46
PER,ALL,MSCI AC World ex USA,2025-03,2024-11,1.1136,-0.6359,1.7495,33.2985,32.904,7.7697,46
PER,ALL,MSCI AC World ex USA,2025-04,2024-12,3.2663,3.2597,0.0066,37.6524,37.2362,7.7768,46
PER,ALL,MSCI AC World ex USA,2025-05,2025-01,3.8613,4.11,-0.2486,42.9676,42.8766,7.5089,46
PER,ALL,MSCI AC World ex USA,2025-06,2025-02,3.9446,3.2035,0.7412,48.6072,47.4536,8.3057,46
PER,ALL,MSCI AC World ex USA,2025-07,2025-03,0.5336,-0.4095,0.9431,49.4002,46.8498,9.3272,46
PER,ALL,MSCI AC World ex USA,2025-08,2025-04,3.2059,3.3143,-0.1084,54.1898,51.7169,9.2087,46
PER,ALL,MSCI AC World ex USA,2025-09,2025-05,3.03,3.3591,-0.329,58.8618,56.8131,8.8493,46
PER,ALL,MSCI AC World ex USA,2025-10,2025-06,2.4211,1.9469,0.4742,62.7081,59.8662,9.3655,46
PER,ALL,MSCI AC World ex USA,2025-11,2025-07,1.2998,-0.1557,1.4555,64.823,59.6173,10.9573,46
PER,ALL,MSCI AC World ex USA,2025-12,2025-08,3.4992,2.8584,0.6407,70.5905,64.1799,11.6683,46
PER,ALL,MSCI AC World ex USA,2026-01,2025-09,10.007,5.9384,4.0686,87.6614,73.9295,16.2116,46
PER,ALL,MSCI AC World ex USA,2026-02,2025-10,1.1786,4.9105,-3.7319,89.8732,82.4703,11.8747,46
PER,ALL,MSCI AC World ex USA,2026-03,2025-11,-7.0934,-7.053,-0.0404,76.4047,69.6006,11.8295,46
PER,DM,MSCI World ex USA,2006-06,2006-02,-1.1806,-0.3302,-0.8505,-1.1806,-0.3302,-0.8505,22
PER,DM,MSCI World ex USA,2006-07,2006-03,1.4087,0.866,0.5427,0.2114,0.5329,-0.3124,22
PER,DM,MSCI World ex USA,2006-08,2006-04,3.2312,2.5918,0.6394,3.4494,3.1386,0.325,22
PER,DM,MSCI World ex USA,2006-09,2006-05,1.2245,-0.2458,1.4702,4.7162,2.8851,1.8,22
PER,DM,MSCI World ex USA,2006-10,2006-06,3.8403,3.9005,-0.0602,8.7376,6.8981,1.7387,22
PER,DM,MSCI World ex USA,2006-11,2006-07,3.9028,2.786,1.1168,12.9814,9.8763,2.875,22
PER,DM,MSCI World ex USA,2006-12,2006-08,4.4585,2.8089,1.6496,18.0186,12.9626,4.572,22
PER,DM,MSCI World ex USA,2007-01,2006-09,1.0067,0.5659,0.4407,19.2066,13.6018,5.0329,22
PER,DM,MSCI World ex USA,2007-02,2006-10,-0.2176,0.6915,-0.909,18.9473,14.3874,4.0781,22
PER,DM,MSCI World ex USA,2007-03,2006-11,3.9701,2.1817,1.7884,23.6696,16.8829,5.9394,22
PER,DM,MSCI World ex USA,2007-04,2006-12,5.9425,4.2193,1.7232,31.0186,21.8146,7.7649,22
PER,DM,MSCI World ex USA,2007-05,2007-01,1.5327,1.7335,-0.2008,33.0267,23.9262,7.5485,22
PER,DM,MSCI World ex USA,2007-06,2007-02,0.196,-0.065,0.261,33.2875,23.8457,7.8293,22
PER,DM,MSCI World ex USA,2007-07,2007-03,-1.7515,-1.446,-0.3055,30.9529,22.0549,7.4998,22
PER,DM,MSCI World ex USA,2007-08,2007-04,-2.8564,-1.6833,-1.1731,27.2124,20.0003,6.2387,22
PER,DM,MSCI World ex USA,2007-09,2007-05,5.9934,5.5023,0.4912,34.8368,26.603,6.7606,22
PER,DM,MSCI World ex USA,2007-10,2007-06,4.5272,4.2579,0.2693,40.9411,31.9937,7.0481,22
PER,DM,MSCI World ex USA,2007-11,2007-07,-5.0361,-4.0697,-0.9664,33.8433,26.622,6.0136,22
PER,DM,MSCI World ex USA,2007-12,2007-08,-1.5042,-1.9349,0.4308,31.8301,24.172,6.4702,22
PER,DM,MSCI World ex USA,2008-01,2007-09,-9.8483,-9.0693,-0.779,18.847,12.9104,5.6408,22
PER,DM,MSCI World ex USA,2008-02,2007-10,2.807,1.6517,1.1553,22.183,14.7753,6.8613,22
PER,DM,MSCI World ex USA,2008-03,2007-11,0.7841,-1.8698,2.6539,23.1411,12.6292,9.6973,22
PER,DM,MSCI World ex USA,2008-04,2007-12,4.3395,5.1094,-0.7699,28.4848,18.3839,8.8528,22
PER,DM,MSCI World ex USA,2008-05,2008-01,-0.3186,0.8667,-1.1853,28.0754,19.4099,7.5625,22
PER,DM,MSCI World ex USA,2008-06,2008-02,-11.6013,-7.9124,-3.6889,13.217,9.9617,3.5946,22
PER,DM,MSCI World ex USA,2008-07,2008-03,-6.0482,-3.6302,-2.418,6.3693,5.9699,1.0897,22
PER,DM,MSCI World ex USA,2008-08,2008-04,-3.7849,-4.0988,0.3139,2.3433,1.6264,1.407,22
PER,DM,MSCI World ex USA,2008-09,2008-05,-18.8356,-14.6794,-4.1562,-16.9336,-13.2918,-2.8077,22
PER,DM,MSCI World ex USA,2008-10,2008-06,-25.1305,-20.8713,-4.2592,-37.8086,-31.3889,-6.9473,22
PER,DM,MSCI World ex USA,2008-11,2008-07,-9.879,-5.7076,-4.1715,-43.9525,-35.3049,-10.829,22
PER,DM,MSCI World ex USA,2008-12,2008-08,4.3589,5.1677,-0.8088,-41.5095,-31.9616,-11.5502,22
PER,DM,MSCI World ex USA,2009-01,2008-09,-7.9069,-9.4098,1.5029,-46.1343,-38.3639,-10.2209,22
PER,DM,MSCI World ex USA,2009-02,2008-10,-10.76,-10.3921,-0.3679,-51.9302,-44.7692,-10.5511,22
PER,DM,MSCI World ex USA,2009-03,2008-11,9.2949,6.1389,3.156,-47.4622,-41.3786,-7.7282,22
PER,DM,MSCI World ex USA,2009-04,2008-12,13.7545,12.3866,1.3679,-40.2359,-34.1175,-6.466,22
PER,DM,MSCI World ex USA,2009-05,2009-01,11.8494,11.9483,-0.0989,-33.1542,-26.2456,-6.5585,22
PER,DM,MSCI World ex USA,2009-06,2009-02,-2.4799,-1.2349,-1.245,-34.8119,-27.1564,-7.7219,22
PER,DM,MSCI World ex USA,2009-07,2009-03,9.8683,9.2962,0.5721,-28.3789,-20.3847,-7.194,22
PER,DM,MSCI World ex USA,2009-08,2009-04,5.2026,4.5315,0.671,-24.6528,-16.7769,-6.5712,22
PER,DM,MSCI World ex USA,2009-09,2009-05,5.8251,3.8945,1.9307,-20.2637,-13.5358,-4.7674,22
PER,DM,MSCI World ex USA,2009-10,2009-06,-1.8052,-1.6597,-0.1455,-21.7032,-14.9709,-4.9059,22
PER,DM,MSCI World ex USA,2009-11,2009-07,3.4933,2.2296,1.2637,-18.968,-13.0751,-3.7042,22
PER,DM,MSCI World ex USA,2009-12,2009-08,0.3844,1.5011,-1.1167,-18.6565,-11.7703,-4.7795,22
PER,DM,MSCI World ex USA,2010-01,2009-09,-4.5704,-4.73,0.1596,-22.3742,-15.9436,-4.6275,22
PER,DM,MSCI World ex USA,2010-02,2009-10,-1.0896,-0.2845,-0.8052,-23.2201,-16.1827,-5.3954,22
PER,DM,MSCI World ex USA,2010-03,2009-11,5.1043,6.0231,-0.9188,-19.301,-11.1343,-6.2647,22
PER,DM,MSCI World ex USA,2010-04,2009-12,-0.8526,-1.7686,0.916,-19.989,-12.706,-5.406,22
PER,DM,MSCI World ex USA,2010-05,2010-01,-10.6115,-11.4666,0.8551,-28.4794,-22.7156,-4.5972,22
PER,DM,MSCI World ex USA,2010-06,2010-02,-2.0504,-1.7018,-0.3486,-29.9458,-24.0308,-4.9297,22
PER,DM,MSCI World ex USA,2010-07,2010-03,4.6978,9.1536,-4.4558,-26.6548,-17.0769,-9.1659,22
PER,DM,MSCI World ex USA,2010-08,2010-04,-2.5955,-3.2085,0.613,-28.5584,-19.7375,-8.609,22
PER,DM,MSCI World ex USA,2010-09,2010-05,11.3801,9.2959,2.0842,-20.4283,-12.2763,-6.7043,22
PER,DM,MSCI World ex USA,2010-10,2010-06,3.0238,3.4884,-0.4646,-18.0222,-9.2162,-7.1377,22
PER,DM,MSCI World ex USA,2010-11,2010-07,-8.4082,-4.4411,-3.9671,-24.9151,-13.248,-10.8216,22
PER,DM,MSCI World ex USA,2010-12,2010-08,12.2325,7.9621,4.2703,-15.7304,-6.3407,-7.0134,22
PER,DM,MSCI World ex USA,2011-01,2010-09,2.7464,2.084,0.6623,-13.416,-4.3888,-6.3975,22
PER,DM,MSCI World ex USA,2011-02,2010-10,5.3858,3.5235,1.8624,-8.7527,-1.02,-4.6543,22
PER,DM,MSCI World ex USA,2011-03,2010-11,-1.0,-2.3932,1.3932,-9.6652,-3.3888,-3.3259,22
PER,DM,MSCI World ex USA,2011-04,2010-12,9.4527,5.0748,4.3779,-1.1261,1.514,0.9064,22
PER,DM,MSCI World ex USA,2011-05,2011-01,-5.8205,-3.5523,-2.2682,-6.8811,-2.092,-1.3824,22
PER,DM,MSCI World ex USA,2011-06,2011-02,2.1353,-1.6054,3.7406,-4.8927,-3.6638,2.3065,22
PER,DM,MSCI World ex USA,2011-07,2011-03,-6.3961,-1.7205,-4.6756,-10.9759,-5.3213,-2.4769,22
PER,DM,MSCI World ex USA,2011-08,2011-04,-7.4957,-8.7114,1.2157,-17.6489,-13.5691,-1.2914,22
PER,DM,MSCI World ex USA,2011-09,2011-05,-9.1143,-10.3598,1.2455,-25.1547,-22.5232,-0.062,22
PER,DM,MSCI World ex USA,2011-10,2011-06,11.3101,9.6598,1.6504,-16.6896,-15.0391,1.5873,22
PER,DM,MSCI World ex USA,2011-11,2011-07,-6.4115,-4.9155,-1.4961,-22.0311,-19.2153,0.0675,22
PER,DM,MSCI World ex USA,2011-12,2011-08,-2.3795,-1.192,-1.1875,-23.8863,-20.1782,-1.1208,22
PER,DM,MSCI World ex USA,2012-01,2011-09,5.939,5.3067,0.6324,-19.3659,-15.9424,-0.4955,22
PER,DM,MSCI World ex USA,2012-02,2011-10,6.6003,5.225,1.3753,-14.0438,-11.5504,0.8729,22
PER,DM,MSCI World ex USA,2012-03,2011-11,-1.9613,-1.1617,-0.7996,-15.7297,-12.5779,0.0664,22
PER,DM,MSCI World ex USA,2012-04,2011-12,-3.8382,-2.1084,-1.7298,-18.9642,-14.4211,-1.6646,22
PER,DM,MSCI World ex USA,2012-05,2012-01,-14.9061,-11.9611,-2.945,-31.0435,-24.6573,-4.5606,22
PER,DM,MSCI World ex USA,2012-06,2012-02,7.3916,6.3254,1.0662,-25.9465,-19.8916,-3.543,22
PER,DM,MSCI World ex USA,2012-07,2012-03,1.2423,1.1679,0.0744,-25.0265,-18.956,-3.4713,22
PER,DM,MSCI World ex USA,2012-08,2012-04,4.6559,2.5434,2.1125,-21.5358,-16.8947,-1.4322,22
PER,DM,MSCI World ex USA,2012-09,2012-05,3.718,2.6891,1.0289,-18.6186,-14.6599,-0.418,22
PER,DM,MSCI World ex USA,2012-10,2012-06,1.3711,0.6181,0.753,-17.5027,-14.1324,0.3319,22
PER,DM,MSCI World ex USA,2012-11,2012-07,1.9393,1.8948,0.0445,-15.9028,-12.5054,0.3765,22
PER,DM,MSCI World ex USA,2012-12,2012-08,2.2667,2.9117,-0.645,-13.9966,-9.9577,-0.2709,22
PER,DM,MSCI World ex USA,2013-01,2012-09,5.4537,4.8302,0.6235,-9.3062,-5.6085,0.3509,22
PER,DM,MSCI World ex USA,2013-02,2012-10,-2.7643,-1.198,-1.5663,-11.8132,-6.7393,-1.2209,22
PER,DM,MSCI World ex USA,2013-03,2012-11,-1.5655,0.3936,-1.9591,-13.1938,-6.3722,-3.1561,22
PER,DM,MSCI World ex USA,2013-04,2012-12,3.9584,4.0958,-0.1374,-9.7577,-2.5374,-3.2892,22
PER,DM,MSCI World ex USA,2013-05,2013-01,-2.5745,-2.7224,0.1479,-12.0809,-5.1907,-3.1461,22
PER,DM,MSCI World ex USA,2013-06,2013-02,-5.8926,-3.9194,-1.9732,-17.2617,-8.9067,-5.0573,22
PER,DM,MSCI World ex USA,2013-07,2013-03,6.2488,5.2648,0.984,-12.0916,-4.1108,-4.1231,22
PER,DM,MSCI World ex USA,2013-08,2013-04,-1.3411,-1.5446,0.2036,-13.2705,-5.592,-3.9279,22
PER,DM,MSCI World ex USA,2013-09,2013-05,5.9147,6.7986,-0.884,-8.1407,0.8265,-4.7771,22
PER,DM,MSCI World ex USA,2013-10,2013-06,6.4345,3.2901,3.1445,-2.23,4.1437,-1.7829,22
PER,DM,MSCI World ex USA,2013-11,2013-07,3.696,0.4129,3.2831,1.3835,4.5737,1.4417,22
PER,DM,MSCI World ex USA,2013-12,2013-08,-0.3989,1.413,-1.8119,0.9791,6.0513,-0.3963,22
PER,DM,MSCI World ex USA,2014-01,2013-09,1.8726,-4.0949,5.9675,2.8701,1.7087,5.5475,22
PER,DM,MSCI World ex USA,2014-02,2013-10,17.0051,5.252,11.7531,20.3632,7.0504,17.9526,22
PER,DM,MSCI World ex USA,2014-03,2013-11,-6.4601,-0.8395,-5.6205,12.5877,6.1517,11.3231,22
PER,DM,MSCI World ex USA,2014-04,2013-12,0.8077,1.2439,-0.4362,13.4971,7.4721,10.8375,22
PER,DM,MSCI World ex USA,2014-05,2014-01,-3.1717,0.9964,-4.1682,9.8973,8.543,6.2176,22
PER,DM,MSCI World ex USA,2014-06,2014-02,-5.0276,1.2418,-6.2694,4.3721,9.8909,-0.4417,22
PER,DM,MSCI World ex USA,2014-07,2014-03,-3.3924,-1.8318,-1.5606,0.8314,7.878,-1.9954,22
PER,DM,MSCI World ex USA,2014-08,2014-04,2.3049,-0.1683,2.4732,3.1554,7.6964,0.4285,22
PER,DM,MSCI World ex USA,2014-09,2014-05,-3.106,-4.3381,1.2321,-0.0486,3.0244,1.6659,22
PER,DM,MSCI World ex USA,2014-10,2014-06,-2.2031,-1.6556,-0.5476,-2.2507,1.3188,1.1092,22
PER,DM,MSCI World ex USA,2014-11,2014-07,3.5742,1.0523,2.5219,1.2431,2.3849,3.659,22
PER,DM,MSCI World ex USA,2014-12,2014-08,-3.1299,-3.3993,0.2694,-1.9257,-1.0954,3.9383,22
PER,DM,MSCI World ex USA,2015-01,2014-09,-0.3804,-0.4189,0.0385,-2.2988,-1.5097,3.9783,22
PER,DM,MSCI World ex USA,2015-02,2014-10,5.6015,5.8108,-0.2093,3.174,4.2134,3.7607,22
PER,DM,MSCI World ex USA,2015-03,2014-11,-1.4611,-2.0872,0.6261,1.6665,2.0383,4.4103,22
PER,DM,MSCI World ex USA,2015-04,2014-12,3.9203,3.9913,-0.071,5.6522,6.111,4.3361,22
PER,DM,MSCI World ex USA,2015-05,2015-01,-2.2949,-1.3328,-0.9621,3.2275,4.6967,3.3323,22
PER,DM,MSCI World ex USA,2015-06,2015-02,-3.0059,-2.9904,-0.0156,0.1245,1.5659,3.3162,22
PER,DM,MSCI World ex USA,2015-07,2015-03,2.7017,1.5189,1.1828,2.8296,3.1086,4.5382,22
PER,DM,MSCI World ex USA,2015-08,2015-04,-7.7975,-7.5228,-0.2747,-5.1886,-4.648,4.251,22
PER,DM,MSCI World ex USA,2015-09,2015-05,-4.893,-5.2875,0.3946,-9.8276,-9.6898,4.6623,22
PER,DM,MSCI World ex USA,2015-10,2015-06,7.3495,7.4316,-0.0822,-3.2004,-2.9783,4.5763,22
PER,DM,MSCI World ex USA,2015-11,2015-07,0.8154,-1.7634,2.5788,-2.4111,-4.6891,7.2731,22
PER,DM,MSCI World ex USA,2015-12,2015-08,-1.2829,-1.8789,0.5961,-3.663,-6.4799,7.9126,22
PER,DM,MSCI World ex USA,2016-01,2015-09,-7.0712,-6.9374,-0.1338,-10.4752,-12.9678,7.7682,22
PER,DM,MSCI World ex USA,2016-02,2015-10,-0.6862,-1.6466,0.9604,-11.0895,-14.4009,8.8032,22
PER,DM,MSCI World ex USA,2016-03,2015-11,8.1129,6.3259,1.787,-3.8762,-8.986,10.7476,22
PER,DM,MSCI World ex USA,2016-04,2015-12,2.4121,2.8237,-0.4116,-1.5576,-6.416,10.2917,22
PER,DM,MSCI World ex USA,2016-05,2016-01,-3.2691,-1.6775,-1.5916,-4.7758,-7.9859,8.5363,22
PER,DM,MSCI World ex USA,2016-06,2016-02,-2.4359,-3.2472,0.8114,-7.0954,-10.9738,9.4169,22
PER,DM,MSCI World ex USA,2016-07,2016-03,5.0181,4.8543,0.1637,-2.4334,-6.6521,9.5961,22
PER,DM,MSCI World ex USA,2016-08,2016-04,0.1498,-0.1746,0.3243,-2.2872,-6.8151,9.9516,22
PER,DM,MSCI World ex USA,2016-09,2016-05,1.7333,0.9479,0.7854,-0.5936,-5.9318,10.8151,22
PER,DM,MSCI World ex USA,2016-10,2016-06,-2.1115,-2.0201,-0.0914,-2.6925,-7.8321,10.7139,22
PER,DM,MSCI World ex USA,2016-11,2016-07,-2.4318,-1.7735,-0.6583,-5.0588,-9.4666,9.985,22
PER,DM,MSCI World ex USA,2016-12,2016-08,2.6874,3.1691,-0.4816,-2.5073,-6.5976,9.4553,22
PER,DM,MSCI World ex USA,2017-01,2016-09,3.8848,2.9344,0.9504,1.2801,-3.8567,10.4956,22
PER,DM,MSCI World ex USA,2017-02,2016-10,1.2151,0.9331,0.282,2.5107,-2.9596,10.8071,22
PER,DM,MSCI World ex USA,2017-03,2016-11,2.7211,2.0806,0.6405,5.3001,-0.9406,11.5168,22
PER,DM,MSCI World ex USA,2017-04,2016-12,3.0817,1.8636,1.2181,8.5451,0.9055,12.8752,22
PER,DM,MSCI World ex USA,2017-05,2017-01,3.6893,2.7763,0.9129,12.5496,3.707,13.9056,22
PER,DM,MSCI World ex USA,2017-06,2017-02,0.4088,-0.0974,0.5062,13.0097,3.606,14.4822,22
PER,DM,MSCI World ex USA,2017-07,2017-03,4.3535,2.9329,1.4206,17.9296,6.6446,16.1085,22
PER,DM,MSCI World ex USA,2017-08,2017-04,-0.461,-0.2907,-0.1703,17.3859,6.3346,15.9108,22
PER,DM,MSCI World ex USA,2017-09,2017-05,1.7122,2.3384,-0.6262,19.3958,8.8211,15.1849,22
PER,DM,MSCI World ex USA,2017-10,2017-06,0.4829,1.2917,-0.8088,19.9724,10.2268,14.2533,22
PER,DM,MSCI World ex USA,2017-11,2017-07,0.7665,0.8417,-0.0752,20.8919,11.1545,14.1674,22
PER,DM,MSCI World ex USA,2017-12,2017-08,1.7554,1.6977,0.0577,23.0141,13.0416,14.2332,22
PER,DM,MSCI World ex USA,2018-01,2017-09,5.4643,4.6178,0.8465,29.7359,18.2617,15.2002,22
PER,DM,MSCI World ex USA,2018-02,2017-10,-4.8095,-4.9369,0.1274,23.4962,12.4232,15.347,22
PER,DM,MSCI World ex USA,2018-03,2017-11,-2.2352,-2.3099,0.0747,20.7359,9.8264,15.4331,22
PER,DM,MSCI World ex USA,2018-04,2017-12,1.2639,2.0811,-0.8173,22.2618,12.112,14.4897,22
PER,DM,MSCI World ex USA,2018-05,2018-01,-2.2394,-2.4281,0.1887,19.5239,9.3898,14.7057,22
PER,DM,MSCI World ex USA,2018-06,2018-02,-1.3189,-1.2689,-0.0501,17.9474,8.0018,14.6483,22
PER,DM,MSCI World ex USA,2018-07,2018-03,2.8041,2.406,0.3981,21.2548,10.6003,15.1047,22
PER,DM,MSCI World ex USA,2018-08,2018-04,-2.8686,-2.1451,-0.7235,17.7765,8.2278,14.2719,22
PER,DM,MSCI World ex USA,2018-09,2018-05,0.4541,0.511,-0.0568,18.3113,8.7809,14.207,22
PER,DM,MSCI World ex USA,2018-10,2018-06,-8.2673,-8.026,-0.2413,8.5302,0.0501,13.9314,22
PER,DM,MSCI World ex USA,2018-11,2018-07,0.1994,-0.2733,0.4727,8.7467,-0.2233,14.47,22
PER,DM,MSCI World ex USA,2018-12,2018-08,-5.5834,-5.2837,-0.2997,2.6749,-5.4952,14.1269,22
PER,DM,MSCI World ex USA,2019-01,2018-09,7.4988,7.022,0.4768,10.3744,1.141,14.6711,22
PER,DM,MSCI World ex USA,2019-02,2018-10,2.5477,2.3556,0.1921,13.1863,3.5234,14.8914,22
PER,DM,MSCI World ex USA,2019-03,2018-11,-0.4039,-0.0044,-0.3995,12.7292,3.5189,14.4324,22
PER,DM,MSCI World ex USA,2019-04,2018-12,3.5597,2.4903,1.0695,16.742,6.0968,15.6562,22
PER,DM,MSCI World ex USA,2019-05,2019-01,-7.7304,-5.3027,-2.4277,7.7174,0.4708,12.8484,22
PER,DM,MSCI World ex USA,2019-06,2019-02,6.3229,5.7712,0.5517,14.5283,6.2692,13.471,22
PER,DM,MSCI World ex USA,2019-07,2019-03,-1.577,-1.2573,-0.3196,12.7222,4.933,13.1083,22
PER,DM,MSCI World ex USA,2019-08,2019-04,-3.8504,-2.7303,-1.1201,8.3819,2.068,11.8414,22
PER,DM,MSCI World ex USA,2019-09,2019-05,2.5978,2.4839,0.1139,11.1975,4.6033,11.9688,22
PER,DM,MSCI World ex USA,2019-10,2019-06,3.9881,3.1333,0.8548,15.6322,7.8808,12.9259,22
PER,DM,MSCI World ex USA,2019-11,2019-07,0.1338,1.0931,-0.9593,15.7869,9.06,11.8427,22
PER,DM,MSCI World ex USA,2019-12,2019-08,3.3673,3.0895,0.2778,19.6858,12.4294,12.1534,22
PER,DM,MSCI World ex USA,2020-01,2019-09,-3.2251,-1.9848,-1.2403,15.8258,10.1979,10.7623,22
PER,DM,MSCI World ex USA,2020-02,2019-10,-8.6679,-9.0616,0.3937,5.7861,0.2122,11.1984,22
PER,DM,MSCI World ex USA,2020-03,2019-11,-19.8402,-14.5754,-5.2648,-15.2021,-14.3941,5.344,22
PER,DM,MSCI World ex USA,2020-04,2019-12,7.924,6.7942,1.1298,-8.4826,-8.5779,6.5342,22
PER,DM,MSCI World ex USA,2020-05,2020-01,2.4104,3.9743,-1.5639,-6.2767,-4.9444,4.8681,22
PER,DM,MSCI World ex USA,2020-06,2020-02,3.7876,3.2302,0.5574,-2.7268,-1.8739,5.4526,22
PER,DM,MSCI World ex USA,2020-07,2020-03,2.6354,2.5464,0.089,-0.1632,0.6248,5.5465,22
PER,DM,MSCI World ex USA,2020-08,2020-04,4.1174,4.9553,-0.8379,3.9475,5.611,4.6622,22
PER,DM,MSCI World ex USA,2020-09,2020-05,-5.0173,-3.0757,-1.9416,-1.2679,2.3628,2.63,22
PER,DM,MSCI World ex USA,2020-10,2020-06,-3.8451,-4.0069,0.1618,-5.0642,-1.7388,2.7961,22
PER,DM,MSCI World ex USA,2020-11,2020-07,20.8821,15.2146,5.6675,14.7604,13.2112,8.622,22
PER,DM,MSCI World ex USA,2020-12,2020-08,5.3964,4.4483,0.9482,20.9533,18.2472,9.6519,22
PER,DM,MSCI World ex USA,2021-01,2020-09,-0.1307,-1.1095,0.9788,20.7952,16.9352,10.7252,22
PER,DM,MSCI World ex USA,2021-02,2020-10,2.7838,2.4137,0.3701,24.1579,19.7577,11.135,22
PER,DM,MSCI World ex USA,2021-03,2020-11,2.3945,2.0935,0.301,27.1309,22.2648,11.4695,22
PER,DM,MSCI World ex USA,2021-04,2020-12,3.7571,2.8719,0.8852,31.9074,25.7762,12.4563,22
PER,DM,MSCI World ex USA,2021-05,2021-01,4.4566,3.4958,0.9608,37.786,30.1731,13.5367,22
PER,DM,MSCI World ex USA,2021-06,2021-02,-2.6682,-1.4991,-1.1691,34.1096,28.2218,12.2093,22
PER,DM,MSCI World ex USA,2021-07,2021-03,1.2928,0.601,0.6918,35.8434,28.9923,12.9856,22
PER,DM,MSCI World ex USA,2021-08,2021-04,1.6923,1.3739,0.3184,38.1423,30.7646,13.3453,22
PER,DM,MSCI World ex USA,2021-09,2021-05,-3.2851,-3.149,-0.1361,33.6041,26.6468,13.191,22
PER,DM,MSCI World ex USA,2021-10,2021-06,3.4916,2.8846,0.607,38.269,30.3001,13.8781,22
PER,DM,MSCI World ex USA,2021-11,2021-07,-5.6044,-4.8124,-0.7921,30.5199,24.0296,12.9761,22
PER,DM,MSCI World ex USA,2021-12,2021-08,5.296,4.9936,0.3025,37.4323,30.2231,13.3178,22
PER,DM,MSCI World ex USA,2022-01,2021-09,-4.8791,-4.4581,-0.4209,30.7268,24.4176,12.8408,22
PER,DM,MSCI World ex USA,2022-02,2021-10,-2.8608,-1.731,-1.1298,26.987,22.2639,11.5659,22
PER,DM,MSCI World ex USA,2022-03,2021-11,0.0272,0.6647,-0.6375,27.0216,23.0767,10.8547,22
PER,DM,MSCI World ex USA,2022-04,2021-12,-6.7015,-6.8602,0.1587,18.5093,14.6334,11.0306,22
PER,DM,MSCI World ex USA,2022-05,2022-01,0.2115,0.3287,-0.1172,18.7599,15.0102,10.9005,22
PER,DM,MSCI World ex USA,2022-06,2022-02,-10.5559,-9.5421,-1.0139,6.2237,4.0358,9.7761,22
PER,DM,MSCI World ex USA,2022-07,2022-03,4.3073,4.8985,-0.5912,10.799,9.132,9.1271,22
PER,DM,MSCI World ex USA,2022-08,2022-04,-4.8733,-4.9152,0.0419,5.3995,3.7679,9.1729,22
PER,DM,MSCI World ex USA,2022-09,2022-05,-9.894,-9.6113,-0.2827,-5.0288,-6.2056,8.8643,22
PER,DM,MSCI World ex USA,2022-10,2022-06,6.5852,5.4431,1.1421,1.2253,-1.1002,10.1076,22
PER,DM,MSCI World ex USA,2022-11,2022-07,10.9273,10.4718,0.4555,12.2864,9.2564,10.6091,22
PER,DM,MSCI World ex USA,2022-12,2022-08,-0.2342,-0.5867,0.3525,12.0235,8.6154,10.999,22
PER,DM,MSCI World ex USA,2023-01,2022-09,7.6554,8.1287,-0.4732,20.5993,17.4444,10.4737,22
PER,DM,MSCI World ex USA,2023-02,2022-10,-0.992,-2.4722,1.4802,19.403,14.5408,12.109,22
PER,DM,MSCI World ex USA,2023-03,2022-11,-0.6522,1.6709,-2.3232,18.6242,16.4547,9.5045,22
PER,DM,MSCI World ex USA,2023-04,2022-12,2.0928,2.4833,-0.3904,21.1068,19.3466,9.077,22
PER,DM,MSCI World ex USA,2023-05,2023-01,-6.9283,-4.8506,-2.0777,12.7161,13.5576,6.8107,22
PER,DM,MSCI World ex USA,2023-06,2023-02,5.2266,4.5959,0.6307,18.6073,18.7766,7.4843,22
PER,DM,MSCI World ex USA,2023-07,2023-03,4.5961,3.1584,1.4377,24.0586,22.528,9.0296,22
PER,DM,MSCI World ex USA,2023-08,2023-04,-3.5453,-4.1304,0.585,19.6603,17.4671,9.6674,22
PER,DM,MSCI World ex USA,2023-09,2023-05,-2.0423,-3.6466,1.6043,17.2165,13.1836,11.4268,22
PER,DM,MSCI World ex USA,2023-10,2023-06,-4.0534,-4.2826,0.2292,12.4652,8.3364,11.6822,22
