순위,날짜,종목코드,종목명,시장구분,업종명,등락률,KOSPI200_등락률,초과수익률
720,2026-03-04,074430,아미노로직스,KOSDAQ,제약,-7.21,-12.06,4.85
721,2026-03-04,053620,태양,KOSDAQ,금속,-7.22,-12.06,4.84
722,2026-03-04,012750,에스원,KOSPI,일반서비스,-7.22,-12.06,4.84
723,2026-03-04,051360,토비스,KOSDAQ,전기·전자,-7.22,-12.06,4.84
724,2026-03-04,007770,한일화학,KOSDAQ,화학,-7.23,-12.06,4.83
725,2026-03-04,290560,파라택시스이더리움,KOSDAQ,IT 서비스,-7.24,-12.06,4.82
726,2026-03-04,290270,휴네시온,KOSDAQ,IT 서비스,-7.24,-12.06,4.82
727,2026-03-04,234300,에스트래픽,KOSDAQ,IT 서비스,-7.25,-12.06,4.81
728,2026-03-04,012790,신일제약,KOSDAQ,제약,-7.26,-12.06,4.8
729,2026-03-04,376290,씨유테크,KOSDAQ,전기·전자,-7.26,-12.06,4.8
730,2026-03-04,208710,포톤,KOSDAQ,전기·전자,-7.26,-12.06,4.8
731,2026-03-04,009680,모토닉,KOSPI,운송장비·부품,-7.26,-12.06,4.8
732,2026-03-04,032080,아즈텍WB,KOSDAQ,섬유·의류,-7.27,-12.06,4.79
733,2026-03-04,025870,신라에스지,KOSDAQ,유통,-7.29,-12.06,4.77
734,2026-03-04,009780,엠에스씨,KOSDAQ,음식료·담배,-7.29,-12.06,4.77
735,2026-03-04,016450,한세예스24홀딩스,KOSPI,섬유·의류,-7.3,-12.06,4.76
736,2026-03-04,234340,헥토파이낸셜,KOSDAQ,IT 서비스,-7.3,-12.06,4.76
737,2026-03-04,045510,정원엔시스,KOSDAQ,유통,-7.3,-12.06,4.76
738,2026-03-04,095270,웨이브일렉트로,KOSDAQ,의료·정밀기기,-7.3,-12.06,4.76
739,2026-03-04,030000,제일기획,KOSPI,일반서비스,-7.31,-12.06,4.75
740,2026-03-04,092230,KPX홀딩스,KOSPI,화학,-7.31,-12.06,4.75
741,2026-03-04,035250,강원랜드,KOSPI,오락·문화,-7.31,-12.06,4.75
742,2026-03-04,417790,트루엔,KOSDAQ,전기·전자,-7.32,-12.06,4.74
743,2026-03-04,335870,윙스풋,KOSDAQ,유통,-7.32,-12.06,4.74
744,2026-03-04,038540,상상인,KOSDAQ,IT 서비스,-7.32,-12.06,4.74
745,2026-03-04,003120,일성아이에스,KOSPI,제약,-7.33,-12.06,4.73
746,2026-03-04,001210,금호전기,KOSPI,전기·전자,-7.34,-12.06,4.72
747,2026-03-04,053280,예스24,KOSDAQ,유통,-7.34,-12.06,4.72
748,2026-03-04,005740,크라운해태홀딩스,KOSPI,기타금융,-7.34,-12.06,4.72
749,2026-03-04,004365,세방우,KOSPI,운송·창고,-7.35,-12.06,4.71
750,2026-03-04,069460,대호에이엘,KOSPI,금속,-7.35,-12.06,4.71
751,2026-03-04,049430,코메론,KOSDAQ,의료·정밀기기,-7.35,-12.06,4.71
752,2026-03-04,005670,푸드웰,KOSDAQ,음식료·담배,-7.35,-12.06,4.71
753,2026-03-04,056700,신화인터텍,KOSDAQ,화학,-7.35,-12.06,4.71
754,2026-03-04,041650,상신브레이크,KOSPI,운송장비·부품,-7.36,-12.06,4.7
755,2026-03-04,044960,이글벳,KOSDAQ,유통,-7.36,-12.06,4.7
756,2026-03-04,004250,NPC,KOSPI,화학,-7.39,-12.06,4.67
757,2026-03-04,453860,에이에스텍,KOSDAQ,화학,-7.39,-12.06,4.67
758,2026-03-04,058850,KTcs,KOSPI,IT 서비스,-7.39,-12.06,4.67
759,2026-03-04,058110,멕아이씨에스,KOSDAQ,의료·정밀기기,-7.41,-12.06,4.65
760,2026-03-04,063570,NICE인프라,KOSDAQ,일반서비스,-7.41,-12.06,4.65
761,2026-03-04,029780,삼성카드,KOSPI,기타금융,-7.43,-12.06,4.63
762,2026-03-04,065530,와이어블,KOSDAQ,통신,-7.43,-12.06,4.63
763,2026-03-04,108675,LX하우시스우,KOSPI,화학,-7.44,-12.06,4.62
764,2026-03-04,154030,아시아종묘,KOSDAQ,"농업, 임업 및 어업",-7.45,-12.06,4.61
765,2026-03-04,051370,인터플렉스,KOSDAQ,전기·전자,-7.45,-12.06,4.61
766,2026-03-04,043360,디지아이,KOSDAQ,전기·전자,-7.45,-12.06,4.61
767,2026-03-04,432320,KB스타리츠,KOSPI,부동산,-7.45,-12.06,4.61
768,2026-03-04,033270,유나이티드제약,KOSPI,제약,-7.46,-12.06,4.6
769,2026-03-04,082640,동양생명,KOSPI,보험,-7.46,-12.06,4.6
770,2026-03-04,395400,SK리츠,KOSPI,부동산,-7.48,-12.06,4.58
771,2026-03-04,092040,아미코젠,KOSDAQ,음식료·담배,-7.48,-12.06,4.58
772,2026-03-04,049520,유아이엘,KOSDAQ,전기·전자,-7.49,-12.06,4.57
773,2026-03-04,024120,KB오토시스,KOSDAQ,운송장비·부품,-7.5,-12.06,4.56
774,2026-03-04,001540,안국약품,KOSDAQ,제약,-7.5,-12.06,4.56
775,2026-03-04,020400,대동금속,KOSDAQ,금속,-7.5,-12.06,4.56
776,2026-03-04,317240,TS트릴리온,KOSDAQ,화학,-7.51,-12.06,4.55
777,2026-03-04,263920,휴엠앤씨,KOSDAQ,기타제조,-7.52,-12.06,4.54
778,2026-03-04,122870,와이지엔터테인먼트,KOSDAQ,오락·문화,-7.53,-12.06,4.53
779,2026-03-04,462980,아이지넷,KOSDAQ,IT 서비스,-7.53,-12.06,4.53
780,2026-03-04,052260,현대바이오랜드,KOSDAQ,화학,-7.53,-12.06,4.53
781,2026-03-04,263770,유에스티,KOSDAQ,금속,-7.54,-12.06,4.52
782,2026-03-04,014580,태경비케이,KOSPI,비금속,-7.54,-12.06,4.52
783,2026-03-04,086060,진바이오텍,KOSDAQ,유통,-7.55,-12.06,4.51
784,2026-03-04,004910,조광페인트,KOSPI,화학,-7.57,-12.06,4.49
785,2026-03-04,069730,DSR제강,KOSPI,금속,-7.57,-12.06,4.49
786,2026-03-04,104200,NHN벅스,KOSDAQ,IT 서비스,-7.58,-12.06,4.48
787,2026-03-04,085810,알티캐스트,KOSDAQ,IT 서비스,-7.6,-12.06,4.46
788,2026-03-04,362990,드림인사이트,KOSDAQ,일반서비스,-7.61,-12.06,4.45
789,2026-03-04,048830,엔피케이,KOSDAQ,화학,-7.61,-12.06,4.45
790,2026-03-04,012450,한화에어로스페이스,KOSPI,운송장비·부품,-7.61,-12.06,4.45
791,2026-03-04,004060,SG세계물산,KOSPI,유통,-7.62,-12.06,4.44
792,2026-03-04,440110,파두,KOSDAQ,전기·전자,-7.63,-12.06,4.43
793,2026-03-04,263690,디알젬,KOSDAQ,의료·정밀기기,-7.63,-12.06,4.43
794,2026-03-04,129890,앱코,KOSDAQ,전기·전자,-7.63,-12.06,4.43
795,2026-03-04,043710,서울리거,KOSDAQ,유통,-7.63,-12.06,4.43
796,2026-03-04,049550,잉크테크,KOSDAQ,화학,-7.64,-12.06,4.42
797,2026-03-04,057680,티사이언티픽,KOSDAQ,IT 서비스,-7.64,-12.06,4.42
798,2026-03-04,004370,농심,KOSPI,음식료·담배,-7.64,-12.06,4.42
799,2026-03-04,208640,썸에이지,KOSDAQ,IT 서비스,-7.65,-12.06,4.41
800,2026-03-04,140520,대창스틸,KOSDAQ,금속,-7.66,-12.06,4.4
801,2026-03-04,078000,텔코웨어,KOSPI,IT 서비스,-7.67,-12.06,4.39
802,2026-03-04,065690,파커스,KOSDAQ,화학,-7.68,-12.06,4.38
803,2026-03-04,093380,풍강,KOSDAQ,금속,-7.68,-12.06,4.38
804,2026-03-04,054950,제이브이엠,KOSDAQ,기계·장비,-7.68,-12.06,4.38
805,2026-03-04,373200,엑스플러스,KOSDAQ,기타제조,-7.69,-12.06,4.37
806,2026-03-04,018310,삼목에스폼,KOSDAQ,금속,-7.69,-12.06,4.37
807,2026-03-04,084850,아이티엠반도체,KOSDAQ,전기·전자,-7.69,-12.06,4.37
808,2026-03-04,020000,한섬,KOSPI,섬유·의류,-7.69,-12.06,4.37
809,2026-03-04,003100,선광,KOSDAQ,운송·창고,-7.71,-12.06,4.35
810,2026-03-04,388610,지에프씨생명과학,KOSDAQ,화학,-7.72,-12.06,4.34
811,2026-03-04,014440,영보화학,KOSPI,화학,-7.72,-12.06,4.34
812,2026-03-04,012620,원일특강,KOSDAQ,금속,-7.72,-12.06,4.34
813,2026-03-04,211050,인카금융서비스,KOSDAQ,금융,-7.72,-12.06,4.34
814,2026-03-04,18064K,한진칼우,KOSPI,기타금융,-7.73,-12.06,4.33
815,2026-03-04,185490,아이진,KOSDAQ,일반서비스,-7.73,-12.06,4.33
816,2026-03-04,085310,엔케이,KOSPI,금속,-7.74,-12.06,4.32
817,2026-03-04,031310,아이즈비전,KOSDAQ,통신,-7.75,-12.06,4.31
818,2026-03-04,069920,엑시온그룹,KOSDAQ,유통,-7.75,-12.06,4.31
819,2026-03-04,010240,흥국,KOSDAQ,기계·장비,-7.75,-12.06,4.31
820,2026-03-04,013360,일성건설,KOSPI,건설,-7.76,-12.06,4.3
821,2026-03-04,066130,하츠,KOSDAQ,전기·전자,-7.76,-12.06,4.3
822,2026-03-04,030210,다올투자증권,KOSPI,증권,-7.76,-12.06,4.3
823,2026-03-04,318000,KBG,KOSDAQ,화학,-7.76,-12.06,4.3
824,2026-03-04,031210,서울보증보험,KOSPI,보험,-7.76,-12.06,4.3
825,2026-03-04,020560,아시아나항공,KOSPI,운송·창고,-7.77,-12.06,4.29
826,2026-03-04,025770,한국정보통신,KOSDAQ,통신,-7.78,-12.06,4.28
827,2026-03-04,039240,경남스틸,KOSDAQ,금속,-7.78,-12.06,4.28
828,2026-03-04,150900,파수,KOSDAQ,IT 서비스,-7.79,-12.06,4.27
829,2026-03-04,078140,대봉엘에스,KOSDAQ,제약,-7.8,-12.06,4.26
830,2026-03-04,237820,플레이디,KOSDAQ,일반서비스,-7.8,-12.06,4.26
831,2026-03-04,089600,KT나스미디어,KOSDAQ,일반서비스,-7.81,-12.06,4.25
832,2026-03-04,347000,센코,KOSDAQ,의료·정밀기기,-7.81,-12.06,4.25
833,2026-03-04,087600,픽셀플러스,KOSDAQ,전기·전자,-7.82,-12.06,4.24
834,2026-03-04,003220,대원제약,KOSPI,제약,-7.83,-12.06,4.23
835,2026-03-04,072990,에이치시티,KOSDAQ,일반서비스,-7.83,-12.06,4.23
836,2026-03-04,950170,JTC,KOSDAQ,유통,-7.85,-12.06,4.21
837,2026-03-04,024070,WISCOM,KOSPI,화학,-7.85,-12.06,4.21
838,2026-03-04,446070,유니드비티플러스,KOSPI,종이·목재,-7.85,-12.06,4.21
839,2026-03-04,336060,웨이버스,KOSDAQ,IT 서비스,-7.85,-12.06,4.21
840,2026-03-04,272550,삼양패키징,KOSPI,화학,-7.86,-12.06,4.2
841,2026-03-04,012320,경동인베스트,KOSPI,기타금융,-7.86,-12.06,4.2
842,2026-03-04,001520,동양,KOSPI,비금속,-7.87,-12.06,4.19
843,2026-03-04,032620,유비케어,KOSDAQ,IT 서비스,-7.87,-12.06,4.19
844,2026-03-04,004590,한국가구,KOSDAQ,유통,-7.87,-12.06,4.19
845,2026-03-04,050960,수산아이앤티,KOSDAQ,IT 서비스,-7.88,-12.06,4.18
846,2026-03-04,290120,DH오토리드,KOSDAQ,운송장비·부품,-7.88,-12.06,4.18
847,2026-03-04,050090,비케이홀딩스,KOSDAQ,일반서비스,-7.89,-12.06,4.17
848,2026-03-04,006890,태경케미컬,KOSPI,화학,-7.89,-12.06,4.17
849,2026-03-04,039010,현대에이치티,KOSDAQ,전기·전자,-7.89,-12.06,4.17
850,2026-03-04,123570,이엠넷,KOSDAQ,일반서비스,-7.9,-12.06,4.16
851,2026-03-04,038460,바이오스마트,KOSDAQ,전기·전자,-7.92,-12.06,4.14
852,2026-03-04,002150,도화엔지니어링,KOSPI,일반서비스,-7.92,-12.06,4.14
853,2026-03-04,009180,한솔로지스틱스,KOSPI,운송·창고,-7.92,-12.06,4.14
854,2026-03-04,023760,한국캐피탈,KOSDAQ,금융,-7.93,-12.06,4.13
855,2026-03-04,003490,대한항공,KOSPI,운송·창고,-7.94,-12.06,4.12
856,2026-03-04,020180,대신정보통신,KOSDAQ,IT 서비스,-7.94,-12.06,4.12
857,2026-03-04,065510,휴비츠,KOSDAQ,의료·정밀기기,-7.94,-12.06,4.12
858,2026-03-04,143240,사람인,KOSDAQ,IT 서비스,-7.95,-12.06,4.11
859,2026-03-04,110790,크리스에프앤씨,KOSDAQ,섬유·의류,-7.95,-12.06,4.11
860,2026-03-04,000640,동아쏘시오홀딩스,KOSPI,기타금융,-7.95,-12.06,4.11
861,2026-03-04,043340,에쎈테크,KOSDAQ,기계·장비,-7.95,-12.06,4.11
862,2026-03-04,023350,한국종합기술,KOSPI,일반서비스,-7.96,-12.06,4.1
863,2026-03-04,001250,GS글로벌,KOSPI,유통,-7.96,-12.06,4.1
864,2026-03-04,363280,티와이홀딩스,KOSPI,기타금융,-7.97,-12.06,4.09
865,2026-03-04,000020,동화약품,KOSPI,제약,-7.97,-12.06,4.09
866,2026-03-04,008500,일정실업,KOSPI,섬유·의류,-7.97,-12.06,4.09
867,2026-03-04,225220,제놀루션,KOSDAQ,제약,-7.97,-12.06,4.09
868,2026-03-04,003960,사조대림,KOSPI,음식료·담배,-7.98,-12.06,4.08
869,2026-03-04,446840,지슨,KOSDAQ,의료·정밀기기,-8.0,-12.06,4.06
870,2026-03-04,058650,세아홀딩스,KOSPI,금속,-8.0,-12.06,4.06
871,2026-03-04,050760,에스폴리텍,KOSDAQ,화학,-8.02,-12.06,4.04
872,2026-03-04,264450,유비쿼스,KOSDAQ,전기·전자,-8.02,-12.06,4.04
873,2026-03-04,004415,서울식품우,KOSPI,음식료·담배,-8.02,-12.06,4.04
874,2026-03-04,002995,금호건설우,KOSPI,건설,-8.02,-12.06,4.04
875,2026-03-04,000890,보해양조,KOSPI,음식료·담배,-8.04,-12.06,4.02
876,2026-03-04,196300,HLB펩,KOSDAQ,제약,-8.04,-12.06,4.02
877,2026-03-04,417500,제이아이테크,KOSDAQ,화학,-8.05,-12.06,4.01
878,2026-03-04,093050,LF,KOSPI,섬유·의류,-8.05,-12.06,4.01
879,2026-03-04,064760,티씨케이,KOSDAQ,비금속,-8.06,-12.06,4.0
880,2026-03-04,008770,호텔신라,KOSPI,유통,-8.07,-12.06,3.99
881,2026-03-04,000220,유유제약,KOSPI,제약,-8.07,-12.06,3.99
882,2026-03-04,035620,바른손이앤에이,KOSDAQ,오락·문화,-8.07,-12.06,3.99
883,2026-03-04,036630,세종텔레콤,KOSDAQ,건설,-8.08,-12.06,3.98
884,2026-03-04,03481K,해성산업1우,KOSDAQ,금융,-8.08,-12.06,3.98
885,2026-03-04,280360,롯데웰푸드,KOSPI,음식료·담배,-8.08,-12.06,3.98
886,2026-03-04,073540,에프알텍,KOSDAQ,전기·전자,-8.1,-12.06,3.96
887,2026-03-04,000070,삼양홀딩스,KOSPI,기타금융,-8.1,-12.06,3.96
888,2026-03-04,003690,코리안리,KOSPI,보험,-8.1,-12.06,3.96
889,2026-03-04,033250,체시스,KOSPI,운송장비·부품,-8.1,-12.06,3.96
890,2026-03-04,080160,모두투어,KOSDAQ,일반서비스,-8.11,-12.06,3.95
891,2026-03-04,081150,티플랙스,KOSDAQ,금속,-8.11,-12.06,3.95
892,2026-03-04,080420,모다이노칩,KOSDAQ,유통,-8.12,-12.06,3.94
893,2026-03-04,032560,황금에스티,KOSPI,금속,-8.12,-12.06,3.94
894,2026-03-04,271980,제일약품,KOSPI,제약,-8.12,-12.06,3.94
895,2026-03-04,005680,삼영전자,KOSPI,전기·전자,-8.13,-12.06,3.93
896,2026-03-04,002795,아모레퍼시픽홀딩스우,KOSPI,화학,-8.14,-12.06,3.92
897,2026-03-04,148930,에이치와이티씨,KOSDAQ,금속,-8.14,-12.06,3.92
898,2026-03-04,000430,대원강업,KOSPI,운송장비·부품,-8.15,-12.06,3.91
899,2026-03-04,042700,한미반도체,KOSPI,기계·장비,-8.16,-12.06,3.9
900,2026-03-04,017180,명문제약,KOSPI,제약,-8.16,-12.06,3.9
901,2026-03-04,055550,신한지주,KOSPI,기타금융,-8.17,-12.06,3.89
902,2026-03-04,044340,위닉스,KOSDAQ,전기·전자,-8.18,-12.06,3.88
903,2026-03-04,072770,멤레이비티,KOSDAQ,IT 서비스,-8.18,-12.06,3.88
904,2026-03-04,125020,티씨머티리얼즈,KOSDAQ,전기·전자,-8.18,-12.06,3.88
905,2026-03-04,001940,KISCO홀딩스,KOSPI,금속,-8.18,-12.06,3.88
906,2026-03-04,071840,롯데하이마트,KOSPI,유통,-8.19,-12.06,3.87
907,2026-03-04,026960,동서,KOSPI,유통,-8.19,-12.06,3.87
908,2026-03-04,248170,샘표식품,KOSPI,음식료·담배,-8.19,-12.06,3.87
909,2026-03-04,109820,진매트릭스,KOSDAQ,일반서비스,-8.2,-12.06,3.86
910,2026-03-04,033830,티비씨,KOSDAQ,오락·문화,-8.21,-12.06,3.85
911,2026-03-04,304840,피플바이오,KOSDAQ,제약,-8.21,-12.06,3.85
912,2026-03-04,008700,아남전자,KOSPI,전기·전자,-8.22,-12.06,3.84
913,2026-03-04,010960,삼호개발,KOSPI,건설,-8.22,-12.06,3.84
914,2026-03-04,00781K,코리아써키트2우B,KOSPI,전기·전자,-8.22,-12.06,3.84
915,2026-03-04,290090,트윔,KOSDAQ,IT 서비스,-8.23,-12.06,3.83
916,2026-03-04,070300,엑스큐어,KOSDAQ,IT 서비스,-8.24,-12.06,3.82
917,2026-03-04,377740,바이오노트,KOSPI,제약,-8.26,-12.06,3.8
918,2026-03-04,001810,무림SP,KOSDAQ,종이·목재,-8.26,-12.06,3.8
919,2026-03-04,002780,진흥기업,KOSPI,건설,-8.26,-12.06,3.8
920,2026-03-04,284740,쿠쿠홈시스,KOSPI,일반서비스,-8.28,-12.06,3.78
921,2026-03-04,036670,삼양케이씨아이,KOSDAQ,화학,-8.29,-12.06,3.77
922,2026-03-04,243070,휴온스,KOSDAQ,제약,-8.29,-12.06,3.77
923,2026-03-04,014160,대영포장,KOSPI,종이·목재,-8.29,-12.06,3.77
924,2026-03-04,097950,CJ제일제당,KOSPI,음식료·담배,-8.29,-12.06,3.77
925,2026-03-04,377450,리파인,KOSDAQ,IT 서비스,-8.31,-12.06,3.75
926,2026-03-04,475460,미트박스,KOSDAQ,IT 서비스,-8.31,-12.06,3.75
927,2026-03-04,267850,아시아나IDT,KOSPI,IT 서비스,-8.31,-12.06,3.75
928,2026-03-04,100220,비상교육,KOSPI,오락·문화,-8.32,-12.06,3.74
929,2026-03-04,175140,휴먼테크놀로지,KOSDAQ,전기·전자,-8.32,-12.06,3.74
930,2026-03-04,000215,DL우,KOSPI,화학,-8.33,-12.06,3.73
931,2026-03-04,004980,성신양회,KOSPI,비금속,-8.33,-12.06,3.73
932,2026-03-04,073110,엘엠에스,KOSDAQ,전기·전자,-8.33,-12.06,3.73
933,2026-03-04,038680,에스넷,KOSDAQ,IT 서비스,-8.33,-12.06,3.73
934,2026-03-04,031820,아이티센씨티에스,KOSPI,IT 서비스,-8.34,-12.06,3.72
935,2026-03-04,034120,SBS,KOSPI,오락·문화,-8.34,-12.06,3.72
936,2026-03-04,082920,비츠로셀,KOSDAQ,전기·전자,-8.35,-12.06,3.71
937,2026-03-04,036620,감성코퍼레이션,KOSDAQ,유통,-8.35,-12.06,3.71
938,2026-03-04,002220,한일철강,KOSPI,금속,-8.35,-12.06,3.71
939,2026-03-04,204840,지엘팜텍,KOSDAQ,유통,-8.36,-12.06,3.7
940,2026-03-04,005965,동부건설우,KOSPI,건설,-8.37,-12.06,3.69
941,2026-03-04,247660,나노씨엠에스,KOSDAQ,전기·전자,-8.37,-12.06,3.69
942,2026-03-04,033130,디지틀조선,KOSDAQ,IT 서비스,-8.38,-12.06,3.68
943,2026-03-04,067570,엔브이에이치코리아,KOSDAQ,운송장비·부품,-8.39,-12.06,3.67
944,2026-03-04,048430,유라테크,KOSDAQ,전기·전자,-8.39,-12.06,3.67
945,2026-03-04,004540,깨끗한나라,KOSPI,종이·목재,-8.39,-12.06,3.67
946,2026-03-04,215000,골프존,KOSDAQ,IT 서비스,-8.4,-12.06,3.66
947,2026-03-04,009770,삼정펄프,KOSPI,종이·목재,-8.4,-12.06,3.66
948,2026-03-04,060380,동양에스텍,KOSDAQ,금속,-8.4,-12.06,3.66
949,2026-03-04,348080,큐라티스,KOSDAQ,일반서비스,-8.4,-12.06,3.66
950,2026-03-04,155650,와이엠씨,KOSDAQ,전기·전자,-8.41,-12.06,3.65
951,2026-03-04,009415,태영건설우,KOSPI,건설,-8.41,-12.06,3.65
952,2026-03-04,063440,SM Life Design,KOSDAQ,출판·매체복제,-8.42,-12.06,3.64
953,2026-03-04,006740,블루산업개발,KOSPI,종이·목재,-8.42,-12.06,3.64
954,2026-03-04,017900,광전자,KOSPI,전기·전자,-8.42,-12.06,3.64
955,2026-03-04,011280,태림포장,KOSPI,종이·목재,-8.42,-12.06,3.64
956,2026-03-04,104700,한국철강,KOSPI,금속,-8.43,-12.06,3.63
957,2026-03-04,183190,아세아시멘트,KOSPI,비금속,-8.43,-12.06,3.63
958,2026-03-04,065650,하이퍼코퍼레이션,KOSDAQ,유통,-8.44,-12.06,3.62
959,2026-03-04,007210,벽산,KOSPI,비금속,-8.46,-12.06,3.6
960,2026-03-04,432980,엠에프씨,KOSDAQ,제약,-8.46,-12.06,3.6
961,2026-03-04,037710,광주신세계,KOSPI,유통,-8.46,-12.06,3.6
962,2026-03-04,228760,지노믹트리,KOSDAQ,일반서비스,-8.47,-12.06,3.59
963,2026-03-04,008260,NI스틸,KOSPI,금속,-8.47,-12.06,3.59
964,2026-03-04,000950,전방,KOSPI,섬유·의류,-8.48,-12.06,3.58
965,2026-03-04,002390,한독,KOSPI,제약,-8.49,-12.06,3.57
966,2026-03-04,021050,서원,KOSPI,금속,-8.5,-12.06,3.56
967,2026-03-04,017650,대림제지,KOSDAQ,종이·목재,-8.5,-12.06,3.56
968,2026-03-04,067830,세이브존I&C,KOSPI,유통,-8.5,-12.06,3.56
969,2026-03-04,049470,비트플래닛,KOSDAQ,IT 서비스,-8.51,-12.06,3.55
970,2026-03-04,007540,샘표,KOSPI,기타금융,-8.51,-12.06,3.55
971,2026-03-04,244920,에이플러스에셋,KOSPI,기타금융,-8.52,-12.06,3.54
972,2026-03-04,020710,시공테크,KOSDAQ,일반서비스,-8.52,-12.06,3.54
973,2026-03-04,005440,현대지에프홀딩스,KOSPI,기타금융,-8.54,-12.06,3.52
974,2026-03-04,094860,네오리진,KOSDAQ,IT 서비스,-8.55,-12.06,3.51
975,2026-03-04,187420,HLB제넥스,KOSDAQ,제약,-8.56,-12.06,3.5
976,2026-03-04,424760,벨로크,KOSDAQ,IT 서비스,-8.56,-12.06,3.5
977,2026-03-04,009160,SIMPAC,KOSPI,금속,-8.57,-12.06,3.49
978,2026-03-04,054040,한국컴퓨터,KOSDAQ,전기·전자,-8.57,-12.06,3.49
979,2026-03-04,000040,KR모터스,KOSPI,운송장비·부품,-8.57,-12.06,3.49
980,2026-03-04,063160,종근당바이오,KOSPI,제약,-8.57,-12.06,3.49
981,2026-03-04,034310,NICE,KOSPI,일반서비스,-8.58,-12.06,3.48
982,2026-03-04,277880,티에스아이,KOSDAQ,기계·장비,-8.58,-12.06,3.48
983,2026-03-04,075130,플랜티넷,KOSDAQ,IT 서비스,-8.58,-12.06,3.48
984,2026-03-04,145020,휴젤,KOSDAQ,제약,-8.59,-12.06,3.47
985,2026-03-04,011300,성안머티리얼스,KOSPI,섬유·의류,-8.59,-12.06,3.47
986,2026-03-04,004100,태양금속,KOSPI,운송장비·부품,-8.6,-12.06,3.46
987,2026-03-04,036220,오상헬스케어,KOSDAQ,의료·정밀기기,-8.6,-12.06,3.46
988,2026-03-04,018470,조일알미늄,KOSPI,금속,-8.6,-12.06,3.46
989,2026-03-04,084695,대상홀딩스우,KOSPI,기타금융,-8.6,-12.06,3.46
990,2026-03-04,006050,국영지앤엠,KOSDAQ,비금속,-8.61,-12.06,3.45
991,2026-03-04,348030,모비릭스,KOSDAQ,IT 서비스,-8.61,-12.06,3.45
992,2026-03-04,004720,팜젠사이언스,KOSPI,제약,-8.62,-12.06,3.44
993,2026-03-04,300720,한일시멘트,KOSPI,비금속,-8.62,-12.06,3.44
994,2026-03-04,168330,내츄럴엔도텍,KOSDAQ,일반서비스,-8.62,-12.06,3.44
995,2026-03-04,086890,이수앱지스,KOSDAQ,제약,-8.63,-12.06,3.43
996,2026-03-04,318160,셀바이오휴먼텍,KOSDAQ,섬유·의류,-8.63,-12.06,3.43
997,2026-03-04,091340,S&K폴리텍,KOSDAQ,전기·전자,-8.63,-12.06,3.43
998,2026-03-04,002800,신신제약,KOSDAQ,제약,-8.63,-12.06,3.43
999,2026-03-04,262840,아이퀘스트,KOSDAQ,IT 서비스,-8.64,-12.06,3.42
1000,2026-03-04,166090,하나머티리얼즈,KOSDAQ,전기·전자,-8.64,-12.06,3.42
1001,2026-03-04,004985,성신양회우,KOSPI,비금속,-8.65,-12.06,3.41
1002,2026-03-04,036190,금화피에스시,KOSDAQ,건설,-8.66,-12.06,3.4
1003,2026-03-04,263020,디케이앤디,KOSDAQ,화학,-8.66,-12.06,3.4
1004,2026-03-04,418470,KT밀리의서재,KOSDAQ,IT 서비스,-8.67,-12.06,3.39
1005,2026-03-04,050110,캠시스,KOSDAQ,전기·전자,-8.67,-12.06,3.39
1006,2026-03-04,034830,한국토지신탁,KOSPI,기타금융,-8.69,-12.06,3.37
1007,2026-03-04,120030,조선선재,KOSPI,금속,-8.69,-12.06,3.37
1008,2026-03-04,377030,비트맥스,KOSDAQ,IT 서비스,-8.69,-12.06,3.37
1009,2026-03-04,103230,에스앤더블류,KOSDAQ,기계·장비,-8.7,-12.06,3.36
1010,2026-03-04,354200,엔젠바이오,KOSDAQ,일반서비스,-8.7,-12.06,3.36
1011,2026-03-04,220180,핸디소프트,KOSDAQ,IT 서비스,-8.71,-12.06,3.35
1012,2026-03-04,041460,한국전자인증,KOSDAQ,IT 서비스,-8.72,-12.06,3.34
1013,2026-03-04,053060,세동,KOSDAQ,운송장비·부품,-8.72,-12.06,3.34
1014,2026-03-04,042040,케이피엠테크,KOSDAQ,유통,-8.72,-12.06,3.34
1015,2026-03-04,138040,메리츠금융지주,KOSPI,기타금융,-8.73,-12.06,3.33
1016,2026-03-04,014280,금강공업,KOSPI,금속,-8.73,-12.06,3.33
1017,2026-03-04,017810,풀무원,KOSPI,음식료·담배,-8.73,-12.06,3.33
1018,2026-03-04,009270,신원,KOSPI,섬유·의류,-8.73,-12.06,3.33
1019,2026-03-04,016380,KG스틸,KOSPI,금속,-8.73,-12.06,3.33
1020,2026-03-04,028080,휴맥스홀딩스,KOSDAQ,IT 서비스,-8.73,-12.06,3.33
1021,2026-03-04,065450,빅텍,KOSDAQ,의료·정밀기기,-8.74,-12.06,3.32
1022,2026-03-04,014100,메디앙스,KOSDAQ,유통,-8.74,-12.06,3.32
1023,2026-03-04,462870,시프트업,KOSPI,IT 서비스,-8.74,-12.06,3.32
1024,2026-03-04,051380,피씨디렉트,KOSDAQ,유통,-8.75,-12.06,3.31
1025,2026-03-04,241710,코스메카코리아,KOSDAQ,화학,-8.76,-12.06,3.3
1026,2026-03-04,035610,솔본,KOSDAQ,일반서비스,-8.77,-12.06,3.29
1027,2026-03-04,083660,CSA 코스믹,KOSDAQ,화학,-8.77,-12.06,3.29
1028,2026-03-04,440290,HB인베스트먼트,KOSDAQ,금융,-8.78,-12.06,3.28
1029,2026-03-04,458650,성우,KOSDAQ,전기·전자,-8.79,-12.06,3.27
