순위,날짜,종목코드,종목명,시장구분,업종명,등락률,KOSPI200_등락률,초과수익률
637,2026-03-05,366030,공구우먼,KOSDAQ,섬유·의류,11.54,9.63,1.91
638,2026-03-05,042940,상지건설,KOSDAQ,건설,11.53,9.63,1.9
639,2026-03-05,439580,블루엠텍,KOSDAQ,유통,11.53,9.63,1.9
640,2026-03-05,257370,피엔티엠에스,KOSDAQ,기계·장비,11.53,9.63,1.9
641,2026-03-05,033790,피노,KOSDAQ,전기·전자,11.5,9.63,1.87
642,2026-03-05,101670,하이드로리튬,KOSDAQ,금속,11.5,9.63,1.87
643,2026-03-05,047310,파워로직스,KOSDAQ,전기·전자,11.48,9.63,1.85
644,2026-03-05,356890,싸이버원,KOSDAQ,IT 서비스,11.47,9.63,1.84
645,2026-03-05,214150,클래시스,KOSDAQ,의료·정밀기기,11.47,9.63,1.84
646,2026-03-05,33626K,두산퓨얼셀1우,KOSPI,전기·전자,11.46,9.63,1.83
647,2026-03-05,001755,한양증권우,KOSPI,증권,11.44,9.63,1.81
648,2026-03-05,000150,두산,KOSPI,기타금융,11.42,9.63,1.79
649,2026-03-05,460870,에스엠씨지,KOSDAQ,비금속,11.42,9.63,1.79
650,2026-03-05,046390,삼화네트웍스,KOSDAQ,오락·문화,11.42,9.63,1.79
651,2026-03-05,0001A0,덕양에너젠,KOSDAQ,전기·가스·수도,11.42,9.63,1.79
652,2026-03-05,003000,부광약품,KOSPI,제약,11.4,9.63,1.77
653,2026-03-05,187870,디바이스,KOSDAQ,기계·장비,11.39,9.63,1.76
654,2026-03-05,045100,한양이엔지,KOSDAQ,일반서비스,11.38,9.63,1.75
655,2026-03-05,079940,가비아,KOSDAQ,IT 서비스,11.38,9.63,1.75
656,2026-03-05,330350,위더스제약,KOSDAQ,제약,11.38,9.63,1.75
657,2026-03-05,039560,다산네트웍스,KOSDAQ,전기·전자,11.38,9.63,1.75
658,2026-03-05,013720,THE CUBE&,KOSDAQ,운송장비·부품,11.35,9.63,1.72
659,2026-03-05,100090,SK오션플랜트,KOSPI,금속,11.34,9.63,1.71
660,2026-03-05,031330,에스에이엠티,KOSDAQ,유통,11.34,9.63,1.71
661,2026-03-05,484810,티엑스알로보틱스,KOSDAQ,기계·장비,11.33,9.63,1.7
662,2026-03-05,474650,링크솔루션,KOSDAQ,기계·장비,11.31,9.63,1.68
663,2026-03-05,452300,캡스톤파트너스,KOSDAQ,금융,11.31,9.63,1.68
664,2026-03-05,054090,삼진엘앤디,KOSDAQ,기타제조,11.31,9.63,1.68
665,2026-03-05,389260,대명에너지,KOSDAQ,건설,11.29,9.63,1.66
666,2026-03-05,021080,에이티넘인베스트,KOSDAQ,금융,11.29,9.63,1.66
667,2026-03-05,260660,알리코제약,KOSDAQ,제약,11.29,9.63,1.66
668,2026-03-05,040300,YTN,KOSDAQ,오락·문화,11.29,9.63,1.66
669,2026-03-05,219130,타이거일렉,KOSDAQ,전기·전자,11.28,9.63,1.65
670,2026-03-05,123690,한국화장품,KOSPI,유통,11.28,9.63,1.65
671,2026-03-05,005940,NH투자증권,KOSPI,증권,11.28,9.63,1.65
672,2026-03-05,005930,삼성전자,KOSPI,전기·전자,11.27,9.63,1.64
673,2026-03-05,095910,에스에너지,KOSDAQ,전기·전자,11.26,9.63,1.63
674,2026-03-05,005387,현대차2우B,KOSPI,운송장비·부품,11.25,9.63,1.62
675,2026-03-05,003720,삼영,KOSPI,화학,11.23,9.63,1.6
676,2026-03-05,376930,노을,KOSDAQ,의료·정밀기기,11.22,9.63,1.59
677,2026-03-05,004710,한솔테크닉스,KOSPI,전기·전자,11.22,9.63,1.59
678,2026-03-05,144510,지씨셀,KOSDAQ,일반서비스,11.21,9.63,1.58
679,2026-03-05,056080,유진로봇,KOSDAQ,기계·장비,11.21,9.63,1.58
680,2026-03-05,300080,플리토,KOSDAQ,IT 서비스,11.2,9.63,1.57
681,2026-03-05,001720,신영증권,KOSPI,증권,11.2,9.63,1.57
682,2026-03-05,049080,기가레인,KOSDAQ,전기·전자,11.19,9.63,1.56
683,2026-03-05,301300,바이브컴퍼니,KOSDAQ,IT 서비스,11.19,9.63,1.56
684,2026-03-05,016610,DB증권,KOSPI,증권,11.18,9.63,1.55
685,2026-03-05,033640,네패스,KOSDAQ,전기·전자,11.18,9.63,1.55
686,2026-03-05,434480,모니터랩,KOSDAQ,IT 서비스,11.16,9.63,1.53
687,2026-03-05,482630,삼양엔씨켐,KOSDAQ,화학,11.15,9.63,1.52
688,2026-03-05,038060,루멘스,KOSDAQ,전기·전자,11.15,9.63,1.52
689,2026-03-05,140410,메지온,KOSDAQ,일반서비스,11.15,9.63,1.52
690,2026-03-05,377330,이지트로닉스,KOSDAQ,전기·전자,11.15,9.63,1.52
691,2026-03-05,475150,SK이터닉스,KOSPI,건설,11.14,9.63,1.51
692,2026-03-05,009830,한화솔루션,KOSPI,화학,11.14,9.63,1.51
693,2026-03-05,003547,대신증권2우B,KOSPI,증권,11.14,9.63,1.51
694,2026-03-05,096350,대창솔루션,KOSDAQ,금속,11.14,9.63,1.51
695,2026-03-05,104540,코렌텍,KOSDAQ,의료·정밀기기,11.11,9.63,1.48
696,2026-03-05,317850,대모,KOSDAQ,기계·장비,11.11,9.63,1.48
697,2026-03-05,362320,청담글로벌,KOSDAQ,유통,11.11,9.63,1.48
698,2026-03-05,004800,효성,KOSPI,기타금융,11.1,9.63,1.47
699,2026-03-05,017040,광명전기,KOSPI,전기·전자,11.08,9.63,1.45
700,2026-03-05,187790,나노,KOSDAQ,화학,11.08,9.63,1.45
701,2026-03-05,075580,세진중공업,KOSPI,운송장비·부품,11.08,9.63,1.45
702,2026-03-05,095270,웨이브일렉트로,KOSDAQ,의료·정밀기기,11.07,9.63,1.44
703,2026-03-05,002630,오리엔트바이오,KOSPI,제약,11.07,9.63,1.44
704,2026-03-05,054300,팬스타엔터프라이즈,KOSDAQ,기계·장비,11.06,9.63,1.43
705,2026-03-05,340450,지씨지놈,KOSDAQ,일반서비스,11.06,9.63,1.43
706,2026-03-05,452400,이닉스,KOSDAQ,운송장비·부품,11.06,9.63,1.43
707,2026-03-05,475230,엔알비,KOSDAQ,금속,11.04,9.63,1.41
708,2026-03-05,058110,멕아이씨에스,KOSDAQ,의료·정밀기기,11.04,9.63,1.41
709,2026-03-05,054620,APS,KOSDAQ,금융,11.03,9.63,1.4
710,2026-03-05,241690,유니테크노,KOSDAQ,운송장비·부품,11.03,9.63,1.4
711,2026-03-05,166480,코아스템켐온,KOSDAQ,제약,11.02,9.63,1.39
712,2026-03-05,005389,현대차3우B,KOSPI,운송장비·부품,11.02,9.63,1.39
713,2026-03-05,200670,휴메딕스,KOSDAQ,제약,11.01,9.63,1.38
714,2026-03-05,096630,에스코넥,KOSDAQ,전기·전자,11.01,9.63,1.38
715,2026-03-05,290560,파라택시스이더리움,KOSDAQ,IT 서비스,11.0,9.63,1.37
716,2026-03-05,086960,MDS테크,KOSDAQ,IT 서비스,11.0,9.63,1.37
717,2026-03-05,012610,경인양행,KOSPI,화학,10.99,9.63,1.36
718,2026-03-05,083930,아바코,KOSDAQ,기계·장비,10.99,9.63,1.36
719,2026-03-05,041440,현대에버다임,KOSDAQ,기계·장비,10.99,9.63,1.36
720,2026-03-05,039980,폴라리스AI,KOSDAQ,IT 서비스,10.98,9.63,1.35
721,2026-03-05,309710,아이티켐,KOSDAQ,제약,10.98,9.63,1.35
722,2026-03-05,408900,스튜디오미르,KOSDAQ,오락·문화,10.98,9.63,1.35
723,2026-03-05,003470,유안타증권,KOSPI,증권,10.96,9.63,1.33
724,2026-03-05,163730,핑거,KOSDAQ,IT 서비스,10.96,9.63,1.33
725,2026-03-05,243840,신흥에스이씨,KOSDAQ,전기·전자,10.96,9.63,1.33
726,2026-03-05,065710,서호전기,KOSDAQ,전기·전자,10.96,9.63,1.33
727,2026-03-05,377030,비트맥스,KOSDAQ,IT 서비스,10.95,9.63,1.32
728,2026-03-05,036220,오상헬스케어,KOSDAQ,의료·정밀기기,10.94,9.63,1.31
729,2026-03-05,079810,디이엔티,KOSDAQ,전기·전자,10.91,9.63,1.28
730,2026-03-05,025950,동신건설,KOSDAQ,건설,10.9,9.63,1.27
731,2026-03-05,351330,이삭엔지니어링,KOSDAQ,IT 서비스,10.89,9.63,1.26
732,2026-03-05,100120,뷰웍스,KOSDAQ,의료·정밀기기,10.89,9.63,1.26
733,2026-03-05,007120,미래아이앤지,KOSPI,IT 서비스,10.88,9.63,1.25
734,2026-03-05,225430,케이엠제약,KOSDAQ,화학,10.88,9.63,1.25
735,2026-03-05,389680,유디엠텍,KOSDAQ,IT 서비스,10.88,9.63,1.25
736,2026-03-05,005945,NH투자증권우,KOSPI,증권,10.88,9.63,1.25
737,2026-03-05,253840,수젠텍,KOSDAQ,제약,10.87,9.63,1.24
738,2026-03-05,057680,티사이언티픽,KOSDAQ,IT 서비스,10.86,9.63,1.23
739,2026-03-05,052220,iMBC,KOSDAQ,오락·문화,10.86,9.63,1.23
740,2026-03-05,004560,현대비앤지스틸,KOSPI,금속,10.86,9.63,1.23
741,2026-03-05,452200,민테크,KOSDAQ,의료·정밀기기,10.85,9.63,1.22
742,2026-03-05,235980,메드팩토,KOSDAQ,일반서비스,10.85,9.63,1.22
743,2026-03-05,140430,카티스,KOSDAQ,IT 서비스,10.85,9.63,1.22
744,2026-03-05,000660,SK하이닉스,KOSPI,전기·전자,10.84,9.63,1.21
745,2026-03-05,304360,에스바이오메딕스,KOSDAQ,제약,10.84,9.63,1.21
746,2026-03-05,340930,유일에너테크,KOSDAQ,기계·장비,10.83,9.63,1.2
747,2026-03-05,270660,에브리봇,KOSDAQ,전기·전자,10.83,9.63,1.2
748,2026-03-05,288620,에스퓨얼셀,KOSDAQ,전기·전자,10.82,9.63,1.19
749,2026-03-05,172670,에이엘티,KOSDAQ,전기·전자,10.82,9.63,1.19
750,2026-03-05,02826K,삼성물산우B,KOSPI,유통,10.81,9.63,1.18
751,2026-03-05,000650,천일고속,KOSPI,운송·창고,10.81,9.63,1.18
752,2026-03-05,017670,SK텔레콤,KOSPI,통신,10.81,9.63,1.18
753,2026-03-05,459100,위츠,KOSDAQ,전기·전자,10.81,9.63,1.18
754,2026-03-05,206560,덱스터,KOSDAQ,오락·문화,10.8,9.63,1.17
755,2026-03-05,353590,오토앤,KOSDAQ,유통,10.8,9.63,1.17
756,2026-03-05,199800,툴젠,KOSDAQ,일반서비스,10.78,9.63,1.15
757,2026-03-05,089150,케이씨티,KOSDAQ,IT 서비스,10.76,9.63,1.13
758,2026-03-05,084680,이월드,KOSPI,기타제조,10.76,9.63,1.13
759,2026-03-05,009150,삼성전기,KOSPI,전기·전자,10.76,9.63,1.13
760,2026-03-05,179530,애드바이오텍,KOSDAQ,제약,10.74,9.63,1.11
761,2026-03-05,262260,에이프로,KOSDAQ,전기·전자,10.74,9.63,1.11
762,2026-03-05,001380,SG글로벌,KOSPI,운송장비·부품,10.74,9.63,1.11
763,2026-03-05,361610,SK아이이테크놀로지,KOSPI,전기·전자,10.73,9.63,1.1
764,2026-03-05,002025,코오롱우,KOSPI,기타금융,10.73,9.63,1.1
765,2026-03-05,028300,HLB,KOSDAQ,제약,10.72,9.63,1.09
766,2026-03-05,205470,휴마시스,KOSDAQ,제약,10.7,9.63,1.07
767,2026-03-05,066980,한성크린텍,KOSDAQ,일반서비스,10.7,9.63,1.07
768,2026-03-05,415380,스튜디오삼익,KOSDAQ,유통,10.69,9.63,1.06
769,2026-03-05,476060,온코닉테라퓨틱스,KOSDAQ,일반서비스,10.69,9.63,1.06
770,2026-03-05,373110,엑셀세라퓨틱스,KOSDAQ,제약,10.68,9.63,1.05
771,2026-03-05,003540,대신증권,KOSPI,증권,10.68,9.63,1.05
772,2026-03-05,331380,포커스에이아이,KOSDAQ,전기·전자,10.66,9.63,1.03
773,2026-03-05,046970,우리로,KOSDAQ,유통,10.65,9.63,1.02
774,2026-03-05,178920,PI첨단소재,KOSPI,화학,10.65,9.63,1.02
775,2026-03-05,348340,뉴로메카,KOSDAQ,기계·장비,10.64,9.63,1.01
776,2026-03-05,424870,이뮨온시아,KOSDAQ,일반서비스,10.63,9.63,1.0
777,2026-03-05,256840,한국비엔씨,KOSDAQ,제약,10.63,9.63,1.0
778,2026-03-05,900290,GRT,KOSDAQ,금융,10.62,9.63,0.99
779,2026-03-05,137940,넥스트아이,KOSDAQ,의료·정밀기기,10.61,9.63,0.98
780,2026-03-05,418550,제이오,KOSDAQ,일반서비스,10.61,9.63,0.98
781,2026-03-05,206650,유바이오로직스,KOSDAQ,제약,10.61,9.63,0.98
782,2026-03-05,095500,미래나노텍,KOSDAQ,화학,10.6,9.63,0.97
783,2026-03-05,475830,오름테라퓨틱,KOSDAQ,제약,10.58,9.63,0.95
784,2026-03-05,088130,동아엘텍,KOSDAQ,기계·장비,10.57,9.63,0.94
785,2026-03-05,355390,크라우드웍스,KOSDAQ,IT 서비스,10.57,9.63,0.94
786,2026-03-05,136150,원일티엔아이,KOSDAQ,기계·장비,10.56,9.63,0.93
787,2026-03-05,006920,모헨즈,KOSDAQ,비금속,10.56,9.63,0.93
788,2026-03-05,331520,밸로프,KOSDAQ,IT 서비스,10.56,9.63,0.93
789,2026-03-05,458870,씨어스테크놀로지,KOSDAQ,의료·정밀기기,10.55,9.63,0.92
790,2026-03-05,014190,원익큐브,KOSDAQ,유통,10.55,9.63,0.92
791,2026-03-05,004310,현대약품,KOSPI,제약,10.55,9.63,0.92
792,2026-03-05,010660,화천기계,KOSPI,기계·장비,10.54,9.63,0.91
793,2026-03-05,129890,앱코,KOSDAQ,전기·전자,10.54,9.63,0.91
794,2026-03-05,226330,신테카바이오,KOSDAQ,IT 서비스,10.54,9.63,0.91
795,2026-03-05,314930,바이오다인,KOSDAQ,의료·정밀기기,10.53,9.63,0.9
796,2026-03-05,038540,상상인,KOSDAQ,IT 서비스,10.53,9.63,0.9
797,2026-03-05,082850,우리바이오,KOSDAQ,음식료·담배,10.51,9.63,0.88
798,2026-03-05,214680,디알텍,KOSDAQ,의료·정밀기기,10.51,9.63,0.88
799,2026-03-05,064850,에프앤가이드,KOSDAQ,IT 서비스,10.5,9.63,0.87
800,2026-03-05,118990,모트렉스,KOSDAQ,운송장비·부품,10.5,9.63,0.87
801,2026-03-05,190650,코리아에셋투자증권,KOSDAQ,금융,10.49,9.63,0.86
802,2026-03-05,013310,아진산업,KOSDAQ,운송장비·부품,10.49,9.63,0.86
803,2026-03-05,011390,부산산업,KOSPI,비금속,10.48,9.63,0.85
804,2026-03-05,084670,동양고속,KOSPI,운송·창고,10.47,9.63,0.84
805,2026-03-05,486990,노타,KOSDAQ,IT 서비스,10.45,9.63,0.82
806,2026-03-05,083790,CG인바이츠,KOSDAQ,일반서비스,10.44,9.63,0.81
807,2026-03-05,249420,일동제약,KOSPI,제약,10.44,9.63,0.81
808,2026-03-05,323350,다원넥스뷰,KOSDAQ,기계·장비,10.43,9.63,0.8
809,2026-03-05,052400,코나아이,KOSDAQ,IT 서비스,10.43,9.63,0.8
810,2026-03-05,008970,KBI동양철관,KOSPI,금속,10.42,9.63,0.79
811,2026-03-05,042370,비츠로테크,KOSDAQ,금융,10.42,9.63,0.79
812,2026-03-05,093320,케이아이엔엑스,KOSDAQ,IT 서비스,10.42,9.63,0.79
813,2026-03-05,001360,삼성제약,KOSPI,제약,10.41,9.63,0.78
814,2026-03-05,010280,아이티센엔텍,KOSDAQ,IT 서비스,10.41,9.63,0.78
815,2026-03-05,226400,오스테오닉,KOSDAQ,의료·정밀기기,10.41,9.63,0.78
816,2026-03-05,450330,하스,KOSDAQ,제약,10.4,9.63,0.77
817,2026-03-05,273640,와이엠텍,KOSDAQ,전기·전자,10.39,9.63,0.76
818,2026-03-05,039740,한국정보공학,KOSDAQ,유통,10.39,9.63,0.76
819,2026-03-05,100660,서암기계공업,KOSDAQ,기계·장비,10.37,9.63,0.74
820,2026-03-05,271830,팸텍,KOSDAQ,기계·장비,10.36,9.63,0.73
821,2026-03-05,458650,성우,KOSDAQ,전기·전자,10.36,9.63,0.73
822,2026-03-05,156100,엘앤케이바이오,KOSDAQ,의료·정밀기기,10.36,9.63,0.73
823,2026-03-05,35320K,대덕전자1우,KOSPI,전기·전자,10.35,9.63,0.72
824,2026-03-05,459510,나우로보틱스,KOSDAQ,기계·장비,10.34,9.63,0.71
825,2026-03-05,199480,뱅크웨어글로벌,KOSDAQ,IT 서비스,10.34,9.63,0.71
826,2026-03-05,424960,스마트레이더시스템,KOSDAQ,의료·정밀기기,10.34,9.63,0.71
827,2026-03-05,088390,이녹스,KOSDAQ,운송장비·부품,10.33,9.63,0.7
828,2026-03-05,405000,플라즈맵,KOSDAQ,의료·정밀기기,10.33,9.63,0.7
829,2026-03-05,348350,위드텍,KOSDAQ,의료·정밀기기,10.32,9.63,0.69
830,2026-03-05,052020,에스티큐브,KOSDAQ,유통,10.31,9.63,0.68
831,2026-03-05,000540,흥국화재,KOSPI,보험,10.3,9.63,0.67
832,2026-03-05,003580,HLB글로벌,KOSPI,유통,10.3,9.63,0.67
833,2026-03-05,147830,제룡산업,KOSDAQ,금속,10.28,9.63,0.65
834,2026-03-05,419050,삼기에너지솔루션즈,KOSDAQ,운송장비·부품,10.27,9.63,0.64
835,2026-03-05,110990,디아이티,KOSDAQ,기계·장비,10.26,9.63,0.63
836,2026-03-05,145020,휴젤,KOSDAQ,제약,10.26,9.63,0.63
837,2026-03-05,215600,신라젠,KOSDAQ,일반서비스,10.26,9.63,0.63
838,2026-03-05,085660,차바이오텍,KOSDAQ,제약,10.25,9.63,0.62
839,2026-03-05,006660,삼성공조,KOSPI,운송장비·부품,10.23,9.63,0.6
840,2026-03-05,094860,네오리진,KOSDAQ,IT 서비스,10.23,9.63,0.6
841,2026-03-05,041930,동아화성,KOSDAQ,화학,10.23,9.63,0.6
842,2026-03-05,058430,포스코스틸리온,KOSPI,금속,10.23,9.63,0.6
843,2026-03-05,120110,코오롱인더,KOSPI,화학,10.23,9.63,0.6
844,2026-03-05,115450,HLB테라퓨틱스,KOSDAQ,유통,10.22,9.63,0.59
845,2026-03-05,066310,큐에스아이,KOSDAQ,전기·전자,10.22,9.63,0.59
846,2026-03-05,239890,피엔에이치테크,KOSDAQ,화학,10.21,9.63,0.58
847,2026-03-05,420770,기가비스,KOSDAQ,기계·장비,10.2,9.63,0.57
848,2026-03-05,0015N0,아로마티카,KOSDAQ,화학,10.18,9.63,0.55
849,2026-03-05,053080,케이엔솔,KOSDAQ,기계·장비,10.18,9.63,0.55
850,2026-03-05,005850,에스엘,KOSPI,운송장비·부품,10.18,9.63,0.55
851,2026-03-05,014950,삼익제약,KOSDAQ,제약,10.17,9.63,0.54
852,2026-03-05,300120,라온피플,KOSDAQ,IT 서비스,10.17,9.63,0.54
853,2026-03-05,282880,코윈테크,KOSDAQ,기계·장비,10.17,9.63,0.54
854,2026-03-05,222040,코스맥스엔비티,KOSDAQ,음식료·담배,10.16,9.63,0.53
855,2026-03-05,012320,경동인베스트,KOSPI,기타금융,10.16,9.63,0.53
856,2026-03-05,200880,서연이화,KOSPI,운송장비·부품,10.16,9.63,0.53
857,2026-03-05,475960,토모큐브,KOSDAQ,의료·정밀기기,10.15,9.63,0.52
858,2026-03-05,229640,LS에코에너지,KOSPI,기타금융,10.14,9.63,0.51
859,2026-03-05,142210,유니트론텍,KOSDAQ,유통,10.14,9.63,0.51
860,2026-03-05,044820,코스맥스비티아이,KOSPI,기타금융,10.14,9.63,0.51
861,2026-03-05,119500,포메탈,KOSDAQ,금속,10.14,9.63,0.51
862,2026-03-05,308170,씨티알모빌리티,KOSPI,운송장비·부품,10.13,9.63,0.5
863,2026-03-05,053580,웹케시,KOSDAQ,IT 서비스,10.13,9.63,0.5
864,2026-03-05,289220,자이언트스텝,KOSDAQ,오락·문화,10.13,9.63,0.5
865,2026-03-05,402030,코난테크놀로지,KOSDAQ,IT 서비스,10.12,9.63,0.49
866,2026-03-05,037270,YG PLUS,KOSPI,IT 서비스,10.11,9.63,0.48
867,2026-03-05,011420,갤럭시아에스엠,KOSPI,오락·문화,10.11,9.63,0.48
868,2026-03-05,024060,흥구석유,KOSDAQ,유통,10.1,9.63,0.47
869,2026-03-05,084650,랩지노믹스,KOSDAQ,일반서비스,10.08,9.63,0.45
870,2026-03-05,238120,얼라인드,KOSDAQ,의료·정밀기기,10.07,9.63,0.44
871,2026-03-05,460470,아이빔테크놀로지,KOSDAQ,의료·정밀기기,10.07,9.63,0.44
872,2026-03-05,189330,씨이랩,KOSDAQ,IT 서비스,10.07,9.63,0.44
873,2026-03-05,214450,파마리서치,KOSDAQ,제약,10.07,9.63,0.44
874,2026-03-05,019210,와이지-원,KOSDAQ,금속,10.06,9.63,0.43
875,2026-03-05,024940,PN풍년,KOSDAQ,유통,10.05,9.63,0.42
876,2026-03-05,182360,큐브엔터,KOSDAQ,오락·문화,10.05,9.63,0.42
877,2026-03-05,060590,씨티씨바이오,KOSDAQ,제약,10.04,9.63,0.41
878,2026-03-05,339950,아이비김영,KOSDAQ,일반서비스,10.04,9.63,0.41
879,2026-03-05,228850,레이언스,KOSDAQ,의료·정밀기기,10.04,9.63,0.41
880,2026-03-05,052690,한전기술,KOSPI,일반서비스,10.01,9.63,0.38
881,2026-03-05,104040,대성파인텍,KOSDAQ,운송장비·부품,10.0,9.63,0.37
882,2026-03-05,011300,성안머티리얼스,KOSPI,섬유·의류,10.0,9.63,0.37
883,2026-03-05,040160,누리플렉스,KOSDAQ,IT 서비스,10.0,9.63,0.37
884,2026-03-05,036000,예림당,KOSDAQ,오락·문화,10.0,9.63,0.37
885,2026-03-05,213420,덕산네오룩스,KOSDAQ,전기·전자,10.0,9.63,0.37
886,2026-03-05,228340,동양파일,KOSDAQ,비금속,10.0,9.63,0.37
887,2026-03-05,017860,DS단석,KOSPI,화학,9.99,9.63,0.36
888,2026-03-05,037460,삼지전자,KOSDAQ,전기·전자,9.99,9.63,0.36
889,2026-03-05,376180,피코그램,KOSDAQ,기타제조,9.98,9.63,0.35
890,2026-03-05,384470,코어라인소프트,KOSDAQ,IT 서비스,9.97,9.63,0.34
891,2026-03-05,065370,위세아이텍,KOSDAQ,IT 서비스,9.97,9.63,0.34
892,2026-03-05,214430,아이쓰리시스템,KOSDAQ,전기·전자,9.96,9.63,0.33
893,2026-03-05,212560,네오오토,KOSDAQ,운송장비·부품,9.96,9.63,0.33
894,2026-03-05,364950,에이아이코리아,KOSDAQ,기계·장비,9.95,9.63,0.32
895,2026-03-05,303810,동국생명과학,KOSDAQ,제약,9.94,9.63,0.31
896,2026-03-05,081580,성우전자,KOSDAQ,전기·전자,9.93,9.63,0.3
897,2026-03-05,217330,싸이토젠,KOSDAQ,일반서비스,9.92,9.63,0.29
898,2026-03-05,042000,카페24,KOSDAQ,IT 서비스,9.92,9.63,0.29
899,2026-03-05,001500,현대차증권,KOSPI,증권,9.92,9.63,0.29
900,2026-03-05,029480,광무,KOSDAQ,전기·전자,9.91,9.63,0.28
901,2026-03-05,348150,고바이오랩,KOSDAQ,일반서비스,9.9,9.63,0.27
902,2026-03-05,241840,에이스토리,KOSDAQ,오락·문화,9.9,9.63,0.27
903,2026-03-05,091120,이엠텍,KOSDAQ,전기·전자,9.9,9.63,0.27
904,2026-03-05,028670,팬오션,KOSPI,운송·창고,9.9,9.63,0.27
905,2026-03-05,094850,참좋은여행,KOSDAQ,일반서비스,9.89,9.63,0.26
906,2026-03-05,241790,티이엠씨씨엔에스,KOSDAQ,기계·장비,9.89,9.63,0.26
907,2026-03-05,008930,한미사이언스,KOSPI,기타금융,9.89,9.63,0.26
908,2026-03-05,067080,대화제약,KOSDAQ,제약,9.88,9.63,0.25
909,2026-03-05,365590,하이딥,KOSDAQ,전기·전자,9.88,9.63,0.25
910,2026-03-05,054210,이랜텍,KOSDAQ,전기·전자,9.88,9.63,0.25
911,2026-03-05,261200,덴티스,KOSDAQ,의료·정밀기기,9.87,9.63,0.24
912,2026-03-05,047920,HLB제약,KOSDAQ,일반서비스,9.87,9.63,0.24
913,2026-03-05,039610,화성밸브,KOSDAQ,기계·장비,9.87,9.63,0.24
914,2026-03-05,086060,진바이오텍,KOSDAQ,유통,9.86,9.63,0.23
915,2026-03-05,419120,산돌,KOSDAQ,IT 서비스,9.86,9.63,0.23
916,2026-03-05,336570,원텍,KOSDAQ,의료·정밀기기,9.85,9.63,0.22
917,2026-03-05,460940,피앤에스로보틱스,KOSDAQ,의료·정밀기기,9.85,9.63,0.22
918,2026-03-05,055490,테이팩스,KOSPI,화학,9.84,9.63,0.21
919,2026-03-05,308080,바이젠셀,KOSDAQ,일반서비스,9.84,9.63,0.21
920,2026-03-05,114450,그린생명과학,KOSDAQ,제약,9.83,9.63,0.2
921,2026-03-05,489500,엘케이켐,KOSDAQ,화학,9.83,9.63,0.2
922,2026-03-05,030610,교보증권,KOSPI,증권,9.83,9.63,0.2
923,2026-03-05,036420,콘텐트리중앙,KOSPI,오락·문화,9.82,9.63,0.19
924,2026-03-05,090470,제이스텍,KOSDAQ,기계·장비,9.82,9.63,0.19
925,2026-03-05,258790,소프트캠프,KOSDAQ,IT 서비스,9.81,9.63,0.18
926,2026-03-05,303360,프로티아,KOSDAQ,의료·정밀기기,9.8,9.63,0.17
927,2026-03-05,000370,한화손해보험,KOSPI,보험,9.8,9.63,0.17
928,2026-03-05,045390,대아티아이,KOSDAQ,전기·전자,9.8,9.63,0.17
929,2026-03-05,013990,아가방컴퍼니,KOSDAQ,유통,9.8,9.63,0.17
930,2026-03-05,484590,삼양컴텍,KOSDAQ,금속,9.79,9.63,0.16
931,2026-03-05,099430,바이오플러스,KOSDAQ,제약,9.78,9.63,0.15
932,2026-03-05,228760,지노믹트리,KOSDAQ,일반서비스,9.78,9.63,0.15
933,2026-03-05,045660,에이텍,KOSDAQ,전기·전자,9.78,9.63,0.15
934,2026-03-05,455900,엔젤로보틱스,KOSDAQ,기계·장비,9.77,9.63,0.14
935,2026-03-05,236810,엔비티,KOSDAQ,일반서비스,9.77,9.63,0.14
936,2026-03-05,019540,일지테크,KOSDAQ,운송장비·부품,9.77,9.63,0.14
937,2026-03-05,092780,DYP,KOSPI,운송장비·부품,9.76,9.63,0.13
938,2026-03-05,082740,한화엔진,KOSPI,기계·장비,9.76,9.63,0.13
939,2026-03-05,159580,제로투세븐,KOSDAQ,유통,9.76,9.63,0.13
940,2026-03-05,054450,텔레칩스,KOSDAQ,전기·전자,9.76,9.63,0.13
941,2026-03-05,217590,티엠씨,KOSPI,전기·전자,9.75,9.63,0.12
942,2026-03-05,084180,수성웹툰,KOSDAQ,기계·장비,9.75,9.63,0.12
943,2026-03-05,072770,멤레이비티,KOSDAQ,IT 서비스,9.75,9.63,0.12
944,2026-03-05,0008Z0,에스엔시스,KOSDAQ,전기·전자,9.75,9.63,0.12
945,2026-03-05,010580,에스엠벡셀,KOSPI,운송장비·부품,9.72,9.63,0.09
946,2026-03-05,299660,셀리드,KOSDAQ,일반서비스,9.72,9.63,0.09
947,2026-03-05,065130,탑엔지니어링,KOSDAQ,기계·장비,9.72,9.63,0.09
948,2026-03-05,000520,삼일제약,KOSPI,제약,9.71,9.63,0.08
949,2026-03-05,489460,바이오비쥬,KOSDAQ,화학,9.71,9.63,0.08
950,2026-03-05,071970,HD현대마린엔진,KOSPI,기계·장비,9.71,9.63,0.08
951,2026-03-05,027580,상보,KOSDAQ,화학,9.71,9.63,0.08
952,2026-03-05,003545,대신증권우,KOSPI,증권,9.7,9.63,0.07
953,2026-03-05,085310,엔케이,KOSPI,금속,9.69,9.63,0.06
954,2026-03-05,002870,신풍,KOSPI,유통,9.69,9.63,0.06
