code,name,weight,expected_return_ann,current_price
069500,KODEX 200,0.1,,139550.0
122630,KODEX 레버리지,0.1,,203030.0
102110,TIGER 200,0.1,,139520.0
449450,PLUS K방산,0.1,,72125.0
379810,KODEX 미국나스닥100,0.1,,30605.0
091170,KODEX 은행,0.1,,16500.0
294400,KOSEF 200TR,0.1,,182555.0
091160,KODEX 반도체,0.1,,171815.0
233740,KODEX 코스닥150레버리지,0.1,,12665.0
117460,KODEX 에너지화학,0.1,,16390.0
