code,name,relative_return_bps,confidence,reason
069500,KODEX 200,300.0,0.569090167632594,S_SCORE·모멘텀·수급·NAV변화 종합
122630,KODEX 레버리지,300.0,0.569999999671713,S_SCORE·모멘텀·수급·NAV변화 종합
102110,TIGER 200,300.0,0.47471493373110607,S_SCORE·모멘텀·수급·NAV변화 종합
449450,PLUS K방산,213.59574128521345,0.3691607517850187,S_SCORE·모멘텀·수급·NAV변화 종합
379810,KODEX 미국나스닥100,139.56127767449735,0.35,S_SCORE·모멘텀·수급·NAV변화 종합
091170,KODEX 은행,286.94154802601406,0.3765378013509204,S_SCORE·모멘텀·수급·NAV변화 종합
294400,KOSEF 200TR,300.0,0.35570324931900577,S_SCORE·모멘텀·수급·NAV변화 종합
091160,KODEX 반도체,300.0,0.41269428943218367,S_SCORE·모멘텀·수급·NAV변화 종합
233740,KODEX 코스닥150레버리지,300.0,0.49999641497372393,S_SCORE·모멘텀·수급·NAV변화 종합
117460,KODEX 에너지화학,58.07239835889959,0.351943891168195,S_SCORE·모멘텀·수급·NAV변화 종합
