code,name,market,current_price,today_open,nav,prev_nav,nav_change_pct,premium_discount_pct,tracking_error_pct,net_assets,momentum_1w,foreign_net_qty,institution_net_qty,individual_net_qty,supply_demand_score,supply_demand_days,s_score,s_confidence,s_model,news_count
069500,KODEX 200,ETF,139550.0,139500.0,140025.06,136861.95,2.31,-0.339267842484765,0.4,295827.0,0.13992974238875888,228941,821768,-947310,0.9939344508839596,5,58.23737803535839,0.419090167632594,analysis,1
102110,TIGER 200,ETF,139520.0,139650.0,140119.05,136951.92,2.31,-0.4275293045449483,0.39,119422.0,0.13985867792783369,58504,387569,-255678,0.8314328915407068,5,51.73731566162827,0.32471493373110605,analysis,0
122630,KODEX 레버리지,ETF,203030.0,,,,,,,,0.2836594695413017,645646,1917824,-2492156,0.9999999978114198,5,39.99999991245679,0.419999999671713,analysis,1
252670,KODEX 200선물인버스2X,ETF,71.0,72.0,71.01,74.05,-4.11,-0.014082523588234214,1.83,8449.0,-0.2815533980582524,91669176,-999335110,895506454,-0.8854035137708088,5,-65.41614055083235,0.40281052706562137,analysis,1
229200,KODEX 코스닥150,ETF,17760.0,18300.0,17909.15,18298.32,-2.13,-0.8328145110181189,0.24,54272.0,0.1586447118429386,0,0,0,0.0,5,-17.04,0.34,analysis,2
233740,KODEX 코스닥150레버리지,ETF,12665.0,13350.0,12726.36,13394.93,-4.99,-0.482148862675585,8.85,40385.0,0.3195673549655851,8113,22599124,-22387979,0.999976099824826,5,9.999043992993045,0.3499964149737239,analysis,0
360750,TIGER 미국S&P500,ETF,28355.0,28380.0,28282.41,27866.81,1.49,0.25666129583723646,0.1,191013.0,0.0017749378771743096,267266,-8556916,8206038,-0.9998101407886846,5,-28.072405631547383,0.34997152111830265,analysis,0
379800,KODEX 미국S&P500,ETF,25840.0,25875.0,25785.66,25406.75,1.49,0.21073728576270745,0.07,98222.0,0.0015567230978790203,-56804,-4036735,4025830,-0.9696148711624394,5,-26.864594846497575,0.3454422306743659,analysis,0
133690,TIGER 미국나스닥100,ETF,204385.0,204880.0,204146.55,198393.05,2.9,0.11680334543983802,0.08,111973.0,0.022518196522442357,89858,-685400,586446,-0.9823873546117015,5,-16.095494184468055,0.3473581031917552,analysis,0
379810,KODEX 미국나스닥100,ETF,30605.0,30680.0,30570.83,29709.25,2.9,0.11177321649427985,0.09,86216.0,0.02366063883724867,0,0,0,0.0,5,23.2,0.2,analysis,0
305720,KODEX 2차전지산업,ETF,18005.0,18250.0,17990.35,18210.9,-1.21,0.0814325457814965,0.3,20596.0,0.12070024570024573,-41988,-210718,180247,-0.08018746461083615,5,-12.887498584433445,0.21202811969162544,analysis,0
305540,TIGER 2차전지테마,ETF,22285.0,22685.0,22385.09,22580.08,-0.86,-0.44712797670235027,1.2,11402.0,0.11723795330352704,46092,47200,-42144,0.03892033004998963,5,-5.323186798000415,0.20583804950749846,analysis,0
091160,KODEX 반도체,ETF,171815.0,175445.0,172056.7,172547.98,-0.28,-0.14047694742489633,0.57,72815.0,0.21943485307589317,71319,61992,-131789,0.417961929547891,5,14.478477181915641,0.26269428943218365,analysis,0
091170,KODEX 은행,ETF,16500.0,16265.0,16467.11,16205.79,1.61,0.199731464719671,1.37,5801.0,0.10430916552667568,322138,254170,-435948,0.17691867567280248,5,19.9567470269121,0.2265378013509204,analysis,0
117460,KODEX 에너지화학,ETF,16390.0,16215.0,16367.58,16106.34,1.62,0.13697809938915875,0.43,315.0,,-3206,-37544,38838,-0.012959274454633464,5,12.441629021814663,0.20194389116819503,analysis,0
139660,TIGER 200 IT,ETF,7665.0,,,,,,,,0.017928286852589626,0,8650,-8650,0.0013199992333445343,5,0.05279996933378137,0.2001979998850017,analysis,0
228790,TIGER 화장품,ETF,3445.0,3510.0,3433.54,3501.78,-1.95,0.333766316978979,0.64,2455.0,0.10062893081761004,-25597,-28245,96218,-0.003979978985202487,5,-15.7591991594081,0.20059699684778037,analysis,0
143860,TIGER 헬스케어,ETF,39915.0,,,,,,,,0.08068227968051978,173,464,-3313,0.0005399999475120061,5,0.021599997900480245,0.2000809999921268,analysis,0
305080,TIGER 미국채10년선물,ETF,13595.0,13615.0,13576.42,13576.81,-0.0,0.13685492935545548,0.58,2375.0,-0.005841548010222741,1624,49353,-45974,0.0138791087209928,5,0.555164348839712,0.20208186630814892,analysis,0
214980,KODEX 단기채권PLUS,ETF,114475.0,114465.0,114483.23,114466.91,0.01,-0.0071888258219093976,0.07,20621.0,0.0006994841304537314,0,0,0,0.0,5,0.08,0.2,analysis,0
273130,KODEX 종합채권,ETF,110730.0,110675.0,110719.1,110712.12,0.01,0.009844733203209003,0.24,41049.0,0.01091025289874925,-351,3359,-2998,0.006599904169669747,5,0.3439961667867899,0.20098998562545048,analysis,0
278530,KODEX 200TR,ETF,49370.0,,,,,,,,0.14282407407407405,16,107402,-110009,0.10884705642159383,5,4.353882256863753,0.21632705846323907,analysis,0
294400,KOSEF 200TR,ETF,182555.0,182920.0,183270.95,179133.06,2.31,-0.39065110973671036,0.32,23735.0,0.1413789799763676,1053,9365,-10095,0.03802166212670507,5,20.000866485068205,0.20570324931900577,analysis,0
411060,ACE 미국빅테크TOP7Plus,ETF,28985.0,29100.0,29276.72,29162.25,0.39,-0.9964230965763965,0.04,44180.0,0.00034458993797370496,-192550,317339,-138481,0.07167687181856554,5,5.987074872742621,0.21075153077278483,analysis,0
449450,PLUS K방산,ETF,72125.0,69175.0,72157.08,66785.38,8.04,-0.04445856179324571,0.23,13951.0,,-69099,165760,-77959,0.12773834523345798,5,35.109533809338316,0.2191607517850187,analysis,0
