theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
92,통신장비,9.3,1.69,37,1,7,0.60181,7.651040600000001,"5,553.92",148.17,2.74,2026-03-24 15:34:03
426,양자암호/양자컴퓨팅,8.52,0.45,23,0,1,0.458166,7.26462516,"5,553.92",148.17,2.74,2026-03-24 15:34:03
586,광통신(광케이블/광섬유 등),8.51,2.84,10,1,3,0.5,7.14,"5,553.92",148.17,2.74,2026-03-24 15:34:03
373,5G(5세대 이동통신),7.46,0.32,46,3,4,0.568068,5.9034936799999995,"5,553.92",148.17,2.74,2026-03-24 15:34:03
390,마이크로 LED,6.81,-2.15,7,1,3,0.575023,5.23443698,"5,553.92",148.17,2.74,2026-03-24 15:34:03
449,2차전지(생산),6.7,-2.43,3,0,0,0.950035,4.0969041,"5,553.92",148.17,2.74,2026-03-24 15:34:03
200,우주항공산업(누리호/인공위성 등),5.79,-2.7,31,0,4,0.724925,3.8037054999999995,"5,553.92",148.17,2.74,2026-03-24 15:34:03
593,귀금속(금/은),4.92,-2.99,4,0,0,0.5,3.55,"5,553.92",148.17,2.74,2026-03-24 15:34:03
106,바이오인식(생체인식),4.83,-0.74,18,0,1,0.327651,3.93223626,"5,553.92",148.17,2.74,2026-03-24 15:34:03
33,LED,4.76,-0.77,33,1,5,0.455069,3.51311094,"5,553.92",148.17,2.74,2026-03-24 15:34:03
422,日 수출 규제(국산화 등),4.75,-0.44,17,1,2,0.643653,2.98639078,"5,553.92",148.17,2.74,2026-03-24 15:34:03
579,2차전지(나트륨이온),4.44,-2.45,8,0,1,0.716009,2.47813534,"5,553.92",148.17,2.74,2026-03-24 15:34:03
210,자전거,4.26,-1.34,2,0,0,0.192109,3.73362134,"5,553.92",148.17,2.74,2026-03-24 15:34:03
584,스페이스X(SpaceX),4.2,-3.62,9,0,3,1.139472,1.0778467199999997,"5,553.92",148.17,2.74,2026-03-24 15:34:03
268,전기자전거,4.1,-2.63,4,0,0,0.287817,3.3113814199999996,"5,553.92",148.17,2.74,2026-03-24 15:34:03
241,바이오시밀러(복제 바이오의약품),3.97,-0.92,20,0,1,0.177339,3.4840911400000003,"5,553.92",148.17,2.74,2026-03-24 15:34:03
144,방위산업/전쟁 및 테러,3.96,-2.09,54,1,10,0.536835,2.4890721,"5,553.92",148.17,2.74,2026-03-24 15:34:03
56,NI(네트워크통합),3.83,-1.14,6,0,1,0.255145,3.1309027,"5,553.92",148.17,2.74,2026-03-24 15:34:03
173,IT 대표주,3.81,-3.1,6,0,0,0.903146,1.33537996,"5,553.92",148.17,2.74,2026-03-24 15:34:03
585,김밥(냉동김밥 등),3.76,-1.54,5,0,1,0.293976,2.9545057599999995,"5,553.92",148.17,2.74,2026-03-24 15:34:03
149,원격진료/비대면진료(U-Healthcare),3.6,-1.72,18,1,2,0.237293,2.94981718,"5,553.92",148.17,2.74,2026-03-24 15:34:03
41,카메라모듈/부품,3.5,-1.29,25,1,2,0.394954,2.4178260399999996,"5,553.92",148.17,2.74,2026-03-24 15:34:03
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),3.42,-1.27,15,0,2,0.487755,2.0835513,"5,553.92",148.17,2.74,2026-03-24 15:34:03
185,정유,3.4,-1.46,3,0,0,0.656208,1.6019900799999998,"5,553.92",148.17,2.74,2026-03-24 15:34:03
302,음성인식,3.39,-0.65,10,0,1,0.300744,2.56596144,"5,553.92",148.17,2.74,2026-03-24 15:34:03
