theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
407,호텔/리조트,-5.4,035250,강원랜드,테마 편입 사유,17990.0,하락  270,-1.48,17960.0,17980.0,1033942.0,18661.0,740646.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,194370,제이에스코퍼레이션,테마 편입 사유,11480.0,하락  220,-1.88,11480.0,11490.0,57841.0,657.0,56528.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,000880,한화,테마 편입 사유,109300.0,"하락  2,200",-1.97,109200.0,109300.0,284358.0,30548.0,443414.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,139480,이마트,테마 편입 사유,98000.0,"하락  2,000",-2.0,97600.0,97700.0,179420.0,17585.0,297283.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,070960,모나용평,테마 편입 사유,2940.0,하락  80,-2.65,2935.0,2940.0,116439.0,341.0,83441.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,001740,SK네트웍스,테마 편입 사유,5200.0,하락  160,-2.99,5190.0,5200.0,510341.0,2640.0,989293.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,294870,HDC현대산업개발,테마 편입 사유,21450.0,하락  800,-3.6,21400.0,21450.0,160419.0,3402.0,182812.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,006730,서부T&D *,테마 편입 사유,13100.0,하락  630,-4.59,13080.0,13100.0,367766.0,4822.0,411312.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,025980,아난티 *,테마 편입 사유,6690.0,하락  330,-4.7,6700.0,6710.0,1066596.0,7147.0,578348.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,008770,호텔신라,테마 편입 사유,45050.0,"하락  2,400",-5.06,44850.0,44900.0,252345.0,11377.0,1313665.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,034230,파라다이스,테마 편입 사유,16500.0,"하락  1,330",-7.46,16500.0,16510.0,802875.0,13347.0,767003.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
407,호텔/리조트,-5.4,032350,롯데관광개발,테마 편입 사유,18110.0,"하락  1,740",-8.77,18130.0,18150.0,635580.0,11602.0,579515.0,,,0.070259,-5.19133077,"5,277.30",-161.57,-2.97,2026-03-30 15:50:01
