theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
318,백화점,7.45,-0.09,5,0,1,0.059804,7.56003936,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
12,반도체 장비,6.89,-3.39,79,0,15,0.836701,8.42952984,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
608,반도체 기판(FC-BGA/PCB/MLB 등),6.7,-2.09,10,0,4,0.5,7.62,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
586,광통신(광케이블/광섬유 등),6.65,-4.44,14,0,0,0.5,7.57,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
536,HBM(고대역폭메모리),6.35,-2.94,29,0,4,0.981374,8.155728159999999,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
269,LED장비,5.96,-4.0,9,0,2,0.732768,7.30829312,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
591,서울고속버스터미널 재개발 수혜,4.92,0.46,4,0,1,0.5,5.84,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
380,면세점,4.78,-0.47,5,1,2,0.08202,4.9309168,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
599,소캠(SOCAMM),4.49,-1.23,9,0,2,0.5,5.41,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
14,반도체 재료/부품,4.34,-3.04,55,3,11,0.786443,5.78705512,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
92,통신장비,4.13,-3.89,34,1,11,0.60181,5.237330399999999,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
547,CXL(컴퓨트익스프레스링크),3.81,-1.92,8,1,4,0.856396,5.38576864,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
18,전자파,3.79,-3.34,10,0,2,0.468353,4.65176952,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
545,온디바이스 AI,3.78,-1.83,17,0,7,0.894704,5.42625536,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
520,피팅(관이음쇠)/밸브,3.77,-3.65,6,1,2,0.824895,5.2878068,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
185,정유,3.75,-0.14,3,0,0,0.656208,4.95742272,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
557,유리 기판,3.6,-2.89,18,0,2,0.713941,4.913651440000001,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
166,항공/저가 항공사(LCC),3.35,-2.8,3,0,6,0.357297,4.00742648,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
28,CCTV＆DVR,3.14,-2.41,5,0,2,0.206311,3.5196122400000003,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
165,은행,2.94,-0.06,10,1,0,0.44694,3.7623696,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
559,고체산화물 연료전지(SOFC),2.89,-3.1,8,0,5,0.953675,4.644762,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
407,호텔/리조트,2.76,-1.4,10,0,4,0.070259,2.88927656,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
191,태양광에너지,2.75,-2.91,28,2,14,0.622351,3.89512584,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
533,전력반도체,2.68,-3.01,12,0,7,0.5,3.6,"8,639.41",-162.08,-1.84,2026-06-04 15:46:03
