theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
590,2026 상반기 신규상장,34.05,-0.7,4,0,5,0.5,33.894999999999996,"5,781.20",17.98,0.31,2026-03-20 15:59:47
154,건설 대표주,13.57,3.99,5,0,1,0.784495,13.32680655,"5,781.20",17.98,0.31,2026-03-20 15:59:47
389,면역항암제,11.05,-0.19,25,1,10,0.253966,10.97127054,"5,781.20",17.98,0.31,2026-03-20 15:59:47
524,모듈러주택,9.88,0.66,10,0,0,0.402032,9.75537008,"5,781.20",17.98,0.31,2026-03-20 15:59:47
205,원자력발전,8.92,1.01,48,1,2,0.73439,8.6923391,"5,781.20",17.98,0.31,2026-03-20 15:59:47
322,건설 중소형,8.68,0.76,26,0,0,0.336376,8.575723439999999,"5,781.20",17.98,0.31,2026-03-20 15:59:47
520,피팅(관이음쇠)/밸브,8.4,-0.67,9,0,0,0.824895,8.14428255,"5,781.20",17.98,0.31,2026-03-20 15:59:47
237,GTX(수도권 광역급행철도),7.98,1.27,21,0,3,0.491396,7.82766724,"5,781.20",17.98,0.31,2026-03-20 15:59:47
556,뉴로모픽 반도체,7.2,2.41,4,1,2,1.083941,6.86397829,"5,781.20",17.98,0.31,2026-03-20 15:59:47
223,강관업체(Steel pipe),6.83,0.21,11,0,0,0.433156,6.69572164,"5,781.20",17.98,0.31,2026-03-20 15:59:47
586,광통신(광케이블/광섬유 등),6.81,-0.56,11,0,3,0.5,6.654999999999999,"5,781.20",17.98,0.31,2026-03-20 15:59:47
188,풍력에너지,6.48,1.82,33,0,3,0.623109,6.286836210000001,"5,781.20",17.98,0.31,2026-03-20 15:59:47
94,조선기자재,6.17,0.33,32,1,2,0.644782,5.97011758,"5,781.20",17.98,0.31,2026-03-20 15:59:47
401,원자력발전소 해체,6.06,1.75,12,1,2,0.808677,5.80931013,"5,781.20",17.98,0.31,2026-03-20 15:59:47
313,남-북-러 가스관사업,6.0,0.31,14,0,0,0.425606,5.86806214,"5,781.20",17.98,0.31,2026-03-20 15:59:47
197,폐기물처리,5.9,0.11,5,0,0,0.172243,5.8466046700000005,"5,781.20",17.98,0.31,2026-03-20 15:59:47
184,수자원(양적/질적 개선),5.76,0.71,23,0,4,0.401481,5.63554089,"5,781.20",17.98,0.31,2026-03-20 15:59:47
323,셰일가스(Shale Gas),5.57,0.98,10,0,1,0.603403,5.38294507,"5,781.20",17.98,0.31,2026-03-20 15:59:47
92,통신장비,5.51,-0.03,36,0,9,0.60181,5.3234389,"5,781.20",17.98,0.31,2026-03-20 15:59:47
384,편의점,5.29,0.62,5,0,0,0.08108,5.2648652,"5,781.20",17.98,0.31,2026-03-20 15:59:47
380,면세점,5.19,-0.01,7,1,0,0.08202,5.1645738,"5,781.20",17.98,0.31,2026-03-20 15:59:47
381,LNG(액화천연가스),5.1,0.81,23,0,3,0.574881,4.92178689,"5,781.20",17.98,0.31,2026-03-20 15:59:47
