theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
584,스페이스X(SpaceX),13.67,-2.07,11,0,1,1.139472,13.31676368,"7,516.04",22.86,0.31,2026-05-18 18:14:26
269,LED장비,9.15,0.67,8,0,3,0.732768,8.92284192,"7,516.04",22.86,0.31,2026-05-18 18:14:26
200,우주항공산업(누리호/인공위성 등),5.7,-1.81,30,0,6,0.724925,5.47527325,"7,516.04",22.86,0.31,2026-05-18 18:14:26
483,야놀자(Yanolja),4.89,-1.26,3,1,1,0.408392,4.763398479999999,"7,516.04",22.86,0.31,2026-05-18 18:14:26
164,손해보험,4.82,1.85,5,2,1,0.330746,4.71746874,"7,516.04",22.86,0.31,2026-05-18 18:14:26
155,반도체 대표주(생산),3.19,-0.33,3,0,0,1.35572,2.7697268,"7,516.04",22.86,0.31,2026-05-18 18:14:26
283,생명보험,3.15,1.79,4,0,1,0.411472,3.02244368,"7,516.04",22.86,0.31,2026-05-18 18:14:26
178,전선,2.19,-5.76,3,0,5,1.020705,1.87358145,"7,516.04",22.86,0.31,2026-05-18 18:14:26
579,2차전지(나트륨이온),1.1,-2.16,2,0,7,0.716009,0.8780372100000001,"7,516.04",22.86,0.31,2026-05-18 18:14:26
119,창투사,1.09,-1.66,5,4,11,0.368216,0.9758530400000001,"7,516.04",22.86,0.31,2026-05-18 18:14:26
462,UAM(도심항공모빌리티),0.97,-1.2,11,0,14,0.511028,0.8115813199999999,"7,516.04",22.86,0.31,2026-05-18 18:14:26
379,항공기부품,0.88,-1.47,6,0,8,0.563288,0.70538072,"7,516.04",22.86,0.31,2026-05-18 18:14:26
481,마켓컬리(kurly),0.7,0.68,3,0,7,0.28742,0.6108998,"7,516.04",22.86,0.31,2026-05-18 18:14:26
595,우주태양광(페로브스카이트 등),0.65,-0.85,4,0,6,0.5,0.495,"7,516.04",22.86,0.31,2026-05-18 18:14:26
321,무선충전기술,0.64,-0.31,6,2,4,0.651058,0.43817202,"7,516.04",22.86,0.31,2026-05-18 18:14:26
400,조림사업,0.6,-0.93,5,2,4,0.186854,0.54207526,"7,516.04",22.86,0.31,2026-05-18 18:14:26
349,드론(Drone),0.44,-1.42,11,0,18,0.531453,0.27524957000000005,"7,516.04",22.86,0.31,2026-05-18 18:14:26
404,폴더블폰,0.41,-1.1,10,2,12,0.551849,0.23892680999999996,"7,516.04",22.86,0.31,2026-05-18 18:14:26
382,플렉서블 디스플레이,0.34,-0.83,13,1,11,0.633484,0.14361996000000002,"7,516.04",22.86,0.31,2026-05-18 18:14:26
14,반도체 재료/부품,0.31,-0.47,26,4,39,0.786443,0.06620266999999999,"7,516.04",22.86,0.31,2026-05-18 18:14:26
533,전력반도체,0.31,-1.43,7,2,10,0.5,0.155,"7,516.04",22.86,0.31,2026-05-18 18:14:26
13,리모델링/인테리어,0.19,-0.77,6,4,14,0.110766,0.15566254000000002,"7,516.04",22.86,0.31,2026-05-18 18:14:26
48,영화,0.13,0.24,6,0,6,0.200322,0.06790018,"7,516.04",22.86,0.31,2026-05-18 18:14:26
180,석유화학,0.11,-0.77,5,1,11,0.490725,-0.04212475,"7,516.04",22.86,0.31,2026-05-18 18:14:26
149,원격진료/비대면진료(U-Healthcare),0.06,-1.3,6,3,12,0.237293,-0.01356083000000001,"7,516.04",22.86,0.31,2026-05-18 18:14:26
435,재택근무/스마트워크,0.06,-0.87,6,3,7,0.287755,-0.029204049999999995,"7,516.04",22.86,0.31,2026-05-18 18:14:26
284,기업인수목적회사(SPAC),0.05,0.01,24,28,25,0.053159,0.03352071,"7,516.04",22.86,0.31,2026-05-18 18:14:26
446,2차전지(소재/부품),0.05,-1.37,25,1,49,0.598749,-0.13561218999999997,"7,516.04",22.86,0.31,2026-05-18 18:14:26
9,OLED(유기 발광 다이오드),-0.11,-0.46,26,3,50,0.525413,-0.27287803,"7,516.04",22.86,0.31,2026-05-18 18:14:26
417,아프리카 돼지열병(ASF),-0.11,-0.67,6,4,21,0.219328,-0.17799167999999999,"7,516.04",22.86,0.31,2026-05-18 18:14:26
