theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
36,해운,-3.16,044450,KSS해운,테마 편입 사유,12160.0,상승  160,1.33,12130.0,12140.0,389503.0,4682.0,1051349.0,,,0.287513,-4.02541413,"5,983.62",175.00,3.01,2026-04-14 14:56:48
36,해운,-3.16,011200,HMM,테마 편입 사유,20950.0,하락  200,-0.95,20950.0,21000.0,827149.0,17367.0,1409154.0,,,0.287513,-4.02541413,"5,983.62",175.00,3.01,2026-04-14 14:56:48
36,해운,-3.16,028670,팬오션,테마 편입 사유,5280.0,하락  150,-2.76,5260.0,5270.0,4683012.0,24695.0,4335195.0,,,0.287513,-4.02541413,"5,983.62",175.00,3.01,2026-04-14 14:56:48
36,해운,-3.16,465770,STX그린로지스,테마 편입 사유,6080.0,하락  190,-3.03,6070.0,6080.0,199942.0,1220.0,628142.0,,,0.287513,-4.02541413,"5,983.62",175.00,3.01,2026-04-14 14:56:48
36,해운,-3.16,003280,흥아해운,테마 편입 사유,3205.0,하락  225,-6.56,3195.0,3200.0,13397748.0,42892.0,32265843.0,,,0.287513,-4.02541413,"5,983.62",175.00,3.01,2026-04-14 14:56:48
36,해운,-3.16,005880,대한해운,테마 편입 사유,2660.0,하락  200,-6.99,2660.0,2665.0,34189124.0,93166.0,99981686.0,,,0.287513,-4.02541413,"5,983.62",175.00,3.01,2026-04-14 14:56:48
449,2차전지(생산),-0.6,096770,SK이노베이션,테마 편입 사유,121300.0,하락  200,-0.16,121100.0,121200.0,333414.0,40465.0,345810.0,,,0.950035,-3.45960535,"5,983.62",175.00,3.01,2026-04-14 14:56:48
449,2차전지(생산),-0.6,373220,LG에너지솔루션,테마 편입 사유,400000.0,"하락  1,500",-0.37,400000.0,400500.0,230396.0,92679.0,218403.0,,,0.950035,-3.45960535,"5,983.62",175.00,3.01,2026-04-14 14:56:48
449,2차전지(생산),-0.6,006400,삼성SDI,테마 편입 사유,471500.0,"하락  6,000",-1.26,469500.0,470000.0,763166.0,361871.0,482539.0,,,0.950035,-3.45960535,"5,983.62",175.00,3.01,2026-04-14 14:56:48
520,피팅(관이음쇠)/밸브,-0.81,452280,한선엔지니어링 *,테마 편입 사유,15180.0,상승  700,4.83,15240.0,15250.0,1243061.0,19078.0,799145.0,,,0.824895,-3.29293395,"5,983.62",175.00,3.01,2026-04-14 14:56:48
