theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
241,바이오시밀러(복제 바이오의약품),3.91,-1.4,15,1,5,0.177339,4.31610631,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
126,통신,3.28,0.33,3,0,0,0.117303,3.5486238699999997,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
124,제대혈,3.04,-1.39,4,0,1,0.430958,4.02689382,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
108,"백신/진단시약/방역(신종플루, AI 등)",2.77,-0.67,25,2,16,0.171586,3.16293194,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
389,면역항암제,2.36,-1.32,23,0,13,0.253966,2.94158214,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
546,마이코플라스마 폐렴,2.35,0.03,6,0,6,0.145236,2.6825904400000002,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
447,코로나19(진단키트),2.26,-0.67,20,1,19,0.184158,2.68172182,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
408,마리화나(대마),1.7,-1.12,5,2,3,0.161438,2.06969302,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
580,유심(USIM),1.66,-0.5,1,0,4,0.369213,2.50549777,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
173,IT 대표주,1.62,1.36,3,0,3,0.903146,3.68820434,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
377,치매,1.42,-1.14,29,2,19,0.081769,1.60725101,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
328,제습기,1.4,0.64,2,0,6,0.274735,2.02914315,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
436,코로나19(진단/치료제/백신 개발 등),1.29,-0.71,33,1,39,0.200259,1.74859311,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
228,국내 상장 중국기업,1.1,-0.69,1,3,7,0.317304,1.82662616,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
326,3D 프린터,1.05,-0.53,5,0,6,0.358761,1.8715626900000002,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
79,자원개발,0.96,-0.67,3,0,11,0.461804,2.01753116,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
376,유전자 치료제/분석,0.74,-0.15,16,1,25,0.255605,1.32533545,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
317,SNS(소셜네트워크서비스),0.69,-0.79,2,2,6,0.363899,1.52332871,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
521,애플페이,0.63,-1.17,1,1,6,0.193589,1.07331881,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
581,탈 플라스틱(친환경/생분해성 등),0.58,-1.88,3,0,5,0.207469,1.05510401,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
493,mRNA(메신저 리보핵산),0.52,0.29,7,0,7,-0.002494,0.51428874,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
448,코로나19(치료제/백신 개발 등),0.51,-0.74,14,0,15,0.265703,1.1184598700000001,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
470,마이크로바이옴,0.49,-0.13,7,1,10,0.214696,0.98165384,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
172,제약업체,0.25,-1.2,37,4,45,0.112189,0.50691281,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
36,해운,0.2,-0.67,2,0,4,0.287513,0.8584047700000002,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
505,로봇(산업용/협동로봇 등),0.03,3.0,22,0,47,0.532839,1.25020131,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
112,공기청정기,0.02,1.99,1,0,11,0.377729,0.88499941,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
266,겨울,0.02,-0.64,10,0,12,0.149005,0.36122145,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
284,기업인수목적회사(SPAC),-0.06,-0.01,17,24,36,0.053159,0.061734109999999995,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
467,모더나(MODERNA),-0.17,-0.81,2,1,3,0.27897,0.4688412999999999,"7,643.15",-179.09,-2.29,2026-05-12 20:04:30
