theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
529,AI 챗봇(챗GPT 등),6.21,2.27,25,1,5,0.536537,7.13284364,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
154,건설 대표주,6.12,2.99,5,1,0,0.784495,7.4693314,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
559,고체산화물 연료전지(SOFC),5.69,7.36,8,0,3,0.953675,7.3303210000000005,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
297,공작기계,5.44,3.08,7,0,6,0.116663,5.64066036,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
389,면역항암제,4.66,2.5,26,0,8,0.253966,5.09682152,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
237,GTX(수도권 광역급행철도),3.13,2.45,19,0,6,0.491396,3.97520112,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
401,원자력발전소 해체,3.07,4.76,10,1,4,0.808677,4.460924439999999,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
228,국내 상장 중국기업,2.78,1.78,7,1,3,0.317304,3.3257628799999996,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
468,화이자(PFIZER),2.28,1.8,4,0,1,0.235245,2.6846213999999997,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
149,원격진료/비대면진료(U-Healthcare),2.25,2.0,14,2,5,0.237293,2.65814396,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
492,NFT(대체불가토큰),2.16,1.28,13,0,7,0.546574,3.10010728,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
184,수자원(양적/질적 개선),2.12,1.73,18,0,9,0.401481,2.81054732,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
66,줄기세포,2.11,2.15,8,1,9,0.343164,2.7002420799999998,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
377,치매,2.05,1.21,33,0,17,0.081769,2.19064268,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
99,지능형로봇/인공지능(AI),1.99,2.0,34,4,26,0.597165,3.0171238,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
435,재택근무/스마트워크,1.97,1.63,8,2,6,0.287755,2.4649386,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
188,풍력에너지,1.95,3.34,24,0,12,0.623109,3.02174748,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
197,폐기물처리,1.94,1.39,4,0,1,0.172243,2.23625796,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
178,전선,1.9,2.95,5,0,3,1.020705,3.6556125999999995,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
385,키오스크(KIOSK),1.88,1.7,8,0,2,0.492421,2.72696412,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
322,건설 중소형,1.79,1.61,23,1,1,0.336376,2.36856672,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
448,코로나19(치료제/백신 개발 등),1.79,1.93,20,0,8,0.265703,2.24700916,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
521,애플페이,1.7,3.27,8,0,0,0.193589,2.03297308,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
205,원자력발전,1.68,3.54,32,1,18,0.73439,2.9431507999999997,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
480,메타버스(Metaverse),1.68,2.33,30,2,17,0.46086,2.4726792,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
335,재난/안전(지진/화재 등),1.65,2.13,13,1,7,0.334496,2.22533312,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
265,모바일게임(스마트폰),1.61,0.57,30,0,7,0.384521,2.27137612,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
543,의료AI,1.61,3.18,18,2,10,0.174013,1.90930236,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
586,광통신(광케이블/광섬유 등),1.61,11.14,8,0,6,0.5,2.47,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
270,모바일콘텐츠(스마트폰/태블릿PC),1.57,1.35,21,1,11,0.349837,2.17171964,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
302,음성인식,1.54,1.48,8,0,3,0.300744,2.05727968,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
576,퓨리오사AI,1.54,2.3,4,0,7,0.558657,2.50089004,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
213,해저터널(지하화/지하도로 등),1.48,3.46,6,0,3,0.550928,2.42759616,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
524,모듈러주택,1.4,1.57,6,2,2,0.402032,2.09149504,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
311,고령화 사회(노인복지),1.39,1.38,21,3,12,0.23858,1.8003576,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
276,클라우드 컴퓨팅,1.37,1.68,18,2,16,0.510725,2.248447,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
556,뉴로모픽 반도체,1.37,3.69,6,0,1,1.083941,3.23437852,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
546,마이코플라스마 폐렴,1.35,1.07,8,0,4,0.145236,1.59980592,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
506,탈모 치료,1.32,2.14,14,2,10,0.022729,1.35909388,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
232,미디어(방송/신문),1.26,1.53,10,0,2,0.135226,1.49258872,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
376,유전자 치료제/분석,1.25,2.15,27,0,14,0.255605,1.6896406000000002,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
534,페라이트,1.2,3.47,7,0,7,0.261044,1.64899568,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
42,게임,1.17,1.1,23,0,9,0.387229,1.83603388,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
41,카메라모듈/부품,1.15,2.4,13,1,14,0.394954,1.82932088,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
540,비만치료제,1.1,0.99,24,0,12,0.215839,1.47124308,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
172,제약업체,1.09,1.09,55,2,30,0.112189,1.28296508,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
92,통신장비,1.05,8.05,23,1,21,0.60181,2.0851132,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
307,시스템반도체,1.05,2.45,30,1,25,0.824204,2.46763088,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
181,테마파크,1.03,1.77,5,0,1,0.44185,1.7899820000000002,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
487,건강기능식품,1.02,1.61,20,1,23,0.077185,1.1527582,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
382,플렉서블 디스플레이,1.01,2.55,11,3,11,0.633484,2.09959248,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
60,육계,1.0,0.3,6,0,3,0.179797,1.30925084,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
404,폴더블폰,1.0,3.04,11,0,13,0.551849,1.9491802800000002,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
381,LNG(액화천연가스),0.99,2.03,9,0,17,0.574881,1.97879532,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
250,철도,0.97,2.68,26,0,16,0.35862,1.5868264,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
121,남북경협,0.94,1.59,20,1,8,0.350191,1.5423285199999999,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
105,사료,0.9,-0.17,10,1,7,0.029914,0.95145208,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
8,화폐/금융자동화기기(디지털화폐 등),0.87,1.24,5,0,5,0.425976,1.6026787200000001,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
545,온디바이스 AI,0.84,2.76,13,0,11,0.894704,2.37889088,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
98,음원/음반,0.83,0.92,10,0,5,0.026165,0.8750038,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
436,코로나19(진단/치료제/백신 개발 등),0.82,1.58,44,3,26,0.200259,1.16444548,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
171,비철금속,0.8,1.25,13,0,13,0.359222,1.41786184,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
331,가상화폐(비트코인 등),0.79,1.14,16,0,9,0.534372,1.70911984,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
187,핵융합에너지,0.74,3.11,4,0,5,0.717944,1.9748636800000001,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
536,HBM(고대역폭메모리),0.74,2.6,15,2,15,0.981374,2.42796328,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
390,마이크로 LED,0.73,3.19,5,1,5,0.575023,1.71903956,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
467,모더나(MODERNA),0.71,1.98,3,0,3,0.27897,1.1898284,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
566,딥페이크(deepfake),0.7,2.29,6,2,6,0.457181,1.4863513199999998,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
332,스마트카(SMART CAR),0.67,1.4,6,0,7,0.453456,1.4499443200000002,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
400,조림사업,0.67,0.34,8,0,3,0.186854,0.99138888,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
139,출산장려정책,0.66,1.49,13,2,7,0.067107,0.77542404,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
537,초전도체,0.66,2.19,7,0,8,0.567394,1.63591768,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
493,mRNA(메신저 리보핵산),0.65,1.55,11,0,4,-0.002494,0.6457103200000001,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
488,웹툰,0.61,2.15,12,1,2,0.504862,1.47836264,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
59,광고,0.56,1.03,18,2,5,0.196435,0.8978682,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
204,비료,0.56,0.25,5,0,5,0.222217,0.9422132400000001,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
288,모바일솔루션(스마트폰),0.55,2.76,8,0,15,0.338846,1.13281512,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
310,리츠(REITs),0.55,0.72,20,0,3,0.148746,0.80584312,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
321,무선충전기술,0.55,3.36,5,0,7,0.651058,1.66981976,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
489,카카오뱅크(kakao BANK),0.54,1.54,6,0,5,0.519386,1.43334392,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
128,엔터테인먼트,0.49,1.3,23,0,8,0.048797,0.5739308399999999,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
289,증강현실(AR),0.49,1.92,11,1,9,0.514479,1.37490388,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
474,쿠팡(coupang),0.49,0.86,13,1,7,0.261037,0.93898364,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
581,탈 플라스틱(친환경/생분해성 등),0.47,1.79,3,0,5,0.207469,0.82684668,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
52,교육/온라인 교육,0.46,1.44,17,3,8,0.298331,0.97312932,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
123,전력설비,0.46,2.51,20,1,12,0.770416,1.78511552,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
16,구제역/광우병 수혜,0.44,0.67,9,1,10,0.168139,0.72919908,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
174,치아 치료(임플란트 등),0.44,1.02,8,0,6,0.314147,0.98033284,"5,487.24",-96.01,-1.72,2026-03-13 15:42:40
