theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
48,영화,4.82,0.32,6,0,6,0.200322,5.4710465,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
493,mRNA(메신저 리보핵산),3.28,-1.24,9,0,5,-0.002494,3.2718944999999997,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
166,항공/저가 항공사(LCC),3.1,0.17,4,0,5,0.357297,4.26121525,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
164,손해보험,2.41,3.83,5,0,3,0.330746,3.4849245,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
98,음원/음반,1.7,-0.8,11,0,4,0.026165,1.7850362499999999,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
448,코로나19(치료제/백신 개발 등),1.54,-1.79,15,0,14,0.265703,2.4035347500000004,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
228,국내 상장 중국기업,1.44,-0.06,3,5,3,0.317304,2.4712379999999996,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
426,양자암호/양자컴퓨팅,1.32,-3.2,10,2,14,0.458166,2.8090395,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
520,피팅(관이음쇠)/밸브,1.32,-0.51,3,0,6,0.824895,4.00090875,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
108,"백신/진단시약/방역(신종플루, AI 등)",1.18,-0.89,22,3,18,0.171586,1.7376544999999999,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
127,영상콘텐츠,1.12,-1.4,14,5,16,0.208686,1.7982295000000001,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
379,항공기부품,1.05,-0.97,7,0,8,0.563288,2.880686,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
566,딥페이크(deepfake),0.94,-1.58,4,1,9,0.457181,2.42583825,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
397,보톡스(보툴리눔톡신),0.78,-1.84,6,1,6,0.231463,1.5322547499999999,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
580,유심(USIM),0.73,-2.54,3,0,2,0.369213,1.92994225,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
436,코로나19(진단/치료제/백신 개발 등),0.71,-1.69,33,3,37,0.200259,1.36084175,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
42,게임,0.47,-0.38,15,3,12,0.387229,1.72849425,"7,271.66",-244.38,-3.25,2026-05-19 18:16:25
