theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
590,2026 상반기 신규상장,10.93,-1.43,4,2,15,0.5,8.77,"7,822.24",324.24,4.32,2026-05-11 20:13:50
155,반도체 대표주(생산),9.63,3.93,3,0,0,1.35572,3.7732896,"7,822.24",324.24,4.32,2026-05-11 20:13:50
586,광통신(광케이블/광섬유 등),7.59,2.42,11,2,1,0.5,5.43,"7,822.24",324.24,4.32,2026-05-11 20:13:50
159,자동차 대표주,5.91,2.07,5,0,2,0.510147,3.7061649599999997,"7,822.24",324.24,4.32,2026-05-11 20:13:50
505,로봇(산업용/협동로봇 등),4.64,0.83,30,0,39,0.532839,2.33813552,"7,822.24",324.24,4.32,2026-05-11 20:13:50
584,스페이스X(SpaceX),4.04,1.05,7,0,5,1.139472,-0.88251904,"7,822.24",324.24,4.32,2026-05-11 20:13:50
173,IT 대표주,3.62,2.25,5,0,1,0.903146,-0.28159072000000007,"7,822.24",324.24,4.32,2026-05-11 20:13:50
321,무선충전기술,3.44,1.79,6,2,4,0.651058,0.6274294399999998,"7,822.24",324.24,4.32,2026-05-11 20:13:50
92,통신장비,3.43,0.88,26,2,18,0.60181,0.8301808000000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
373,5G(5세대 이동통신),3.09,0.26,32,2,20,0.568068,0.6359462399999996,"7,822.24",324.24,4.32,2026-05-11 20:13:50
269,LED장비,3.07,-0.18,6,0,5,0.732768,-0.09555776000000016,"7,822.24",324.24,4.32,2026-05-11 20:13:50
390,마이크로 LED,2.9,1.11,6,1,4,0.575023,0.4159006399999998,"7,822.24",324.24,4.32,2026-05-11 20:13:50
560,냉각시스템(액침냉각 등),2.89,2.2,7,0,5,0.816544,-0.6374700800000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
30,조선,2.66,-1.33,5,1,1,0.420477,0.8435393600000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
318,백화점,2.48,-0.52,3,0,3,0.059804,2.22164672,"7,822.24",324.24,4.32,2026-05-11 20:13:50
112,공기청정기,2.38,1.33,6,1,5,0.377729,0.7482107199999999,"7,822.24",324.24,4.32,2026-05-11 20:13:50
175,의료기기,2.33,-0.81,23,4,64,0.281361,1.11452048,"7,822.24",324.24,4.32,2026-05-11 20:13:50
556,뉴로모픽 반도체,2.21,0.17,4,2,1,1.083941,-2.472625120000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
599,소캠(SOCAMM),2.07,2.35,4,0,7,0.5,-0.0900000000000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
126,통신,1.99,-1.34,2,0,1,0.117303,1.4832510399999999,"7,822.24",324.24,4.32,2026-05-11 20:13:50
426,양자암호/양자컴퓨팅,1.95,0.49,15,2,9,0.458166,-0.029277120000000156,"7,822.24",324.24,4.32,2026-05-11 20:13:50
332,스마트카(SMART CAR),1.91,0.85,5,1,7,0.453456,-0.048929920000000404,"7,822.24",324.24,4.32,2026-05-11 20:13:50
228,국내 상장 중국기업,1.74,-2.41,3,2,6,0.317304,0.36924672000000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
307,시스템반도체,1.72,0.4,26,5,26,0.824204,-1.8405612800000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
56,NI(네트워크통합),1.67,-0.67,4,0,3,0.255145,0.5677735999999998,"7,822.24",324.24,4.32,2026-05-11 20:13:50
14,반도체 재료/부품,1.59,0.13,33,4,31,0.786443,-1.8074337600000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
536,HBM(고대역폭메모리),1.45,-0.3,13,2,18,0.981374,-2.78953568,"7,822.24",324.24,4.32,2026-05-11 20:13:50
608,반도체 기판(FC-BGA/PCB/MLB 등),1.36,3.28,5,0,9,0.5,-0.8,"7,822.24",324.24,4.32,2026-05-11 20:13:50
12,반도체 장비,1.34,0.41,45,4,45,0.836701,-2.27454832,"7,822.24",324.24,4.32,2026-05-11 20:13:50
422,日 수출 규제(국산화 등),1.29,-1.22,10,0,10,0.643653,-1.4905809600000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
587,피지컬 AI/휴머노이드 로봇,1.26,1.98,21,1,19,0.5,-0.9000000000000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
533,전력반도체,1.24,1.42,8,2,9,0.5,-0.9200000000000002,"7,822.24",324.24,4.32,2026-05-11 20:13:50
362,자율주행차,1.21,0.44,26,2,30,0.542481,-1.13351792,"7,822.24",324.24,4.32,2026-05-11 20:13:50
405,MLCC(적층세라믹콘덴서),1.12,-0.36,2,0,8,0.637938,-1.63589216,"7,822.24",324.24,4.32,2026-05-11 20:13:50
384,편의점,1.04,1.66,3,1,1,0.08108,0.6897344000000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
33,LED,1.02,0.68,13,4,21,0.455069,-0.9458980800000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
200,우주항공산업(누리호/인공위성 등),1.01,-1.16,17,0,19,0.724925,-2.121676000000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
557,유리 기판,0.95,3.19,10,0,10,0.713941,-2.134225120000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
382,플렉서블 디스플레이,0.77,0.9,10,1,14,0.633484,-1.9666508800000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
197,폐기물처리,0.76,0.06,1,0,4,0.172243,0.015910239999999964,"7,822.24",324.24,4.32,2026-05-11 20:13:50
328,제습기,0.73,0.68,4,0,4,0.274735,-0.45685520000000013,"7,822.24",324.24,4.32,2026-05-11 20:13:50
348,삼성페이,0.73,0.08,10,2,14,0.46179,-1.2649328,"7,822.24",324.24,4.32,2026-05-11 20:13:50
582,스테이블코인,0.56,-0.1,12,2,11,0.66569,-2.3157808,"7,822.24",324.24,4.32,2026-05-11 20:13:50
170,골판지 제조,0.46,-0.69,3,1,6,0.060068,0.20050624,"7,822.24",324.24,4.32,2026-05-11 20:13:50
289,증강현실(AR),0.44,0.16,6,1,14,0.514479,-1.7825492800000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
545,온디바이스 AI,0.41,0.8,10,1,13,0.894704,-3.45512128,"7,822.24",324.24,4.32,2026-05-11 20:13:50
445,2차전지(장비),0.4,0.07,13,3,31,0.623215,-2.2922888,"7,822.24",324.24,4.32,2026-05-11 20:13:50
462,UAM(도심항공모빌리티),0.39,-0.77,12,0,13,0.511028,-1.8176409600000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
302,음성인식,0.37,0.78,3,0,8,0.300744,-0.92921408,"7,822.24",324.24,4.32,2026-05-11 20:13:50
9,OLED(유기 발광 다이오드),0.19,0.68,27,3,49,0.525413,-2.0797841600000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
144,방위산업/전쟁 및 테러,0.19,-1.37,26,1,39,0.536835,-2.1291272,"7,822.24",324.24,4.32,2026-05-11 20:13:50
452,코로나19(음압병실/음압구급차),0.16,1.9,2,1,4,0.477986,-1.9048995200000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
342,핀테크(FinTech),0.11,-0.43,13,1,19,0.473814,-1.9368764800000002,"7,822.24",324.24,4.32,2026-05-11 20:13:50
483,야놀자(Yanolja),0.09,0.24,1,1,3,0.408392,-1.67425344,"7,822.24",324.24,4.32,2026-05-11 20:13:50
585,김밥(냉동김밥 등),0.06,1.3,2,0,4,0.293976,-1.20997632,"7,822.24",324.24,4.32,2026-05-11 20:13:50
38,홈쇼핑,0.02,-0.1,3,0,2,0.069492,-0.28020544,"7,822.24",324.24,4.32,2026-05-11 20:13:50
284,기업인수목적회사(SPAC),0.02,-0.01,19,22,36,0.053159,-0.20964688,"7,822.24",324.24,4.32,2026-05-11 20:13:50
393,갤럭시 부품주,0.01,0.28,10,1,28,0.551409,-2.3720868800000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
568,코리아 밸류업 지수(Korea Value-up Index),-0.02,-0.03,35,2,62,0.542066,-2.3617251200000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
415,그래핀,-0.12,-1.59,4,3,6,0.333319,-1.5599380799999998,"7,822.24",324.24,4.32,2026-05-11 20:13:50
276,클라우드 컴퓨팅,-0.15,-0.13,10,5,21,0.510725,-2.356332,"7,822.24",324.24,4.32,2026-05-11 20:13:50
547,CXL(컴퓨트익스프레스링크),-0.15,0.91,4,1,8,0.856396,-3.8496307200000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
272,전자결제(전자화폐),-0.17,-0.7,5,0,8,0.458989,-2.1528324800000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
279,스마트폰,-0.21,0.49,19,6,37,0.379963,-1.8514401600000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
119,창투사,-0.3,-0.85,5,2,13,0.368216,-1.8906931200000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
41,카메라모듈/부품,-0.34,-0.03,8,0,19,0.394954,-2.04620128,"7,822.24",324.24,4.32,2026-05-11 20:13:50
388,아이폰,-0.37,0.91,7,0,13,0.624797,-3.0691230400000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
18,전자파,-0.41,-1.33,5,0,7,0.468353,-2.4332849600000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
154,건설 대표주,-0.41,2.61,2,0,4,0.784495,-3.7990184000000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
79,자원개발,-0.42,-0.82,2,0,12,0.461804,-2.41499328,"7,822.24",324.24,4.32,2026-05-11 20:13:50
297,공작기계,-0.44,-0.61,6,0,8,0.116663,-0.9439841600000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
507,마이데이터,-0.44,-0.31,4,1,6,0.305335,-1.7590472000000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
298,희귀금속(희토류 등),-0.48,-0.22,3,1,13,0.148761,-1.1226475200000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
567,밸류업(24년 기업가치 제고계획 발표),-0.48,0.31,26,1,64,0.438052,-2.37238464,"7,822.24",324.24,4.32,2026-05-11 20:13:50
531,STO(토큰증권 발행),-0.49,-0.19,7,1,17,0.620891,-3.17224912,"7,822.24",324.24,4.32,2026-05-11 20:13:50
349,드론(Drone),-0.51,-0.98,11,1,17,0.531453,-2.80587696,"7,822.24",324.24,4.32,2026-05-11 20:13:50
511,니켈,-0.54,-0.9,2,0,12,0.35488,-2.0730816,"7,822.24",324.24,4.32,2026-05-11 20:13:50
474,쿠팡(coupang),-0.56,-0.48,4,2,15,0.261037,-1.6876798400000002,"7,822.24",324.24,4.32,2026-05-11 20:13:50
106,바이오인식(생체인식),-0.59,0.72,5,0,14,0.327651,-2.0054523200000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
17,SI(시스템통합),-0.64,0.42,10,2,18,0.46072,-2.6303104000000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
76,여름,-0.66,-0.02,5,3,20,0.179819,-1.43681808,"7,822.24",324.24,4.32,2026-05-11 20:13:50
171,비철금속,-0.68,-1.22,5,1,19,0.359222,-2.23183904,"7,822.24",324.24,4.32,2026-05-11 20:13:50
575,지역화폐,-0.72,-1.33,1,0,4,0.656144,-3.55454208,"7,822.24",324.24,4.32,2026-05-11 20:13:50
404,폴더블폰,-0.75,0.65,6,2,16,0.551849,-3.13398768,"7,822.24",324.24,4.32,2026-05-11 20:13:50
287,PCB(FPCB 등),-0.77,0.56,8,0,23,0.632153,-3.50090096,"7,822.24",324.24,4.32,2026-05-11 20:13:50
191,태양광에너지,-0.78,-0.63,8,4,32,0.622351,-3.4685563200000002,"7,822.24",324.24,4.32,2026-05-11 20:13:50
449,2차전지(생산),-0.79,-1.17,1,0,2,0.950035,-4.8941512000000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
521,애플페이,-0.79,-1.02,2,1,5,0.193589,-1.6263044800000002,"7,822.24",324.24,4.32,2026-05-11 20:13:50
311,고령화 사회(노인복지),-0.89,0.37,8,1,26,0.23858,-1.9206656,"7,822.24",324.24,4.32,2026-05-11 20:13:50
227,전기차,-0.91,-0.33,22,4,72,0.560405,-3.3309496000000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
379,항공기부품,-0.92,-1.43,4,0,10,0.563288,-3.35340416,"7,822.24",324.24,4.32,2026-05-11 20:13:50
408,마리화나(대마),-0.93,-1.98,2,2,6,0.161438,-1.62741216,"7,822.24",324.24,4.32,2026-05-11 20:13:50
580,유심(USIM),-0.93,-1.34,2,1,2,0.369213,-2.5250001600000003,"7,822.24",324.24,4.32,2026-05-11 20:13:50
136,소매유통,-0.95,-0.59,4,2,14,0.147498,-1.5871913599999998,"7,822.24",324.24,4.32,2026-05-11 20:13:50
55,보안주(정보),-0.96,-0.2,18,6,27,0.449101,-2.90011632,"7,822.24",324.24,4.32,2026-05-11 20:13:50
435,재택근무/스마트워크,-1.01,-1.13,4,2,10,0.287755,-2.2531016,"7,822.24",324.24,4.32,2026-05-11 20:13:50
566,딥페이크(deepfake),-1.05,-1.29,4,0,10,0.457181,-3.0250219200000004,"7,822.24",324.24,4.32,2026-05-11 20:13:50
571,밸류업(25년 기업가치 제고계획 발표),-1.05,-0.25,22,3,60,0.456112,-3.02040384,"7,822.24",324.24,4.32,2026-05-11 20:13:50
110,화장품,-1.06,-1.11,21,9,61,0.142937,-1.6774878400000002,"7,822.24",324.24,4.32,2026-05-11 20:13:50
178,전선,-1.07,4.97,1,1,6,1.020705,-5.4794456,"7,822.24",324.24,4.32,2026-05-11 20:13:50
387,블록체인,-1.07,0.26,7,1,15,0.417908,-2.87536256,"7,822.24",324.24,4.32,2026-05-11 20:13:50
527,윤활유,-1.08,-1.74,2,0,5,0.390276,-2.7659923200000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
177,LPG(액화석유가스),-1.09,-1.89,3,0,6,0.490787,-3.2101998400000005,"7,822.24",324.24,4.32,2026-05-11 20:13:50
392,스마트팩토리(스마트공장),-1.11,0.87,14,1,24,0.688181,-4.082941920000001,"7,822.24",324.24,4.32,2026-05-11 20:13:50
501,리비안(RIVIAN),-1.12,-0.99,7,2,12,0.374867,-2.73942544,"7,822.24",324.24,4.32,2026-05-11 20:13:50
