theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
318,백화점,8.42,0.65,6,0,0,0.059804,8.42,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
556,뉴로모픽 반도체,8.06,0.35,5,1,1,1.083941,8.06,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
545,온디바이스 AI,7.29,2.09,21,0,3,0.894704,7.29,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
483,야놀자(Yanolja),7.07,1.25,5,0,0,0.408392,7.07,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
520,피팅(관이음쇠)/밸브,6.41,1.37,9,0,0,0.824895,6.41,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
307,시스템반도체,6.25,0.88,43,5,8,0.824204,6.25,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
595,우주태양광(페로브스카이트 등),5.58,1.29,7,1,2,0.5,5.58,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
12,반도체 장비,4.98,0.64,80,3,10,0.836701,4.98,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
228,국내 상장 중국기업,4.91,0.69,10,0,1,0.317304,4.91,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
536,HBM(고대역폭메모리),4.86,0.35,26,2,5,0.981374,4.86,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
584,스페이스X(SpaceX),4.76,1.1,8,1,3,1.139472,4.76,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
110,화장품,4.56,-0.06,73,8,10,0.142937,4.56,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
599,소캠(SOCAMM),4.33,1.05,9,0,2,0.5,4.33,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
94,조선기자재,4.22,2.23,27,1,7,0.644782,4.22,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
559,고체산화물 연료전지(SOFC),4.08,2.57,10,0,2,0.953675,4.08,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
191,태양광에너지,3.86,0.8,36,5,3,0.622351,3.86,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
62,철강 주요종목,3.69,0.56,11,0,0,0.210304,3.69,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
136,소매유통,3.64,0.37,17,1,2,0.147498,3.64,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
269,LED장비,3.54,1.65,9,0,2,0.732768,3.54,"6,475.63",-0.18,0.00,2026-04-24 16:00:00
