theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
590,2026 상반기 신규상장,33.77,15.54,1,0,6,0.5,36.75,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
204,비료,6.37,-0.36,8,0,1,0.222217,7.69441332,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
41,카메라모듈/부품,4.38,-1.4,1,0,27,0.394954,6.7339258399999995,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
176,도시가스,2.55,-0.14,3,0,6,0.202386,3.75622056,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
177,LPG(액화석유가스),1.68,-0.48,5,0,4,0.490787,4.60509052,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
206,농업,1.6,-0.42,10,0,12,0.201703,2.80214988,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
210,자전거,1.55,-1.45,1,0,1,0.192109,2.69496964,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
82,태풍 및 장마,1.54,0.51,4,0,6,0.262217,3.10281332,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
504,요소수,1.19,-1.31,2,0,3,0.079321,1.6627531599999998,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
323,셰일가스(Shale Gas),0.83,-0.64,6,0,5,0.603403,4.42628188,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
30,조선,0.73,-0.22,4,0,3,0.420477,3.23604292,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
400,조림사업,0.15,-0.51,2,0,9,0.186854,1.2636498399999998,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
520,피팅(관이음쇠)/밸브,-0.23,-0.53,3,0,6,0.824895,4.6863741999999995,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
94,조선기자재,-0.25,-0.46,13,0,22,0.644782,3.59290072,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
527,윤활유,-0.26,-0.46,3,0,4,0.390276,2.06604496,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
223,강관업체(Steel pipe),-0.28,0.04,5,0,6,0.433156,2.30160976,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
284,기업인수목적회사(SPAC),-0.39,-0.08,8,23,48,0.053159,-0.07317236000000005,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
266,겨울,-0.45,-0.39,6,0,16,0.149005,0.4380698,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
598,콩/대두,-0.63,-0.23,2,0,3,0.5,2.35,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
105,사료,-0.81,0.47,7,0,11,0.029914,-0.6317125600000001,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
126,통신,-0.84,-1.4,1,0,2,0.117303,-0.14087412,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
381,LNG(액화천연가스),-0.88,-1.35,10,0,16,0.574881,2.5462907599999998,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
268,전기자전거,-0.9,-0.79,1,0,3,0.287817,0.8153893199999999,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
313,남-북-러 가스관사업,-1.09,-0.12,4,0,10,0.425606,1.44661176,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
79,자원개발,-1.13,-2.19,7,0,7,0.461804,1.6223518399999999,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
525,렌터카,-1.29,-0.59,0,0,4,0.065427,-0.90005508,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
42,게임,-1.36,-0.11,7,2,23,0.387229,0.9478848399999997,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
86,"주류업(주정, 에탄올 등)",-1.57,-1.01,3,0,10,0.103404,-0.9537121600000001,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
265,모바일게임(스마트폰),-1.59,0.14,8,2,27,0.384521,0.70174516,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
325,종합상사,-1.75,-1.82,3,0,5,0.346361,0.3143115599999997,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
76,여름,-1.89,-0.66,9,0,19,0.179819,-0.8182787599999999,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
227,전기차,-1.98,-0.1,7,1,91,0.560405,1.3600138000000004,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
283,생명보험,-2.06,2.0,1,0,4,0.411472,0.3923731199999998,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
59,광고,-2.08,-0.22,6,0,19,0.196435,-0.9092474000000001,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
417,아프리카 돼지열병(ASF),-2.18,-0.18,7,0,24,0.219328,-0.8728051200000002,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
402,아스콘(아스팔트 콘크리트),-2.2,-0.28,2,0,7,0.134931,-1.3958112400000002,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
384,편의점,-2.24,-2.01,1,0,4,0.08108,-1.7567632000000002,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
185,정유,-2.25,-1.73,0,0,3,0.656208,1.6609996800000002,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
205,원자력발전,-2.26,-0.06,12,0,39,0.73439,2.1169644000000005,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
52,교육/온라인 교육,-2.4,-0.15,5,2,21,0.298331,-0.6219472399999999,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
310,리츠(REITs),-2.41,-0.25,1,0,22,0.148746,-1.5234738400000003,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
184,수자원(양적/질적 개선),-2.48,-0.6,6,0,21,0.401481,-0.08717324000000026,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
580,유심(USIM),-2.52,-0.24,0,0,5,0.369213,-0.31949052,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
378,건설기계,-2.6,-1.14,1,0,15,0.410589,-0.1528895600000002,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
16,구제역/광우병 수혜,-2.62,-0.61,4,0,16,0.168139,-1.6178915600000001,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
290,"스포츠행사 수혜(올림픽, 월드컵 등)",-2.62,-0.87,3,1,5,0.139531,-1.7883952400000003,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
72,철강 중소형,-2.63,-0.29,4,0,33,0.203882,-1.4148632799999998,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
36,해운,-2.68,-3.08,1,0,5,0.287513,-0.9664225200000001,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
112,공기청정기,-2.75,0.19,2,0,10,0.377729,-0.4987351600000003,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
448,코로나19(치료제/백신 개발 등),-2.8,-0.11,5,0,23,0.265703,-1.2164101199999997,"5,251.87",-333.00,-5.96,2026-03-09 15:34:22
