theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
8,화폐/금융자동화기기(디지털화폐 등),4.21,0.39,6,0,4,0.425976,5.37291448,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
599,소캠(SOCAMM),3.86,3.9,8,0,3,0.5,5.225,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
176,도시가스,3.8,-0.26,6,0,3,0.202386,4.35251378,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
556,뉴로모픽 반도체,3.78,0.76,3,0,4,1.083941,6.73915893,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
28,CCTV＆DVR,3.71,0.84,4,0,3,0.206311,4.2732290299999995,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
385,키오스크(KIOSK),3.39,0.18,4,0,6,0.492421,4.73430933,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
559,고체산화물 연료전지(SOFC),1.99,1.01,4,0,7,0.953675,4.5935327500000005,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
177,LPG(액화석유가스),1.56,-1.03,7,0,2,0.490787,2.89984851,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
147,여행,1.4,1.93,2,0,7,0.063337,1.57291001,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
586,광통신(광케이블/광섬유 등),1.38,-1.29,8,1,5,0.5,2.745,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
92,통신장비,1.35,-0.57,23,3,19,0.60181,2.9929413,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
401,원자력발전소 해체,1.19,1.36,4,0,11,0.808677,3.39768821,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
323,셰일가스(Shale Gas),1.05,0.06,4,0,7,0.603403,2.6972901900000004,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
204,비료,1.0,-0.73,4,0,6,0.222217,1.6066524100000001,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
188,풍력에너지,0.96,1.21,14,1,21,0.623109,2.6610875700000003,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
234,보안주(물리),0.91,0.28,9,1,9,0.367844,1.91421412,"5,763.22",-161.81,-2.73,2026-03-19 16:04:24
