theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11
279,스마트폰,-0.7,051360,토비스 *,테마 편입 사유,16140.0,상승  60,+0.37%,16150.0,16190.0,58402.0,941.0,53646.0,,
279,스마트폰,-0.7,376290,씨유테크 *,테마 편입 사유,2895.0,상승  5,+0.17%,2865.0,2875.0,17901.0,52.0,22886.0,,
279,스마트폰,-0.7,154040,다산솔루에타 *,테마 편입 사유,1193.0,상승  2,+0.17%,1197.0,1198.0,111034.0,132.0,124622.0,,
279,스마트폰,-0.7,005930,삼성전자,테마 편입 사유,190100.0,상승  100,+0.05%,189900.0,190000.0,23226324.0,4403798.0,27049388.0,,
279,스마트폰,-0.7,050110,캠시스 *,테마 편입 사유,541.0,보합0,0.00%,0.0,0.0,0.0,0.0,0.0,,
279,스마트폰,-0.7,056700,신화인터텍 *,테마 편입 사유,1876.0,하락  1,-0.05%,1871.0,1877.0,59523.0,111.0,82277.0,,
279,스마트폰,-0.7,294140,레몬 *,테마 편입 사유,5990.0,하락  20,-0.33%,5950.0,5960.0,120399.0,723.0,182668.0,,
279,스마트폰,-0.7,094170,동운아나텍 *,테마 편입 사유,31300.0,하락  150,-0.48%,31050.0,31200.0,105668.0,3291.0,118616.0,,
279,스마트폰,-0.7,066670,디티씨 *,테마 편입 사유,2950.0,하락  15,-0.51%,2950.0,2955.0,23818.0,70.0,32117.0,,
279,스마트폰,-0.7,064520,테크엘 *,테마 편입 사유,1973.0,하락  14,-0.70%,1963.0,1972.0,104674.0,206.0,247337.0,,
279,스마트폰,-0.7,091120,이엠텍 *,테마 편입 사유,7170.0,하락  60,-0.83%,7210.0,7220.0,68105.0,494.0,127680.0,,
279,스마트폰,-0.7,179900,유티아이 *,테마 편입 사유,22950.0,하락  200,-0.86%,22800.0,22850.0,38752.0,885.0,100506.0,,
279,스마트폰,-0.7,052860,아이앤씨 *,테마 편입 사유,3170.0,하락  30,-0.94%,3165.0,3175.0,145020.0,460.0,250325.0,,
279,스마트폰,-0.7,069330,유아이디 *,테마 편입 사유,1042.0,하락  10,-0.95%,1040.0,1042.0,81592.0,85.0,174111.0,,
279,스마트폰,-0.7,148150,세경하이테크 *,테마 편입 사유,5060.0,하락  50,-0.98%,5060.0,5070.0,160644.0,817.0,153947.0,,
279,스마트폰,-0.7,198080,캐프 *,테마 편입 사유,2400.0,하락  35,-1.44%,2400.0,2405.0,96679.0,234.0,159102.0,,
279,스마트폰,-0.7,006400,삼성SDI,테마 편입 사유,402000.0,"하락  6,000",-1.47%,401000.0,401500.0,927699.0,377358.0,1085467.0,,
279,스마트폰,-0.7,193250,링크드 *,테마 편입 사유,399.0,하락  7,-1.72%,400.0,401.0,450458.0,180.0,904113.0,,
279,스마트폰,-0.7,025320,시노펙스 *,테마 편입 사유,7130.0,하락  130,-1.79%,7140.0,7150.0,523855.0,3745.0,990513.0,,
279,스마트폰,-0.7,059120,아진엑스텍 *,테마 편입 사유,7260.0,하락  140,-1.89%,7210.0,7220.0,582889.0,4248.0,799341.0,,
279,스마트폰,-0.7,353200,대덕전자,테마 편입 사유,58400.0,"하락  1,200",-2.01%,58500.0,58600.0,757016.0,44689.0,887033.0,,
279,스마트폰,-0.7,089010,켐트로닉스 *,테마 편입 사유,33000.0,하락  700,-2.08%,32950.0,33000.0,152827.0,5077.0,176544.0,,
279,스마트폰,-0.7,285490,노바텍 *,테마 편입 사유,26000.0,하락  600,-2.26%,26050.0,26100.0,93119.0,2440.0,214469.0,,
279,스마트폰,-0.7,204270,제이앤티씨 *,테마 편입 사유,21650.0,하락  500,-2.26%,21650.0,21700.0,211358.0,4598.0,313709.0,,
279,스마트폰,-0.7,106080,케이이엠텍 *,테마 편입 사유,583.0,하락  14,-2.35%,583.0,588.0,327311.0,194.0,613048.0,,
279,스마트폰,-0.7,036010,아비코전자 *,테마 편입 사유,8590.0,하락  210,-2.39%,8600.0,8610.0,91180.0,787.0,198970.0,,
279,스마트폰,-0.7,101330,모베이스 *,테마 편입 사유,5300.0,하락  140,-2.57%,5280.0,5300.0,408738.0,2178.0,512924.0,,
279,스마트폰,-0.7,049070,인탑스 *,테마 편입 사유,20250.0,하락  550,-2.64%,20150.0,20200.0,60290.0,1225.0,68684.0,,
279,스마트폰,-0.7,033240,자화전자,테마 편입 사유,42950.0,"하락  1,300",-2.94%,42500.0,42550.0,384119.0,16212.0,275418.0,,
279,스마트폰,-0.7,061040,알에프텍 *,테마 편입 사유,1771.0,하락  54,-2.96%,1790.0,1793.0,83518.0,149.0,162022.0,,
279,스마트폰,-0.7,051370,인터플렉스 *,테마 편입 사유,12530.0,하락  420,-3.24%,12590.0,12600.0,317395.0,4095.0,216939.0,,
279,스마트폰,-0.7,190510,나무가 *,테마 편입 사유,23150.0,하락  900,-3.74%,23200.0,23250.0,93658.0,2173.0,125914.0,,
279,스마트폰,-0.7,043590,웰킵스하이텍 *,테마 편입 사유,769.0,하락  30,-3.75%,777.0,778.0,437620.0,345.0,655109.0,,
279,스마트폰,-0.7,060720,KH바텍 *,테마 편입 사유,16420.0,하락  700,-4.09%,16410.0,16420.0,695232.0,11614.0,680506.0,,
279,스마트폰,-0.7,191410,육일씨엔에쓰 *,테마 편입 사유,3030.0,하락  130,-4.11%,3040.0,3050.0,254183.0,777.0,262321.0,,
279,스마트폰,-0.7,332570,PS일렉트로닉스 *,테마 편입 사유,5420.0,하락  280,-4.91%,5390.0,5400.0,2119177.0,11583.0,2317141.0,,
279,스마트폰,-0.7,115610,이미지스 *,테마 편입 사유,1710.0,하락  90,-5.00%,1713.0,1719.0,1021896.0,1777.0,1355744.0,,
279,스마트폰,-0.7,459550,알트 *,테마 편입 사유,3985.0,하락  210,-5.01%,4050.0,4060.0,1316846.0,5391.0,2063045.0,,
279,스마트폰,-0.7,178320,서진시스템 *,테마 편입 사유,37750.0,"하락  2,200",-5.51%,37800.0,37850.0,1555242.0,59390.0,2634052.0,,
279,스마트폰,-0.7,049080,기가레인 *,테마 편입 사유,376.0,하락  22,-5.53%,377.0,378.0,1724059.0,655.0,1160251.0,,
279,스마트폰,-0.7,290740,액트로 *,테마 편입 사유,25550.0,"하락  1,500",-5.55%,25600.0,25800.0,209499.0,5379.0,286612.0,,
279,스마트폰,-0.7,076610,해성옵틱스 *,테마 편입 사유,927.0,하락  66,-6.65%,929.0,930.0,2732888.0,2579.0,3078622.0,,
279,스마트폰,-0.7,079190,케스피온 *,테마 편입 사유,360.0,하락  26,-6.74%,363.0,364.0,357953.0,134.0,1965280.0,,
41,카메라모듈/부품,-0.66,082210,옵트론텍 *,테마 편입 사유,2350.0,상승  265,+12.71%,2335.0,2345.0,810977.0,1846.0,157885.0,,
41,카메라모듈/부품,-0.66,009150,삼성전기,테마 편입 사유,377000.0,"상승  19,000",+5.31%,377000.0,377500.0,1177813.0,442221.0,1471530.0,,
41,카메라모듈/부품,-0.66,263600,덕우전자 *,테마 편입 사유,5820.0,상승  170,+3.01%,5770.0,5790.0,249172.0,1414.0,603125.0,,
41,카메라모듈/부품,-0.66,091700,파트론 *,테마 편입 사유,7890.0,상승  170,+2.20%,7870.0,7880.0,449369.0,3526.0,343283.0,,
41,카메라모듈/부품,-0.66,047310,파워로직스 *,테마 편입 사유,6230.0,상승  100,+1.63%,6240.0,6250.0,701822.0,4382.0,759623.0,,
41,카메라모듈/부품,-0.66,011070,LG이노텍,테마 편입 사유,256000.0,"상승  3,000",+1.19%,256000.0,256500.0,190346.0,48731.0,208334.0,,
41,카메라모듈/부품,-0.66,081580,성우전자 *,테마 편입 사유,2760.0,상승  15,+0.55%,2750.0,2755.0,209300.0,577.0,278739.0,,
41,카메라모듈/부품,-0.66,126700,하이비젼시스템 *,테마 편입 사유,18360.0,상승  70,+0.38%,18250.0,18290.0,300422.0,5483.0,304282.0,,
41,카메라모듈/부품,-0.66,050110,캠시스 *,테마 편입 사유,541.0,보합0,0.00%,0.0,0.0,0.0,0.0,0.0,,
41,카메라모듈/부품,-0.66,225190,LK삼양 *,테마 편입 사유,2340.0,보합0,0.00%,2335.0,2340.0,4124978.0,9772.0,6089861.0,,
41,카메라모듈/부품,-0.66,065130,탑엔지니어링 *,테마 편입 사유,3460.0,하락  5,-0.14%,3455.0,3460.0,102079.0,350.0,100908.0,,
41,카메라모듈/부품,-0.66,370090,퓨런티어 *,테마 편입 사유,13730.0,하락  60,-0.44%,13680.0,13710.0,70918.0,972.0,99670.0,,
41,카메라모듈/부품,-0.66,094170,동운아나텍 *,테마 편입 사유,31300.0,하락  150,-0.48%,31050.0,31200.0,105668.0,3291.0,118616.0,,
41,카메라모듈/부품,-0.66,097520,엠씨넥스,테마 편입 사유,28450.0,하락  350,-1.22%,28450.0,28500.0,36794.0,1051.0,82534.0,,
41,카메라모듈/부품,-0.66,053450,세코닉스 *,테마 편입 사유,5880.0,하락  80,-1.34%,5860.0,5880.0,111537.0,659.0,168776.0,,
41,카메라모듈/부품,-0.66,087600,픽셀플러스 *,테마 편입 사유,6710.0,하락  100,-1.47%,6760.0,6770.0,17143.0,116.0,130208.0,,
41,카메라모듈/부품,-0.66,271830,팸텍 *,테마 편입 사유,1650.0,하락  28,-1.67%,1644.0,1647.0,86754.0,143.0,131335.0,,
41,카메라모듈/부품,-0.66,106080,케이이엠텍 *,테마 편입 사유,583.0,하락  14,-2.35%,583.0,588.0,327311.0,194.0,613048.0,,
41,카메라모듈/부품,-0.66,196450,코아시아씨엠 *,테마 편입 사유,1279.0,하락  32,-2.44%,1272.0,1275.0,302457.0,383.0,1084745.0,,
41,카메라모듈/부품,-0.66,300120,라온피플 *,테마 편입 사유,2140.0,하락  55,-2.51%,2185.0,2195.0,224427.0,498.0,231325.0,,
41,카메라모듈/부품,-0.66,208710,포톤 *,테마 편입 사유,2170.0,하락  60,-2.69%,2160.0,2165.0,82400.0,179.0,114194.0,,
41,카메라모듈/부품,-0.66,033240,자화전자,테마 편입 사유,42950.0,"하락  1,300",-2.94%,42500.0,42550.0,384119.0,16212.0,275418.0,,
41,카메라모듈/부품,-0.66,123010,아이윈플러스 *,테마 편입 사유,1155.0,하락  37,-3.10%,1154.0,1158.0,326997.0,381.0,338991.0,,
41,카메라모듈/부품,-0.66,190510,나무가 *,테마 편입 사유,23150.0,하락  900,-3.74%,23200.0,23250.0,93658.0,2173.0,125914.0,,
41,카메라모듈/부품,-0.66,290740,액트로 *,테마 편입 사유,25550.0,"하락  1,500",-5.55%,25600.0,25800.0,209499.0,5379.0,286612.0,,
41,카메라모듈/부품,-0.66,049630,재영솔루텍 *,테마 편입 사유,4195.0,하락  275,-6.15%,4175.0,4180.0,7468111.0,31669.0,19416841.0,,
41,카메라모듈/부품,-0.66,076610,해성옵틱스 *,테마 편입 사유,927.0,하락  66,-6.65%,929.0,930.0,2732888.0,2579.0,3078622.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,347700,스피어 *,테마 편입 사유,45650.0,"상승  1,550",+3.51%,45350.0,45400.0,4494714.0,216443.0,2340083.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,032680,소프트센 *,테마 편입 사유,269.0,상승  5,+1.89%,267.0,268.0,2222310.0,584.0,4577313.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,085660,차바이오텍 *,테마 편입 사유,21400.0,상승  250,+1.18%,21350.0,21400.0,457254.0,9810.0,1177182.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,071200,인피니트헬스케어 *,테마 편입 사유,6850.0,상승  70,+1.03%,6860.0,6870.0,75514.0,511.0,54805.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,458870,씨어스테크놀로지 *,테마 편입 사유,151000.0,"상승  1,200",+0.80%,150600.0,150900.0,79465.0,12011.0,174856.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,032850,비트컴퓨터 *,테마 편입 사유,5450.0,상승  40,+0.74%,5440.0,5450.0,153621.0,835.0,193134.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,032620,유비케어 *,테마 편입 사유,4205.0,상승  30,+0.72%,4205.0,4210.0,202810.0,852.0,171518.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,033230,인성정보 *,테마 편입 사유,1639.0,상승  9,+0.55%,1641.0,1645.0,404434.0,663.0,585652.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,099750,이지케어텍 *,테마 편입 사유,9270.0,상승  20,+0.22%,9320.0,9350.0,87458.0,821.0,115032.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,005250,녹십자홀딩스,테마 편입 사유,16290.0,하락  40,-0.24%,16300.0,16310.0,75600.0,1230.0,111313.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,038290,마크로젠 *,테마 편입 사유,18520.0,하락  130,-0.70%,18470.0,18480.0,47603.0,884.0,66920.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,393210,토마토시스템 *,테마 편입 사유,5220.0,하락  40,-0.76%,5180.0,5200.0,351161.0,1828.0,2789377.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,439580,블루엠텍 *,테마 편입 사유,4455.0,하락  40,-0.89%,4440.0,4445.0,377671.0,1685.0,392965.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,131370,알서포트 *,테마 편입 사유,2285.0,하락  25,-1.08%,2285.0,2290.0,168504.0,386.0,118080.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,100120,뷰웍스 *,테마 편입 사유,26600.0,하락  350,-1.30%,26550.0,26600.0,87298.0,2320.0,152673.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,322510,제이엘케이 *,테마 편입 사유,7640.0,하락  140,-1.80%,7660.0,7670.0,539157.0,4165.0,1027015.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,041830,인바디 *,테마 편입 사유,34400.0,하락  650,-1.85%,34350.0,34400.0,12771.0,440.0,19890.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,290660,네오펙트 *,테마 편입 사유,702.0,하락  19,-2.64%,692.0,693.0,1451118.0,1008.0,2435406.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,039860,나노엔텍 *,테마 편입 사유,4540.0,하락  145,-3.09%,4530.0,4535.0,304885.0,1396.0,358071.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,263700,케어랩스 *,테마 편입 사유,2835.0,하락  100,-3.41%,2840.0,2855.0,118703.0,339.0,81576.0,,
149,원격진료/비대면진료(U-Healthcare),-0.63,078160,메디포스트 *,테마 편입 사유,21450.0,"하락  1,400",-6.13%,21300.0,21350.0,284381.0,6250.0,435416.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,009290,광동제약,테마 편입 사유,10400.0,"상한가  2,400",+30.00%,10400.0,0.0,20347757.0,205871.0,4112888.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,014570,고려제약 *,테마 편입 사유,4140.0,상승  85,+2.10%,4130.0,4135.0,55186.0,225.0,28427.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,060590,씨티씨바이오 *,테마 편입 사유,4320.0,상승  70,+1.65%,4310.0,4320.0,98480.0,423.0,95944.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,214610,롤링스톤 *,테마 편입 사유,2840.0,상승  30,+1.07%,2820.0,2835.0,45696.0,132.0,175288.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,036480,대성미생물 *,테마 편입 사유,7460.0,상승  70,+0.95%,7480.0,7500.0,121751.0,913.0,52548.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,044960,이글벳 *,테마 편입 사유,4360.0,상승  35,+0.81%,4345.0,4350.0,390846.0,1712.0,314144.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,033250,체시스,테마 편입 사유,1037.0,상승  8,+0.78%,1044.0,1045.0,916070.0,961.0,391276.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,018620,우진비앤지 *,테마 편입 사유,791.0,상승  6,+0.76%,788.0,792.0,228199.0,182.0,430911.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,950130,엑세스바이오 *,테마 편입 사유,3525.0,상승  20,+0.57%,3515.0,3525.0,115175.0,398.0,216614.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,072020,중앙백신 *,테마 편입 사유,9800.0,상승  40,+0.41%,9790.0,9800.0,48502.0,473.0,48181.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,054670,대한뉴팜 *,테마 편입 사유,6860.0,상승  20,+0.29%,6850.0,6880.0,72158.0,494.0,61250.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,036220,오상헬스케어 *,테마 편입 사유,10900.0,상승  20,+0.18%,10920.0,10930.0,40441.0,446.0,24089.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,285130,SK케미칼,테마 편입 사유,64400.0,상승  100,+0.16%,64500.0,64600.0,49178.0,3179.0,51645.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,003120,일성아이에스,테마 편입 사유,26350.0,보합0,0.00%,26200.0,26250.0,25216.0,657.0,52961.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,153710,옵티팜 *,테마 편입 사유,5500.0,보합0,0.00%,5480.0,5490.0,31502.0,175.0,35960.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,005250,녹십자홀딩스,테마 편입 사유,16290.0,하락  40,-0.24%,16300.0,16310.0,75600.0,1230.0,111313.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,261780,차백신연구소 *,테마 편입 사유,2625.0,하락  10,-0.38%,2600.0,2610.0,101185.0,263.0,106304.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,061250,화일약품 *,테마 편입 사유,1065.0,하락  5,-0.47%,1063.0,1065.0,349947.0,371.0,323656.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,206640,바디텍메드 *,테마 편입 사유,13150.0,하락  80,-0.60%,13110.0,13120.0,38622.0,507.0,68082.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,302440,SK바이오사이언스,테마 편입 사유,49700.0,하락  300,-0.60%,49750.0,49800.0,119507.0,5954.0,158818.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,000100,유한양행,테마 편입 사유,111800.0,"하락  1,100",-0.97%,111900.0,112000.0,244940.0,27414.0,589610.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,253840,수젠텍 *,테마 편입 사유,5850.0,하락  70,-1.18%,5850.0,5860.0,172670.0,1012.0,455907.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,185490,아이진 *,테마 편입 사유,1311.0,하락  16,-1.21%,1312.0,1313.0,476296.0,627.0,743192.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,185750,종근당,테마 편입 사유,96400.0,"하락  1,300",-1.33%,96300.0,96500.0,30932.0,2989.0,51034.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,206650,유바이오로직스 *,테마 편입 사유,13820.0,하락  210,-1.50%,13840.0,13850.0,370809.0,5157.0,540624.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,128940,한미약품,테마 편입 사유,610000.0,"하락  11,000",-1.77%,610000.0,611000.0,59685.0,36319.0,70162.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,003060,에이프로젠바이오로직스,테마 편입 사유,380.0,하락  7,-1.81%,377.0,378.0,1981955.0,749.0,1688825.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,019170,신풍제약,테마 편입 사유,12500.0,하락  230,-1.81%,12500.0,12510.0,160326.0,2010.0,161349.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,086060,진바이오텍 *,테마 편입 사유,5010.0,하락  100,-1.96%,5030.0,5050.0,257351.0,1301.0,466482.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,048530,인트론바이오 *,테마 편입 사유,3640.0,하락  75,-2.02%,3635.0,3640.0,126665.0,461.0,181573.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,084650,랩지노믹스 *,테마 편입 사유,1638.0,하락  34,-2.03%,1638.0,1639.0,764589.0,1256.0,769850.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,109820,진매트릭스 *,테마 편입 사유,2405.0,하락  50,-2.04%,2400.0,2405.0,125036.0,300.0,80216.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,064550,바이오니아 *,테마 편입 사유,13060.0,하락  290,-2.17%,13070.0,13090.0,66103.0,868.0,129662.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,006280,녹십자,테마 편입 사유,172600.0,"하락  4,900",-2.76%,172300.0,172400.0,47441.0,8232.0,70425.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,003850,보령,테마 편입 사유,10350.0,하락  330,-3.09%,10350.0,10360.0,392985.0,4091.0,1031066.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,096530,씨젠 *,테마 편입 사유,27450.0,"하락  1,000",-3.51%,27500.0,27550.0,240846.0,6657.0,382722.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,303360,프로티아 *,테마 편입 사유,5360.0,하락  230,-4.11%,5360.0,5370.0,45111.0,245.0,79102.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,043200,파루 *,테마 편입 사유,980.0,하락  43,-4.20%,975.0,980.0,951319.0,932.0,2034631.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,142760,모아라이프플러스 *,테마 편입 사유,806.0,하락  39,-4.62%,813.0,814.0,4049290.0,3337.0,18062885.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,348080,큐라티스 *,테마 편입 사유,967.0,하락  60,-5.84%,971.0,978.0,467861.0,458.0,242040.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,011000,진원생명과학,테마 편입 사유,1476.0,하락  104,-6.58%,1482.0,1483.0,2464818.0,3703.0,2089419.0,,
108,"백신/진단시약/방역(신종플루, AI 등)",-0.63,041960,코미팜 *,테마 편입 사유,8490.0,하락  680,-7.42%,8420.0,8440.0,1215499.0,10523.0,647490.0,,
492,NFT(대체불가토큰),-0.62,307930,컴퍼니케이 *,테마 편입 사유,8110.0,상승  530,+6.99%,8080.0,8090.0,674957.0,5415.0,402977.0,,
492,NFT(대체불가토큰),-0.62,064260,다날 *,테마 편입 사유,8890.0,상승  170,+1.95%,8890.0,8900.0,6262979.0,56151.0,2618932.0,,
492,NFT(대체불가토큰),-0.62,035420,NAVER,테마 편입 사유,254500.0,"상승  1,500",+0.59%,255000.0,255500.0,947766.0,243275.0,806208.0,,
492,NFT(대체불가토큰),-0.62,293490,카카오게임즈 *,테마 편입 사유,15710.0,상승  90,+0.58%,15710.0,15720.0,190906.0,3004.0,372025.0,,
492,NFT(대체불가토큰),-0.62,035720,카카오,테마 편입 사유,57900.0,상승  300,+0.52%,57800.0,57900.0,1947990.0,113448.0,1988817.0,,
492,NFT(대체불가토큰),-0.62,047820,초록뱀미디어 *,테마 편입 사유,4555.0,상승  10,+0.22%,4565.0,4570.0,83592.0,382.0,104146.0,,
492,NFT(대체불가토큰),-0.62,094480,갤럭시아머니트리 *,테마 편입 사유,11200.0,상승  10,+0.09%,11160.0,11170.0,953438.0,10711.0,907309.0,,
492,NFT(대체불가토큰),-0.62,005930,삼성전자,테마 편입 사유,190100.0,상승  100,+0.05%,189900.0,190000.0,23226324.0,4403798.0,27049388.0,,
492,NFT(대체불가토큰),-0.62,158430,아톤 *,테마 편입 사유,7870.0,보합0,0.00%,7860.0,7880.0,1554942.0,12442.0,957675.0,,
492,NFT(대체불가토큰),-0.62,112040,위메이드 *,테마 편입 사유,27900.0,하락  150,-0.53%,27900.0,27950.0,97210.0,2719.0,227122.0,,
492,NFT(대체불가토큰),-0.62,201490,미투온 *,테마 편입 사유,3955.0,하락  25,-0.63%,3960.0,3965.0,946774.0,3826.0,364360.0,,
492,NFT(대체불가토큰),-0.62,058630,엠게임 *,테마 편입 사유,5700.0,하락  80,-1.38%,5710.0,5720.0,65803.0,376.0,66627.0,,
492,NFT(대체불가토큰),-0.62,241840,에이스토리 *,테마 편입 사유,6830.0,하락  100,-1.44%,6830.0,6840.0,33187.0,227.0,66023.0,,
492,NFT(대체불가토큰),-0.62,011420,갤럭시아에스엠,테마 편입 사유,1925.0,하락  34,-1.74%,1913.0,1927.0,170054.0,328.0,150563.0,,
492,NFT(대체불가토큰),-0.62,063080,컴투스홀딩스 *,테마 편입 사유,19970.0,하락  430,-2.11%,20000.0,20050.0,41308.0,834.0,49346.0,,
492,NFT(대체불가토큰),-0.62,041020,폴라리스오피스 *,테마 편입 사유,4465.0,하락  110,-2.40%,4465.0,4470.0,358030.0,1612.0,412351.0,,
492,NFT(대체불가토큰),-0.62,063170,서울옥션 *,테마 편입 사유,9300.0,하락  280,-2.92%,9290.0,9340.0,223985.0,2114.0,1116908.0,,
492,NFT(대체불가토큰),-0.62,163730,핑거 *,테마 편입 사유,11550.0,하락  360,-3.02%,11600.0,11620.0,208188.0,2436.0,141356.0,,
492,NFT(대체불가토큰),-0.62,214270,FSN *,테마 편입 사유,1988.0,하락  67,-3.26%,1988.0,1991.0,327881.0,661.0,972926.0,,
492,NFT(대체불가토큰),-0.62,044480,빌리언스 *,테마 편입 사유,237.0,하락  10,-4.05%,236.0,237.0,1707835.0,405.0,2554268.0,,
289,증강현실(AR),-0.6,377030,비트맥스 *,테마 편입 사유,1381.0,상승  140,+11.28%,1395.0,1399.0,3867294.0,5482.0,312363.0,,
289,증강현실(AR),-0.6,038680,에스넷 *,테마 편입 사유,3455.0,상승  120,+3.60%,3445.0,3450.0,128434.0,438.0,233841.0,,
289,증강현실(AR),-0.6,036570,엔씨소프트,테마 편입 사유,232000.0,"상승  5,000",+2.20%,231500.0,232000.0,145049.0,33533.0,197543.0,,
289,증강현실(AR),-0.6,078890,가온그룹 *,테마 편입 사유,6140.0,상승  120,+1.99%,6100.0,6110.0,307418.0,1896.0,677352.0,,
289,증강현실(AR),-0.6,016670,디모아 *,테마 편입 사유,3945.0,상승  30,+0.77%,3950.0,3955.0,11539.0,46.0,12978.0,,
289,증강현실(AR),-0.6,064800,포니링크 *,테마 편입 사유,809.0,하락  2,-0.25%,801.0,804.0,412634.0,331.0,496720.0,,
289,증강현실(AR),-0.6,290520,신도기연 *,테마 편입 사유,1674.0,하락  5,-0.30%,1675.0,1676.0,24769.0,42.0,85527.0,,
289,증강현실(AR),-0.6,274400,이노시뮬레이션 *,테마 편입 사유,3855.0,하락  15,-0.39%,3840.0,3850.0,26041.0,100.0,25226.0,,
289,증강현실(AR),-0.6,094170,동운아나텍 *,테마 편입 사유,31300.0,하락  150,-0.48%,31050.0,31200.0,105668.0,3291.0,118616.0,,
289,증강현실(AR),-0.6,452430,사피엔반도체 *,테마 편입 사유,34500.0,하락  200,-0.58%,34400.0,34500.0,91679.0,3156.0,79371.0,,
289,증강현실(AR),-0.6,431190,케이쓰리아이 *,테마 편입 사유,4950.0,하락  40,-0.80%,4990.0,5000.0,46015.0,230.0,53182.0,,
289,증강현실(AR),-0.6,054210,이랜텍 *,테마 편입 사유,10960.0,하락  120,-1.08%,10950.0,10960.0,177263.0,1950.0,299688.0,,
289,증강현실(AR),-0.6,053450,세코닉스 *,테마 편입 사유,5880.0,하락  80,-1.34%,5860.0,5880.0,111537.0,659.0,168776.0,,
289,증강현실(AR),-0.6,058630,엠게임 *,테마 편입 사유,5700.0,하락  80,-1.38%,5710.0,5720.0,65803.0,376.0,66627.0,,
