theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11
595,우주태양광(페로브스카이트 등),-3.57,171090,선익시스템 *,테마 편입 사유,131000.0,"상승  2,500",+1.95%,131200.0,131300.0,508668.0,68659.0,756877.0,,
595,우주태양광(페로브스카이트 등),-3.57,015760,한국전력,테마 편입 사유,63000.0,상승  900,+1.45%,62900.0,63000.0,2847073.0,180211.0,3404380.0,,
595,우주태양광(페로브스카이트 등),-3.57,255440,야스 *,테마 편입 사유,11770.0,하락  260,-2.16%,11790.0,11820.0,129693.0,1551.0,167274.0,,
595,우주태양광(페로브스카이트 등),-3.57,241770,메카로 *,테마 편입 사유,24600.0,하락  550,-2.19%,24750.0,24800.0,15335.0,380.0,44825.0,,
595,우주태양광(페로브스카이트 등),-3.57,078600,대주전자재료 *,테마 편입 사유,92400.0,"하락  2,300",-2.43%,92300.0,92400.0,199070.0,18549.0,602381.0,,
595,우주태양광(페로브스카이트 등),-3.57,322000,HD현대에너지솔루션,테마 편입 사유,86300.0,"하락  3,300",-3.68%,86400.0,86500.0,581707.0,51253.0,1778157.0,,
595,우주태양광(페로브스카이트 등),-3.57,357550,석경에이티 *,테마 편입 사유,56500.0,"하락  2,800",-4.72%,55900.0,56000.0,20859.0,1190.0,15609.0,,
595,우주태양광(페로브스카이트 등),-3.57,086390,유니테스트 *,테마 편입 사유,21250.0,"하락  1,450",-6.39%,21250.0,21300.0,697582.0,15075.0,2172467.0,,
595,우주태양광(페로브스카이트 등),-3.57,489500,엘케이켐 *,테마 편입 사유,45500.0,"하락  4,000",-8.08%,45500.0,45550.0,318364.0,14810.0,971955.0,,
595,우주태양광(페로브스카이트 등),-3.57,009830,한화솔루션,테마 편입 사유,53000.0,"하락  5,500",-9.40%,53300.0,53400.0,7658324.0,415240.0,18412176.0,,
269,LED장비,-2.58,306620,지아이에스 *,테마 편입 사유,2710.0,상승  95,+3.63%,2695.0,2705.0,745585.0,1975.0,1123186.0,,
269,LED장비,-2.58,036930,주성엔지니어링 *,테마 편입 사유,55800.0,상승  800,+1.45%,55700.0,55800.0,1317568.0,72270.0,2830945.0,,
269,LED장비,-2.58,065130,탑엔지니어링 *,테마 편입 사유,3460.0,하락  5,-0.14%,3455.0,3460.0,102079.0,350.0,100908.0,,
269,LED장비,-2.58,053610,프로텍 *,테마 편입 사유,59300.0,하락  300,-0.50%,59400.0,59500.0,81246.0,4847.0,118972.0,,
269,LED장비,-2.58,064760,티씨케이 *,테마 편입 사유,213500.0,"하락  2,500",-1.16%,213500.0,214500.0,79106.0,17194.0,104839.0,,
269,LED장비,-2.58,039030,이오테크닉스 *,테마 편입 사유,372500.0,"하락  5,500",-1.46%,369500.0,370000.0,125668.0,46273.0,144016.0,,
269,LED장비,-2.58,049950,미래컴퍼니 *,테마 편입 사유,16920.0,하락  710,-4.03%,16800.0,16810.0,96656.0,1646.0,154403.0,,
269,LED장비,-2.58,131290,티에스이 *,테마 편입 사유,90800.0,"하락  4,500",-4.72%,90800.0,90900.0,76687.0,7044.0,149204.0,,
269,LED장비,-2.58,049080,기가레인 *,테마 편입 사유,376.0,하락  22,-5.53%,374.0,377.0,1724059.0,655.0,1160251.0,,
269,LED장비,-2.58,122640,예스티 *,테마 편입 사유,22250.0,"하락  1,650",-6.90%,22300.0,22350.0,202524.0,4561.0,207405.0,,
269,LED장비,-2.58,412350,레이저쎌 *,테마 편입 사유,4730.0,하락  470,-9.04%,4710.0,4715.0,1667778.0,8050.0,3367156.0,,
397,보톡스(보툴리눔톡신),-2.24,243070,휴온스 *,테마 편입 사유,29150.0,상승  150,+0.52%,29100.0,29200.0,27980.0,808.0,53426.0,,
397,보톡스(보툴리눔톡신),-2.24,069620,대웅제약,테마 편입 사유,173000.0,하락  300,-0.17%,172900.0,173000.0,20591.0,3561.0,40051.0,,
397,보톡스(보툴리눔톡신),-2.24,214450,파마리서치 *,테마 편입 사유,349000.0,"하락  4,000",-1.13%,348500.0,349000.0,93720.0,32794.0,152083.0,,
397,보톡스(보툴리눔톡신),-2.24,206650,유바이오로직스 *,테마 편입 사유,13820.0,하락  210,-1.50%,13840.0,13850.0,370809.0,5157.0,540624.0,,
397,보톡스(보툴리눔톡신),-2.24,086900,메디톡스 *,테마 편입 사유,132200.0,"하락  2,100",-1.56%,131700.0,131800.0,24650.0,3265.0,70594.0,,
397,보톡스(보툴리눔톡신),-2.24,256840,한국비엔씨 *,테마 편입 사유,4710.0,하락  100,-2.08%,4740.0,4745.0,725435.0,3458.0,1020398.0,,
397,보톡스(보툴리눔톡신),-2.24,084110,휴온스글로벌 *,테마 편입 사유,52900.0,"하락  1,200",-2.22%,52800.0,52900.0,52118.0,2706.0,36928.0,,
397,보톡스(보툴리눔톡신),-2.24,362320,청담글로벌 *,테마 편입 사유,5640.0,하락  140,-2.42%,5650.0,5670.0,103929.0,591.0,112887.0,,
397,보톡스(보툴리눔톡신),-2.24,216080,제테마 *,테마 편입 사유,9900.0,하락  300,-2.94%,9880.0,9890.0,254563.0,2536.0,483222.0,,
397,보톡스(보툴리눔톡신),-2.24,061040,알에프텍 *,테마 편입 사유,1771.0,하락  54,-2.96%,1790.0,1793.0,83518.0,149.0,162022.0,,
397,보톡스(보툴리눔톡신),-2.24,109740,디에스케이 *,테마 편입 사유,6550.0,하락  220,-3.25%,6540.0,6550.0,83173.0,548.0,95237.0,,
397,보톡스(보툴리눔톡신),-2.24,145020,휴젤 *,테마 편입 사유,259000.0,"하락  10,500",-3.90%,258000.0,258500.0,53720.0,14010.0,121498.0,,
397,보톡스(보툴리눔톡신),-2.24,200670,휴메딕스 *,테마 편입 사유,43250.0,"하락  2,550",-5.57%,43400.0,43450.0,138557.0,6075.0,205173.0,,
493,mRNA(메신저 리보핵산),-2.01,102460,이연제약,테마 편입 사유,11930.0,상승  530,+4.65%,11860.0,11870.0,233071.0,2807.0,54701.0,,
493,mRNA(메신저 리보핵산),-2.01,183490,엔지켐생명과학 *,테마 편입 사유,1137.0,상승  17,+1.52%,1131.0,1136.0,495990.0,554.0,379748.0,,
493,mRNA(메신저 리보핵산),-2.01,038070,서린바이오 *,테마 편입 사유,6290.0,하락  40,-0.63%,6290.0,6300.0,37314.0,235.0,84123.0,,
493,mRNA(메신저 리보핵산),-2.01,005690,파미셀,테마 편입 사유,17120.0,하락  130,-0.75%,17050.0,17060.0,1027997.0,17459.0,3525761.0,,
493,mRNA(메신저 리보핵산),-2.01,226950,올릭스 *,테마 편입 사유,130100.0,"하락  1,200",-0.91%,130000.0,130100.0,145671.0,19077.0,266911.0,,
493,mRNA(메신저 리보핵산),-2.01,074430,아미노로직스 *,테마 편입 사유,1572.0,하락  19,-1.19%,1556.0,1563.0,257941.0,404.0,288431.0,,
493,mRNA(메신저 리보핵산),-2.01,185490,아이진 *,테마 편입 사유,1311.0,하락  16,-1.21%,1312.0,1313.0,476296.0,627.0,743192.0,,
493,mRNA(메신저 리보핵산),-2.01,128940,한미약품,테마 편입 사유,610000.0,"하락  11,000",-1.77%,610000.0,611000.0,59685.0,36319.0,70162.0,,
493,mRNA(메신저 리보핵산),-2.01,008930,한미사이언스,테마 편입 사유,42550.0,하락  800,-1.85%,42550.0,42600.0,118025.0,5023.0,213944.0,,
493,mRNA(메신저 리보핵산),-2.01,237690,에스티팜 *,테마 편입 사유,150000.0,"하락  3,500",-2.28%,149700.0,149800.0,110386.0,16555.0,202370.0,,
493,mRNA(메신저 리보핵산),-2.01,006280,녹십자,테마 편입 사유,172600.0,"하락  4,900",-2.76%,172100.0,172400.0,47441.0,8232.0,70425.0,,
493,mRNA(메신저 리보핵산),-2.01,138610,나이벡 *,테마 편입 사유,31500.0,"하락  1,150",-3.52%,31500.0,31600.0,60363.0,1919.0,53952.0,,
493,mRNA(메신저 리보핵산),-2.01,348080,큐라티스 *,테마 편입 사유,967.0,하락  60,-5.84%,971.0,978.0,467861.0,458.0,242040.0,,
493,mRNA(메신저 리보핵산),-2.01,011000,진원생명과학,테마 편입 사유,1476.0,하락  104,-6.58%,1480.0,1483.0,2464818.0,3703.0,2089419.0,,
493,mRNA(메신저 리보핵산),-2.01,049180,셀루메드 *,테마 편입 사유,1402.0,하락  105,-6.97%,1402.0,1403.0,1131267.0,1612.0,1265950.0,,
563,낙태/피임,-1.91,017180,명문제약,테마 편입 사유,1842.0,상승  9,+0.49%,1828.0,1839.0,80837.0,148.0,121230.0,,
563,낙태/피임,-1.91,260660,알리코제약 *,테마 편입 사유,3900.0,하락  40,-1.02%,3900.0,3925.0,66758.0,262.0,79918.0,,
563,낙태/피임,-1.91,204840,지엘팜텍 *,테마 편입 사유,1083.0,하락  14,-1.28%,1085.0,1088.0,282308.0,307.0,226546.0,,
563,낙태/피임,-1.91,004310,현대약품,테마 편입 사유,13370.0,하락  830,-5.85%,13360.0,13370.0,2251944.0,30711.0,3316962.0,,
326,3D 프린터,-1.82,033200,모아텍 *,테마 편입 사유,3860.0,상승  180,+4.89%,3835.0,3840.0,8270.0,31.0,13084.0,,
326,3D 프린터,-1.82,090710,휴림로봇 *,테마 편입 사유,14290.0,상승  290,+2.07%,14270.0,14280.0,14874607.0,214483.0,8920861.0,,
326,3D 프린터,-1.82,099440,스맥 *,테마 편입 사유,6710.0,상승  50,+0.75%,6660.0,6680.0,2091517.0,13897.0,1202480.0,,
326,3D 프린터,-1.82,126700,하이비젼시스템 *,테마 편입 사유,18360.0,상승  70,+0.38%,18150.0,18160.0,300422.0,5483.0,304282.0,,
326,3D 프린터,-1.82,104540,코렌텍 *,테마 편입 사유,6910.0,상승  10,+0.14%,6880.0,6890.0,74126.0,509.0,76217.0,,
326,3D 프린터,-1.82,246710,티앤알바이오팹 *,테마 편입 사유,3010.0,하락  20,-0.66%,2995.0,3000.0,471404.0,1414.0,662286.0,,
326,3D 프린터,-1.82,090360,로보스타 *,테마 편입 사유,77000.0,"하락  1,700",-2.16%,77000.0,77100.0,90256.0,7004.0,105410.0,,
326,3D 프린터,-1.82,039440,에스티아이 *,테마 편입 사유,35600.0,"하락  1,100",-3.00%,35650.0,35700.0,255874.0,9120.0,271783.0,,
326,3D 프린터,-1.82,048770,TPC *,테마 편입 사유,3510.0,하락  235,-6.28%,3540.0,3545.0,457594.0,1643.0,431760.0,,
326,3D 프린터,-1.82,376900,로킷헬스케어 *,테마 편입 사유,55400.0,"하락  4,800",-7.97%,55200.0,55300.0,414088.0,23481.0,205429.0,,
326,3D 프린터,-1.82,474650,링크솔루션 *,테마 편입 사유,80100.0,"하락  7,100",-8.14%,79600.0,79700.0,416064.0,34215.0,1745654.0,,
584,스페이스X(SpaceX),-1.68,347700,스피어 *,테마 편입 사유,45650.0,"상승  1,550",+3.51%,45350.0,45400.0,4494714.0,216443.0,2340083.0,,
584,스페이스X(SpaceX),-1.68,295310,에이치브이엠 *,테마 편입 사유,83000.0,"상승  1,900",+2.34%,83100.0,83200.0,472290.0,40487.0,357184.0,,
584,스페이스X(SpaceX),-1.68,006800,미래에셋증권,테마 편입 사유,70900.0,상승  400,+0.57%,70900.0,71000.0,7068415.0,508048.0,9736415.0,,
584,스페이스X(SpaceX),-1.68,001430,세아베스틸지주,테마 편입 사유,74300.0,상승  200,+0.27%,74000.0,74100.0,208467.0,15628.0,236300.0,,
584,스페이스X(SpaceX),-1.68,373220,LG에너지솔루션,테마 편입 사유,401500.0,"하락  2,000",-0.50%,401000.0,401500.0,218876.0,88015.0,267049.0,,
584,스페이스X(SpaceX),-1.68,274090,켄코아에어로스페이스 *,테마 편입 사유,25800.0,하락  450,-1.71%,25850.0,25900.0,539161.0,14293.0,588505.0,,
584,스페이스X(SpaceX),-1.68,100790,미래에셋벤처투자 *,테마 편입 사유,23300.0,하락  550,-2.31%,23250.0,23300.0,1657602.0,39026.0,3229434.0,,
584,스페이스X(SpaceX),-1.68,272290,이녹스첨단소재 *,테마 편입 사유,36000.0,하락  900,-2.44%,35950.0,36000.0,313506.0,11393.0,565734.0,,
584,스페이스X(SpaceX),-1.68,027360,아주IB투자 *,테마 편입 사유,4940.0,하락  130,-2.56%,4930.0,4940.0,3888522.0,19506.0,5805238.0,,
584,스페이스X(SpaceX),-1.68,321370,센서뷰 *,테마 편입 사유,2625.0,하락  115,-4.20%,2620.0,2625.0,3122792.0,8237.0,2580487.0,,
584,스페이스X(SpaceX),-1.68,209640,와이제이링크 *,테마 편입 사유,4670.0,하락  250,-5.08%,4685.0,4690.0,1853403.0,8763.0,1767297.0,,
584,스페이스X(SpaceX),-1.68,417010,나노팀 *,테마 편입 사유,11980.0,"하락  1,050",-8.06%,11930.0,11940.0,943066.0,11850.0,766317.0,,
536,HBM(고대역폭메모리),-1.68,097800,윈팩 *,테마 편입 사유,430.0,상승  31,+7.77%,430.0,431.0,3252280.0,1388.0,4374086.0,,
536,HBM(고대역폭메모리),-1.68,000660,SK하이닉스,테마 편입 사유,949000.0,"상승  55,000",+6.15%,945000.0,946000.0,4965629.0,4597080.0,3285109.0,,
536,HBM(고대역폭메모리),-1.68,112290,와이씨켐 *,테마 편입 사유,25750.0,상승  750,+3.00%,25700.0,25750.0,519500.0,13403.0,308812.0,,
536,HBM(고대역폭메모리),-1.68,031980,피에스케이홀딩스 *,테마 편입 사유,90600.0,"상승  1,100",+1.23%,89900.0,90000.0,241739.0,21696.0,580899.0,,
536,HBM(고대역폭메모리),-1.68,217190,제너셈 *,테마 편입 사유,5980.0,상승  40,+0.67%,5980.0,5990.0,148689.0,882.0,93711.0,,
536,HBM(고대역폭메모리),-1.68,005930,삼성전자,테마 편입 사유,190100.0,상승  100,+0.05%,189900.0,190000.0,23226324.0,4403798.0,27049388.0,,
536,HBM(고대역폭메모리),-1.68,489790,한화비전,테마 편입 사유,61000.0,하락  200,-0.33%,61100.0,61200.0,529710.0,32411.0,693904.0,,
536,HBM(고대역폭메모리),-1.68,003160,디아이,테마 편입 사유,36400.0,하락  150,-0.41%,36400.0,36450.0,450701.0,16389.0,559067.0,,
536,HBM(고대역폭메모리),-1.68,281820,케이씨텍,테마 편입 사유,47500.0,하락  200,-0.42%,47600.0,47650.0,120850.0,5760.0,98475.0,,
536,HBM(고대역폭메모리),-1.68,042700,한미반도체,테마 편입 사유,200500.0,"하락  1,000",-0.50%,200500.0,201000.0,834883.0,166667.0,817087.0,,
536,HBM(고대역폭메모리),-1.68,394280,오픈엣지테크놀로지 *,테마 편입 사유,16780.0,하락  170,-1.00%,16610.0,16620.0,250726.0,4184.0,479510.0,,
536,HBM(고대역폭메모리),-1.68,079370,제우스 *,테마 편입 사유,17500.0,하락  210,-1.19%,17490.0,17500.0,456854.0,8003.0,787165.0,,
536,HBM(고대역폭메모리),-1.68,039030,이오테크닉스 *,테마 편입 사유,372500.0,"하락  5,500",-1.46%,369500.0,370000.0,125668.0,46273.0,144016.0,,
536,HBM(고대역폭메모리),-1.68,396470,워트 *,테마 편입 사유,7350.0,하락  110,-1.47%,7340.0,7360.0,80237.0,592.0,114791.0,,
536,HBM(고대역폭메모리),-1.68,033160,엠케이전자 *,테마 편입 사유,10140.0,하락  160,-1.55%,10140.0,10150.0,216930.0,2192.0,276991.0,,
536,HBM(고대역폭메모리),-1.68,254490,미래반도체 *,테마 편입 사유,17770.0,하락  330,-1.82%,17710.0,17730.0,88350.0,1574.0,146490.0,,
536,HBM(고대역폭메모리),-1.68,451220,아이엠티 *,테마 편입 사유,12960.0,하락  250,-1.89%,12900.0,12950.0,348441.0,4536.0,709663.0,,
536,HBM(고대역폭메모리),-1.68,089030,테크윙 *,테마 편입 사유,46050.0,하락  900,-1.92%,46200.0,46250.0,826707.0,38077.0,2231463.0,,
536,HBM(고대역폭메모리),-1.68,405100,큐알티 *,테마 편입 사유,17780.0,하락  470,-2.58%,17830.0,17860.0,76637.0,1374.0,109495.0,,
536,HBM(고대역폭메모리),-1.68,039440,에스티아이 *,테마 편입 사유,35600.0,"하락  1,100",-3.00%,35650.0,35700.0,255874.0,9120.0,271783.0,,
536,HBM(고대역폭메모리),-1.68,098460,고영 *,테마 편입 사유,31900.0,"하락  1,100",-3.33%,32000.0,32050.0,1725721.0,55747.0,3830741.0,,
536,HBM(고대역폭메모리),-1.68,110990,디아이티 *,테마 편입 사유,20700.0,하락  900,-4.17%,20650.0,20700.0,171641.0,3582.0,122003.0,,
536,HBM(고대역폭메모리),-1.68,322310,오로스테크놀로지 *,테마 편입 사유,25200.0,"하락  1,150",-4.36%,25150.0,25300.0,123814.0,3150.0,171522.0,,
536,HBM(고대역폭메모리),-1.68,232140,와이씨 *,테마 편입 사유,21300.0,"하락  1,050",-4.70%,21300.0,21350.0,1399743.0,29901.0,2998303.0,,
536,HBM(고대역폭메모리),-1.68,086390,유니테스트 *,테마 편입 사유,21250.0,"하락  1,450",-6.39%,21250.0,21300.0,697582.0,15075.0,2172467.0,,
536,HBM(고대역폭메모리),-1.68,122640,예스티 *,테마 편입 사유,22250.0,"하락  1,650",-6.90%,22300.0,22350.0,202524.0,4561.0,207405.0,,
536,HBM(고대역폭메모리),-1.68,424980,마이크로투나노 *,테마 편입 사유,11750.0,하락  950,-7.48%,11810.0,11840.0,201272.0,2385.0,182123.0,,
536,HBM(고대역폭메모리),-1.68,412350,레이저쎌 *,테마 편입 사유,4730.0,하락  470,-9.04%,4710.0,4715.0,1667778.0,8050.0,3367156.0,,
513,미용기기,-1.65,278470,에이피알,테마 편입 사유,288500.0,"상승  3,000",+1.05%,287500.0,288000.0,409160.0,118013.0,433863.0,,
513,미용기기,-1.65,483650,달바글로벌,테마 편입 사유,171800.0,상승  500,+0.29%,171900.0,172100.0,336154.0,58482.0,132357.0,,
513,미용기기,-1.65,219750,한국비티비 *,테마 편입 사유,865.0,하락  1,-0.12%,866.0,870.0,409970.0,360.0,393881.0,,
513,미용기기,-1.65,069620,대웅제약,테마 편입 사유,173000.0,하락  300,-0.17%,172900.0,173000.0,20591.0,3561.0,40051.0,,
513,미용기기,-1.65,000100,유한양행,테마 편입 사유,111800.0,"하락  1,100",-0.97%,111900.0,112000.0,244940.0,27414.0,589610.0,,
513,미용기기,-1.65,214450,파마리서치 *,테마 편입 사유,349000.0,"하락  4,000",-1.13%,348500.0,349000.0,93720.0,32794.0,152083.0,,
513,미용기기,-1.65,214150,클래시스 *,테마 편입 사유,69500.0,하락  900,-1.28%,69400.0,69500.0,272394.0,19020.0,712028.0,,
513,미용기기,-1.65,450950,아스테라시스 *,테마 편입 사유,14120.0,하락  200,-1.40%,14050.0,14060.0,124981.0,1753.0,100198.0,,
513,미용기기,-1.65,336570,원텍 *,테마 편입 사유,8160.0,하락  120,-1.45%,8130.0,8140.0,602458.0,4925.0,963993.0,,
513,미용기기,-1.65,086900,메디톡스 *,테마 편입 사유,132200.0,"하락  2,100",-1.56%,131700.0,131800.0,24650.0,3265.0,70594.0,,
513,미용기기,-1.65,199550,레이저옵텍 *,테마 편입 사유,5880.0,하락  100,-1.67%,5900.0,5920.0,50418.0,299.0,84251.0,,
513,미용기기,-1.65,240550,동방메디컬 *,테마 편입 사유,8120.0,하락  150,-1.81%,8100.0,8110.0,107585.0,877.0,112591.0,,
513,미용기기,-1.65,256840,한국비엔씨 *,테마 편입 사유,4710.0,하락  100,-2.08%,4740.0,4745.0,725435.0,3458.0,1020398.0,,
513,미용기기,-1.65,084110,휴온스글로벌 *,테마 편입 사유,52900.0,"하락  1,200",-2.22%,52800.0,52900.0,52118.0,2706.0,36928.0,,
513,미용기기,-1.65,462510,라메디텍 *,테마 편입 사유,5130.0,하락  150,-2.84%,5120.0,5150.0,43702.0,225.0,28362.0,,
513,미용기기,-1.65,216080,제테마 *,테마 편입 사유,9900.0,하락  300,-2.94%,9880.0,9890.0,254563.0,2536.0,483222.0,,
513,미용기기,-1.65,145020,휴젤 *,테마 편입 사유,259000.0,"하락  10,500",-3.90%,258000.0,258500.0,53720.0,14010.0,121498.0,,
513,미용기기,-1.65,200670,휴메딕스 *,테마 편입 사유,43250.0,"하락  2,550",-5.57%,43400.0,43450.0,138557.0,6075.0,205173.0,,
408,마리화나(대마),-1.65,265740,엔에프씨 *,테마 편입 사유,6960.0,상승  210,+3.11%,6900.0,6910.0,514637.0,3472.0,433601.0,,
408,마리화나(대마),-1.65,060590,씨티씨바이오 *,테마 편입 사유,4320.0,상승  70,+1.65%,4310.0,4320.0,98480.0,423.0,95944.0,,
408,마리화나(대마),-1.65,061250,화일약품 *,테마 편입 사유,1065.0,하락  5,-0.47%,1063.0,1065.0,349947.0,371.0,323656.0,,
408,마리화나(대마),-1.65,052420,오성첨단소재 *,테마 편입 사유,1560.0,하락  10,-0.64%,1562.0,1564.0,772632.0,1213.0,1160744.0,,
408,마리화나(대마),-1.65,082850,우리바이오 *,테마 편입 사유,1884.0,하락  16,-0.84%,1890.0,1891.0,294305.0,556.0,575037.0,,
408,마리화나(대마),-1.65,256840,한국비엔씨 *,테마 편입 사유,4710.0,하락  100,-2.08%,4740.0,4745.0,725435.0,3458.0,1020398.0,,
408,마리화나(대마),-1.65,278650,HLB바이오스텝 *,테마 편입 사유,1244.0,하락  28,-2.20%,1244.0,1245.0,457558.0,571.0,254215.0,,
408,마리화나(대마),-1.65,900100,애머릿지 *,테마 편입 사유,474.0,하락  17,-3.46%,476.0,479.0,299318.0,144.0,4145964.0,,
408,마리화나(대마),-1.65,389470,인벤티지랩 *,테마 편입 사유,70200.0,"하락  3,000",-4.10%,70000.0,70100.0,86679.0,6147.0,144706.0,,
408,마리화나(대마),-1.65,065170,비엘팜텍 *,테마 편입 사유,4625.0,하락  375,-7.50%,4760.0,4765.0,11983490.0,58885.0,28962636.0,,
376,유전자 치료제/분석,-1.56,127120,제이에스링크 *,테마 편입 사유,36500.0,"상승  5,800",+18.89%,35400.0,35500.0,646513.0,22063.0,353011.0,,
376,유전자 치료제/분석,-1.56,373110,엑셀세라퓨틱스 *,테마 편입 사유,1671.0,상승  52,+3.21%,1670.0,1672.0,252314.0,421.0,570773.0,,
376,유전자 치료제/분석,-1.56,456070,이엔셀 *,테마 편입 사유,16960.0,상승  300,+1.80%,17010.0,17020.0,139521.0,2369.0,160486.0,,
376,유전자 치료제/분석,-1.56,950130,엑세스바이오 *,테마 편입 사유,3525.0,상승  20,+0.57%,3515.0,3525.0,115175.0,398.0,216614.0,,
376,유전자 치료제/분석,-1.56,137310,에스디바이오센서,테마 편입 사유,9120.0,상승  50,+0.55%,9120.0,9130.0,131261.0,1192.0,144088.0,,
376,유전자 치료제/분석,-1.56,950200,소마젠 *,테마 편입 사유,3910.0,상승  10,+0.26%,3915.0,3920.0,38302.0,149.0,45706.0,,
376,유전자 치료제/분석,-1.56,046210,HLB파나진 *,테마 편입 사유,1906.0,상승  4,+0.21%,1896.0,1907.0,309339.0,590.0,1086832.0,,
376,유전자 치료제/분석,-1.56,331920,셀레믹스 *,테마 편입 사유,4680.0,하락  5,-0.11%,4665.0,4675.0,184513.0,840.0,359172.0,,
376,유전자 치료제/분석,-1.56,225220,제놀루션 *,테마 편입 사유,1810.0,하락  8,-0.44%,1809.0,1810.0,47445.0,86.0,87662.0,,
376,유전자 치료제/분석,-1.56,038290,마크로젠 *,테마 편입 사유,18520.0,하락  130,-0.70%,18470.0,18480.0,47603.0,884.0,66920.0,,
376,유전자 치료제/분석,-1.56,340450,지씨지놈 *,테마 편입 사유,9170.0,하락  70,-0.76%,9180.0,9210.0,527222.0,4791.0,402851.0,,
376,유전자 치료제/분석,-1.56,311690,CJ 바이오사이언스 *,테마 편입 사유,8950.0,하락  70,-0.78%,8940.0,8950.0,30410.0,274.0,45839.0,,
376,유전자 치료제/분석,-1.56,066700,테라젠이텍스 *,테마 편입 사유,2815.0,하락  25,-0.88%,2800.0,2805.0,89030.0,250.0,135260.0,,
376,유전자 치료제/분석,-1.56,314130,지놈앤컴퍼니 *,테마 편입 사유,7270.0,하락  80,-1.09%,7310.0,7320.0,443596.0,3283.0,679619.0,,
376,유전자 치료제/분석,-1.56,095700,제넥신 *,테마 편입 사유,4455.0,하락  55,-1.22%,4470.0,4480.0,119385.0,529.0,218184.0,,
376,유전자 치료제/분석,-1.56,215600,신라젠 *,테마 편입 사유,3640.0,하락  45,-1.22%,3650.0,3655.0,883394.0,3210.0,1288615.0,,
376,유전자 치료제/분석,-1.56,321550,티움바이오 *,테마 편입 사유,6150.0,하락  80,-1.28%,6140.0,6170.0,109086.0,673.0,154288.0,,
376,유전자 치료제/분석,-1.56,389030,지니너스 *,테마 편입 사유,3075.0,하락  40,-1.28%,3055.0,3065.0,481946.0,1469.0,258834.0,,
376,유전자 치료제/분석,-1.56,372320,큐로셀 *,테마 편입 사유,51000.0,하락  700,-1.35%,51100.0,51300.0,147725.0,7586.0,80925.0,,
376,유전자 치료제/분석,-1.56,476830,알지노믹스 *,테마 편입 사유,136900.0,"하락  1,900",-1.37%,136800.0,137000.0,123408.0,17086.0,172419.0,,
376,유전자 치료제/분석,-1.56,102940,코오롱생명과학 *,테마 편입 사유,60100.0,"하락  1,000",-1.64%,60100.0,60300.0,27880.0,1691.0,38965.0,,
376,유전자 치료제/분석,-1.56,187420,HLB제넥스 *,테마 편입 사유,2900.0,하락  50,-1.69%,2885.0,2890.0,85785.0,248.0,102907.0,,
376,유전자 치료제/분석,-1.56,084650,랩지노믹스 *,테마 편입 사유,1638.0,하락  34,-2.03%,1637.0,1640.0,764589.0,1256.0,769850.0,,
376,유전자 치료제/분석,-1.56,064550,바이오니아 *,테마 편입 사유,13060.0,하락  290,-2.17%,13070.0,13090.0,66103.0,868.0,129662.0,,
376,유전자 치료제/분석,-1.56,363250,진시스템 *,테마 편입 사유,5100.0,하락  120,-2.30%,5120.0,5150.0,17296.0,89.0,74226.0,,
376,유전자 치료제/분석,-1.56,092040,아미코젠 *,테마 편입 사유,1598.0,하락  38,-2.32%,1597.0,1598.0,1775283.0,2828.0,863005.0,,
376,유전자 치료제/분석,-1.56,199800,툴젠 *,테마 편입 사유,53100.0,"하락  1,400",-2.57%,53200.0,53300.0,13599.0,728.0,25522.0,,
376,유전자 치료제/분석,-1.56,006280,녹십자,테마 편입 사유,172600.0,"하락  4,900",-2.76%,172100.0,172400.0,47441.0,8232.0,70425.0,,
376,유전자 치료제/분석,-1.56,461030,아이엠비디엑스 *,테마 편입 사유,8200.0,하락  240,-2.84%,8190.0,8200.0,112844.0,931.0,70105.0,,
376,유전자 치료제/분석,-1.56,348150,고바이오랩 *,테마 편입 사유,4925.0,하락  175,-3.43%,4920.0,4925.0,175263.0,871.0,208430.0,,
376,유전자 치료제/분석,-1.56,096530,씨젠 *,테마 편입 사유,27450.0,"하락  1,000",-3.51%,27500.0,27550.0,240846.0,6657.0,382722.0,,
376,유전자 치료제/분석,-1.56,174900,앱클론 *,테마 편입 사유,54300.0,"하락  2,200",-3.89%,53800.0,53900.0,279640.0,15261.0,416864.0,,
376,유전자 치료제/분석,-1.56,083790,CG인바이츠 *,테마 편입 사유,1238.0,하락  52,-4.03%,1248.0,1259.0,225807.0,281.0,245712.0,,
376,유전자 치료제/분석,-1.56,226330,신테카바이오 *,테마 편입 사유,3535.0,하락  150,-4.07%,3525.0,3545.0,438387.0,1561.0,240337.0,,
376,유전자 치료제/분석,-1.56,229000,젠큐릭스 *,테마 편입 사유,1845.0,하락  81,-4.21%,1851.0,1852.0,1541794.0,2876.0,10416565.0,,
376,유전자 치료제/분석,-1.56,354200,엔젠바이오 *,테마 편입 사유,2040.0,하락  90,-4.23%,2035.0,2045.0,630129.0,1287.0,539299.0,,
376,유전자 치료제/분석,-1.56,228760,지노믹트리 *,테마 편입 사유,21000.0,"하락  1,000",-4.55%,20850.0,20900.0,215601.0,4593.0,137117.0,,
