theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
449,2차전지(생산),11.65,2.73,3,0,0,0.950035,9.0659048,"6,388.47",169.38,2.72,2026-04-21 15:35:03
523,리튬,9.07,1.84,21,1,0,0.779965,6.9484952,"6,388.47",169.38,2.72,2026-04-21 15:35:03
472,2차전지(전고체),8.63,2.29,29,0,1,0.825888,6.3835846400000005,"6,388.47",169.38,2.72,2026-04-21 15:35:03
579,2차전지(나트륨이온),6.82,2.42,8,0,1,0.716009,4.87245552,"6,388.47",169.38,2.72,2026-04-21 15:35:03
405,MLCC(적층세라믹콘덴서),6.73,0.8,9,1,0,0.637938,4.9948086400000005,"6,388.47",169.38,2.72,2026-04-21 15:35:03
329,전력저장장치(ESS),6.41,0.95,33,0,6,0.803023,4.22577744,"6,388.47",169.38,2.72,2026-04-21 15:35:03
154,건설 대표주,6.27,-1.25,6,0,0,0.784495,4.136173599999999,"6,388.47",169.38,2.72,2026-04-21 15:35:03
503,2차전지(LFP/리튬인산철),5.9,0.39,9,1,2,0.571104,4.34659712,"6,388.47",169.38,2.72,2026-04-21 15:35:03
64,2차전지,5.69,1.96,119,4,21,0.624611,3.99105808,"6,388.47",169.38,2.72,2026-04-21 15:35:03
446,2차전지(소재/부품),5.51,1.66,61,3,11,0.598749,3.8814027199999996,"6,388.47",169.38,2.72,2026-04-21 15:35:03
445,2차전지(장비),5.38,2.31,39,1,7,0.623215,3.6848552,"6,388.47",169.38,2.72,2026-04-21 15:35:03
173,IT 대표주,5.16,1.52,6,0,0,0.903146,2.70344288,"6,388.47",169.38,2.72,2026-04-21 15:35:03
501,리비안(RIVIAN),4.97,1.32,17,2,2,0.374867,3.95036176,"6,388.47",169.38,2.72,2026-04-21 15:35:03
595,우주태양광(페로브스카이트 등),4.8,0.59,7,0,3,0.5,3.4399999999999995,"6,388.47",169.38,2.72,2026-04-21 15:35:03
382,플렉서블 디스플레이,4.57,3.3,18,0,7,0.633484,2.84692352,"6,388.47",169.38,2.72,2026-04-21 15:35:03
287,PCB(FPCB 등),4.28,2.66,24,1,6,0.632153,2.5605438400000002,"6,388.47",169.38,2.72,2026-04-21 15:35:03
242,탄소나노튜브(CNT),4.07,4.99,2,0,3,0.525903,2.63954384,"6,388.47",169.38,2.72,2026-04-21 15:35:03
500,폐배터리,4.05,1.45,14,0,6,0.624483,2.3514062399999998,"6,388.47",169.38,2.72,2026-04-21 15:35:03
227,전기차,3.82,1.11,69,6,24,0.560405,2.2956983999999996,"6,388.47",169.38,2.72,2026-04-21 15:35:03
388,아이폰,3.76,1.94,17,0,3,0.624797,2.0605521599999994,"6,388.47",169.38,2.72,2026-04-21 15:35:03
564,전기차 화재 방지(배터리 열폭주 등),3.65,1.62,21,1,6,0.497987,2.2954753599999997,"6,388.47",169.38,2.72,2026-04-21 15:35:03
30,조선,3.61,0.42,7,0,0,0.420477,2.46630256,"6,388.47",169.38,2.72,2026-04-21 15:35:03
45,캐릭터상품,3.6,1.8,5,0,4,0.31585,2.740888,"6,388.47",169.38,2.72,2026-04-21 15:35:03
269,LED장비,3.58,1.19,6,1,4,0.732768,1.58687104,"6,388.47",169.38,2.72,2026-04-21 15:35:03
545,온디바이스 AI,3.34,0.85,20,1,3,0.894704,0.9064051199999996,"6,388.47",169.38,2.72,2026-04-21 15:35:03
159,자동차 대표주,2.94,0.77,6,0,1,0.510147,1.5524001599999997,"6,388.47",169.38,2.72,2026-04-21 15:35:03
94,조선기자재,2.7,1.47,24,2,9,0.644782,0.9461929600000001,"6,388.47",169.38,2.72,2026-04-21 15:35:03
560,냉각시스템(액침냉각 등),2.59,0.74,6,0,6,0.816544,0.3690003199999996,"6,388.47",169.38,2.72,2026-04-21 15:35:03
237,GTX(수도권 광역급행철도),2.57,-0.68,19,1,4,0.491396,1.2334028799999996,"6,388.47",169.38,2.72,2026-04-21 15:35:03
404,폴더블폰,2.56,3.3,16,1,7,0.551849,1.0589707199999998,"6,388.47",169.38,2.72,2026-04-21 15:35:03
335,재난/안전(지진/화재 등),2.47,0.04,11,3,7,0.334496,1.56017088,"6,388.47",169.38,2.72,2026-04-21 15:35:03
524,모듈러주택,2.47,-0.55,8,1,1,0.402032,1.37647296,"6,388.47",169.38,2.72,2026-04-21 15:35:03
213,해저터널(지하화/지하도로 등),2.37,0.06,8,1,0,0.550928,0.87147584,"6,388.47",169.38,2.72,2026-04-21 15:35:03
9,OLED(유기 발광 다이오드),2.31,1.69,49,2,28,0.525413,0.8808766399999999,"6,388.47",169.38,2.72,2026-04-21 15:35:03
511,니켈,2.13,1.3,8,1,5,0.35488,1.1647264,"6,388.47",169.38,2.72,2026-04-21 15:35:03
422,日 수출 규제(국산화 등),2.06,0.78,13,1,6,0.643653,0.30926383999999985,"6,388.47",169.38,2.72,2026-04-21 15:35:03
557,유리 기판,2.06,2.7,13,2,5,0.713941,0.11808047999999971,"6,388.47",169.38,2.72,2026-04-21 15:35:03
178,전선,2.03,0.64,7,0,1,1.020705,-0.7463176000000002,"6,388.47",169.38,2.72,2026-04-21 15:35:03
191,태양광에너지,1.98,0.85,31,2,11,0.622351,0.2872052799999998,"6,388.47",169.38,2.72,2026-04-21 15:35:03
415,그래핀,1.95,1.42,5,0,8,0.333319,1.04337232,"6,388.47",169.38,2.72,2026-04-21 15:35:03
180,석유화학,1.73,0.56,11,2,4,0.490725,0.3952279999999999,"6,388.47",169.38,2.72,2026-04-21 15:35:03
298,희귀금속(희토류 등),1.72,0.56,10,1,6,0.148761,1.3153700799999999,"6,388.47",169.38,2.72,2026-04-21 15:35:03
63,제지,1.71,1.6,5,1,8,0.083505,1.4828664,"6,388.47",169.38,2.72,2026-04-21 15:35:03
18,전자파,1.69,0.37,7,0,5,0.468353,0.41607983999999987,"6,388.47",169.38,2.72,2026-04-21 15:35:03
321,무선충전기술,1.59,1.41,7,0,5,0.651058,-0.18087776000000022,"6,388.47",169.38,2.72,2026-04-21 15:35:03
322,건설 중소형,1.59,-0.85,16,1,8,0.336376,0.67505728,"6,388.47",169.38,2.72,2026-04-21 15:35:03
381,LNG(액화천연가스),1.58,0.82,15,3,8,0.574881,0.01632367999999995,"6,388.47",169.38,2.72,2026-04-21 15:35:03
567,밸류업(24년 기업가치 제고계획 발표),1.58,0.89,58,2,31,0.438052,0.38849855999999994,"6,388.47",169.38,2.72,2026-04-21 15:35:03
408,마리화나(대마),1.5,-0.27,3,1,6,0.161438,1.06088864,"6,388.47",169.38,2.72,2026-04-21 15:35:03
559,고체산화물 연료전지(SOFC),1.5,2.04,8,0,4,0.953675,-1.0939960000000002,"6,388.47",169.38,2.72,2026-04-21 15:35:03
587,피지컬 AI/휴머노이드 로봇,1.48,1.12,29,1,9,0.5,0.11999999999999988,"6,388.47",169.38,2.72,2026-04-21 15:35:03
514,전기차(충전소/충전기),1.47,0.78,15,6,4,0.397477,0.38886255999999975,"6,388.47",169.38,2.72,2026-04-21 15:35:03
62,철강 주요종목,1.46,0.29,8,1,2,0.210304,0.88797312,"6,388.47",169.38,2.72,2026-04-21 15:35:03
330,페인트,1.46,-0.06,6,0,2,0.111751,1.15603728,"6,388.47",169.38,2.72,2026-04-21 15:35:03
166,항공/저가 항공사(LCC),1.44,0.49,8,0,1,0.357297,0.46815215999999993,"6,388.47",169.38,2.72,2026-04-21 15:35:03
197,폐기물처리,1.44,-0.11,3,1,1,0.172243,0.9714990399999999,"6,388.47",169.38,2.72,2026-04-21 15:35:03
