theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
173,IT 대표주,7.14,2.47,6,0,0,0.903146,3.82545418,"6,307.27",223.41,3.67,2026-02-26 16:28:56
155,반도체 대표주(생산),6.16,1.31,3,0,0,1.35572,1.1845075999999999,"6,307.27",223.41,3.67,2026-02-26 16:28:56
536,HBM(고대역폭메모리),6.04,1.0,25,0,4,0.981374,2.4383574200000004,"6,307.27",223.41,3.67,2026-02-26 16:28:56
49,인터넷 대표주,4.97,-0.24,2,0,0,0.654288,2.56876304,"6,307.27",223.41,3.67,2026-02-26 16:28:56
467,모더나(MODERNA),4.69,-0.38,3,0,3,0.27897,3.6661801000000005,"6,307.27",223.41,3.67,2026-02-26 16:28:56
12,반도체 장비,4.34,0.78,69,2,21,0.836701,1.2693073299999997,"6,307.27",223.41,3.67,2026-02-26 16:28:56
151,증권,4.33,-1.68,18,1,2,0.761878,1.53390774,"6,307.27",223.41,3.67,2026-02-26 16:28:56
321,무선충전기술,4.11,1.9,7,1,4,0.651058,1.7206171400000003,"6,307.27",223.41,3.67,2026-02-26 16:28:56
159,자동차 대표주,4.05,1.63,5,1,1,0.510147,2.1777605099999997,"6,307.27",223.41,3.67,2026-02-26 16:28:56
154,건설 대표주,3.97,2.46,5,0,1,0.784495,1.09090335,"6,307.27",223.41,3.67,2026-02-26 16:28:56
269,LED장비,3.82,1.47,7,0,4,0.732768,1.13074144,"6,307.27",223.41,3.67,2026-02-26 16:28:56
307,시스템반도체,3.22,1.0,39,0,17,0.824204,0.19517132000000004,"6,307.27",223.41,3.67,2026-02-26 16:28:56
545,온디바이스 AI,3.21,1.07,19,0,5,0.894704,-0.07356368000000035,"6,307.27",223.41,3.67,2026-02-26 16:28:56
388,아이폰,2.81,2.04,14,0,6,0.624797,0.51699501,"6,307.27",223.41,3.67,2026-02-26 16:28:56
18,전자파,2.6,0.45,6,0,6,0.468353,0.8811444900000001,"6,307.27",223.41,3.67,2026-02-26 16:28:56
332,스마트카(SMART CAR),2.51,0.77,5,0,8,0.453456,0.8458164799999996,"6,307.27",223.41,3.67,2026-02-26 16:28:56
547,CXL(컴퓨트익스프레스링크),2.49,1.14,8,0,5,0.856396,-0.6529733200000001,"6,307.27",223.41,3.67,2026-02-26 16:28:56
