theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
584,스페이스X(SpaceX),8.38,3.66,9,1,2,1.139472,9.0067096,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
448,코로나19(치료제/백신 개발 등),6.86,1.59,22,2,4,0.265703,7.00613665,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
108,"백신/진단시약/방역(신종플루, AI 등)",6.55,1.34,32,4,6,0.171586,6.6443723,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
546,마이코플라스마 폐렴,5.93,1.62,11,1,0,0.145236,6.009879799999999,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
210,자전거,5.52,-0.6,1,0,1,0.192109,5.625659949999999,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
436,코로나19(진단/치료제/백신 개발 등),5.45,1.76,56,3,12,0.200259,5.56014245,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
493,mRNA(메신저 리보핵산),5.41,1.73,8,0,5,-0.002494,5.4086283,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
447,코로나19(진단키트),4.99,1.77,32,1,7,0.184158,5.0912869,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
94,조선기자재,3.87,0.6,28,1,6,0.644782,4.2246301,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
523,리튬,3.59,1.2,18,2,2,0.779965,4.01898075,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
269,LED장비,3.52,1.97,6,1,4,0.732768,3.9230224,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
376,유전자 치료제/분석,3.46,2.44,29,2,11,0.255605,3.60058275,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),3.41,1.46,13,1,3,0.487755,3.67826525,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
449,2차전지(생산),3.33,0.88,3,0,0,0.950035,3.8525192500000003,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
452,코로나19(음압병실/음압구급차),3.04,1.48,4,0,3,0.477986,3.3028923,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
579,2차전지(나트륨이온),2.85,2.23,7,0,2,0.716009,3.2438049500000004,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
472,2차전지(전고체),2.61,2.17,27,0,3,0.825888,3.0642384,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
520,피팅(관이음쇠)/밸브,2.59,-0.07,9,0,0,0.824895,3.04369225,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
388,아이폰,2.58,2.58,14,2,4,0.624797,2.92363835,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
586,광통신(광케이블/광섬유 등),2.58,-0.67,7,0,6,0.5,2.855,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
470,마이크로바이옴,2.53,1.95,12,2,4,0.214696,2.6480827999999996,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
404,폴더블폰,2.48,4.03,15,1,8,0.551849,2.78351695,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
326,3D 프린터,2.31,1.49,10,0,1,0.358761,2.50731855,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
200,우주항공산업(누리호/인공위성 등),2.3,2.45,21,2,13,0.724925,2.6987087499999998,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
112,공기청정기,2.2,1.6,7,2,3,0.377729,2.40775095,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
500,폐배터리,2.14,1.76,15,0,5,0.624483,2.4834656500000003,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
397,보톡스(보툴리눔톡신),2.1,0.78,10,0,3,0.231463,2.22730465,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
144,방위산업/전쟁 및 테러,2.06,0.87,37,4,25,0.536835,2.35525925,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
511,니켈,2.03,0.8,10,0,4,0.35488,2.2251839999999996,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
481,마켓컬리(kurly),2.02,2.17,3,1,6,0.28742,2.178081,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
14,반도체 재료/부품,1.99,2.9,37,7,22,0.786443,2.42254365,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
279,스마트폰,1.98,2.0,33,9,20,0.379963,2.18897965,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
563,낙태/피임,1.98,1.0,3,0,1,0.373161,2.1852385500000002,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
126,통신,1.91,0.38,3,0,0,0.117303,1.97451665,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
446,2차전지(소재/부품),1.91,1.49,49,5,21,0.598749,2.23931195,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
175,의료기기,1.88,1.63,55,3,31,0.281361,2.0347485499999998,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
287,PCB(FPCB 등),1.88,2.99,20,1,10,0.632153,2.22768415,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
30,조선,1.78,1.49,6,0,1,0.420477,2.01126235,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
521,애플페이,1.77,2.34,4,0,4,0.193589,1.87647395,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
12,반도체 장비,1.76,2.62,57,5,31,0.836701,2.22018555,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
393,갤럭시 부품주,1.76,2.46,20,3,16,0.551409,2.0632749500000003,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
422,日 수출 규제(국산화 등),1.75,2.05,9,2,9,0.643653,2.10400915,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
483,야놀자(Yanolja),1.75,3.47,2,1,2,0.408392,1.9746156,"6,191.92",-34.13,-0.55,2026-04-17 15:33:16
