theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
426,양자암호/양자컴퓨팅,9.25,203650,드림시큐리티 *,테마 편입 사유,4615.0,"상한가  1,065",30.0,4615.0,0.0,21291655.0,92231.0,23035960.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,115500,케이씨에스 *,테마 편입 사유,20600.0,"상한가  4,750",29.97,20600.0,0.0,5358005.0,104910.0,3945935.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,356680,엑스게이트 *,테마 편입 사유,27550.0,"상한가  6,350",29.95,27550.0,0.0,9073421.0,234564.0,9150150.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,062970,한국첨단소재 *,테마 편입 사유,4105.0,상한가  945,29.91,4105.0,0.0,27208538.0,104802.0,25074059.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,208710,포톤 *,테마 편입 사유,3545.0,상한가  815,29.85,3545.0,0.0,1487177.0,5093.0,2010540.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,056360,코위버 *,테마 편입 사유,11260.0,"상승  1,820",19.28,11260.0,11270.0,2062611.0,22673.0,898854.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,131760,파인텍 *,테마 편입 사유,5580.0,상승  790,16.49,5580.0,5590.0,2108005.0,11133.0,2956027.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,456010,아이씨티케이 *,테마 편입 사유,30800.0,"상승  4,250",16.01,30800.0,30850.0,4771032.0,146648.0,4662506.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,042510,라온시큐어 *,테마 편입 사유,13220.0,"상승  1,720",14.96,13210.0,13220.0,1623632.0,21191.0,1357247.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
426,양자암호/양자컴퓨팅,9.25,115440,우리넷 *,테마 편입 사유,15860.0,"상승  1,740",12.32,15860.0,15880.0,1791450.0,28087.0,1717878.0,,,0.458166,8.0816767,"8,047.51",199.80,2.55,2026-05-26 18:17:20
