theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
210,자전거,-2.95,065450,빅텍 *,테마 편입 사유,6160.0,상승  30,0.49,6140.0,6150.0,14432852.0,88136.0,36598966.0,,,0.192109,-3.47637866,"5,377.30",143.25,2.74,2026-04-03 15:38:12
210,자전거,-2.95,123750,알톤 *,테마 편입 사유,2635.0,하락  180,-6.39,2640.0,2660.0,1071295.0,2917.0,2246804.0,,,0.192109,-3.47637866,"5,377.30",143.25,2.74,2026-04-03 15:38:12
124,제대혈,-1.88,144510,지씨셀 *,테마 편입 사유,22900.0,보합0,0.0,22850.0,22950.0,30716.0,707.0,62378.0,,,0.430958,-3.06082492,"5,377.30",143.25,2.74,2026-04-03 15:38:12
124,제대혈,-1.88,006280,녹십자,테마 편입 사유,140600.0,하락  500,-0.35,140400.0,140500.0,41027.0,5792.0,53278.0,,,0.430958,-3.06082492,"5,377.30",143.25,2.74,2026-04-03 15:38:12
124,제대혈,-1.88,085660,차바이오텍 *,테마 편입 사유,17520.0,하락  310,-1.74,17510.0,17520.0,377894.0,6668.0,432505.0,,,0.430958,-3.06082492,"5,377.30",143.25,2.74,2026-04-03 15:38:12
124,제대혈,-1.88,217730,강스템바이오텍 *,테마 편입 사유,3440.0,하락  95,-2.69,3405.0,3415.0,1563147.0,5439.0,3156198.0,,,0.430958,-3.06082492,"5,377.30",143.25,2.74,2026-04-03 15:38:12
124,제대혈,-1.88,078160,메디포스트 *,테마 편입 사유,18790.0,하락  910,-4.62,18740.0,18750.0,507459.0,9437.0,388011.0,,,0.430958,-3.06082492,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,446540,메가터치 *,테마 편입 사유,4160.0,상승  120,2.97,4145.0,4155.0,69711.0,287.0,93934.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,267320,나인테크 *,테마 편입 사유,3010.0,상승  75,2.56,3000.0,3010.0,397488.0,1197.0,1141136.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,092200,디아이씨,테마 편입 사유,8050.0,하락  20,-0.25,8050.0,8060.0,232426.0,1874.0,367022.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,086520,에코프로 *,테마 편입 사유,141500.0,하락  900,-0.63,142000.0,142100.0,827104.0,117693.0,1867870.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,393890,더블유씨피 *,테마 편입 사유,14420.0,하락  140,-0.96,14450.0,14460.0,911742.0,13254.0,1317363.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,006400,삼성SDI,테마 편입 사유,438500.0,"하락  4,500",-1.02,439500.0,440000.0,692014.0,305101.0,1822137.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,373220,LG에너지솔루션,테마 편입 사유,398500.0,"하락  6,000",-1.48,399000.0,399500.0,254070.0,102125.0,532803.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,247540,에코프로비엠 *,테마 편입 사유,192600.0,"하락  4,300",-2.18,193100.0,193200.0,470441.0,91136.0,728719.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
579,2차전지(나트륨이온),-0.96,161000,애경케미칼,테마 편입 사유,14040.0,"하락  1,160",-7.63,14030.0,14050.0,3425575.0,47922.0,3613349.0,,,0.716009,-2.9218646600000002,"5,377.30",143.25,2.74,2026-04-03 15:38:12
449,2차전지(생산),-0.05,096770,SK이노베이션,테마 편입 사유,118200.0,"상승  2,700",2.34,118600.0,118700.0,306906.0,35899.0,906129.0,,,0.950035,-2.6530959,"5,377.30",143.25,2.74,2026-04-03 15:38:12
449,2차전지(생산),-0.05,006400,삼성SDI,테마 편입 사유,438500.0,"하락  4,500",-1.02,439500.0,440000.0,692014.0,305101.0,1822137.0,,,0.950035,-2.6530959,"5,377.30",143.25,2.74,2026-04-03 15:38:12
449,2차전지(생산),-0.05,373220,LG에너지솔루션,테마 편입 사유,398500.0,"하락  6,000",-1.48,399000.0,399500.0,254070.0,102125.0,532803.0,,,0.950035,-2.6530959,"5,377.30",143.25,2.74,2026-04-03 15:38:12
