timestamp,date,theme_no,weight,agreement_rate,n_themes,n_days_used,filter_total,filter_passed,n_overlap_removed,n_weight_excluded
2026-04-08 16:06:36,20260408,237,0.996372,87.5,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,388,0.001687,85.0,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,586,0.000546,53.8,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,576,0.000315,81.8,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,580,0.000302,80.0,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,521,0.000263,87.5,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,593,0.000197,75.0,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,547,0.000195,76.9,9,29,265,241,8,13
2026-04-08 16:06:36,20260408,318,0.000121,100.0,9,29,265,241,8,13
2026-04-09 15:06:01,20260409,185,0.869989,100.0,7,30,265,191,9,14
2026-04-09 15:06:01,20260409,408,0.128733,70.0,7,30,265,191,9,14
2026-04-09 15:06:01,20260409,144,0.00036,53.0,7,30,265,191,9,14
2026-04-09 15:06:01,20260409,36,0.000293,100.0,7,30,265,191,9,14
2026-04-09 15:06:01,20260409,523,0.000252,50.0,7,30,265,191,9,14
2026-04-09 15:06:01,20260409,228,0.000211,81.8,7,30,265,191,9,14
2026-04-09 15:06:01,20260409,422,0.000162,45.0,7,30,265,191,9,14
2026-04-09 15:48:15,20260409,185,0.997928,100.0,7,30,265,177,9,14
2026-04-09 15:48:15,20260409,489,0.000754,54.5,7,30,265,177,9,14
2026-04-09 15:48:15,20260409,523,0.000387,59.1,7,30,265,177,9,14
2026-04-09 15:48:15,20260409,520,0.000367,66.7,7,30,265,177,9,14
2026-04-09 15:48:15,20260409,36,0.000346,100.0,7,30,265,177,9,14
2026-04-09 15:48:15,20260409,310,0.000117,87.0,7,30,265,177,9,14
2026-04-09 15:48:15,20260409,581,0.000101,88.9,7,30,265,177,9,14
2026-04-10 15:23:53,20260410,321,0.99589,100.0,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,41,0.000885,77.8,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,250,0.000454,77.5,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,482,0.000335,72.7,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,397,0.000311,84.6,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,480,0.000299,79.2,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,298,0.000276,93.8,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,330,0.000247,100.0,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,124,0.00024,80.0,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,575,0.000213,100.0,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,497,0.000212,100.0,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,537,0.000178,93.3,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,474,0.000172,76.2,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,426,0.000165,83.3,15,31,265,139,7,8
2026-04-10 15:23:53,20260410,556,0.000123,71.4,15,31,265,139,7,8
2026-04-13 15:02:54,20260413,584,0.911075,83.3,3,32,265,82,3,8
2026-04-13 15:02:54,20260413,547,0.048513,76.9,3,32,265,82,3,8
2026-04-13 15:02:54,20260413,590,0.040412,70.6,3,32,265,82,3,8
2026-04-13 15:35:43,20260413,584,0.941383,83.3,3,32,265,88,3,8
2026-04-13 15:35:43,20260413,590,0.032743,58.8,3,32,265,88,3,8
2026-04-13 15:35:43,20260413,547,0.025874,76.9,3,32,265,88,3,8
2026-04-14 14:58:58,20260414,119,0.614874,85.0,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,599,0.382033,81.8,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,322,0.001324,88.0,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,30,0.00041,100.0,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,546,0.000408,100.0,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,330,0.000338,87.5,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,514,0.000282,64.0,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,283,0.000191,100.0,9,33,265,127,10,11
2026-04-14 14:58:58,20260414,45,0.00014,77.8,9,33,265,127,10,11
2026-04-15 15:07:01,20260415,178,0.841035,100.0,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,154,0.153732,83.3,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,401,0.001363,80.0,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,537,0.000899,66.7,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,504,0.000577,60.0,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,405,0.000468,60.0,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,242,0.000442,80.0,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,335,0.000353,47.6,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,571,0.000275,43.5,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,181,0.000244,66.7,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,513,0.000184,72.2,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,332,0.000172,69.2,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,452,0.000131,28.6,14,34,265,125,7,9
2026-04-15 15:07:01,20260415,285,0.000126,52.2,14,34,265,125,7,9
2026-04-15 15:36:29,20260415,178,0.837822,100.0,3,34,265,118,9,18
2026-04-15 15:36:29,20260415,154,0.161909,83.3,3,34,265,118,9,18
2026-04-15 15:36:29,20260415,415,0.000269,61.5,3,34,265,118,9,18
2026-04-16 15:05:42,20260416,576,0.55997,72.7,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,287,0.435913,71.0,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,408,0.0011,60.0,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,481,0.000732,60.0,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,86,0.000427,76.9,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,227,0.000323,50.5,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,497,0.000321,50.0,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,591,0.000281,60.0,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,105,0.000199,66.7,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,393,0.000189,66.7,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,164,0.000165,62.5,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,421,0.000161,70.0,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,62,0.000117,54.5,14,35,265,117,9,7
2026-04-16 15:05:42,20260416,152,0.000102,47.1,14,35,265,117,9,7
2026-04-16 15:48:40,20260416,576,0.99618,72.7,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,287,0.001705,71.0,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,393,0.000685,64.1,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,45,0.000416,66.7,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,265,0.000256,75.0,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,481,0.00025,80.0,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,381,0.000202,57.7,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,297,0.000189,85.7,9,35,265,117,7,14
2026-04-16 15:48:40,20260416,86,0.00012,76.9,9,35,265,117,7,14
2026-04-17 15:35:23,20260417,584,0.985825,91.7,2,36,265,128,11,17
2026-04-17 15:35:23,20260417,94,0.014175,85.7,2,36,265,128,11,17
2026-04-21 15:40:19,20260421,154,1.0,50.0,1,37,265,207,2,9
2026-04-22 14:47:13,20260422,325,0.363466,75.0,5,38,265,214,10,15
2026-04-22 14:47:13,20260422,119,0.325403,70.0,5,38,265,214,10,15
2026-04-22 14:47:13,20260422,584,0.209025,50.0,5,38,265,214,10,15
2026-04-22 14:47:13,20260422,178,0.101912,50.0,5,38,265,214,10,15
2026-04-22 14:47:13,20260422,580,0.000194,80.0,5,38,265,214,10,15
2026-04-22 15:54:20,20260422,325,0.304478,75.0,5,38,265,212,11,14
2026-04-22 15:54:20,20260422,119,0.276163,80.0,5,38,265,212,11,14
2026-04-22 15:54:20,20260422,584,0.216957,58.3,5,38,265,212,11,14
2026-04-22 15:54:20,20260422,559,0.149312,75.0,5,38,265,212,11,14
2026-04-22 15:54:20,20260422,178,0.05309,62.5,5,38,265,212,11,14
2026-04-23 14:51:46,20260423,590,0.998922,44.4,6,39,265,232,11,13
2026-04-23 14:51:46,20260423,289,0.000373,19.0,6,39,265,232,11,13
2026-04-23 14:51:46,20260423,213,0.000241,44.4,6,39,265,232,11,13
2026-04-23 14:51:46,20260423,185,0.000179,66.7,6,39,265,232,11,13
2026-04-23 14:51:46,20260423,401,0.000164,86.7,6,39,265,232,11,13
2026-04-23 14:51:46,20260423,380,0.00012,37.5,6,39,265,232,11,13
2026-04-23 15:37:44,20260423,185,0.515039,66.7,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,401,0.478198,86.7,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,151,0.004141,33.3,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,154,0.000909,50.0,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,376,0.000393,35.7,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,581,0.000254,37.5,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,213,0.000224,55.6,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,384,0.000207,80.0,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,590,0.000185,33.3,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,389,0.000185,61.1,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,62,0.000141,36.4,12,39,265,230,8,9
2026-04-23 15:37:44,20260423,487,0.000125,36.4,12,39,265,230,8,9
2026-04-24 10:55:12,20260423,401,0.676297,86.7,2,39,265,230,3,5
2026-04-24 10:55:12,20260423,185,0.323703,66.7,2,39,265,230,3,5
2026-04-24 16:03:24,20260424,483,0.820905,100.0,3,40,265,210,3,4
2026-04-24 16:03:24,20260424,556,0.172472,71.4,3,40,265,210,3,4
2026-04-24 16:03:24,20260424,599,0.006623,81.8,3,40,265,210,3,4
2026-04-30 15:40:33,20260430,390,0.54248,54.5,3,43,265,224,4,3
2026-04-30 15:40:33,20260430,547,0.377706,61.5,3,43,265,224,4,3
2026-04-30 15:40:33,20260430,289,0.079815,61.9,3,43,265,224,4,3
2026-05-04 08:13:41,20260430,390,0.54248,54.5,3,43,265,224,4,3
2026-05-04 08:13:41,20260430,547,0.377706,61.5,3,43,265,224,4,3
2026-05-04 08:13:41,20260430,289,0.079815,61.9,3,43,265,224,4,3
2026-05-05 14:24:17,20260505,151,1.0,76.2,1,44,266,239,2,7
2026-05-06 15:07:38,20260506,557,1.0,80.0,1,45,266,255,1,4
2026-05-06 15:49:07,20260506,557,1.0,80.0,1,45,266,255,2,5
2026-05-07 09:09:23,20260506,557,1.0,80.0,1,45,266,255,2,5
2026-05-07 14:52:06,20260507,378,0.715787,81.2,2,46,266,261,2,6
2026-05-07 14:52:06,20260507,154,0.284213,100.0,2,46,266,261,2,6
2026-05-07 18:17:27,20260507,378,0.645869,81.2,2,46,266,261,2,6
2026-05-07 18:17:27,20260507,154,0.354131,100.0,2,46,266,261,2,6
2026-05-08 15:00:44,20260508,159,0.814659,71.4,2,47,266,249,2,6
2026-05-08 15:00:44,20260508,178,0.185341,75.0,2,47,266,249,2,6
2026-05-11 20:19:19,20260511,590,1.0,4.8,1,48,266,252,0,7
2026-05-13 09:29:26,20260511,590,1.0,4.8,1,48,266,252,0,7
2026-05-14 22:23:11,20260514,591,1.0,100.0,1,49,266,252,2,7
2026-05-18 09:22:36,20260514,591,1.0,100.0,1,49,266,252,2,7
2026-05-19 18:24:32,20260519,379,0.62185,73.3,3,50,266,206,1,6
2026-05-19 18:24:32,20260519,426,0.226517,69.2,3,50,266,206,1,6
2026-05-19 18:24:32,20260519,557,0.151633,40.0,3,50,266,206,1,6
2026-05-20 15:52:16,20260520,405,1.0,60.0,1,51,267,256,1,8
2026-05-21 11:37:40,20260520,405,1.0,60.0,1,51,267,256,1,8
2026-05-26 18:25:00,20260526,426,1.0,57.7,1,52,267,255,1,8
2026-05-28 15:45:43,20260528,449,1.0,100.0,1,53,267,258,4,5
2026-06-01 11:21:01,20260528,449,1.0,100.0,1,53,267,258,4,5
