theme_no,테마명,테마등락률,종목코드,종목명,종목명.1,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,토론,Unnamed: 11,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
576,퓨리오사AI,6.44,293580,나우IB *,테마 편입 사유,2440.0,상한가  560,29.79,2440.0,0.0,23346827.0,53227.0,876887.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,317770,엑스페릭스 *,테마 편입 사유,3660.0,상승  320,9.58,3660.0,3665.0,1307418.0,4727.0,635629.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,389140,포바이포 *,테마 편입 사유,9630.0,상승  670,7.48,9630.0,9640.0,1300590.0,12537.0,297565.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,246690,TS인베스트먼트 *,테마 편입 사유,1726.0,상승  110,6.81,1721.0,1726.0,1881032.0,3240.0,564804.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,241520,DSC인베스트먼트 *,테마 편입 사유,15530.0,상승  820,5.57,15520.0,15530.0,3860704.0,61464.0,799867.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,096250,와이즈넛 *,테마 편입 사유,11310.0,상승  510,4.72,11300.0,11310.0,126326.0,1425.0,65952.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,393210,토마토시스템 *,테마 편입 사유,4660.0,상승  175,3.9,4660.0,4670.0,350820.0,1641.0,99941.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,088340,유라클 *,테마 편입 사유,12730.0,상승  340,2.74,12740.0,12750.0,75843.0,962.0,56200.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,309960,LB인베스트먼트 *,테마 편입 사유,5900.0,상승  70,1.2,5870.0,5880.0,117299.0,693.0,165179.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,054300,팬스타엔터프라이즈 *,테마 편입 사유,574.0,보합0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
576,퓨리오사AI,6.44,124500,아이티센글로벌 *,테마 편입 사유,53500.0,하락  500,-0.93,53400.0,53500.0,274365.0,14285.0,326013.0,,,0.558657,5.205368030000001,"6,226.05",134.66,2.21,2026-04-16 15:46:42
