theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
581,탈 플라스틱(친환경/생분해성 등),14.24,5.44,8,0,1,0.207469,14.94954398,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
590,2026 상반기 신규상장,9.67,-2.36,6,0,5,0.5,11.379999999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
170,골판지 제조,5.13,0.71,7,0,3,0.060068,5.33543256,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
124,제대혈,4.12,-0.37,3,0,2,0.430958,5.59387636,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
402,아스콘(아스팔트 콘크리트),3.46,0.56,6,0,3,0.134931,3.92146402,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
204,비료,2.64,-0.8,8,0,2,0.222217,3.39998214,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
63,제지,2.56,0.32,10,0,4,0.083505,2.8455871,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
543,의료AI,1.77,-0.52,14,0,16,0.174013,2.36512446,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
504,요소수,1.75,-0.51,3,1,1,0.079321,2.02127782,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
400,조림사업,1.24,-0.26,5,1,5,0.186854,1.87904068,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
149,원격진료/비대면진료(U-Healthcare),1.15,0.33,7,1,13,0.237293,1.9615420599999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
389,면역항암제,1.12,-0.65,18,0,18,0.253966,1.9885637200000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
66,줄기세포,1.0,0.24,7,0,11,0.343164,2.17362088,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
241,바이오시밀러(복제 바이오의약품),0.69,0.46,8,1,12,0.177339,1.2964993799999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
126,통신,0.59,-0.06,2,0,1,0.117303,0.99117626,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
330,페인트,0.5,-0.61,3,0,5,0.111751,0.8821884200000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
177,LPG(액화석유가스),0.39,-1.05,5,0,4,0.490787,2.0684915399999997,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
285,마스크,0.39,0.09,12,0,11,0.185793,1.02541206,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
376,유전자 치료제/분석,0.39,0.57,15,0,27,0.255605,1.2641691000000002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
487,건강기능식품,0.39,0.25,13,2,29,0.077185,0.6539727,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
311,고령화 사회(노인복지),0.38,-0.03,10,1,24,0.23858,1.1959436,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
527,윤활유,0.36,-0.02,2,1,4,0.390276,1.69474392,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
506,탈모 치료,0.32,-0.28,9,0,17,0.022729,0.39773318,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
44,시멘트/레미콘,0.3,-0.24,7,0,8,0.161184,0.85124928,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
421,日제품 불매운동(수혜),0.3,-0.18,4,2,14,0.133229,0.7556431799999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
302,음성인식,0.27,-0.23,2,0,9,0.300744,1.2985444800000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
13,리모델링/인테리어,0.26,-0.2,5,4,15,0.110766,0.6388197200000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
319,화학섬유,0.15,0.25,3,0,3,0.128588,0.5897709600000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
284,기업인수목적회사(SPAC),0.14,-0.06,29,29,20,0.053159,0.32180378,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
82,태풍 및 장마,0.11,-0.06,5,1,4,0.262217,1.0067821399999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
206,농업,0.11,-0.55,11,0,12,0.201703,0.79982426,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
165,은행,0.07,-1.1,7,0,4,0.44694,1.5985348000000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
563,낙태/피임,0.01,0.51,1,0,3,0.373161,1.28621062,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
38,홈쇼핑,-0.02,-0.72,2,0,3,0.069492,0.21766264,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
127,영상콘텐츠,-0.12,-0.62,10,0,25,0.208686,0.59370612,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
228,국내 상장 중국기업,-0.14,-1.32,5,0,6,0.317304,0.94517968,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
19,황사/미세먼지,-0.15,0.45,9,1,15,0.184669,0.48156798,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
105,사료,-0.15,-0.26,7,0,11,0.029914,-0.04769411999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
468,화이자(PFIZER),-0.16,0.14,1,1,3,0.235245,0.6445379,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
175,의료기기,-0.17,-0.01,17,2,70,0.281361,0.79225462,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
60,육계,-0.21,-0.3,4,0,5,0.179797,0.40490574,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
489,카카오뱅크(kakao BANK),-0.21,0.16,4,0,7,0.519386,1.56630012,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
597,오가노이드,-0.22,-0.61,3,0,5,0.5,1.49,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
325,종합상사,-0.27,-0.76,3,0,5,0.346361,0.9145546199999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
384,편의점,-0.27,-0.42,2,0,3,0.08108,0.007293599999999956,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
174,치아 치료(임플란트 등),-0.28,0.06,6,0,8,0.314147,0.7943827400000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
380,면세점,-0.28,-0.9,2,0,6,0.08202,0.0005083999999999644,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),-0.34,0.08,5,1,11,0.487755,1.3281220999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
435,재택근무/스마트워크,-0.41,0.98,5,0,11,0.287755,0.5741220999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
210,자전거,-0.42,1.12,1,0,1,0.192109,0.23701277999999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
16,구제역/광우병 수혜,-0.44,-0.48,8,1,11,0.168139,0.13503537999999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
59,광고,-0.44,-0.22,8,0,17,0.196435,0.2318077,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
180,석유화학,-0.44,-0.37,7,0,10,0.490725,1.2382795000000002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
481,마켓컬리(kurly),-0.45,0.73,4,0,6,0.28742,0.5329763999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
172,제약업체,-0.51,0.77,23,6,58,0.112189,-0.12631362000000002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
79,자원개발,-0.52,-0.3,4,0,10,0.461804,1.0593696799999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
310,리츠(REITs),-0.52,-0.22,6,4,13,0.148746,-0.011288680000000051,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
128,엔터테인먼트,-0.55,-1.14,7,1,23,0.048797,-0.38311426000000004,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
405,MLCC(적층세라믹콘덴서),-0.57,0.07,4,0,6,0.637938,1.6117479600000002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
72,철강 중소형,-0.58,-0.42,7,1,28,0.203882,0.11727644000000004,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
540,비만치료제,-0.59,0.08,11,0,25,0.215839,0.14816938000000002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
90,수산,-0.61,-0.4,3,1,6,0.173335,-0.017194299999999996,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
290,"스포츠행사 수혜(올림픽, 월드컵 등)",-0.64,-0.54,3,0,6,0.139531,-0.16280398000000007,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
493,mRNA(메신저 리보핵산),-0.65,-0.27,4,0,9,-0.002494,-0.65852948,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
598,콩/대두,-0.65,-0.33,1,1,3,0.5,1.06,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
323,셰일가스(Shale Gas),-0.71,-1.81,5,0,6,0.603403,1.3536382599999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
48,영화,-0.72,-0.3,4,0,8,0.200322,-0.03489876000000003,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
76,여름,-0.74,-0.07,7,0,21,0.179819,-0.12501901999999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
139,출산장려정책,-0.77,-0.53,6,0,16,0.067107,-0.54049406,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
110,화장품,-0.82,0.05,17,0,74,0.142937,-0.33115545999999996,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
266,겨울,-0.82,-0.48,4,0,18,0.149005,-0.3104028999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
56,NI(네트워크통합),-0.84,1.07,1,0,6,0.255145,0.03259590000000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
86,"주류업(주정, 에탄올 등)",-0.84,0.05,4,1,8,0.103404,-0.48635832,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
270,모바일콘텐츠(스마트폰/태블릿PC),-0.86,-0.13,3,0,29,0.349837,0.33644254000000007,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
232,미디어(방송/신문),-0.88,-0.16,2,0,10,0.135226,-0.41752708,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
377,치매,-0.89,-0.52,13,4,33,0.081769,-0.61035002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
313,남-북-러 가스관사업,-0.92,-0.47,3,0,11,0.425606,0.5355725199999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
511,니켈,-0.93,0.17,2,0,12,0.35488,0.2836895999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
98,음원/음반,-0.96,-1.37,3,1,11,0.026165,-0.8705157,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
52,교육/온라인 교육,-0.97,-0.45,8,0,19,0.298331,0.050292020000000104,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
525,렌터카,-0.97,0.07,0,0,4,0.065427,-0.74623966,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
297,공작기계,-1.0,0.54,4,1,8,0.116663,-0.6010125399999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
121,남북경협,-1.02,-0.63,7,0,22,0.350191,0.17765321999999983,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
580,유심(USIM),-1.05,0.32,1,0,4,0.369213,0.21270846,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
408,마리화나(대마),-1.06,-0.48,2,1,7,0.161438,-0.50788204,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
167,타이어,-1.07,0.54,2,0,7,0.299876,-0.0444240800000002,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
223,강관업체(Steel pipe),-1.08,-1.0,2,0,9,0.433156,0.40139351999999984,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
447,코로나19(진단키트),-1.1,-0.18,7,1,32,0.184158,-0.4701796400000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
113,음식료업종,-1.14,-0.07,9,1,56,0.09173,-0.8262833999999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
316,엔젤산업,-1.16,-0.64,3,2,20,0.133206,-0.7044354799999999,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
33,LED,-1.2,1.35,12,3,24,0.455069,0.3563359800000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
343,인터넷은행,-1.22,-0.22,6,0,25,0.408249,0.17621157999999992,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
470,마이크로바이옴,-1.22,0.92,3,0,15,0.214696,-0.48573968,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
32,패션/의류,-1.24,-0.25,13,2,43,0.140377,-0.7599106600000001,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
523,리튬,-1.27,0.15,3,0,20,0.779965,1.3974802999999998,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
27,자동차부품,-1.28,-0.23,23,2,122,0.344112,-0.10313696000000006,"5,449.18",-193.03,-3.42,2026-03-26 15:02:35
