theme_no,테마명,등락률,평균등락률,상승종목수,보합종목수,하락종목수,Beta,베타조정수익률,코스피지수,코스피등락,코스피등락률,코스피조회시간
124,제대혈,7.18,2.5,4,0,1,0.430958,7.352383199999999,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
119,창투사,6.11,2.2,17,1,2,0.368216,6.2572864,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
503,2차전지(LFP/리튬인산철),5.08,1.05,12,0,0,0.571104,5.3084416,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
597,오가노이드,4.03,0.92,5,0,3,0.5,4.23,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
482,두나무(Dunamu),3.41,1.7,9,1,1,0.593077,3.6472308,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
579,2차전지(나트륨이온),3.39,1.72,7,0,2,0.716009,3.6764036,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
66,줄기세포,3.35,1.77,13,1,4,0.343164,3.4872656,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
268,전기자전거,3.32,0.29,4,0,0,0.287817,3.4351268,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
576,퓨리오사AI,3.12,0.37,9,0,2,0.558657,3.3434628,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
92,통신장비,3.09,5.75,30,0,15,0.60181,3.330724,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
481,마켓컬리(kurly),2.77,1.82,5,0,5,0.28742,2.884968,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
376,유전자 치료제/분석,2.72,2.09,29,1,12,0.255605,2.822242,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
407,호텔/리조트,2.69,0.05,13,0,1,0.070259,2.7181036,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
487,건강기능식품,2.41,1.11,32,3,9,0.077185,2.440874,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
324,일자리(취업),2.39,0.61,8,0,1,0.33736,2.524944,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
42,게임,2.38,0.61,25,2,4,0.387229,2.5348916,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
380,면세점,2.38,0.87,5,1,2,0.08202,2.412808,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
110,화장품,2.28,0.71,62,4,25,0.142937,2.3371747999999997,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
373,5G(5세대 이동통신),2.27,4.8,29,1,22,0.568068,2.4972272,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
590,2026 상반기 신규상장,2.11,4.14,6,0,6,0.5,2.31,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
467,모더나(MODERNA),2.07,1.55,6,0,0,0.27897,2.1815879999999996,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
155,반도체 대표주(생산),2.06,-1.07,1,0,2,1.35572,2.602288,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
210,자전거,2.0,1.25,1,0,1,0.192109,2.0768436,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
378,건설기계,1.89,0.12,8,1,7,0.410589,2.0542355999999997,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
136,소매유통,1.88,0.99,13,2,5,0.147498,1.9389991999999998,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
448,코로나19(치료제/백신 개발 등),1.88,0.52,20,1,7,0.265703,1.9862811999999999,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
506,탈모 치료,1.87,1.01,17,0,9,0.022729,1.8790916000000002,"5,438.87",-21.59,-0.40,2026-03-27 15:56:36
