정기변경일,직전정기변경일,종목코드,종목명,케이스,이전섹터,신규섹터,이전비중_T1,신규비중_T,비중변화량(Δw)_회귀기준,이전비중_prevRebal,이전AUM_cur(백만원),신규AUM_cur(백만원),이전금액(백만원),신규금액(백만원),차이(백만원),차이(억원),이득여부,전날종가(T-1),당일종가(T),종목수익률,코스피수익률(벤치마크),초과수익률,초과승리여부
2025-03-13,2024-09-12,A066970,엘앤에프,대형주→중형주,대형주,중형주,0.00161099,0.01115615,0.00954516,0.00194415,26692509,7290054,51894.3,81329.0,29434.7,294.35,1,75500.0,76100.0,0.007947,-0.000458,0.008405,1
2025-03-13,2024-09-12,A011170,롯데케미칼,대형주→중형주,대형주,중형주,0.00188343,0.01302635,0.01114291,0.00202963,26692509,7290054,54175.9,94962.8,40786.9,407.87,1,74900.0,75400.0,0.006676,-0.000458,0.007134,1
2025-03-13,2024-09-12,A002240,고려제강,중형주→소형주,중형주,소형주,0.00197675,0.00575762,0.00378087,0.00196799,7290054,769640,14346.7,4431.3,-9915.4,-99.15,0,18050.0,17770.0,-0.015512,-0.000458,-0.015054,0
2025-03-13,2024-09-12,A011780,금호석유화학,대형주→중형주,대형주,중형주,0.00179008,0.01225441,0.01046434,0.00217211,26692509,7290054,57979.0,89335.3,31356.4,313.56,1,111400.0,111000.0,-0.003591,-0.000458,-0.003132,0
2025-03-13,2024-09-12,A003280,흥아해운,중형주→소형주,중형주,소형주,0.00167636,0.00490479,0.00322843,0.0019701,7290054,769640,14362.2,3774.9,-10587.2,-105.87,0,1719.0,1700.0,-0.011053,-0.000458,-0.010595,0
2025-03-13,2024-09-12,A019170,신풍제약,중형주→소형주,중형주,소형주,0.00176444,0.00518842,0.00342398,0.00279815,7290054,769640,20398.7,3993.2,-16405.4,-164.05,0,8210.0,8160.0,-0.00609,-0.000458,-0.005632,0
2025-03-13,2024-09-12,A298040,효성중공업,중형주→대형주,중형주,대형주,0.01611196,0.00234271,-0.01376924,0.01144383,7290054,26692509,83426.1,62532.8,-20893.3,-208.93,0,426000.0,429500.0,0.008216,-0.000458,0.008674,1
2025-03-13,2024-09-12,A031430,신세계인터내셔날,중형주→소형주,중형주,소형주,0.00149437,0.00442548,0.00293111,0.00195909,7290054,769640,14281.8,3406.0,-10875.8,-108.76,0,10320.0,10330.0,0.000969,-0.000458,0.001427,1
2025-03-13,2024-09-12,A377300,카카오페이,중형주→대형주,중형주,대형주,0.01698508,0.00241016,-0.01457492,0.01329344,7290054,26692509,96909.9,64333.2,-32576.7,-325.77,0,31100.0,30600.0,-0.016077,-0.000458,-0.015619,0
2025-03-13,2024-09-12,A170900,동아에스티,중형주→소형주,중형주,소형주,0.00175244,0.0051235,0.00337107,0.00267981,7290054,769640,19536.0,3943.3,-15592.7,-155.93,0,47100.0,45650.0,-0.030786,-0.000458,-0.030327,0
2025-03-13,2024-09-12,A017810,풀무원,소형주→중형주,소형주,중형주,0.0078954,0.00267434,-0.00522107,0.00496558,769640,7290054,3821.7,19496.1,15674.3,156.74,1,17330.0,17370.0,0.002308,-0.000458,0.002766,1
2025-03-13,2024-09-12,A241590,화승엔터프라이즈,소형주→중형주,소형주,중형주,0.00604643,0.00204333,-0.00400309,0.00537681,769640,7290054,4138.2,14896.0,10757.8,107.58,1,8350.0,8350.0,0.0,-0.000458,0.000458,1
2025-03-13,2024-09-12,A006110,삼아알미늄,중형주→소형주,중형주,소형주,0.00181407,0.00533173,0.00351766,0.00277218,7290054,769640,20209.3,4103.5,-16105.8,-161.06,0,30400.0,30200.0,-0.006579,-0.000458,-0.006121,0
2025-03-13,2024-09-12,A100840,SNT에너지,소형주→중형주,소형주,중형주,0.00787214,0.0028566,-0.00501554,0.00313324,769640,7290054,2411.5,20824.8,18413.3,184.13,1,31850.0,34200.0,0.073783,-0.000458,0.074242,1
2025-03-13,2024-09-12,A017940,E1,중형주→소형주,중형주,소형주,0.00165837,0.00493932,0.00328095,0.00206652,7290054,769640,15065.0,3801.5,-11263.5,-112.64,0,59600.0,60000.0,0.006711,-0.000458,0.00717,1
2025-03-13,2024-09-12,A306200,세아제강,소형주→중형주,소형주,중형주,0.00656596,0.00230826,-0.00425771,0.00381508,769640,7290054,2936.2,16827.3,13891.1,138.91,1,193700.0,201500.0,0.040268,-0.000458,0.040727,1
2025-03-13,2024-09-12,A130660,한전산업,중형주→소형주,중형주,소형주,0.00142808,0.00421724,0.00278916,0.00210958,7290054,769640,15379.0,3245.8,-12133.2,-121.33,0,10800.0,10780.0,-0.001852,-0.000458,-0.001394,0
