정기변경일,직전정기변경일,종목코드,종목명,케이스,이전섹터,신규섹터,이전비중_T1,신규비중_T,비중변화량(Δw)_회귀기준,이전비중_prevRebal,이전AUM_cur(백만원),신규AUM_cur(백만원),이전금액(백만원),신규금액(백만원),차이(백만원),차이(억원),이득여부,전날종가(T-1),당일종가(T),종목수익률,코스피수익률(벤치마크),초과수익률,초과승리여부
2025-03-13,2024-09-12,A003960,사조대림,중형주→소형주,중형주,소형주,0.00157238,0.00441555,0.00284316,0.00199953,7290054,769640,14576.7,3398.4,-11178.3,-111.78,0,42300.0,40150.0,-0.050827,-0.000458,-0.050369,0
2025-03-13,2024-09-12,A001040,CJ,대형주→중형주,대형주,중형주,0.0018061,0.01288006,0.01107395,0.0021255,26692509,7290054,56734.9,93896.3,37161.4,371.61,1,105300.0,109300.0,0.037987,-0.000458,0.038445,1
2025-03-13,2024-09-12,A005690,파미셀,소형주→중형주,소형주,중형주,0.00878672,0.00306392,-0.00572279,0.00384698,769640,7290054,2960.8,22336.2,19375.4,193.75,1,12250.0,12640.0,0.031837,-0.000458,0.032295,1
2025-03-13,2024-09-12,A284740,쿠쿠홈시스,중형주→소형주,중형주,소형주,0.00191573,0.00574858,0.00383285,0.00200268,7290054,769640,14599.7,4424.3,-10175.3,-101.75,0,21050.0,21350.0,0.014252,-0.000458,0.01471,1
2025-03-13,2024-09-12,A005070,코스모신소재,대형주→중형주,대형주,중형주,0.00094603,0.00632894,0.00538291,0.0020931,26692509,7290054,55870.1,46138.3,-9731.8,-97.32,0,49500.0,48200.0,-0.026263,-0.000458,-0.025804,0
2025-03-13,2024-09-12,A128940,한미약품,대형주→중형주,대형주,중형주,0.00183005,0.01252146,0.01069141,0.00242919,26692509,7290054,64841.1,91282.1,26441.0,264.41,1,243000.0,242000.0,-0.004115,-0.000458,-0.003657,0
2025-03-13,2024-09-12,A105630,한세실업,중형주→소형주,중형주,소형주,0.00197452,0.00569294,0.00371842,0.0024215,7290054,769640,17652.9,4381.5,-13271.4,-132.71,0,12170.0,11860.0,-0.025472,-0.000458,-0.025014,0
2025-03-13,2024-09-12,A460860,동국제강,소형주→중형주,소형주,중형주,0.00580432,0.00195751,-0.00384681,0.00486603,769640,7290054,3745.1,14270.3,10525.2,105.25,1,9790.0,9770.0,-0.002043,-0.000458,-0.001585,0
2025-03-13,2024-09-12,A475150,SK이터닉스,중형주→소형주,중형주,소형주,0.00200068,0.00576803,0.00376735,0.00277333,7290054,769640,20217.7,4439.3,-15778.4,-157.78,0,14640.0,14240.0,-0.027322,-0.000458,-0.026864,0
2025-03-13,2024-09-12,A161000,애경케미칼,중형주→소형주,중형주,소형주,0.00147007,0.00421503,0.00274495,0.00221936,7290054,769640,16179.2,3244.1,-12935.2,-129.35,0,7450.0,7220.0,-0.030872,-0.000458,-0.030414,0
2025-03-13,2024-09-12,A451800,한화리츠,소형주→중형주,소형주,중형주,0.00799557,0.0026984,-0.00529717,0.00425535,769640,7290054,3275.1,19671.5,16396.4,163.96,1,3725.0,3720.0,-0.001342,-0.000458,-0.000884,0
2025-03-13,2024-09-12,A097230,HJ중공업,소형주→중형주,소형주,중형주,0.00778277,0.00270411,-0.00507866,0.00272952,769640,7290054,2100.7,19713.1,17612.3,176.12,1,7820.0,8040.0,0.028133,-0.000458,0.028591,1
2025-03-13,2024-09-12,A462870,시프트업,대형주→중형주,대형주,중형주,0.00189638,0.01255774,0.01066135,0.00212651,26692509,7290054,56761.9,91546.6,34784.7,347.85,1,55300.0,53300.0,-0.036166,-0.000458,-0.035708,0
2025-03-13,2024-09-12,A006260,LS,중형주→대형주,중형주,대형주,0.0132958,0.00228101,-0.01101479,0.01359859,7290054,26692509,99134.4,60886.0,-38248.5,-382.48,0,101800.0,121100.0,0.189587,-0.000458,0.190046,1
2025-03-13,2024-09-12,A077970,STX엔진,소형주→중형주,소형주,중형주,0.00670969,0.00236505,-0.00434464,0.00534346,769640,7290054,4112.5,17241.4,13128.8,131.29,1,24400.0,25450.0,0.043033,-0.000458,0.043491,1
2025-03-13,2024-09-12,A145990,삼양사,중형주→소형주,중형주,소형주,0.00188874,0.00553227,0.00364353,0.00204139,7290054,769640,14881.9,4257.9,-10624.0,-106.24,0,45150.0,44700.0,-0.009967,-0.000458,-0.009508,0
2025-03-13,2024-09-12,A000150,두산,중형주→대형주,중형주,대형주,0.02292175,0.00319939,-0.01972237,0.01093174,7290054,26692509,79693.0,85399.6,5706.7,57.07,1,342000.0,331000.0,-0.032164,-0.000458,-0.031705,0
2025-03-13,2024-09-12,A403550,쏘카,중형주→소형주,중형주,소형주,0.00190758,0.00560034,0.00369276,0.00258509,7290054,769640,18845.5,4310.2,-14535.2,-145.35,0,14320.0,14210.0,-0.007682,-0.000458,-0.007223,0
2025-03-13,2024-09-12,A377740,바이오노트,소형주→중형주,소형주,중형주,0.00588508,0.00199705,-0.00388803,0.00562479,769640,7290054,4329.1,14558.6,10229.6,102.3,1,4825.0,4845.0,0.004145,-0.000458,0.004603,1
2025-03-13,2024-09-12,A036530,SNT홀딩스,소형주→중형주,소형주,중형주,0.00585534,0.00206436,-0.00379098,0.00437416,769640,7290054,3366.5,15049.3,11682.8,116.83,1,30050.0,31350.0,0.043261,-0.000458,0.04372,1
2025-03-13,2024-09-12,A079900,전진건설로봇,소형주→중형주,소형주,중형주,0.00971411,0.003271,-0.0064431,0.00317939,769640,7290054,2447.0,23845.8,21398.8,213.99,1,55700.0,55500.0,-0.003591,-0.000458,-0.003132,0
2025-03-13,2024-09-12,A000500,가온전선,소형주→중형주,소형주,중형주,0.00930237,0.00333073,-0.00597164,0.00290303,769640,7290054,2234.3,24281.2,22046.9,220.47,1,47050.0,49850.0,0.059511,-0.000458,0.059969,1
2025-03-13,2024-09-12,A009900,명신산업,중형주→소형주,중형주,소형주,0.00189414,0.00567321,0.00377906,0.00257582,7290054,769640,18777.9,4366.3,-14411.5,-144.12,0,8900.0,9010.0,0.01236,-0.000458,0.012818,1
2025-03-13,2024-09-12,A126560,현대퓨처넷,중형주→소형주,중형주,소형주,0.00150414,0.00443026,0.00292612,0.00191945,7290054,769640,13992.9,3409.7,-10583.2,-105.83,0,3365.0,3350.0,-0.004458,-0.000458,-0.003999,0
2025-03-13,2024-09-12,A000880,한화,중형주→대형주,중형주,대형주,0.0138947,0.00200166,-0.01189304,0.00885881,7290054,26692509,64581.2,53429.4,-11151.8,-111.52,0,45700.0,45650.0,-0.001094,-0.000458,-0.000636,0
2025-03-13,2024-09-12,A004020,현대제철,중형주→대형주,중형주,대형주,0.01577808,0.00234182,-0.01343626,0.01312408,7290054,26692509,95675.3,62509.1,-33166.1,-331.66,0,29150.0,30000.0,0.02916,-0.000458,0.029618,1
