정기변경일,직전정기변경일,종목코드,종목명,케이스,이전섹터,신규섹터,이전비중_T1,신규비중_T,비중변화량(Δw)_회귀기준,이전비중_prevRebal,이전AUM_cur(백만원),신규AUM_cur(백만원),이전금액(백만원),신규금액(백만원),차이(백만원),차이(억원),이득여부,전날종가(T-1),당일종가(T),종목수익률,코스피수익률(벤치마크),초과수익률,초과승리여부
2024-09-12,2024-03-14,A210980,SK디앤디,중형주→소형주,중형주,소형주,0.00073597,0.0020454,0.00130943,0.00225026,3992360,1591304,8983.8,3254.9,-5729.0,-57.29,0,9260.0,9050.0,-0.022678,0.023363,-0.046041,0
2024-09-12,2024-03-14,A010120,LS ELECTRIC,중형주→대형주,중형주,대형주,0.01799409,0.00256116,-0.01543293,0.01069095,3992360,39304208,42682.1,100664.3,57982.2,579.82,1,140500.0,145200.0,0.033452,0.023363,0.010089,1
2024-09-12,2024-03-14,A034310,NICE,중형주→소형주,중형주,소형주,0.00179637,0.00513561,0.00333924,0.00194777,3992360,1591304,7776.2,8172.3,396.1,3.96,1,11220.0,11280.0,0.005348,0.023363,-0.018015,0
2024-09-12,2024-03-14,A377300,카카오페이,대형주→중형주,대형주,중형주,0.00187673,0.01329344,0.0114167,0.00309118,39304208,3992360,121496.4,53072.2,-68424.2,-684.24,0,23050.0,23900.0,0.036876,0.023363,0.013513,1
2024-09-12,2024-03-14,A071970,HD현대마린엔진,소형주→중형주,소형주,중형주,0.00709461,0.00238123,-0.00471338,0.00353598,1591304,3992360,5626.8,9506.7,3879.9,38.8,1,17000.0,16990.0,-0.000588,0.023363,-0.023951,0
2024-09-12,2024-03-14,A130660,한전산업,소형주→중형주,소형주,중형주,0.0057601,0.00210958,-0.00365052,0.00295608,1591304,3992360,4704.0,8422.2,3718.2,37.18,1,14360.0,15660.0,0.090529,0.023363,0.067166,1
2024-09-12,2024-03-14,A006380,카프로,소형주→중형주,소형주,중형주,0.00761072,0.00255596,-0.00505476,0.00033952,1591304,3992360,540.3,10204.3,9664.1,96.64,1,3660.0,3660.0,0.0,0.023363,-0.023363,0
2024-09-12,2024-03-14,A286940,롯데이노베이트,중형주→소형주,중형주,소형주,0.00149845,0.00438965,0.00289121,0.00233248,3992360,1591304,9312.1,6985.3,-2326.8,-23.27,0,23200.0,23900.0,0.030172,0.023363,0.006809,1
2024-09-12,2024-03-14,A034120,SBS,중형주→소형주,중형주,소형주,0.00120062,0.00343218,0.00223156,0.00207546,3992360,1591304,8286.0,5461.6,-2824.4,-28.24,0,15160.0,15240.0,0.005277,0.023363,-0.018086,0
2024-09-12,2024-03-14,A361610,SK아이이테크놀로지,대형주→중형주,대형주,중형주,0.00142105,0.00985503,0.00843398,0.0029685,39304208,3992360,116674.4,39344.8,-77329.5,-773.3,0,32950.0,33450.0,0.015175,0.023363,-0.008189,0
2024-09-12,2024-03-14,A003960,사조대림,소형주→중형주,소형주,중형주,0.00585238,0.00199953,-0.00385285,0.00384687,1591304,3992360,6121.5,7982.8,1861.3,18.61,1,51900.0,52800.0,0.017341,0.023363,-0.006022,0
2024-09-12,2024-03-14,A003230,삼양식품,중형주→대형주,중형주,대형주,0.01614377,0.00225885,-0.01388492,0.00571848,3992360,39304208,22830.3,88782.4,65952.1,659.52,1,502000.0,510000.0,0.015936,0.023363,-0.007427,0
