정기변경일,직전정기변경일,종목코드,종목명,케이스,이전섹터,신규섹터,이전비중_T1,신규비중_T,비중변화량(Δw)_회귀기준,이전비중_prevRebal,이전AUM_cur(백만원),신규AUM_cur(백만원),이전금액(백만원),신규금액(백만원),차이(백만원),차이(억원),이득여부,전날종가(T-1),당일종가(T),종목수익률,코스닥수익률(벤치마크),초과수익률,초과승리여부
2024-09-12,2024-03-14,A376300,디어유,대형주→중형주,대형주,중형주,0.00271414,0.00640229,0.00368815,0.00354259,1282181,911474,4542.2,5835.5,1293.3,12.93,1,18240.0,18610.0,0.020285,0.030462,-0.010176,0
2024-09-12,2024-03-14,A199430,케이엔알시스템,중형주→소형주,중형주,소형주,0.00134009,0.00087081,-0.00046928,0.00359029,911474,331638,3272.5,288.8,-2983.7,-29.84,0,8360.0,9100.0,0.088517,0.030462,0.058055,1
2024-09-12,2024-03-14,A950140,잉글우드랩,소형주→중형주,소형주,중형주,0.00222861,0.00379493,0.00156632,0.00170909,331638,911474,566.8,3459.0,2892.2,28.92,1,12430.0,13180.0,0.060338,0.030462,0.029876,1
2024-09-12,2024-03-14,A211050,인카금융서비스,소형주→중형주,소형주,중형주,0.00204476,0.00328374,0.00123898,0.00177181,331638,911474,587.6,2993.0,2405.4,24.05,1,4410.0,4410.0,0.0,0.030462,-0.030462,0
2024-09-12,2024-03-14,A108230,톱텍,중형주→소형주,중형주,소형주,0.00307902,0.00186153,-0.00121749,0.00361514,911474,331638,3295.1,617.4,-2677.8,-26.78,0,5490.0,5560.0,0.01275,0.030462,-0.017711,0
2024-09-12,2024-03-14,A079810,디이엔티,중형주→소형주,중형주,소형주,0.00246934,0.00145861,-0.00101073,0.00401641,911474,331638,3660.9,483.7,-3177.1,-31.77,0,7600.0,7520.0,-0.010526,0.030462,-0.040988,0
2024-09-12,2024-03-14,A090360,로보스타,중형주→소형주,중형주,소형주,0.00315668,0.00197889,-0.00117779,0.0040483,911474,331638,3689.9,656.3,-3033.6,-30.34,0,21950.0,23050.0,0.050114,0.030462,0.019652,1
2024-09-12,2024-03-14,A080160,모두투어,중형주→소형주,중형주,소형주,0.00302749,0.00187556,-0.00115193,0.00363486,911474,331638,3313.1,622.0,-2691.1,-26.91,0,10860.0,11270.0,0.037753,0.030462,0.007292,1
2024-09-12,2024-03-14,A270520,앱튼,중형주→소형주,중형주,소형주,0.00281527,0.00176873,-0.00104654,0.00480266,911474,331638,4377.5,586.6,-3790.9,-37.91,0,1202.0,1265.0,0.052413,0.030462,0.021951,1
2024-09-12,2024-03-14,A047310,파워로직스,중형주→소형주,중형주,소형주,0.00273244,0.00168277,-0.00104967,0.00403407,911474,331638,3676.9,558.1,-3118.9,-31.19,0,5060.0,5220.0,0.031621,0.030462,0.001159,1
2024-09-12,2024-03-14,A013120,동원개발,소형주→중형주,소형주,중형주,0.00211015,0.00340191,0.00129176,0.00191178,331638,911474,634.0,3100.7,2466.7,24.67,1,2575.0,2585.0,0.003883,0.030462,-0.026578,0
2024-09-12,2024-03-14,A183300,코미코,중형주→대형주,중형주,대형주,0.00850164,0.00353036,-0.00497127,0.00740263,911474,1282181,6747.3,4526.6,-2220.7,-22.21,0,55100.0,57900.0,0.050817,0.030462,0.020355,1
2024-09-12,2024-03-14,A033790,피노,소형주→중형주,소형주,중형주,0.00224083,0.00369122,0.00145039,0.00017024,331638,911474,56.5,3364.5,3308.0,33.08,1,10880.0,11160.0,0.025735,0.030462,-0.004726,0
2024-09-12,2024-03-14,A052020,에스티큐브,소형주→중형주,소형주,중형주,0.00211112,0.00345121,0.00134009,0.00215989,331638,911474,716.3,3145.7,2429.4,24.29,1,5010.0,5100.0,0.017964,0.030462,-0.012497,0
2024-09-12,2024-03-14,A950130,엑세스바이오,소형주→중형주,소형주,중형주,0.00220962,0.00363051,0.00142088,0.00209925,331638,911474,696.2,3309.1,2612.9,26.13,1,6490.0,6640.0,0.023112,0.030462,-0.007349,0
2024-09-12,2024-03-14,A282880,코윈테크,중형주→소형주,중형주,소형주,0.00224326,0.00138724,-0.00085602,0.00357499,911474,331638,3258.5,460.1,-2798.5,-27.98,0,13650.0,14140.0,0.035897,0.030462,0.005436,1
2024-09-12,2024-03-14,A024850,HLB이노베이션,소형주→중형주,소형주,중형주,0.00246299,0.00398179,0.0015188,0.00201875,331638,911474,669.5,3629.3,2959.8,29.6,1,2995.0,3015.0,0.006678,0.030462,-0.023784,0
2024-09-12,2024-03-14,A441270,파인엠텍,중형주→소형주,중형주,소형주,0.00289152,0.00182061,-0.00107091,0.00420845,911474,331638,3835.9,603.8,-3232.1,-32.32,0,5300.0,5590.0,0.054717,0.030462,0.024255,1
2024-09-12,2024-03-14,A148150,세경하이테크,중형주→소형주,중형주,소형주,0.00284041,0.00173985,-0.00110055,0.00365908,911474,331638,3335.2,577.0,-2758.2,-27.58,0,5370.0,5510.0,0.026071,0.030462,-0.004391,0
2024-09-12,2024-03-14,A078150,HB테크놀러지,소형주→중형주,소형주,중형주,0.00215448,0.00350697,0.00135249,0.00170008,331638,911474,563.8,3196.5,2632.7,26.33,1,2575.0,2610.0,0.013592,0.030462,-0.016869,0
2024-09-12,2024-03-14,A900290,GRT,소형주→중형주,소형주,중형주,0.00224355,0.00379339,0.00154983,0.00189125,331638,911474,627.2,3457.6,2830.4,28.3,1,3690.0,3885.0,0.052846,0.030462,0.022384,1
2024-09-12,2024-03-14,A131970,두산테스나,대형주→중형주,대형주,중형주,0.00307019,0.00723372,0.00416354,0.00403748,1282181,911474,5176.8,6593.3,1416.6,14.17,1,28800.0,29350.0,0.019097,0.030462,-0.011364,0
2024-09-12,2024-03-14,A389020,자람테크놀로지,중형주→소형주,중형주,소형주,0.00296646,0.00190187,-0.00106459,0.00561664,911474,331638,5119.4,630.7,-4488.7,-44.89,0,32450.0,34850.0,0.07396,0.030462,0.043498,1
2024-09-12,2024-03-14,A322510,제이엘케이,소형주→중형주,소형주,중형주,0.00223664,0.00371244,0.0014758,0.0015814,331638,911474,524.5,3383.8,2859.3,28.59,1,11620.0,12010.0,0.033563,0.030462,0.003101,1
2024-09-12,2024-03-14,A054450,텔레칩스,중형주→소형주,중형주,소형주,0.00274307,0.00173355,-0.00100952,0.00526737,911474,331638,4801.1,574.9,-4226.2,-42.26,0,12280.0,13000.0,0.058632,0.030462,0.02817,1
2024-09-12,2024-03-14,A101670,하이드로리튬,중형주→소형주,중형주,소형주,0.00220782,0.00135624,-0.00085157,0.00379787,911474,331638,3461.7,449.8,-3011.9,-30.12,0,2930.0,3015.0,0.02901,0.030462,-0.001451,0
2024-09-12,2024-03-14,A064260,다날,중형주→소형주,중형주,소형주,0.00315777,0.00194885,-0.00120892,0.00351008,911474,331638,3199.3,646.3,-2553.0,-25.53,0,3105.0,3210.0,0.033816,0.030462,0.003355,1
2024-09-12,2024-03-14,A304100,솔트룩스,중형주→소형주,중형주,소형주,0.00257653,0.00158725,-0.00098928,0.00353686,911474,331638,3223.8,526.4,-2697.4,-26.97,0,14400.0,14860.0,0.031944,0.030462,0.001483,1
2024-09-12,2024-03-14,A323280,태성,소형주→중형주,소형주,중형주,0.00418491,0.00691525,0.00273034,0.0008193,331638,911474,271.7,6303.1,6031.4,60.31,1,17960.0,18480.0,0.028953,0.030462,-0.001508,0
2024-09-12,2024-03-14,A217330,싸이토젠,중형주→소형주,중형주,소형주,0.00223249,0.00133471,-0.00089778,0.00404985,911474,331638,3691.3,442.6,-3248.7,-32.49,0,6750.0,6760.0,0.001481,0.030462,-0.02898,0
2024-09-12,2024-03-14,A003800,에이스침대,소형주→중형주,소형주,중형주,0.00263708,0.00425103,0.00161395,0.00216322,331638,911474,717.4,3874.7,3157.3,31.57,1,26350.0,26450.0,0.003795,0.030462,-0.026666,0
2024-09-12,2024-03-14,A443670,에스피소프트,중형주→소형주,중형주,소형주,0.00276294,0.00173038,-0.00103256,0.00410978,911474,331638,3746.0,573.9,-3172.1,-31.72,0,7740.0,8120.0,0.049096,0.030462,0.018634,1
2024-09-12,2024-03-14,A237880,클리오,중형주→대형주,중형주,대형주,0.00819647,0.00334438,-0.00485209,0.00612234,911474,1282181,5580.4,4288.1,-1292.3,-12.92,0,30750.0,31750.0,0.03252,0.030462,0.002059,1
2024-09-12,2024-03-14,A317330,덕산테코피아,중형주→대형주,중형주,대형주,0.01182958,0.00484768,-0.0069819,0.00686744,911474,1282181,6259.5,6215.6,-43.9,-0.44,0,39200.0,40650.0,0.03699,0.030462,0.006528,1
2024-09-12,2024-03-14,A042000,카페24,중형주→대형주,중형주,대형주,0.00998071,0.00441064,-0.00557007,0.00601288,911474,1282181,5480.6,5655.2,174.7,1.75,1,27900.0,31200.0,0.11828,0.030462,0.087818,1
2024-09-12,2024-03-14,A144510,지씨셀,대형주→중형주,대형주,중형주,0.00311489,0.00746485,0.00434996,0.00351892,1282181,911474,4511.9,6804.0,2292.1,22.92,1,31450.0,32600.0,0.036566,0.030462,0.006104,1
2024-09-12,2024-03-14,A126600,BGF에코머티리얼즈,소형주→중형주,소형주,중형주,0.0020986,0.00344752,0.00134892,0.00182662,331638,911474,605.8,3142.3,2536.6,25.37,1,3705.0,3790.0,0.022942,0.030462,-0.00752,0
2024-09-12,2024-03-14,A220100,퓨쳐켐,소형주→중형주,소형주,중형주,0.00428829,0.0069027,0.00261441,0.00166613,331638,911474,552.6,6291.6,5739.1,57.39,1,21500.0,21550.0,0.002326,0.030462,-0.028136,0
2024-09-12,2024-03-14,A263720,디앤씨미디어,중형주→소형주,중형주,소형주,0.00307954,0.0019167,-0.00116284,0.00365527,911474,331638,3331.7,635.7,-2696.0,-26.96,0,16670.0,17380.0,0.042591,0.030462,0.01213,1
2024-09-12,2024-03-14,A084110,휴온스글로벌,소형주→중형주,소형주,중형주,0.00304681,0.00493869,0.00189188,0.00215242,331638,911474,713.8,4501.5,3787.7,37.88,1,26750.0,27000.0,0.009346,0.030462,-0.021116,0
2024-09-12,2024-03-14,A389260,대명에너지,소형주→중형주,소형주,중형주,0.00212639,0.00341483,0.00128844,0.00149242,331638,911474,494.9,3112.5,2617.6,26.18,1,13820.0,13820.0,0.0,0.030462,-0.030462,0
2024-09-12,2024-03-14,A402030,코난테크놀로지,중형주→소형주,중형주,소형주,0.00223391,0.0014241,-0.00080981,0.00421317,911474,331638,3840.2,472.3,-3367.9,-33.68,0,13260.0,14160.0,0.067873,0.030462,0.037412,1
2024-09-12,2024-03-14,A058970,엠로,중형주→대형주,중형주,대형주,0.00842738,0.00330266,-0.00512472,0.00738114,911474,1282181,6727.7,4234.6,-2493.1,-24.93,0,48200.0,47800.0,-0.008299,0.030462,-0.03876,0
2024-09-12,2024-03-14,A251970,펌텍코리아,소형주→중형주,소형주,중형주,0.00401724,0.00647835,0.00246111,0.00212868,331638,911474,706.0,5904.8,5198.9,51.99,1,35900.0,36050.0,0.004178,0.030462,-0.026283,0
2024-09-12,2024-03-14,A372170,윤성에프앤씨,대형주→중형주,대형주,중형주,0.00235074,0.00557359,0.00322285,0.00384113,1282181,911474,4925.0,5080.2,155.2,1.55,1,47000.0,48200.0,0.025532,0.030462,-0.00493,0
2024-09-12,2024-03-14,A452430,사피엔반도체,중형주→소형주,중형주,소형주,0.00137933,0.00089543,-0.0004839,0.00410273,911474,331638,3739.5,297.0,-3442.6,-34.43,0,11550.0,12560.0,0.087446,0.030462,0.056984,1
2024-09-12,2024-03-14,A100120,뷰웍스,소형주→중형주,소형주,중형주,0.00232869,0.00379044,0.00146175,0.00207927,331638,911474,689.6,3454.9,2765.3,27.65,1,25800.0,26150.0,0.013566,0.030462,-0.016896,0
2024-09-12,2024-03-14,A051360,토비스,소형주→중형주,소형주,중형주,0.00272679,0.00453132,0.00180453,0.00203517,331638,911474,674.9,4130.2,3455.2,34.55,1,18690.0,19340.0,0.034778,0.030462,0.004316,1
2024-09-12,2024-03-14,A307750,국전약품,중형주→소형주,중형주,소형주,0.00297831,0.00181686,-0.00116145,0.00359646,911474,331638,3278.1,602.5,-2675.5,-26.76,0,4115.0,4205.0,0.021871,0.030462,-0.00859,0
2024-09-12,2024-03-14,A033640,네패스,중형주→소형주,중형주,소형주,0.00288424,0.00170557,-0.00117867,0.00532837,911474,331638,4856.7,565.6,-4291.0,-42.91,0,8480.0,8400.0,-0.009434,0.030462,-0.039895,0
2024-09-12,2024-03-14,A078020,LS증권,소형주→중형주,소형주,중형주,0.00221049,0.00360214,0.00139166,0.0018337,331638,911474,608.1,3283.3,2675.1,26.75,1,4415.0,4480.0,0.014723,0.030462,-0.015739,0
2024-09-12,2024-03-14,A015750,성우하이텍,대형주→중형주,대형주,중형주,0.00311413,0.00767512,0.00456099,0.00393229,1282181,911474,5041.9,6995.7,1953.8,19.54,1,6210.0,6620.0,0.066023,0.030462,0.035561,1
2024-09-12,2024-03-14,A232140,와이씨,중형주→대형주,중형주,대형주,0.01396531,0.00669519,-0.00727012,0.00678359,911474,1282181,6183.1,8584.4,2401.4,24.01,1,11540.0,14000.0,0.213172,0.030462,0.18271,1
2024-09-12,2024-03-14,A047560,이스트소프트,중형주→소형주,중형주,소형주,0.00216002,0.00138041,-0.00077961,0.00429249,911474,331638,3912.5,457.8,-3454.7,-34.55,0,12620.0,13510.0,0.070523,0.030462,0.040061,1
