code,name,n_obs,r_squared,beta_mkt,beta_fx_stable_up,se_fx_stable_up,tstat_fx_stable_up,pval_fx_stable_up,beta_fx_stable_down,se_fx_stable_down,tstat_fx_stable_down,pval_fx_stable_down,beta_fx_normal_up,se_fx_normal_up,tstat_fx_normal_up,pval_fx_normal_up,beta_fx_normal_down,se_fx_normal_down,tstat_fx_normal_down,pval_fx_normal_down,beta_fx_crisis_up,se_fx_crisis_up,tstat_fx_crisis_up,pval_fx_crisis_up,beta_fx_crisis_down,se_fx_crisis_down,tstat_fx_crisis_down,pval_fx_crisis_down,wald_all_f,wald_all_p,wald_stable_asym_f,wald_stable_asym_p,wald_normal_asym_f,wald_normal_asym_p,wald_crisis_asym_f,wald_crisis_asym_p
A068270,셀트리온,1466,0.1599537372107932,0.7054159851560127,-0.046476376914801346,0.2865847303147188,-0.16217324929964821,0.8711694248872464,-0.32212997436454044,0.2217650077647887,-1.452573503869475,0.1463422071255356,-0.1995083111975192,0.25885015712017373,-0.7707482715758812,0.4408561537238973,-0.2198146749330167,0.2146092505420212,-1.02425535888061,0.3057146772549081,0.0729294398810876,0.3611483362372736,0.2019376321677781,0.8399654818537646,-0.6839569542509858,0.23726281861825219,-2.8826975850415453,0.00394285772183915,5.400910907612722,0.3689337251329976,0.5098405402389846,0.47520789313850176,0.0031939375843659467,0.9549316002005747,3.743060092177411,0.05302724724489316
A028260,삼성물산,1466,0.40505415102374387,1.0286132834562882,-0.13725552134850033,0.20688024517741008,-0.6634539766268979,0.5070398460741289,0.1232398972110654,0.18540568582206524,0.6647039796251952,0.5062398479400221,0.14385818817428328,0.2718174052978215,0.5292456824707842,0.5966350303757622,0.0664554108226778,0.2566532647964676,0.25893070511056454,0.7956887066177732,0.18517847400285428,0.20030453411810362,0.9244846843739908,0.35523402191883136,-0.04055047045858963,0.20961069621922537,-0.1934561126412134,0.8466017737868738,2.634608970868377,0.7561000809386982,0.8758191410462705,0.3493493456792087,0.03862793812980229,0.8441875942986006,0.6542835429413878,0.41858535153491805
A086790,하나금융지주,1466,0.320916183974734,0.8582728272106395,-0.21288093171140937,0.20401995544309587,-1.0434319096338835,0.296748301178997,0.22987573300658343,0.19195596035695087,1.1975441272004215,0.23109453880098973,-0.24332559455865896,0.27642086405244326,-0.8802721726262118,0.378711883693973,-0.22253730307572236,0.20959562381604194,-1.0617459421339783,0.2883510366493566,-0.9519502987819313,0.39364155892188835,-2.418317571419917,0.01559246190630443,-0.405316967762129,0.38852677597945906,-1.0432150184252877,0.2968487192927831,8.521044213169178,0.1297619182802789,2.42646718393132,0.11930149583466544,0.00322282805615023,0.9547284459001392,1.569982364394119,0.21020957484563552
A012330,현대모비스,1466,0.3113519710211914,0.908135940763009,0.06520724997994429,0.1799541564367666,0.3623547867473526,0.7170869219062105,0.4696784338006229,0.18422695295296743,2.5494555833018113,0.010789125354332445,-0.32024531979315507,0.2808623168340546,-1.140221740684314,0.254193932177733,-0.033456525847330026,0.21902752237451864,-0.15275032783378786,0.8785951705596337,-0.2702710546361661,0.22317890441520657,-1.2110062792196,0.22589299815955788,-0.1595309572387512,0.38360790850312926,-0.41586983402207367,0.6775052544629577,10.991642489117002,0.05154594032988086,2.509378535784579,0.11317055319457452,0.5967751392604369,0.43981110859146455,0.06406621215717065,0.8001808607117344
A005490,POSCO홀딩스,1466,0.295874643146281,0.9244402011846639,-0.022830852189518823,0.3259311832377232,-0.07004807567880601,0.9441553947256216,-0.012393000688259442,0.21634288580868588,-0.05728406849125001,0.9543189110147168,-0.5804135102452355,0.27130580249998193,-2.1393331985417974,0.03240869283800118,-0.909738722492067,0.4481615779161078,-2.029934664908652,0.04236318089426266,-0.2366382173528538,0.2542402501259719,-0.9307661443677916,0.35197454607011425,0.05786668512347999,0.2811841364186884,0.20579640750897635,0.8369499475313374,6.939698256474807,0.2251637969841529,0.0006476677727505248,0.9796965739724015,0.385175064534352,0.5348465596215588,0.7300089028100771,0.3928803027595136
A035720,카카오,1466,0.2554064811459815,0.8702808866761991,0.24031321327364327,0.2725946452076915,0.8815771604410908,0.37800551065634025,-1.1986502438587208,0.41442236365492297,-2.8923396731958237,0.0038238428888178523,0.6355173582783855,0.5721154438406996,1.110820141494624,0.2666457749843538,-0.8136584963139536,0.34977404064481604,-2.326240377398953,0.02000573074808832,-0.10314833546168624,0.3021526849817976,-0.3413781858926726,0.7328188949751233,-0.4640590701904857,0.2731736380872331,-1.6987695937274034,0.08936260482438531,8.580519609635536,0.12701173503564925,7.1115603912142396,0.00765884138497218,3.70329196368033,0.05430522583607873,0.6155621554706914,0.43270121346596324
A009540,HD한국조선해양,1466,0.2752468467620194,1.0059023861531142,-0.0865978987963368,0.278359752181323,-0.3111006462598339,0.7557241098687154,-0.1441687097907418,0.2253042069070893,-0.6398846775648266,0.5222475760961562,0.052997058963689926,0.32834381527231027,0.16140720945127926,0.8717726888041646,-0.08774889015223282,0.2403230122823378,-0.36512895423074637,0.715015148432325,-0.33861125506069356,0.3053964984416552,-1.108759454638554,0.26753396581730793,-0.28945906488292433,0.43023598052152145,-0.672791393532566,0.5010800138732934,1.266854531686642,0.938305080022959,0.024200467875230197,0.8763759183721371,0.10675077217282002,0.743874099582874,0.007820007815269082,0.9295342759087503
A373220,LG에너지솔루션,951,0.18352450747486249,0.800355842182729,-0.3347502889582681,0.42202003850718356,-0.7932094649874547,0.4276557939070851,-0.2441933923934062,0.21610764266343066,-1.1299618531942284,0.25849229878811997,-0.2295558299211921,0.4212464146495699,-0.5449442937387539,0.5857918311714987,-1.4082646980582079,0.6953301416278123,-2.0253180665537815,0.04283471455809612,0.21382321031877236,0.44004940247943686,0.48590728475938366,0.6270329032120026,-0.8125824195124669,0.5454858076321997,-1.4896490580381154,0.13631653563878446,4.951420533927305,0.4218376521864279,0.03379860011505148,0.8541358719848618,2.165004470989569,0.14118421232683268,1.6941431798344695,0.19305570613594253
A316140,우리금융지주,1466,0.34674394229950656,0.7529810274372414,-0.2830953599636561,0.19525419487837403,-1.44988106473205,0.1470916885028207,0.34620958988425377,0.15653762078867528,2.2116701923790854,0.026989461523478826,-0.21378876550357828,0.2227837228412634,-0.9596247103559977,0.33724412798818415,-0.08799953642894445,0.18164120373363465,-0.4844690225571848,0.6280530437396538,-0.7388510114109248,0.21685509244937962,-3.4071185650546547,0.0006565260106409717,-0.2835879032883681,0.4113469557553313,-0.6894129136500668,0.4905634591841006,17.900587048829475,0.003073612046742369,6.045144240145626,0.013944593766025767,0.1719821010069438,0.6783562262740948,1.1153965132965007,0.29091186748740766
A267260,HD현대일렉트릭,1466,0.17095413216070243,1.1042730242373069,0.7673386665571915,0.34376985274992916,2.2321290259136886,0.02560643654414394,0.5597324115302027,0.3624063839743017,1.544488276922554,0.12247008908175054,0.30875711891879015,0.44314574965698394,0.6967394342781872,0.4859658753074042,0.23305440637473365,0.45856758423518434,0.5082225922345345,0.6112972487034958,-0.8341721638975335,0.5238177791290644,-1.592485396896008,0.11127568173882965,-1.0646327835938336,0.6529160194636797,-1.6305815018420708,0.10297865499646662,8.405170537210978,0.13527441288364583,0.1470175208469496,0.7014019724154745,0.015632802483736663,0.9004988453348318,0.16410511742028597,0.6854048162530846
A207940,삼성바이오로직스,1466,0.14881446410130017,0.52080965720028,-0.14662795087272706,0.1908671654127881,-0.7682198798081118,0.4423565647726053,-0.0565480644911293,0.21700014895712974,-0.260589980066331,0.7944087175259156,0.10473711072396649,0.29725101669621457,0.35235240534435586,0.7245739910597804,-0.05206076830862153,0.2008957604405624,-0.2591431904508726,0.7955247615245019,-0.31429030694998755,0.2559239784958299,-1.2280611953487146,0.2194239965711937,-0.8766367861798446,0.6280216017926019,-1.3958704345162725,0.16275351527317505,3.1294572205952473,0.6800351716776349,0.08997878195784786,0.7642041316977028,0.15948676354878338,0.6896294811695813,0.6956636345027726,0.4042446234203285
A006400,삼성SDI,1466,0.3370139466546149,1.1357888094635464,0.18871216306872732,0.250884301427318,0.752188008556597,0.4519380039009797,-0.049444538421738266,0.23535483674273608,-0.21008507454548545,0.8336012743275981,-0.3930537712291121,0.3058028433005339,-1.2853175823575669,0.19868132852473008,-0.5423521305376203,0.32627860227526745,-1.6622362813729992,0.0964654080570917,-0.2092278611117629,0.35947997341978005,-0.582029254985614,0.5605469755653083,-0.5895473243237702,0.4619932741898049,-1.2760950370060173,0.2019219258042838,4.9632845032388815,0.42037743299536,0.5268944845569388,0.4679154168238858,0.10785203072999791,0.74260294607935,0.5453084028904188,0.46024104015864165
A329180,HD현대중공업,1039,0.11129855667246702,0.7930548226697917,-0.27242787341138364,0.37325792424584353,-0.7298649424839835,0.46547274322893706,0.20403120381170592,0.28456568193968795,0.7169916007473773,0.4733792792751088,0.4763710783204823,0.49253094919183327,0.9671901412533227,0.33344898971080206,-0.2970545135428705,0.3791927622423791,-0.7833865598758291,0.4334001461983764,0.12646039439152348,0.4557401051201147,0.2774835766498839,0.781408814831297,0.12406029850680701,0.5563787515112062,0.2229781388484752,0.8235525208641603,3.513911590482551,0.6212836804874908,0.846819936680505,0.3574535216427216,1.4051614739977276,0.2358612797167136,1.235757871321744e-05,0.9971951744187025
A010140,삼성중공업,1466,0.23392772313508947,0.9150514245849344,-0.14512492175980762,0.21966641826054897,-0.6606604819662203,0.5088300722298855,0.026943480684090356,0.20509850445799596,0.13136848927929828,0.8954838145170396,-0.3705196508106241,0.3151163473744163,-1.1758185632000184,0.23966738679955257,0.07715708008392123,0.25885042432134525,0.29807592661364907,0.7656452146648697,-0.8697247348752366,0.3584343493618238,-2.4264547647951216,0.015247150958477316,0.2876715067415793,0.2405996435303712,1.1956439441077815,0.23183553507303145,8.031217210345135,0.15452355694692835,0.32025664049882324,0.5714534542327563,1.0177485504970076,0.313053655211854,7.707082201918649,0.005500458808628397
A051910,LG화학,1466,0.3286512992712898,1.1109384396881126,-0.10765295389797995,0.2245023747597844,-0.47951810760651276,0.6315700894941795,0.0296993196655975,0.24704669822280245,0.12021743208570536,0.9043109091141005,0.04320872366338294,0.3524689734129262,0.12258872956957503,0.9024327796241574,-0.6223879506316097,0.32637490414641057,-1.9069724501624328,0.0565241551422036,-0.8552275479779295,0.35243236710265063,-2.4266430322752766,0.01523924194864655,-1.0642066077571362,0.39840043958131927,-2.671198377380094,0.007558096442042363,10.615970927828055,0.05954880962665541,0.1579619846554913,0.6910398411022034,1.8376160729466118,0.1752306152735318,0.19580723726877516,0.6581266232266841
A015760,한국전력,1466,0.15588587041396273,0.548671725057047,-0.24025967288739214,0.2260822217163488,-1.062709270385846,0.2879138155015635,-0.07281344221015207,0.20967176847317437,-0.34727346814679966,0.7283858812739954,-0.9291172388109772,0.28341729847009056,-3.278265807438103,0.0010444699242806318,-0.9202750243484386,0.4789922819344995,-1.9212731792498545,0.05469727660561043,0.1262304309833444,0.32526223561738427,0.3880881859639957,0.6979507743824173,0.05617447650358785,0.27513536873337824,0.2041703208213267,0.8382204033839867,13.379876272342317,0.020067430481463675,0.26544351429290935,0.6064048102928563,0.00023344380298751557,0.9878097015239121,0.024190203172883812,0.8764019281506386
A000810,삼성화재,1466,0.1254857563779136,0.6698216893606395,0.2739551022107943,0.22069021476795608,1.2413559092270736,0.2144742993416744,0.40324722683924047,0.29081320044946773,1.3866194045387203,0.16555784811503627,0.2425817994090835,0.41819636580609965,0.5800667323865714,0.5618696170233297,0.2587412277564196,0.21181328254291096,1.2215533636517888,0.2218765738497216,0.028804359821444955,0.2898415330880118,0.09937968349311198,0.9208368131244147,0.21704498441018574,0.26679651229002727,0.8135225702435046,0.4159185112371725,0.9990042125160907,0.9626460503909096,0.10632490530767354,0.744367611689235,0.0011805982629441785,0.9725902115526921,0.22044944318115028,0.6386976784229841
A042660,한화오션,1466,0.15372404615678736,0.943305550496694,-0.35883983461649216,0.36830872996381797,-0.9742908745381734,0.32991213434488464,-0.1558648046190731,0.3355875583473064,-0.4644534659946047,0.6423228916825163,-0.37745215459124615,0.4235999217541464,-0.8910581310501657,0.3728979850786833,-0.7115914485339428,0.4480729029953329,-1.588115335198823,0.1122602612356865,-0.6030894532428375,0.6166194347792432,-0.9780578087986318,0.32804573344480803,0.8720382665209065,0.4314623481466384,2.0211225157114576,0.04326708410815362,10.324455937098291,0.066546902032665,0.1394194589655785,0.7088588319817164,0.2309554498855633,0.6308162800624355,4.383855036533954,0.03628085215024167
