code,name,n_obs,r_squared,beta_mkt,beta_fx_crisis,beta_fx_normal,beta_fx_stable,se_fx_crisis,se_fx_normal,se_fx_stable,tstat_fx_crisis,tstat_fx_normal,tstat_fx_stable,pval_fx_crisis,pval_fx_normal,pval_fx_stable,wald_f,wald_p
A088350,한화생명,1466,0.1950166585565456,0.9266734931175087,0.3605276347124294,0.15086642019861557,-0.35425352488864026,0.2035192548865591,0.19397274301364817,0.2788363711766597,1.7714669548755286,0.7777712365907019,-1.2704710056070814,0.07648308310872123,0.43670388761104195,0.20391690451196964,4.7833082526469966,0.09147824209184172
A069960,현대백화점,1466,0.1749051185302809,0.5581309183380275,-0.07048316794626801,-0.37081616856294003,-0.33093187684073466,0.1432581867256667,0.1679578789687404,0.1757069232591044,-0.4920009777957071,-2.207792637295418,-1.883431060668733,0.6227186523082201,0.02725873155694481,0.05964197431152937,2.681425316284592,0.2616591286100967
A051600,한전KPS,1466,0.12793227150484032,0.5180404608867302,0.026534258955809804,-0.20054557107652946,-0.32031982249032986,0.12986803735820443,0.2751965878199094,0.1779771096309022,0.20431708598646578,-0.7287356746144247,-1.7997810120336546,0.8381057189052303,0.4661633661338821,0.07189522331069095,3.0660203932715526,0.21588483244065287
A011210,현대위아,1466,0.31970659762319353,1.1867170137302256,0.35964191897747194,-0.08143226421849825,-0.45310399499178305,0.15134364906559405,0.1956423996927075,0.3422510686838422,2.3763264675982474,-0.4162301441119239,-1.3238935870506874,0.017485984132527842,0.6772416038297773,0.18553838835012004,6.86974611707199,0.03222950123232311
A009970,영원무역홀딩스,1466,0.16626621356721838,0.5209252776041363,0.13816021218843452,-0.1118779014076966,-1.1142178934039335,0.19290487018768854,0.16858539972446945,0.4181646836343601,0.7162090415550955,-0.6636274647184527,-2.664543269699449,0.4738622809829005,0.506928774538027,0.007709294781669552,7.676528196753139,0.02153094452522438
A361610,SK아이이테크놀로지,1130,0.2171659909551409,1.1090808527604308,-0.22925063848423924,-0.45758392348937954,-0.9216248932457803,0.23287372182356184,0.3152550737082661,0.30532660237325426,-0.9844418541046566,-1.4514720353488209,-3.0184886809145985,0.32489830760406657,0.14664846369987855,0.0025403889152294076,4.0025799594433495,0.13516081601938995
A161890,한국콜마,1466,0.14574235518187684,0.5823724743515467,-0.24378667960650435,-0.13334896316035874,-0.6800251357471282,0.191439949050997,0.22222711392569752,0.22679855244868846,-1.2734368182555402,-0.6000571253647494,-2.998366296455878,0.2028630793329158,0.5484681649986416,0.002714312253395314,3.9245365821504956,0.14053927511662384
A073240,금호타이어,1466,0.17974879738901328,0.7109507912303723,-0.23912421742644352,-0.37572072296083325,-0.36519165687844624,0.16934961843661558,0.20950688294210681,0.1808718813553075,-1.4120150941818819,-1.7933574195013746,-2.0190626323008063,0.15794551682472013,0.0729157915294871,0.04348071011437746,0.44134183253446163,0.8019805556241271
A028670,팬오션,1466,0.2017313702543697,0.8477425012693938,-0.1638311034841446,-0.23261137742312685,-1.0271253345704023,0.20515300622865304,0.23341124886486875,0.7637051456806996,-0.7985800768697819,-0.9965731238505776,-1.344923941366027,0.4245339437965223,0.31897175684517365,0.17864979782887347,1.152813211858159,0.5619139212083708
A026960,동서,1466,0.07621021074660195,0.4009057194106599,-0.2518793471288758,-0.5320850371082948,-0.048336078560648144,0.12787417646843893,0.1590326520913617,0.20900781874814342,-1.9697436502439019,-3.345759692183342,-0.23126445149352817,0.04886775760448568,0.0008205747838086485,0.8171093617385866,4.520257793394834,0.10433703518872722
