leader,횟수,누적수익률,평균수익률,중앙값,승률,비중
CP_LV,223,-0.14617244643047167,-0.00042543126417666306,0.0011080459765025826,0.5426008968609866,0.2266260162601626
CP_MOM,217,-0.21238287759208851,-0.00017884176571787103,0.00039646965696845836,0.511520737327189,0.22052845528455284
CP_G,195,-0.6846381727116706,-0.004833917665103555,-0.0023007928593691035,0.4666666666666667,0.19817073170731708
CP_V,183,1.0003994876952174,0.004331909783358791,0.0031460735029819626,0.546448087431694,0.18597560975609756
CP_S,166,1.9669768519405513,0.007527886760584979,0.003523278321787678,0.572289156626506,0.16869918699186992
