BaseDate,SellDate,leader,n_selected,n_priced,basket_return,win,top_codes,year
2008-05-02,2008-05-09,CP_S,10,6,0.0206690174526787,1,"A056200,A005680,A049690,A005160,A014990,A054950,A001880,A071660,A006730,A093370",2008
2008-05-09,2008-05-16,CP_V,10,7,0.05566935456369231,1,"A001800,A005830,A064420,A055550,A060150,A011780,A003600,A000210,A071050,A000800",2008
2008-05-16,2008-05-23,CP_S,10,6,-0.007478998305145905,0,"A027970,A045710,A015860,A011400,A000610,A005850,A006650,A050050,A005440,A036570",2008
2008-05-23,2008-05-30,CP_S,10,7,0.003425247061990893,1,"A000990,A008060,A006390,A013570,A003000,A002270,A045710,A041960,A032500,A003620",2008
2008-05-30,2008-06-05,CP_MOM,10,10,-0.0015857000360810947,0,"A000240,A006730,A023530,A005300,A017670,A018670,A030200,A035080,A003520,A055550",2008
2008-06-05,2008-06-13,CP_LV,10,8,-0.04008052662316948,0,"A005810,A067280,A000240,A030200,A010140,A002000,A017390,A010120,A004010,A005440",2008
2008-06-13,2008-06-20,CP_S,10,9,0.04334379659936408,1,"A006840,A014940,A032500,A080160,A005880,A004550,A002320,A006650,A036930,A000400",2008
2008-06-20,2008-06-27,CP_LV,10,4,-0.02999906951814421,0,"A001270,A003940,A016420,A003450,A036550,A015940,A032640,A001510,A006800,A008560",2008
2008-06-27,2008-07-04,CP_LV,10,9,-0.07842352072268512,0,"A029780,A006800,A003300,A001230,A025540,A022100,A007310,A003600,A005680,A009540",2008
2008-07-04,2008-07-11,CP_S,10,6,0.003957474162209762,1,"A049690,A071660,A067280,A001880,A006650,A000610,A023590,A027970,A003570,A011930",2008
2008-07-11,2008-07-18,CP_Q,10,9,-0.05487788031497229,0,"A000020,A025850,A025000,A024110,A023590,A023530,A023410,A023160,A022100,A021320",2008
2008-07-18,2008-07-25,CP_V,10,8,0.13019494775821383,1,"A006360,A047040,A011760,A009410,A000210,A045710,A051910,A005830,A010130,A026870",2008
2008-07-25,2008-08-01,CP_MOM,10,9,0.0012707088631495672,1,"A003240,A035760,A069960,A028150,A086790,A032640,A001060,A000720,A006360,A051900",2008
2008-08-01,2008-08-08,CP_G,10,5,0.01388173768921459,1,"A013240,A003540,A032640,A030200,A053000,A011160,A034120,A006800,A068870,A032390",2008
2008-08-08,2008-08-14,CP_G,10,8,0.02572878400019757,1,"A003940,A014620,A091090,A004370,A006800,A039490,A071050,A017940,A002020,A078930",2008
2008-08-14,2008-08-22,CP_LV,10,7,-0.06300397400977699,0,"A002380,A096770,A084870,A003600,A042670,A012650,A034020,A003120,A005990,A016360",2008
2008-08-22,2008-08-29,CP_LV,10,8,0.00212976730616031,1,"A000680,A000020,A016420,A004000,A036530,A004800,A042670,A005940,A004150,A001520",2008
2008-08-29,2008-09-05,CP_G,10,8,-0.06349349214309374,0,"A012650,A003030,A005440,A034230,A029530,A008770,A010060,A003690,A011200,A045710",2008
2008-09-05,2008-09-12,CP_LV,10,8,0.10666678006909824,1,"A003480,A036830,A028050,A003030,A001630,A071050,A003940,A017940,A003410,A012630",2008
2008-09-12,2008-09-19,CP_V,10,10,-0.025648304519368514,0,"A015760,A036460,A003690,A012330,A004690,A029530,A001060,A016800,A018880,A018670",2008
2008-09-19,2008-09-26,CP_G,10,10,-0.013842582954845773,0,"A009200,A017940,A007310,A029460,A000700,A011170,A030000,A002320,A015760,A086280",2008
2008-09-26,2008-10-02,CP_LV,10,9,-0.024647550643253427,0,"A034120,A001800,A000480,A005280,A090430,A006380,A035420,A042660,A004960,A000540",2008
2008-10-02,2008-10-10,CP_LV,10,9,-0.18035357929133802,0,"A001040,A097950,A071050,A084870,A016360,A034220,A011790,A001060,A016610,A048260",2008
2008-10-10,2008-10-17,CP_LV,10,9,-0.03505351809686651,0,"A000680,A006400,A009200,A003520,A093050,A005680,A014790,A022100,A051910,A005620",2008
2008-10-17,2008-10-24,CP_LV,10,9,-0.23850745698968584,0,"A051910,A066570,A003690,A036490,A090430,A034830,A005680,A001630,A009150,A005740",2008
2008-10-24,2008-10-31,CP_G,10,8,0.20932437071959004,1,"A000240,A001740,A015760,A001260,A025850,A097950,A003550,A026870,A007310,A009200",2008
2008-10-31,2008-11-07,CP_S,10,8,0.14658802442120197,1,"A023590,A006380,A020000,A003120,A003940,A008000,A005250,A011760,A003620,A025000",2008
2008-11-07,2008-11-14,CP_LV,10,7,-0.10414683797385246,0,"A066570,A003550,A017800,A084010,A051910,A001370,A003600,A003570,A036830,A000610",2008
2008-11-14,2008-11-21,CP_LV,10,8,-0.09524661780013759,0,"A005680,A009200,A014820,A000610,A002320,A012450,A036030,A064420,A004000,A095660",2008
2008-11-21,2008-11-28,CP_V,10,7,0.09989507448206901,1,"A012650,A006360,A018670,A036830,A001120,A012630,A005620,A003300,A000060,A035760",2008
2008-11-28,2008-12-05,CP_V,10,7,-0.04558968447837513,0,"A005380,A092230,A000270,A005180,A049770,A015940,A032500,A079160,A008060,A001300",2008
2008-12-05,2008-12-12,CP_V,10,9,0.09879057473014599,1,"A005440,A012630,A045710,A001060,A018880,A001800,A001740,A017940,A002380,A002320",2008
2008-12-12,2008-12-19,CP_S,10,6,0.06384101220976018,1,"A030210,A008730,A016990,A008320,A011930,A014830,A000060,A025000,A036030,A049690",2008
2008-12-19,2008-12-26,CP_LV,10,5,-0.033787335381615914,0,"A008000,A014820,A051600,A000610,A006380,A037620,A000670,A003450,A071050,A036490",2008
2008-12-26,2009-01-02,CP_V,10,6,0.0933279504703255,1,"A012090,A003470,A004800,A042660,A054950,A064960,A005380,A010520,A011160,A012650",2008
2009-01-02,2009-01-09,CP_S,10,8,0.08158546922531296,1,"A014990,A002240,A014830,A006650,A002350,A004150,A028150,A000140,A015350,A008060",2009
2009-01-09,2009-01-16,CP_G,10,9,-0.027609580455476013,0,"A001740,A097230,A008560,A035760,A001210,A014790,A009200,A011170,A069620,A010950",2009
2009-01-16,2009-01-23,CP_Q,10,8,1.451114368901385e-05,1,"A000020,A023590,A026870,A025900,A025860,A025850,A025540,A025000,A024110,A023530",2009
2009-01-23,2009-01-30,CP_S,10,8,0.04934626345826448,1,"A000800,A008320,A001520,A067280,A016380,A001260,A002780,A030210,A011780,A008770",2009
2009-01-30,2009-02-06,CP_V,10,9,0.024042075427811966,1,"A011170,A020560,A026870,A001800,A017390,A016800,A017960,A004370,A035760,A085310",2009
2009-02-06,2009-02-13,CP_S,10,9,0.07607902095972006,1,"A025000,A006650,A002780,A006730,A010460,A000140,A001630,A008060,A004360,A006040",2009
2009-02-13,2009-02-20,CP_LV,10,7,-0.0012009873494329218,0,"A034830,A010130,A003120,A017960,A001370,A051910,A015940,A009970,A000140,A003410",2009
2009-02-20,2009-02-27,CP_LV,10,9,-0.00276308882043266,0,"A041960,A000680,A006040,A000150,A097230,A032500,A001270,A023590,A025850,A014830",2009
2009-02-27,2009-03-06,CP_G,10,10,-0.0325413341956857,0,"A006380,A003570,A064960,A003030,A016380,A028670,A003470,A009830,A004980,A008770",2009
2009-03-06,2009-03-13,CP_V,10,8,0.09568123781611446,1,"A005880,A040300,A001790,A002550,A002320,A009440,A013240,A069620,A001940,A095720",2009
2009-03-13,2009-03-20,CP_V,10,9,0.05615373637853167,1,"A004360,A036830,A021320,A004690,A004370,A004000,A003670,A026870,A001210,A025860",2009
2009-03-20,2009-03-27,CP_S,10,8,0.04638173533322425,1,"A017810,A003520,A017960,A025000,A040300,A009290,A013580,A037710,A015350,A089480",2009
2009-03-27,2009-04-03,CP_V,10,8,0.0582382903598347,1,"A042670,A042100,A016800,A036930,A000240,A019680,A003920,A030000,A001120,A004990",2009
2009-04-03,2009-04-10,CP_S,10,6,0.07310710817740292,1,"A002780,A010460,A043890,A025540,A000020,A045890,A001790,A002270,A069620,A017810",2009
2009-04-10,2009-04-17,CP_V,10,9,0.017048912828582636,1,"A003550,A006380,A003570,A030200,A032390,A004370,A069960,A085310,A035250,A005940",2009
2009-04-17,2009-04-24,CP_MOM,10,10,0.012791886608068681,1,"A005490,A004020,A001230,A066570,A012630,A025900,A000210,A003550,A005380,A006040",2009
2009-04-24,2009-04-30,CP_V,10,7,-0.005121271915432197,0,"A023590,A010520,A001370,A006350,A000210,A004690,A079160,A003550,A025540,A005440",2009
2009-04-30,2009-05-08,CP_V,10,9,0.03247782282748049,1,"A000230,A036830,A064960,A069620,A009440,A004710,A004360,A064420,A034220,A001630",2009
2009-05-08,2009-05-15,CP_MOM,10,10,0.03177552872447339,1,"A000720,A035420,A012630,A023530,A039130,A105560,A078930,A003490,A006040,A034120",2009
2009-05-15,2009-05-22,CP_MOM,10,10,0.015263615557015464,1,"A034120,A066570,A086790,A064960,A000270,A003030,A029780,A001740,A071050,A036930",2009
2009-05-22,2009-05-29,CP_G,10,7,0.005469098204221019,1,"A001740,A002320,A025850,A002550,A023590,A016360,A073240,A005940,A006350,A007310",2009
2009-05-29,2009-06-05,CP_V,10,8,0.042549525935889954,1,"A071050,A003450,A105560,A003530,A005440,A030610,A049770,A005830,A028080,A014620",2009
2009-06-05,2009-06-12,CP_Q,10,9,0.0029729868552483708,1,"A000150,A003240,A000680,A097230,A066970,A068270,A078930,A003690,A017940,A091090",2009
2009-06-12,2009-06-19,CP_Q,10,8,-0.014864485430859373,0,"A000020,A023590,A026870,A025900,A025860,A025850,A025540,A025000,A024110,A023530",2009
2009-06-19,2009-06-26,CP_LV,10,9,0.007706099959097928,1,"A003030,A023410,A006120,A009150,A013580,A001440,A001520,A045890,A001200,A035760",2009
2009-06-26,2009-07-03,CP_S,10,6,0.009972399583566808,1,"A071660,A085660,A000610,A000370,A012650,A066270,A000990,A000140,A002780,A009580",2009
2009-07-03,2009-07-10,CP_LV,10,9,-0.0035925299030028133,0,"A001200,A000880,A000480,A042660,A006800,A005300,A009830,A011160,A023590,A005250",2009
2009-07-10,2009-07-17,CP_G,10,8,-0.018822121343970294,0,"A003690,A091090,A001060,A004690,A069260,A013570,A012630,A003000,A079160,A006350",2009
2009-07-17,2009-07-24,CP_V,10,9,0.05036717745124661,1,"A002550,A018880,A001940,A093050,A006260,A003570,A001740,A004490,A051910,A011790",2009
2009-07-24,2009-07-31,CP_V,10,7,-0.01128272836444715,0,"A001630,A009410,A056190,A005300,A006350,A066570,A005090,A064420,A103150,A001270",2009
2009-07-31,2009-08-07,CP_G,10,9,0.028442746396279268,1,"A013570,A096770,A010130,A008770,A103140,A011070,A003600,A105560,A030200,A000640",2009
2009-08-07,2009-08-14,CP_S,10,9,0.015374754343768091,1,"A000070,A005440,A064960,A039130,A006730,A002270,A001940,A009440,A005500,A001720",2009
2009-08-14,2009-08-21,CP_MOM,10,10,0.003321466447188137,1,"A008060,A018000,A032350,A019680,A034220,A036830,A021240,A020560,A010060,A005440",2009
2009-08-21,2009-08-28,CP_G,10,8,0.033850398380940186,1,"A011760,A008060,A003940,A025860,A015350,A003690,A011790,A001450,A023160,A004690",2009
2009-08-28,2009-09-04,CP_MOM,10,9,-0.029899631003250264,0,"A006360,A003490,A036930,A009970,A006040,A071050,A008560,A000210,A006730,A012630",2009
2009-09-04,2009-09-11,CP_LV,10,7,0.008303310291745167,1,"A030210,A001200,A003000,A012650,A036030,A040300,A042670,A078020,A005620,A003490",2009
2009-09-11,2009-09-18,CP_V,10,10,0.027151151494883553,1,"A011200,A034220,A001060,A064960,A018880,A028080,A005680,A004710,A002350,A005380",2009
2009-09-18,2009-09-25,CP_LV,10,8,-0.04579292486697786,0,"A071050,A005940,A000370,A003450,A000400,A017800,A003530,A006800,A091090,A009580",2009
2009-09-25,2009-10-01,CP_LV,10,9,-0.02161318501974431,0,"A084010,A039490,A011930,A041960,A017800,A000150,A001720,A010130,A004970,A048260",2009
2009-10-01,2009-10-09,CP_MOM,10,9,0.003995386025933671,1,"A000640,A028150,A010950,A026960,A035760,A006730,A003520,A001040,A035720,A047050",2009
2009-10-09,2009-10-16,CP_G,10,7,-0.0032794786578701656,0,"A016420,A000060,A010130,A011790,A001630,A001440,A016360,A051900,A003300,A010620",2009
2009-10-16,2009-10-23,CP_MOM,10,9,-0.00244741919863282,0,"A035720,A000810,A007310,A014620,A023160,A000060,A000720,A008770,A000640,A002380",2009
2009-10-23,2009-10-30,CP_LV,10,10,-0.03409024444995663,0,"A051910,A003000,A009580,A019680,A000050,A034830,A005960,A002990,A005090,A012630",2009
2009-10-30,2009-11-06,CP_MOM,10,9,-0.013715202123144822,0,"A003000,A069620,A090430,A008930,A002790,A001800,A006260,A006040,A022100,A002270",2009
2009-11-06,2009-11-13,CP_LV,10,8,0.00844369707297532,1,"A105560,A039130,A001940,A003480,A013580,A047050,A004010,A037620,A001200,A006840",2009
2009-11-13,2009-11-20,CP_MOM,10,10,0.03171139494913202,1,"A086790,A005940,A055550,A000210,A004170,A029780,A007570,A005490,A051600,A023160",2009
2009-11-20,2009-11-27,CP_LV,10,8,-0.058799692703334364,0,"A000120,A101060,A035720,A000720,A093050,A006360,A064960,A001120,A002300,A068270",2009
2009-11-27,2009-12-04,CP_G,10,9,0.06705566269444652,1,"A006650,A001210,A029530,A041140,A023160,A006120,A003690,A012750,A013570,A003300",2009
2009-12-04,2009-12-11,CP_V,10,10,0.030301037028832002,1,"A000480,A005250,A001630,A001120,A036460,A051600,A095720,A032640,A096770,A005440",2009
2009-12-11,2009-12-18,CP_S,10,7,0.03045078046730933,1,"A060280,A009720,A032350,A089480,A003090,A002030,A018000,A053320,A014820,A016800",2009
2009-12-18,2009-12-24,CP_LV,10,8,0.013953068151033712,1,"A079160,A012650,A001790,A000400,A003690,A001200,A025900,A013580,A006390,A003030",2009
2009-12-24,2009-12-30,CP_MOM,10,10,0.029743786778304783,1,"A000370,A034120,A034020,A035760,A078930,A004800,A000150,A002240,A009830,A002020",2009
2009-12-30,2010-01-08,CP_V,10,8,0.030013712794148814,1,"A005620,A017960,A020560,A011780,A011170,A034230,A039490,A045710,A033780,A069620",2009
2010-01-08,2010-01-15,CP_G,10,9,-0.006708142201806464,0,"A032640,A003670,A000150,A051600,A008730,A003690,A001800,A003940,A067280,A034220",2010
2010-01-15,2010-01-22,CP_LV,10,6,-0.030395476861880433,0,"A000060,A015590,A019680,A002780,A003410,A103590,A103150,A105560,A004010,A010120",2010
2010-01-22,2010-01-29,CP_LV,10,9,-0.039070971489231714,0,"A078020,A001940,A034830,A002350,A060720,A010140,A028080,A000880,A036550,A016880",2010
2010-01-29,2010-02-05,CP_LV,10,9,-0.02397899473055947,0,"A001510,A003520,A002350,A012630,A005830,A025540,A010130,A016380,A003640,A016880",2010
2010-02-05,2010-02-12,CP_G,10,8,0.001993652883374525,1,"A064420,A103590,A004690,A112040,A005440,A006040,A025850,A016880,A005990,A004170",2010
2010-02-12,2010-02-19,CP_V,10,8,0.04199781914540643,1,"A032640,A092070,A019680,A008000,A001800,A004710,A037150,A000140,A001630,A095720",2010
2010-02-19,2010-02-26,CP_G,10,7,-0.015200107087182446,0,"A035080,A004130,A009830,A082850,A051310,A014790,A008000,A105560,A053800,A004690",2010
2010-02-26,2010-03-05,CP_MOM,10,9,0.007607911162345382,1,"A065620,A028670,A001430,A000670,A025540,A041830,A019680,A035080,A086790,A058470",2010
2010-03-05,2010-03-12,CP_S,10,9,0.03860584689275829,1,"A002390,A053800,A009580,A005290,A038060,A036560,A052400,A025540,A046140,A008730",2010
2010-03-12,2010-03-19,CP_G,10,9,0.01393135413189449,1,"A006730,A011760,A008770,A002990,A004430,A002320,A025860,A001440,A043370,A066270",2010
2010-03-19,2010-03-26,CP_LV,10,8,0.017466635528320673,1,"A009720,A067290,A011760,A054050,A025540,A018670,A008560,A041960,A027050,A000370",2010
2010-03-26,2010-04-02,CP_LV,10,9,0.0014014491792679637,1,"A005620,A036420,A001060,A011370,A067290,A054950,A064960,A004800,A000660,A000680",2010
2010-04-02,2010-04-09,CP_S,10,4,-0.00020928331568478842,0,"A041140,A004550,A089480,A094840,A048260,A091090,A003190,A067280,A032350,A078340",2010
2010-04-09,2010-04-16,CP_V,10,10,0.010643935460207653,1,"A084110,A103590,A060720,A093050,A086790,A082850,A034120,A036830,A053800,A002320",2010
2010-04-16,2010-04-23,CP_MOM,10,10,-0.01625438203466545,0,"A001450,A029780,A024110,A006730,A071050,A086790,A058470,A034230,A105560,A003000",2010
2010-04-23,2010-04-30,CP_MOM,10,9,0.02092025433678672,1,"A012750,A036570,A036490,A038290,A000240,A001060,A093050,A006650,A083790,A001430",2010
2010-04-30,2010-05-07,CP_MOM,10,9,-0.02051062009540076,0,"A036830,A043150,A023590,A011790,A046890,A026960,A028670,A016170,A078340,A047050",2010
2010-05-07,2010-05-14,CP_MOM,10,9,0.055214434053542344,1,"A067290,A003240,A002350,A090430,A035720,A000060,A000070,A004370,A005830,A003090",2010
2010-05-14,2010-05-20,CP_LV,10,9,-0.03748279737545327,0,"A011370,A004800,A011930,A043890,A009410,A001740,A067000,A051900,A001940,A024950",2010
2010-05-20,2010-05-28,CP_G,10,6,0.02084016938404576,1,"A004130,A047050,A011760,A060720,A015750,A003550,A046140,A064420,A000060,A011790",2010
2010-05-28,2010-06-04,CP_Q,10,10,0.041716203639340255,1,"A000020,A036830,A041020,A039490,A039130,A039030,A038500,A038390,A038290,A038060",2010
2010-06-04,2010-06-11,CP_V,10,10,0.026278741693329898,1,"A041510,A015750,A043370,A010130,A000240,A018880,A003490,A018310,A035760,A005490",2010
2010-06-11,2010-06-18,CP_MOM,10,10,0.011462293317684858,1,"A006280,A067290,A058650,A010130,A003920,A030520,A003690,A025900,A023530,A006840",2010
2010-06-18,2010-06-25,CP_G,10,9,-0.013221055006928495,0,"A005440,A000070,A051370,A034120,A011780,A078930,A001300,A018880,A105560,A003550",2010
2010-06-25,2010-07-02,CP_S,10,8,-0.052223861437762864,0,"A041020,A054950,A101060,A009970,A041960,A091700,A078340,A001260,A013570,A046140",2010
2010-07-02,2010-07-09,CP_MOM,10,9,0.011021521310144987,1,"A049960,A048260,A016100,A000120,A002020,A008770,A033780,A004800,A006120,A034230",2010
2010-07-09,2010-07-16,CP_Q,10,9,-0.008977005557655262,0,"A000020,A041520,A041140,A041020,A039490,A039130,A039030,A038500,A038390,A038290",2010
2010-07-16,2010-07-23,CP_LV,10,10,-0.011070338560268156,0,"A019210,A042660,A038390,A034120,A035810,A009540,A036190,A010140,A086790,A054050",2010
2010-07-23,2010-07-30,CP_LV,10,10,-0.014855475546869622,0,"A036420,A069080,A036030,A004800,A024950,A051500,A054050,A000700,A001510,A108230",2010
2010-07-30,2010-08-06,CP_S,10,9,0.01206324716603334,1,"A082270,A051370,A067290,A060280,A094840,A077360,A045710,A014790,A054950,A007570",2010
2010-08-06,2010-08-13,CP_S,10,7,-0.0022515435066277545,0,"A060720,A041140,A114120,A056700,A089480,A030520,A084370,A008060,A112040,A033640",2010
2010-08-13,2010-08-20,CP_MOM,10,7,0.03701722106588374,1,"A016100,A016170,A014620,A010620,A042670,A013030,A023160,A097950,A032640,A022100",2010
2010-08-20,2010-08-27,CP_Q,10,9,-0.07372099307022653,0,"A000020,A041520,A041140,A039490,A039130,A039030,A038500,A038390,A038290,A038060",2010
2010-08-27,2010-09-03,CP_G,10,9,0.04905250127785246,1,"A004130,A036930,A014790,A004360,A029780,A067280,A033640,A060720,A001740,A005990",2010
2010-09-03,2010-09-10,CP_MOM,10,10,0.012865054696171918,1,"A005180,A003690,A023160,A079160,A019680,A000240,A043150,A093050,A047050,A005300",2010
2010-09-10,2010-09-17,CP_V,10,6,0.024035451515684297,1,"A037150,A028150,A005830,A001630,A005270,A026960,A028670,A013030,A002550,A049960",2010
2010-09-17,2010-09-24,CP_MOM,10,10,0.007184923555268374,1,"A111770,A086900,A017670,A036460,A064960,A016100,A039490,A005250,A009970,A009410",2010
2010-09-24,2010-10-01,CP_V,10,9,0.051999274454449,1,"A003690,A056700,A103590,A066570,A033640,A011780,A003550,A091690,A091700,A094840",2010
2010-10-01,2010-10-08,CP_V,10,8,0.04247917129691918,1,"A041520,A036190,A016420,A012630,A052400,A028150,A006360,A011790,A052260,A043370",2010
2010-10-08,2010-10-15,CP_S,10,8,0.014116620902205779,1,"A108320,A005250,A089480,A077360,A009240,A028300,A066970,A046140,A035080,A091700",2010
2010-10-15,2010-10-22,CP_MOM,10,9,0.008704340015101515,1,"A098460,A005290,A048260,A017800,A086450,A066970,A025540,A003920,A000120,A030200",2010
2010-10-22,2010-10-29,CP_Q,10,9,-0.017544997944141598,0,"A000020,A042660,A041830,A041520,A041510,A041140,A039490,A039130,A039030,A038500",2010
2010-10-29,2010-11-05,CP_LV,10,10,0.0039631294183562595,1,"A006280,A005160,A060250,A060590,A095340,A032190,A002390,A053800,A006120,A001210",2010
2010-11-05,2010-11-12,CP_LV,10,9,-0.028632555382706332,0,"A003000,A060590,A086980,A034020,A035720,A009720,A054670,A038500,A000140,A003570",2010
2010-11-12,2010-11-19,CP_Q,10,10,-0.0060211940583712155,0,"A000020,A042660,A041830,A041520,A041510,A039490,A039130,A039030,A038500,A038390",2010
2010-11-19,2010-11-26,CP_LV,10,10,-0.04325187885489491,0,"A082850,A051360,A005290,A043150,A002390,A008060,A086980,A033500,A004000,A005680",2010
2010-11-26,2010-12-03,CP_MOM,10,10,0.019214764393354032,1,"A047040,A105560,A086790,A066570,A067290,A026960,A017800,A020560,A003690,A024110",2010
2010-12-03,2010-12-10,CP_G,10,8,0.028218058573412405,1,"A001740,A021320,A011170,A006800,A101060,A052400,A069260,A016360,A023890,A000150",2010
2010-12-10,2010-12-17,CP_MOM,10,9,0.0289371019384213,1,"A003540,A066570,A005830,A019680,A055550,A024110,A014820,A006400,A005940,A003410",2010
2010-12-17,2010-12-24,CP_LV,10,8,0.027661500588561663,1,"A101060,A084010,A016880,A001500,A000050,A016380,A031390,A030610,A114090,A000640",2010
2010-12-24,2010-12-30,CP_G,10,8,0.015065497070926887,1,"A077970,A004940,A038060,A010690,A900080,A025860,A096770,A006380,A108230,A004000",2010
2010-12-30,2011-01-07,CP_MOM,10,8,0.03388736259135444,1,"A035420,A047040,A006360,A001450,A030520,A012630,A069620,A041140,A000060,A025540",2010
2011-01-07,2011-01-14,CP_V,10,9,0.049287672742877806,1,"A001440,A009240,A029780,A060590,A037620,A079160,A096770,A039490,A010950,A085310",2011
2011-01-14,2011-01-21,CP_MOM,10,9,0.0003016977392805462,1,"A020000,A000060,A023160,A001440,A051500,A035080,A093050,A039130,A016250,A010130",2011
2011-01-21,2011-01-28,CP_LV,10,8,0.022214243739831024,1,"A032350,A091700,A001210,A000700,A049960,A025850,A011070,A046890,A036550,A035720",2011
2011-01-28,2011-02-01,CP_G,10,9,-0.015122498226658503,0,"A000660,A016880,A001040,A006280,A004690,A000830,A000240,A009150,A014790,A030000",2011
2011-02-01,2011-02-11,CP_S,10,8,-0.06487082154881099,0,"A004170,A003190,A083650,A021320,A003480,A064260,A001500,A046140,A078160,A000140",2011
2011-02-11,2011-02-18,CP_Q,10,9,0.010449601453681715,1,"A000020,A041960,A041520,A041510,A041140,A039490,A039130,A039030,A038500,A038390",2011
2011-02-18,2011-02-25,CP_S,10,8,-0.062003561264611845,0,"A005880,A036210,A007570,A009580,A060720,A082850,A001790,A095500,A053660,A103590",2011
2011-02-25,2011-03-04,CP_MOM,10,9,0.04166240581893513,1,"A054950,A005830,A041830,A093370,A017670,A086450,A036490,A041960,A035720,A046890",2011
2011-03-04,2011-03-11,CP_LV,10,8,-0.0018250661288456288,0,"A027050,A005620,A091090,A079160,A001040,A002390,A002790,A005090,A095660,A100840",2011
2011-03-11,2011-03-18,CP_G,10,9,-0.05383900855515911,0,"A006730,A033500,A001040,A048260,A004150,A077970,A093370,A051600,A052690,A064960",2011
2011-03-18,2011-03-25,CP_MOM,10,9,0.016140280136066658,1,"A005490,A006400,A115390,A000880,A030520,A000240,A011790,A004020,A018670,A004000",2011
2011-03-25,2011-04-01,CP_G,10,9,0.020480232065729194,1,"A000990,A013030,A058470,A003540,A020560,A034220,A002030,A008000,A000120,A010130",2011
2011-04-01,2011-04-08,CP_MOM,10,8,-0.0169209544756731,0,"A006400,A079160,A002790,A039490,A031390,A023590,A041960,A086280,A018670,A002270",2011
2011-04-08,2011-04-15,CP_MOM,10,10,0.02382455344423031,1,"A047050,A034120,A093050,A000080,A097950,A036420,A001040,A018880,A035600,A029780",2011
2011-04-15,2011-04-22,CP_MOM,10,10,0.024071498564453998,1,"A006280,A000240,A064960,A003240,A053800,A090430,A005490,A006400,A025540,A003550",2011
2011-04-22,2011-04-29,CP_LV,10,9,-0.013014402804134276,0,"A094840,A001790,A069080,A060590,A003480,A036210,A003920,A052260,A003120,A004800",2011
2011-04-29,2011-05-06,CP_S,10,8,-0.01814593351326549,0,"A082850,A038060,A025850,A016100,A016250,A023410,A020760,A064960,A066270,A036710",2011
2011-05-06,2011-05-13,CP_G,10,9,0.004800837700074088,1,"A077970,A004430,A058470,A093370,A138930,A000990,A031980,A005930,A003600,A100120",2011
2011-05-13,2011-05-20,CP_LV,10,9,-0.04469100443422222,0,"A032830,A036030,A003470,A049960,A000670,A009680,A014820,A082850,A008000,A008930",2011
2011-05-20,2011-05-27,CP_MOM,10,9,-0.02960362084178013,0,"A025770,A010620,A017670,A002240,A063080,A093050,A009970,A006260,A082640,A035250",2011
2011-05-27,2011-06-03,CP_LV,10,9,-0.00960406144143591,0,"A038290,A003550,A001200,A004800,A003520,A049960,A008000,A014820,A027050,A038060",2011
2011-06-03,2011-06-10,CP_LV,10,9,-0.006703554210380676,0,"A025850,A011200,A038290,A101730,A009970,A043610,A036560,A014820,A083650,A000720",2011
2011-06-10,2011-06-17,CP_Q,10,9,-0.025631332123067514,0,"A000020,A000050,A039530,A039490,A039130,A039030,A038500,A038390,A038290,A038060",2011
2011-06-17,2011-06-24,CP_S,10,8,0.048206732390790194,1,"A036710,A051370,A039030,A036930,A043890,A002320,A003480,A016880,A080000,A098460",2011
2011-06-24,2011-07-01,CP_S,10,8,-0.007278884780007211,0,"A114120,A011370,A038060,A017960,A023410,A065620,A006730,A036030,A067000,A060720",2011
2011-07-01,2011-07-08,CP_MOM,10,10,0.05489237532600351,1,"A041830,A027050,A006730,A047040,A038290,A035250,A013030,A041510,A000210,A011170",2011
2011-07-08,2011-07-15,CP_S,10,7,0.0062778201942643086,1,"A010780,A071970,A069080,A136480,A036030,A067250,A006730,A084870,A114120,A036550",2011
2011-07-15,2011-07-22,CP_S,10,8,0.02448617025804574,1,"A091700,A096640,A067280,A108320,A001520,A900050,A008060,A004150,A093370,A016380",2011
2011-07-22,2011-07-29,CP_S,10,7,-0.03746193234766789,0,"A000050,A003190,A014620,A007860,A023890,A004430,A026870,A023160,A005290,A011370",2011
2011-07-29,2011-08-05,CP_LV,10,9,-0.0231483574751084,0,"A016800,A093920,A009970,A069080,A006650,A003920,A085370,A014470,A069260,A038390",2011
2011-08-05,2011-08-12,CP_S,10,10,-0.037021652238407546,0,"A013570,A122900,A007860,A004710,A014790,A000430,A108320,A043370,A019210,A038060",2011
2011-08-12,2011-08-19,CP_LV,10,10,-0.026429736466503352,0,"A012330,A001630,A039490,A001120,A000640,A001440,A051900,A023530,A036570,A114090",2011
2011-08-19,2011-08-26,CP_V,10,8,0.08518918409762366,1,"A096640,A000660,A009830,A025540,A001630,A009410,A010060,A036490,A049960,A001120",2011
2011-08-26,2011-09-02,CP_MOM,10,10,0.02286843937718811,1,"A039490,A003690,A067290,A028670,A000150,A047040,A000640,A004020,A009970,A001740",2011
2011-09-02,2011-09-09,CP_LV,10,9,-0.042417357600124425,0,"A028050,A013030,A023890,A006360,A000640,A005090,A095700,A022100,A023160,A023530",2011
2011-09-09,2011-09-16,CP_V,10,10,-0.023236420483135612,0,"A025000,A005940,A013570,A095340,A009830,A071050,A006800,A006400,A011790,A068240",2011
