leader,주도횟수,누적수익률,평균주수익률,중앙값,승률,비중
CP_LV,229,-0.9778590432295372,-0.015740685099142792,-0.0113294123684115,0.31877729257641924,0.2097069597069597
CP_MOM,227,2.0639350197914195,0.005622600946158898,0.0067051671433983,0.5726872246696035,0.2078754578754579
CP_G,200,3.2560809017410914,0.00778148266599318,0.00798365944951205,0.635,0.18315018315018314
CP_V,192,16.10874627415516,0.015485821100819077,0.0140458357788113,0.6979166666666666,0.17582417582417584
CP_S,170,13.139926425330808,0.016696838286501096,0.0113537248228976,0.6705882352941176,0.15567765567765568
CP_Q,74,-0.1712782003124278,-0.0021424294622201176,-0.0031164165089461997,0.4594594594594595,0.06776556776556776
