leader,횟수,누적,평균,승률
CP_LV,222,-0.8413798496832794,-0.007823519735017607,0.4189189189189189
CP_MOM,217,44.79887808940675,0.018493998387636688,0.7096774193548387
CP_V,184,22.315681152924824,0.017757379792551493,0.717391304347826
CP_S,166,31.831782705582995,0.021946647876506846,0.7530120481927711
