BaseDate,SellDate,leader,status,basket_return,basket_gross,n_picked,top_codes,year,win,bm_return,excess_return,beat_bm
2010-12-17,2010-12-24,CP_G,traded,-0.03776059453290592,-0.03576059453290592,10,"A012510,A108230,A104700,A035080,A096530,A034020,A068270,A041520,A011760,A022100",2010,0,0.0016285841188372618,-0.039389178651743184,0
2010-12-24,2010-12-30,CP_MOM,traded,-0.01897304357046898,-0.01697304357046898,10,"A058650,A096770,A097230,A042660,A005850,A009540,A000270,A011780,A031440,A009830",2010,0,0.010543949546708786,-0.029516993117177766,0
2010-12-30,2011-01-07,CP_V,traded,0.014679022447378001,0.016679022447378,10,"A030200,A008060,A017670,A100840,A003480,A023590,A007310,A005680,A008730,A000070",2010,1,0.01716235982447567,-0.0024833373770976695,0
2011-01-07,2011-01-14,CP_MOM,traded,0.013428699313445404,0.015428699313445404,10,"A006650,A056190,A011780,A000270,A030530,A009830,A003030,A019210,A005850,A003920",2011,1,0.010531109193749444,0.00289759011969596,1
2011-01-14,2011-01-21,CP_LV,traded,-0.011131150318919767,-0.009131150318919767,10,"A009290,A025540,A007310,A000100,A005300,A036190,A004990,A030200,A015760,A005490",2011,0,-0.018143698088863847,0.00701254776994408,1
2011-01-21,2011-01-28,CP_G,traded,0.07655337243022597,0.07855337243022598,10,"A011070,A004430,A004020,A010950,A060720,A056190,A031980,A041510,A066970,A098460",2011,1,0.018334041895338826,0.05821933053488715,1
2011-01-28,2011-02-01,CP_S,traded,0.004736813325358182,0.006736813325358182,10,"A024950,A100840,A101730,A018310,A100120,A038390,A051360,A092070,A052790,A043610",2011,1,-0.017002946101989047,0.021739759427347228,1
2011-02-01,2011-02-11,CP_Q,skip_quality,0.0,,0,,2011,0,-0.0457715380568815,0.0457715380568815,1
2011-02-11,2011-02-18,CP_S,traded,-0.013271746811560079,-0.011271746811560079,10,"A085310,A052400,A032500,A033500,A093920,A095700,A051360,A041830,A018310,A011040",2011,0,0.018182369929040654,-0.03145411674060073,0
2011-02-18,2011-02-25,CP_MOM,traded,-0.015024987843715396,-0.013024987843715396,10,"A000990,A010060,A120110,A039030,A030530,A056190,A005850,A005930,A051500,A016250",2011,0,-0.024692768510883534,0.009667780667168138,1
2011-02-25,2011-03-04,CP_LV,traded,0.015103349247214739,0.01710334924721474,10,"A005490,A009200,A000080,A053800,A015760,A005930,A032640,A007340,A000400,A000810",2011,1,0.021009152350733196,-0.005905803103518457,0
2011-03-04,2011-03-11,CP_G,traded,-1.0490290259810697e-05,0.0019895097097401893,10,"A021320,A008060,A015760,A052260,A080160,A068240,A009580,A011070,A083650,A005990",2011,0,-0.02451264042141399,0.024502150131154178,1
2011-03-11,2011-03-18,CP_MOM,traded,-0.011871300516918568,-0.009871300516918568,10,"A010130,A006650,A002350,A009830,A030530,A005830,A011780,A043150,A051500,A043370",2011,0,0.013085899546928292,-0.02495720006384686,0
2011-03-18,2011-03-25,CP_G,traded,0.041971005552351726,0.04397100555235173,10,"A052690,A083650,A009580,A038060,A021320,A015760,A031440,A052260,A063080,A098460",2011,1,0.036802229030906464,0.005168776521445262,1
2011-03-25,2011-04-01,CP_MOM,traded,-0.0037351723259132145,-0.0017351723259132145,10,"A000990,A043370,A030530,A011780,A041830,A000120,A010060,A011790,A001230,A009830",2011,0,0.03260403886973973,-0.03633921119565294,0
2011-04-01,2011-04-08,CP_MOM,traded,0.007732219692166056,0.009732219692166056,10,"A082270,A093370,A016250,A005830,A006650,A001230,A051500,A001450,A010130,A051910",2011,1,0.0032814555329769846,0.004450764159189071,1
2011-04-08,2011-04-15,CP_MOM,traded,0.041369916534609086,0.04336991653460909,10,"A015750,A009830,A005850,A011780,A020000,A028050,A000990,A051500,A036570,A011790",2011,1,0.005888240905651987,0.0354816756289571,1
2011-04-15,2011-04-22,CP_LV,traded,-0.0034292866410244633,-0.0014292866410244632,10,"A000080,A036190,A016380,A030200,A033780,A029530,A015760,A000100,A000400,A009200",2011,0,0.02677879000233596,-0.030208076643360424,0
2011-04-22,2011-04-29,CP_S,traded,-0.012181667906291447,-0.010181667906291447,10,"A011370,A025770,A033560,A068240,A024950,A041520,A041830,A084110,A067160,A036800",2011,0,-0.0024842798773330177,-0.009697388028958429,0
2011-04-29,2011-05-06,CP_G,traded,-0.00498405546245043,-0.00298405546245043,10,"A054950,A086900,A091700,A084370,A083650,A038060,A019210,A077360,A052690,A006650",2011,0,-0.02048477439836538,0.01550071893591495,1
2011-05-06,2011-05-13,CP_LV,traded,-0.012065123642165007,-0.010065123642165007,10,"A006040,A014830,A007340,A025900,A005300,A002960,A037710,A002390,A001720,A000680",2011,0,-0.012745349135020567,0.0006802254928555598,1
2011-05-13,2011-05-20,CP_MOM,traded,0.0020878174178151207,0.004087817417815121,10,"A058470,A011790,A108230,A016250,A082270,A006650,A009830,A020000,A011170,A042660",2011,1,-0.004047017093694594,0.006134834511509714,1
2011-05-20,2011-05-27,CP_LV,traded,-0.023682419595218183,-0.02168241959521818,10,"A005160,A088350,A105560,A000400,A006040,A032830,A005490,A000680,A029530,A002390",2011,0,-0.005332701870708112,-0.01834971772451007,0
2011-05-27,2011-06-03,CP_LV,traded,0.010238892991553651,0.012238892991553651,10,"A032830,A000400,A014830,A012750,A005490,A011040,A030200,A025900,A037710,A000680",2011,1,0.006299280082276315,0.003939612909277336,1
2011-06-03,2011-06-10,CP_Q,skip_quality,0.0,,0,,2011,0,-0.03160678883542223,0.03160678883542223,1
2011-06-10,2011-06-17,CP_S,traded,-0.012205072466908615,-0.010205072466908615,10,"A031980,A086900,A053030,A025770,A086980,A068240,A123420,A102940,A036800,A005500",2011,0,-0.007201942667845795,-0.00500312979906282,0
2011-06-17,2011-06-24,CP_S,traded,0.04940048588202063,0.05140048588202063,10,"A031980,A067160,A005500,A038290,A060250,A086980,A084990,A084110,A028300,A030520",2011,1,0.028977376189140314,0.020423109692880317,1
2011-06-24,2011-07-01,CP_MOM,traded,-0.0005318160704246492,0.0014681839295753508,10,"A005250,A010780,A069960,A005850,A000240,A035810,A015750,A036420,A042660,A005440",2011,0,0.01670644391408116,-0.01723825998450581,0
2011-07-01,2011-07-08,CP_S,traded,0.042602510986003816,0.04460251098600382,10,"A033500,A052790,A068240,A035890,A011370,A024950,A102940,A028300,A033560,A031980",2011,1,0.025689877407397033,0.016912633578606784,1
2011-07-08,2011-07-15,CP_S,traded,0.001129002190882091,0.003129002190882091,10,"A060250,A086450,A084990,A030520,A036800,A011040,A054670,A041520,A024950,A123420",2011,1,-0.016121264934528923,0.017250267125411015,1
2011-07-15,2011-07-22,CP_S,traded,0.046800673970578244,0.048800673970578246,10,"A068240,A094840,A052790,A035890,A052400,A036800,A101730,A054780,A011370,A053030",2011,1,0.01213406675368267,0.03466660721689557,1
2011-07-22,2011-07-29,CP_LV,traded,-0.023328076132347705,-0.021328076132347707,10,"A015760,A086980,A072710,A002960,A088350,A030200,A000370,A033780,A000400,A006040",2011,0,-0.017510811843977847,-0.005817264288369858,0
2011-07-29,2011-08-05,CP_S,traded,-0.1502459887928136,-0.1482459887928136,10,"A033560,A100120,A086450,A032500,A025900,A068240,A086980,A033500,A035890,A086900",2011,0,-0.08881450958883563,-0.06143147920397796,0
2011-08-05,2011-08-12,CP_LV,traded,-0.08021918838466377,-0.07821918838466377,10,"A086450,A003540,A000680,A105560,A002030,A017940,A108670,A016610,A012750,A015760",2011,0,-0.07739678456591648,-0.0028224038187472933,0
2011-08-12,2011-08-19,CP_V,traded,-0.05555403471613831,-0.05355403471613831,10,"A103590,A088350,A001210,A108320,A001230,A017900,A029780,A024110,A093920,A003530",2011,0,-0.027005927586418288,-0.028548107129720023,0
2011-08-19,2011-08-26,CP_MOM,traded,-0.12216705646084816,-0.12016705646084816,10,"A053800,A051500,A041510,A097950,A005440,A093050,A000070,A020000,A009240,A035760",2011,0,0.01952569804227222,-0.14169275450312038,0
2011-08-26,2011-09-02,CP_LV,traded,0.022907248266876255,0.024907248266876257,10,"A090430,A005300,A005180,A069620,A072710,A086980,A001130,A004360,A002030,A000100",2011,1,0.049917085921470594,-0.02700983765459434,0
2011-09-02,2011-09-09,CP_V,traded,-0.027494735674268807,-0.02549473567426881,10,"A001210,A088350,A029780,A077970,A008730,A071320,A017900,A017670,A086450,A029530",2011,0,-0.029350823182974106,0.0018560875087052994,1
2011-09-09,2011-09-16,CP_MOM,traded,0.00019247355219298608,0.002192473552192986,10,"A111770,A018880,A112040,A051500,A036420,A064960,A069260,A097950,A010780,A002790",2011,1,0.014986789341011386,-0.0147943157888184,0
2011-09-16,2011-09-23,CP_MOM,traded,0.005179149272626928,0.007179149272626928,10,"A078160,A016100,A096530,A002350,A002790,A082270,A009240,A000070,A063080,A003920",2011,1,-0.07752839519591315,0.08270754446854008,1
2011-09-23,2011-09-30,CP_V,traded,0.001077774206237849,0.003077774206237849,10,"A010780,A004800,A042660,A005490,A005950,A103140,A055550,A029780,A084010,A024110",2011,1,0.04254053162409277,-0.04146275741785492,0
