leader,횟수,누적수익률,평균수익률,중앙값,승률,비중
CP_LV,230,0.38328348340589824,0.0017001946528917334,0.0039934010853505284,0.6,0.22593320235756384
CP_MOM,227,1.2399142581655629,0.0045710624726339735,0.005118844044016346,0.5550660792951542,0.22298624754420432
CP_G,199,-0.5959136324658718,-0.0034347274472673437,0.001630543991553885,0.507537688442211,0.19548133595284872
CP_V,192,2.1241211668296294,0.006536166280643029,0.004359205576150155,0.5520833333333334,0.18860510805500982
CP_S,170,5.811547811688669,0.012427188930436919,0.006679012879717687,0.6058823529411764,0.16699410609037327
