BaseDate,SellDate,leader,status,basket_return,year,win
2017-05-19,2017-05-26,CP_LV,traded,0.014375810091598164,2017,1
2017-05-26,2017-06-02,CP_G,skip,0.0,2017,0
2017-06-02,2017-06-09,CP_V,traded,-0.007709404094074178,2017,0
2017-06-09,2017-06-16,CP_MOM,traded,-0.017243305012543095,2017,0
2017-06-16,2017-06-23,CP_MOM,traded,0.005223083428393962,2017,1
2017-06-23,2017-06-30,CP_V,traded,0.011948455339832555,2017,1
2017-06-30,2017-07-07,CP_MOM,traded,0.0053726917751725795,2017,1
2017-07-07,2017-07-14,CP_MOM,traded,0.015173053081682987,2017,1
2017-07-14,2017-07-21,CP_MOM,traded,0.040503137613787786,2017,1
2017-07-21,2017-07-28,CP_LV,traded,0.010399290922858153,2017,1
2017-07-28,2017-08-04,CP_V,traded,-0.007790894776268085,2017,0
2017-08-04,2017-08-11,CP_Q,skip,0.0,2017,0
2017-08-11,2017-08-18,CP_G,skip,0.0,2017,0
2017-08-18,2017-08-25,CP_G,skip,0.0,2017,0
2017-08-25,2017-09-01,CP_S,traded,0.0305625932320853,2017,1
2017-09-01,2017-09-08,CP_MOM,traded,-0.022107030496493242,2017,0
2017-09-08,2017-09-15,CP_MOM,traded,0.015586473793924705,2017,1
2017-09-15,2017-09-22,CP_LV,traded,-0.025913490260247474,2017,0
2017-09-22,2017-09-29,CP_G,skip,0.0,2017,0
2017-09-29,2017-10-13,CP_LV,traded,0.01893017272537844,2017,1
2017-10-13,2017-10-20,CP_S,traded,0.022083752739160245,2017,1
2017-10-20,2017-10-27,CP_S,traded,0.06464634363435443,2017,1
2017-10-27,2017-11-03,CP_Q,skip,0.0,2017,0
2017-11-03,2017-11-10,CP_S,traded,0.06548847780933435,2017,1
2017-11-10,2017-11-17,CP_MOM,traded,0.020796859568314972,2017,1
2017-11-17,2017-11-24,CP_Q,skip,0.0,2017,0
2017-11-24,2017-12-01,CP_LV,traded,-0.006608614728357652,2017,0
2017-12-01,2017-12-08,CP_LV,traded,0.0006437084578306291,2017,1
2017-12-08,2017-12-15,CP_LV,traded,0.009644899179478252,2017,1
2017-12-15,2017-12-22,CP_S,traded,-0.0003532862887426363,2017,0
2017-12-22,2017-12-28,CP_G,skip,0.0,2017,0
2017-12-28,2018-01-05,CP_V,traded,-0.0029415116505721022,2017,0
2018-01-05,2018-01-12,CP_MOM,traded,0.029872465625691347,2018,1
2018-01-12,2018-01-19,CP_S,traded,0.052307970525308965,2018,1
2018-01-19,2018-01-26,CP_V,traded,0.03805696160067897,2018,1
2018-01-26,2018-02-02,CP_V,traded,0.015400037592742036,2018,1
2018-02-02,2018-02-09,CP_S,traded,-0.037479902735184735,2018,0
2018-02-09,2018-02-14,CP_G,skip,0.0,2018,0
2018-02-14,2018-02-23,CP_LV,traded,0.012931041882056694,2018,1
2018-02-23,2018-03-02,CP_G,skip,0.0,2018,0
2018-03-02,2018-03-09,CP_MOM,traded,0.015087858773440434,2018,1
2018-03-09,2018-03-16,CP_Q,skip,0.0,2018,0
2018-03-16,2018-03-23,CP_MOM,traded,-0.09099333068741597,2018,0
2018-03-23,2018-03-30,CP_MOM,traded,0.0685045814378746,2018,1
2018-03-30,2018-04-06,CP_MOM,traded,0.0434638311941591,2018,1
2018-04-06,2018-04-13,CP_G,skip,0.0,2018,0
2018-04-13,2018-04-20,CP_V,traded,0.012149906914865873,2018,1
2018-04-20,2018-04-27,CP_LV,traded,-0.002355049782727368,2018,0
2018-04-27,2018-05-04,CP_LV,traded,0.005527399864264872,2018,1
2018-05-04,2018-05-11,CP_MOM,traded,-0.051695340375756405,2018,0
2018-05-11,2018-05-18,CP_MOM,traded,-0.026457637339766846,2018,0
2018-05-18,2018-05-25,CP_MOM,traded,0.0275899470353186,2018,1
2018-05-25,2018-06-01,CP_G,skip,0.0,2018,0
2018-06-01,2018-06-08,CP_LV,traded,0.027515790124407302,2018,1
2018-06-08,2018-06-15,CP_LV,traded,-0.0037118879587287193,2018,0
2018-06-15,2018-06-22,CP_MOM,traded,-0.01773698502605949,2018,0
2018-06-22,2018-06-29,CP_LV,traded,-0.004107327238403856,2018,0
2018-06-29,2018-07-06,CP_S,traded,0.002361859388707423,2018,1
2018-07-06,2018-07-13,CP_G,skip,0.0,2018,0
2018-07-13,2018-07-20,CP_LV,traded,-0.02410405215480775,2018,0
2018-07-20,2018-07-27,CP_V,traded,0.027764309622484953,2018,1
2018-07-27,2018-08-03,CP_S,traded,0.017330259733442224,2018,1
2018-08-03,2018-08-10,CP_LV,traded,0.012562806252706627,2018,1
2018-08-10,2018-08-17,CP_S,traded,0.013623703155973612,2018,1
2018-08-17,2018-08-24,CP_G,skip,0.0,2018,0
2018-08-24,2018-08-31,CP_S,traded,0.038926781026023795,2018,1
2018-08-31,2018-09-07,CP_V,traded,-0.006455826159064491,2018,0
2018-09-07,2018-09-14,CP_S,traded,0.03298796594236233,2018,1
2018-09-14,2018-09-21,CP_MOM,traded,0.007564410472685792,2018,1
2018-09-21,2018-09-28,CP_LV,traded,0.016310449146863026,2018,1
2018-09-28,2018-10-05,CP_LV,traded,-0.021815635223553086,2018,0
2018-10-05,2018-10-12,CP_LV,traded,-0.060662915655078344,2018,0
2018-10-12,2018-10-19,CP_G,skip,0.0,2018,0
2018-10-19,2018-10-26,CP_LV,traded,-0.0255177473213263,2018,0
2018-10-26,2018-11-02,CP_G,skip,0.0,2018,0
2018-11-02,2018-11-09,CP_LV,traded,-0.014894498066086979,2018,0
2018-11-09,2018-11-16,CP_G,skip,0.0,2018,0
2018-11-16,2018-11-23,CP_LV,traded,-0.024949428964004434,2018,0
2018-11-23,2018-11-30,CP_V,traded,0.030503285666522606,2018,1
2018-11-30,2018-12-07,CP_LV,traded,-0.014850387895184634,2018,0
2018-12-07,2018-12-14,CP_V,traded,0.0055074478991584816,2018,1
2018-12-14,2018-12-21,CP_Q,skip,0.0,2018,0
2018-12-21,2018-12-28,CP_G,skip,0.0,2018,0
2018-12-28,2019-01-04,CP_MOM,traded,-0.03563397816251921,2018,0
2019-01-04,2019-01-11,CP_S,traded,0.07335429700717006,2019,1
2019-01-11,2019-01-18,CP_V,traded,0.02509882385191571,2019,1
2019-01-18,2019-01-25,CP_S,traded,0.09617217292185157,2019,1
2019-01-25,2019-02-01,CP_Q,skip,0.0,2019,0
2019-02-01,2019-02-08,CP_MOM,traded,0.028377423542645684,2019,1
2019-02-08,2019-02-15,CP_S,traded,0.03826467083903303,2019,1
2019-02-15,2019-02-22,CP_Q,skip,0.0,2019,0
2019-02-22,2019-02-28,CP_S,traded,-0.015668459270714474,2019,0
2019-02-28,2019-03-08,CP_Q,skip,0.0,2019,0
2019-03-08,2019-03-15,CP_LV,traded,0.04798387115977132,2019,1
2019-03-15,2019-03-22,CP_Q,skip,0.0,2019,0
2019-03-22,2019-03-29,CP_MOM,traded,0.014122016092564428,2019,1
2019-03-29,2019-04-05,CP_V,traded,0.03415701674013549,2019,1
2019-04-05,2019-04-12,CP_G,skip,0.0,2019,0
2019-04-12,2019-04-19,CP_G,skip,0.0,2019,0
2019-04-19,2019-04-26,CP_Q,skip,0.0,2019,0
2019-04-26,2019-05-03,CP_S,traded,0.030068240670896154,2019,1
2019-05-03,2019-05-10,CP_LV,traded,-0.02570176698745987,2019,0
2019-05-10,2019-05-17,CP_MOM,traded,-0.030750322573679698,2019,0
2019-05-17,2019-05-24,CP_LV,traded,-0.010065391812087885,2019,0
2019-05-24,2019-05-31,CP_G,skip,0.0,2019,0
2019-05-31,2019-06-07,CP_S,traded,0.041967394584604446,2019,1
2019-06-07,2019-06-14,CP_LV,traded,0.02902161917986934,2019,1
2019-06-14,2019-06-21,CP_V,traded,0.005046475863270651,2019,1
2019-06-21,2019-06-28,CP_LV,traded,-0.00019400017519589463,2019,0
2019-06-28,2019-07-05,CP_V,traded,-0.01149642870497287,2019,0
2019-07-05,2019-07-12,CP_MOM,traded,-0.0018798365676717538,2019,0
2019-07-12,2019-07-19,CP_Q,skip,0.0,2019,0
2019-07-19,2019-07-26,CP_LV,traded,-0.030515450442351176,2019,0
2019-07-26,2019-08-02,CP_MOM,traded,-0.016126783771933426,2019,0
2019-08-02,2019-08-09,CP_S,traded,-0.044424070979739196,2019,0
2019-08-09,2019-08-16,CP_V,traded,-0.02823274992792095,2019,0
2019-08-16,2019-08-23,CP_LV,traded,0.029718370345524117,2019,1
2019-08-23,2019-08-30,CP_S,traded,0.016489990682415315,2019,1
2019-08-30,2019-09-06,CP_G,skip,0.0,2019,0
2019-09-06,2019-09-11,CP_V,traded,0.025096945600739787,2019,1
2019-09-11,2019-09-20,CP_MOM,traded,-0.0013979609069355563,2019,0
2019-09-20,2019-09-27,CP_Q,skip,0.0,2019,0
2019-09-27,2019-10-04,CP_S,traded,-0.03182374154657792,2019,0
2019-10-04,2019-10-11,CP_G,skip,0.0,2019,0
2019-10-11,2019-10-18,CP_Q,skip,0.0,2019,0
2019-10-18,2019-10-25,CP_Q,skip,0.0,2019,0
2019-10-25,2019-11-01,CP_G,skip,0.0,2019,0
2019-11-01,2019-11-08,CP_V,traded,0.05664675682352638,2019,1
2019-11-08,2019-11-15,CP_MOM,traded,-0.0019053684209634919,2019,0
2019-11-15,2019-11-22,CP_LV,traded,-0.035159614648399826,2019,0
2019-11-22,2019-11-29,CP_LV,traded,0.00016480728497016064,2019,1
2019-11-29,2019-12-06,CP_MOM,traded,0.010295733261421748,2019,1
2019-12-06,2019-12-13,CP_V,traded,0.02761924795684241,2019,1
2019-12-13,2019-12-20,CP_MOM,traded,-0.0007546986292588191,2019,0
2019-12-20,2019-12-27,CP_G,skip,0.0,2019,0
2019-12-27,2020-01-03,CP_G,skip,0.0,2019,0
2020-01-03,2020-01-10,CP_G,skip,0.0,2020,0
2020-01-10,2020-01-17,CP_V,traded,0.02551428913691319,2020,1
2020-01-17,2020-01-23,CP_MOM,traded,-0.005484212275891086,2020,0
2020-01-23,2020-01-31,CP_G,skip,0.0,2020,0
2020-01-31,2020-02-07,CP_G,skip,0.0,2020,0
2020-02-07,2020-02-14,CP_MOM,traded,0.010935338938196539,2020,1
2020-02-14,2020-02-21,CP_Q,skip,0.0,2020,0
2020-02-21,2020-02-28,CP_S,traded,-0.06366566736202314,2020,0
2020-02-28,2020-03-06,CP_MOM,traded,0.06106309550898441,2020,1
2020-03-06,2020-03-13,CP_LV,traded,-0.16015174858089387,2020,0
2020-03-13,2020-03-20,CP_MOM,traded,-0.07932151625869223,2020,0
2020-03-20,2020-03-27,CP_S,traded,0.24694839145839623,2020,1
2020-03-27,2020-04-03,CP_S,traded,0.07409058981184827,2020,1
2020-04-03,2020-04-10,CP_V,traded,0.13053147903526843,2020,1
2020-04-10,2020-04-17,CP_G,skip,0.0,2020,0
2020-04-17,2020-04-24,CP_LV,traded,-0.021143817232319215,2020,0
2020-04-24,2020-04-29,CP_Q,skip,0.0,2020,0
2020-04-29,2020-05-08,CP_S,traded,0.06528812084912106,2020,1
2020-05-08,2020-05-15,CP_MOM,traded,0.0025068099640260704,2020,1
2020-05-15,2020-05-22,CP_G,skip,0.0,2020,0
2020-05-22,2020-05-29,CP_V,traded,0.005907888059827983,2020,1
2020-05-29,2020-06-05,CP_V,traded,0.09445391437429647,2020,1
2020-06-05,2020-06-12,CP_MOM,traded,0.040330968904935094,2020,1
2020-06-12,2020-06-19,CP_MOM,traded,-0.004807543518898492,2020,0
2020-06-19,2020-06-26,CP_MOM,traded,-0.005315337959920084,2020,0
2020-06-26,2020-07-03,CP_G,skip,0.0,2020,0
2020-07-03,2020-07-10,CP_MOM,traded,0.11738449409980534,2020,1
2020-07-10,2020-07-17,CP_V,traded,0.06969911033887335,2020,1
2020-07-17,2020-07-24,CP_MOM,traded,0.15875465033977568,2020,1
2020-07-24,2020-07-31,CP_MOM,traded,0.0419714500722312,2020,1
2020-07-31,2020-08-07,CP_MOM,traded,0.07626370534792322,2020,1
2020-08-07,2020-08-14,CP_LV,traded,0.05125083784632718,2020,1
2020-08-14,2020-08-21,CP_MOM,traded,-0.0384152954989719,2020,0
2020-08-21,2020-08-28,CP_MOM,traded,0.07865850236582587,2020,1
2020-08-28,2020-09-04,CP_V,traded,0.05873408943444047,2020,1
2020-09-04,2020-09-11,CP_V,traded,0.025579181096926577,2020,1
2020-09-11,2020-09-18,CP_V,traded,0.013034549556064813,2020,1
2020-09-18,2020-09-25,CP_LV,traded,-0.04829988597345518,2020,0
2020-09-25,2020-09-29,CP_V,traded,0.03668898836977217,2020,1
2020-09-29,2020-10-08,CP_V,traded,0.022109450266222866,2020,1
2020-10-08,2020-10-16,CP_LV,traded,-0.0030859324897382617,2020,0
2020-10-16,2020-10-23,CP_V,traded,0.0700679957638577,2020,1
2020-10-23,2020-10-30,CP_MOM,traded,-0.026312435307181824,2020,0
2020-10-30,2020-11-06,CP_MOM,traded,0.08069176214052241,2020,1
2020-11-06,2020-11-13,CP_V,traded,0.05401835972358178,2020,1
2020-11-13,2020-11-20,CP_G,skip,0.0,2020,0
2020-11-20,2020-11-27,CP_G,skip,0.0,2020,0
2020-11-27,2020-12-04,CP_MOM,traded,0.0688827471586315,2020,1
2020-12-04,2020-12-11,CP_S,traded,-0.002489562354506934,2020,0
2020-12-11,2020-12-18,CP_S,traded,0.021400854426846937,2020,1
2020-12-18,2020-12-24,CP_LV,traded,0.014618217546282277,2020,1
2020-12-24,2020-12-30,CP_G,skip,0.0,2020,0
2020-12-30,2021-01-08,CP_LV,traded,0.023222898438402785,2020,1
2021-01-08,2021-01-15,CP_S,traded,-0.01807206017330195,2021,0
2021-01-15,2021-01-22,CP_MOM,traded,0.06255146185179378,2021,1
2021-01-22,2021-01-29,CP_MOM,traded,-0.07505424419600973,2021,0
2021-01-29,2021-02-05,CP_V,traded,0.04297460891955103,2021,1
2021-02-05,2021-02-10,CP_S,traded,0.01314818653510559,2021,1
2021-02-10,2021-02-19,CP_LV,traded,0.005730092868772331,2021,1
2021-02-19,2021-02-26,CP_V,traded,-0.014098927031063623,2021,0
2021-02-26,2021-03-05,CP_V,traded,0.005901065608526946,2021,1
2021-03-05,2021-03-12,CP_G,skip,0.0,2021,0
2021-03-12,2021-03-19,CP_Q,skip,0.0,2021,0
2021-03-19,2021-03-26,CP_V,traded,0.015451802842688512,2021,1
2021-03-26,2021-04-02,CP_MOM,traded,-0.027508369311971682,2021,0
2021-04-02,2021-04-09,CP_S,traded,0.02624287437480101,2021,1
2021-04-09,2021-04-16,CP_G,skip,0.0,2021,0
2021-04-16,2021-04-23,CP_MOM,traded,0.054959363572385,2021,1
2021-04-23,2021-04-30,CP_LV,traded,0.005260789227506903,2021,1
2021-04-30,2021-05-07,CP_V,traded,0.03831893006136167,2021,1
2021-05-07,2021-05-14,CP_LV,traded,0.009015855337736625,2021,1
2021-05-14,2021-05-21,CP_V,traded,-0.014469255595971984,2021,0
2021-05-21,2021-05-28,CP_G,skip,0.0,2021,0
2021-05-28,2021-06-04,CP_MOM,traded,0.017410063301101543,2021,1
2021-06-04,2021-06-11,CP_G,skip,0.0,2021,0
2021-06-11,2021-06-18,CP_Q,skip,0.0,2021,0
2021-06-18,2021-06-25,CP_V,traded,0.01059205497860627,2021,1
2021-06-25,2021-07-02,CP_G,skip,0.0,2021,0
2021-07-02,2021-07-09,CP_Q,skip,0.0,2021,0
2021-07-09,2021-07-16,CP_G,skip,0.0,2021,0
2021-07-16,2021-07-23,CP_MOM,traded,0.008275104205522046,2021,1
2021-07-23,2021-07-30,CP_LV,traded,-0.013998278880870194,2021,0
2021-07-30,2021-08-06,CP_G,skip,0.0,2021,0
2021-08-06,2021-08-13,CP_Q,skip,0.0,2021,0
2021-08-13,2021-08-20,CP_G,skip,0.0,2021,0
2021-08-20,2021-08-27,CP_V,traded,0.04803586462747245,2021,1
2021-08-27,2021-09-03,CP_MOM,traded,-0.007887883033985708,2021,0
2021-09-03,2021-09-10,CP_V,traded,0.02577560317726394,2021,1
2021-09-10,2021-09-17,CP_G,skip,0.0,2021,0
2021-09-17,2021-09-24,CP_MOM,traded,0.006765029278843494,2021,1
2021-09-24,2021-10-01,CP_LV,traded,-0.03674039503825549,2021,0
2021-10-01,2021-10-08,CP_V,traded,-0.011542751697034247,2021,0
2021-10-08,2021-10-15,CP_G,skip,0.0,2021,0
2021-10-15,2021-10-22,CP_G,skip,0.0,2021,0
2021-10-22,2021-10-29,CP_G,skip,0.0,2021,0
2021-10-29,2021-11-05,CP_G,skip,0.0,2021,0
2021-11-05,2021-11-12,CP_Q,skip,0.0,2021,0
2021-11-12,2021-11-19,CP_Q,skip,0.0,2021,0
2021-11-19,2021-11-26,CP_LV,traded,-0.03547955119738344,2021,0
2021-11-26,2021-12-03,CP_V,traded,-0.0028511035313856553,2021,0
2021-12-03,2021-12-10,CP_V,traded,0.023739907986967138,2021,1
2021-12-10,2021-12-17,CP_LV,traded,0.005629855975776823,2021,1
2021-12-17,2021-12-24,CP_S,traded,-0.005709895871216817,2021,0
2021-12-24,2021-12-30,CP_G,skip,0.0,2021,0
2021-12-30,2022-01-07,CP_V,traded,0.009670573114271877,2021,1
2022-01-07,2022-01-14,CP_G,skip,0.0,2022,0
2022-01-14,2022-01-21,CP_LV,traded,-0.02054124824741005,2022,0
2022-01-21,2022-01-28,CP_V,traded,-0.032281478393639984,2022,0
2022-01-28,2022-02-04,CP_G,skip,0.0,2022,0
2022-02-04,2022-02-11,CP_LV,traded,-0.002638911455390323,2022,0
2022-02-11,2022-02-18,CP_G,skip,0.0,2022,0
2022-02-18,2022-02-25,CP_G,skip,0.0,2022,0
2022-02-25,2022-03-04,CP_S,traded,0.06547788035905529,2022,1
2022-03-04,2022-03-11,CP_V,traded,-0.02569593845432467,2022,0
2022-03-11,2022-03-18,CP_G,skip,0.0,2022,0
2022-03-18,2022-03-25,CP_MOM,traded,0.06300683471503474,2022,1
2022-03-25,2022-04-01,CP_G,skip,0.0,2022,0
2022-04-01,2022-04-08,CP_LV,traded,-0.004396734005968471,2022,0
2022-04-08,2022-04-15,CP_S,traded,0.01591250936934513,2022,1
2022-04-15,2022-04-22,CP_S,traded,0.024870878361913575,2022,1
2022-04-22,2022-04-29,CP_Q,skip,0.0,2022,0
2022-04-29,2022-05-06,CP_V,traded,-0.015110901020047704,2022,0
2022-05-06,2022-05-13,CP_MOM,traded,-0.043827886429377926,2022,0
2022-05-13,2022-05-20,CP_G,skip,0.0,2022,0
2022-05-20,2022-05-27,CP_V,traded,0.016393451252872338,2022,1
2022-05-27,2022-06-03,CP_LV,traded,0.010240685723498412,2022,1
2022-06-03,2022-06-10,CP_LV,traded,-0.022594099660601205,2022,0
2022-06-10,2022-06-17,CP_MOM,traded,-0.09113893665558537,2022,0
2022-06-17,2022-06-24,CP_G,skip,0.0,2022,0
2022-06-24,2022-07-01,CP_LV,traded,-0.008715768976654735,2022,0
2022-07-01,2022-07-08,CP_S,traded,0.03813897503374031,2022,1
2022-07-08,2022-07-15,CP_G,skip,0.0,2022,0
2022-07-15,2022-07-22,CP_S,traded,0.0559407568220621,2022,1
2022-07-22,2022-07-29,CP_G,skip,0.0,2022,0
2022-07-29,2022-08-05,CP_G,skip,0.0,2022,0
2022-08-05,2022-08-12,CP_V,traded,0.027500843049211146,2022,1
2022-08-12,2022-08-19,CP_LV,traded,-0.0002638227467587444,2022,0
2022-08-19,2022-08-26,CP_MOM,traded,0.007922654161285394,2022,1
2022-08-26,2022-09-02,CP_LV,traded,-0.03326115882154884,2022,0
2022-09-02,2022-09-08,CP_G,skip,0.0,2022,0
2022-09-08,2022-09-16,CP_LV,traded,0.0008229058600205635,2022,1
2022-09-16,2022-09-23,CP_LV,traded,-0.0021439681490665868,2022,0
2022-09-23,2022-09-30,CP_Q,skip,0.0,2022,0
2022-09-30,2022-10-07,CP_LV,traded,0.026623068042739374,2022,1
2022-10-07,2022-10-14,CP_Q,skip,0.0,2022,0
2022-10-14,2022-10-21,CP_MOM,traded,-0.032397644742679775,2022,0
2022-10-21,2022-10-28,CP_MOM,traded,0.02009676107089333,2022,1
2022-10-28,2022-11-04,CP_V,traded,-0.007105773808220937,2022,0
2022-11-04,2022-11-11,CP_S,traded,0.053009230446240986,2022,1
2022-11-11,2022-11-18,CP_LV,traded,-0.00022568435593397313,2022,0
2022-11-18,2022-11-25,CP_S,traded,0.010847045279653213,2022,1
2022-11-25,2022-12-02,CP_S,traded,0.007369655149087941,2022,1
2022-12-02,2022-12-09,CP_LV,traded,0.016925844898185487,2022,1
2022-12-09,2022-12-16,CP_Q,skip,0.0,2022,0
2022-12-16,2022-12-23,CP_LV,traded,0.007434844647177264,2022,1
2022-12-23,2022-12-29,CP_G,skip,0.0,2022,0
2022-12-29,2023-01-06,CP_V,traded,0.008063234876498761,2022,1
2023-01-06,2023-01-13,CP_G,skip,0.0,2023,0
2023-01-13,2023-01-20,CP_Q,skip,0.0,2023,0
2023-01-20,2023-01-27,CP_G,skip,0.0,2023,0
2023-01-27,2023-02-03,CP_G,skip,0.0,2023,0
2023-02-03,2023-02-10,CP_MOM,traded,0.028013600909476542,2023,1
2023-02-10,2023-02-17,CP_S,traded,0.016290603388493412,2023,1
2023-02-17,2023-02-24,CP_MOM,traded,0.03308758614812781,2023,1
2023-02-24,2023-03-03,CP_G,skip,0.0,2023,0
2023-03-03,2023-03-10,CP_MOM,traded,-0.011212317138946779,2023,0
2023-03-10,2023-03-17,CP_G,skip,0.0,2023,0
2023-03-17,2023-03-24,CP_MOM,traded,0.0146216201039165,2023,1
2023-03-24,2023-03-31,CP_MOM,traded,0.05998650325685757,2023,1
2023-03-31,2023-04-07,CP_G,skip,0.0,2023,0
2023-04-07,2023-04-14,CP_S,traded,0.026474526580845613,2023,1
2023-04-14,2023-04-21,CP_V,traded,0.0032173497368344203,2023,1
2023-04-21,2023-04-28,CP_V,traded,-0.016681087634176115,2023,0
2023-04-28,2023-05-04,CP_LV,traded,0.0010949140538753861,2023,1
2023-05-04,2023-05-12,CP_LV,traded,-0.03486711631415641,2023,0
2023-05-12,2023-05-19,CP_G,skip,0.0,2023,0
2023-05-19,2023-05-26,CP_G,skip,0.0,2023,0
2023-05-26,2023-06-02,CP_MOM,traded,0.05627112918564183,2023,1
2023-06-02,2023-06-09,CP_MOM,traded,0.03292346056537535,2023,1
2023-06-09,2023-06-16,CP_MOM,traded,0.05078247138751567,2023,1
2023-06-16,2023-06-23,CP_MOM,traded,0.04889522919592543,2023,1
2023-06-23,2023-06-30,CP_MOM,traded,-0.00022349538695074335,2023,0
2023-06-30,2023-07-07,CP_MOM,traded,0.09226812579624263,2023,1
2023-07-07,2023-07-14,CP_G,skip,0.0,2023,0
2023-07-14,2023-07-21,CP_MOM,traded,-0.0017203600491818665,2023,0
2023-07-21,2023-07-28,CP_G,skip,0.0,2023,0
2023-07-28,2023-08-04,CP_LV,traded,0.01951509639297796,2023,1
2023-08-04,2023-08-11,CP_LV,traded,0.002299601769031336,2023,1
2023-08-11,2023-08-18,CP_S,traded,-0.05658975070382266,2023,0
2023-08-18,2023-08-25,CP_V,traded,-0.00214559924300791,2023,0
2023-08-25,2023-09-01,CP_G,skip,0.0,2023,0
2023-09-01,2023-09-08,CP_LV,traded,-0.008468903891871948,2023,0
2023-09-08,2023-09-15,CP_V,traded,0.006984703338651123,2023,1
2023-09-15,2023-09-22,CP_LV,traded,-0.013255774303496646,2023,0
2023-09-22,2023-09-27,CP_LV,traded,-0.006927977891484881,2023,0
2023-09-27,2023-10-06,CP_LV,traded,-0.010853411495515906,2023,0
2023-10-06,2023-10-13,CP_G,skip,0.0,2023,0
2023-10-13,2023-10-20,CP_LV,traded,-0.02757506884113846,2023,0
2023-10-20,2023-10-27,CP_V,traded,0.03459245578657544,2023,1
2023-10-27,2023-11-03,CP_G,skip,0.0,2023,0
2023-11-03,2023-11-10,CP_LV,traded,0.010447121420808982,2023,1
2023-11-10,2023-11-17,CP_G,skip,0.0,2023,0
2023-11-17,2023-11-24,CP_LV,traded,0.0035983516889976823,2023,1
2023-11-24,2023-12-01,CP_G,skip,0.0,2023,0
2023-12-01,2023-12-08,CP_LV,traded,0.0030377199658916075,2023,1
2023-12-08,2023-12-15,CP_G,skip,0.0,2023,0
2023-12-15,2023-12-22,CP_LV,traded,0.007076414685682311,2023,1
2023-12-22,2023-12-28,CP_G,skip,0.0,2023,0
2023-12-28,2024-01-05,CP_S,traded,0.011074634699391385,2023,1
2024-01-05,2024-01-12,CP_LV,traded,-0.007826701829138659,2024,0
2024-01-12,2024-01-19,CP_MOM,traded,-0.040400743959495555,2024,0
2024-01-19,2024-01-26,CP_V,traded,0.011848479754044195,2024,1
2024-01-26,2024-02-02,CP_V,traded,0.12106797982020905,2024,1
2024-02-02,2024-02-08,CP_G,skip,0.0,2024,0
2024-02-08,2024-02-16,CP_V,traded,0.004064017396310284,2024,1
2024-02-16,2024-02-23,CP_G,skip,0.0,2024,0
2024-02-23,2024-02-29,CP_MOM,traded,-0.05114516819185222,2024,0
2024-02-29,2024-03-08,CP_G,skip,0.0,2024,0
2024-03-08,2024-03-15,CP_G,skip,0.0,2024,0
2024-03-15,2024-03-22,CP_G,skip,0.0,2024,0
2024-03-22,2024-03-29,CP_G,skip,0.0,2024,0
2024-03-29,2024-04-05,CP_MOM,traded,0.024166443344561542,2024,1
2024-04-05,2024-04-12,CP_MOM,traded,0.05020371806986612,2024,1
2024-04-12,2024-04-19,CP_V,traded,-0.003094768589461348,2024,0
2024-04-19,2024-04-26,CP_G,skip,0.0,2024,0
2024-04-26,2024-05-03,CP_Q,skip,0.0,2024,0
2024-05-03,2024-05-10,CP_V,traded,-0.006667104961442836,2024,0
2024-05-10,2024-05-17,CP_S,traded,0.0005793855060857072,2024,1
2024-05-17,2024-05-24,CP_G,skip,0.0,2024,0
2024-05-24,2024-05-31,CP_V,traded,-0.0008220942170037641,2024,0
2024-05-31,2024-06-07,CP_G,skip,0.0,2024,0
2024-06-07,2024-06-14,CP_MOM,traded,0.028993184108750847,2024,1
2024-06-14,2024-06-21,CP_V,traded,0.011837619284663104,2024,1
2024-06-21,2024-06-28,CP_G,skip,0.0,2024,0
2024-06-28,2024-07-05,CP_Q,skip,0.0,2024,0
2024-07-05,2024-07-12,CP_V,traded,0.0020178191243744887,2024,1
2024-07-12,2024-07-19,CP_LV,traded,-0.010597873752998187,2024,0
2024-07-19,2024-07-26,CP_MOM,traded,-0.005573909692063193,2024,0
2024-07-26,2024-08-02,CP_LV,traded,-0.0025344188116977013,2024,0
2024-08-02,2024-08-09,CP_G,skip,0.0,2024,0
2024-08-09,2024-08-16,CP_LV,traded,0.008338640852849057,2024,1
2024-08-16,2024-08-23,CP_V,traded,0.010680411837675386,2024,1
2024-08-23,2024-08-30,CP_G,skip,0.0,2024,0
2024-08-30,2024-09-06,CP_LV,traded,-0.015452587571753095,2024,0
2024-09-06,2024-09-13,CP_G,skip,0.0,2024,0
2024-09-13,2024-09-20,CP_G,skip,0.0,2024,0
2024-09-20,2024-09-27,CP_G,skip,0.0,2024,0
2024-09-27,2024-10-04,CP_G,skip,0.0,2024,0
2024-10-04,2024-10-11,CP_MOM,traded,0.041369815330789914,2024,1
2024-10-11,2024-10-18,CP_MOM,traded,0.028093337406447552,2024,1
2024-10-18,2024-10-25,CP_Q,skip,0.0,2024,0
2024-10-25,2024-11-01,CP_S,traded,-0.0046343766425562686,2024,0
2024-11-01,2024-11-08,CP_V,traded,-0.0009282832741583907,2024,0
2024-11-08,2024-11-15,CP_V,traded,-0.05985225627021461,2024,0
2024-11-15,2024-11-22,CP_G,skip,0.0,2024,0
2024-11-22,2024-11-29,CP_LV,traded,0.0038542440053460324,2024,1
2024-11-29,2024-12-06,CP_Q,skip,0.0,2024,0
2024-12-06,2024-12-13,CP_S,traded,0.04610752627088431,2024,1
