BaseDate,SellDate,leader,status,basket_return,year,win
2007-07-06,2007-07-13,CP_MOM,traded,0.07867707509636064,2007,1
2007-07-13,2007-07-20,CP_V,traded,0.019496208606920078,2007,1
2007-07-20,2007-07-27,CP_S,traded,-0.02743765891578765,2007,0
2007-07-27,2007-08-03,CP_MOM,traded,0.02241643969836308,2007,1
2007-08-03,2007-08-10,CP_S,traded,-0.005138336886086446,2007,0
2007-08-10,2007-08-17,CP_LV,traded,-0.05548309750242486,2007,0
2007-08-17,2007-08-24,CP_MOM,traded,0.10900398495462553,2007,1
2007-08-24,2007-08-31,CP_MOM,traded,0.0620107953142212,2007,1
2007-08-31,2007-09-07,CP_LV,traded,-0.007454883558841228,2007,0
2007-09-07,2007-09-14,CP_MOM,traded,0.01872543043669165,2007,1
2007-09-14,2007-09-21,CP_MOM,traded,0.04887418892293231,2007,1
2007-09-21,2007-09-28,CP_Q,skip,0.0,2007,0
2007-09-28,2007-10-05,CP_MOM,traded,0.0477885735587707,2007,1
2007-10-05,2007-10-12,CP_G,skip,0.0,2007,0
2007-10-12,2007-10-19,CP_LV,traded,-0.03520141642262672,2007,0
2007-10-19,2007-10-26,CP_MOM,traded,0.04037502966447287,2007,1
2007-10-26,2007-11-02,CP_G,skip,0.0,2007,0
2007-11-02,2007-11-09,CP_LV,traded,-0.004970889833232171,2007,0
2007-11-09,2007-11-16,CP_V,traded,-0.0019057464475192947,2007,0
2007-11-16,2007-11-23,CP_LV,traded,-0.05136704144060202,2007,0
2007-11-23,2007-11-30,CP_G,skip,0.0,2007,0
2007-11-30,2007-12-07,CP_V,traded,0.04043404237119612,2007,1
2007-12-07,2007-12-14,CP_LV,traded,0.010171603111830099,2007,1
2007-12-14,2007-12-21,CP_V,traded,-0.010143036917505142,2007,0
2007-12-21,2007-12-28,CP_S,traded,0.031055629247780367,2007,1
2007-12-28,2008-01-04,CP_MOM,traded,0.0008444684774672881,2007,1
2008-01-04,2008-01-11,CP_S,traded,-0.04046843796636666,2008,0
2008-01-11,2008-01-18,CP_LV,traded,-0.012406188582355447,2008,0
2008-01-18,2008-01-25,CP_Q,skip,0.0,2008,0
2008-01-25,2008-02-01,CP_Q,skip,0.0,2008,0
2008-02-01,2008-02-05,CP_S,traded,0.054033255096082644,2008,1
2008-02-05,2008-02-15,CP_G,skip,0.0,2008,0
2008-02-15,2008-02-22,CP_Q,skip,0.0,2008,0
2008-02-22,2008-02-29,CP_V,traded,0.014381574875540084,2008,1
2008-02-29,2008-03-07,CP_LV,traded,-0.02983998749664788,2008,0
2008-03-07,2008-03-14,CP_LV,traded,-0.02280435897341341,2008,0
2008-03-14,2008-03-21,CP_G,skip,0.0,2008,0
2008-03-21,2008-03-28,CP_G,skip,0.0,2008,0
2008-03-28,2008-04-04,CP_V,traded,0.045654230213790184,2008,1
2008-04-04,2008-04-11,CP_LV,traded,0.0013152954988150628,2008,1
2008-04-11,2008-04-18,CP_Q,skip,0.0,2008,0
2008-04-18,2008-04-25,CP_V,traded,0.006917288081365549,2008,1
2008-04-25,2008-05-02,CP_V,traded,-0.00366900815861003,2008,0
2008-05-02,2008-05-09,CP_S,traded,0.023756325641609267,2008,1
2008-05-09,2008-05-16,CP_V,traded,0.039174428479798365,2008,1
2008-05-16,2008-05-23,CP_S,traded,0.010803556120255688,2008,1
2008-05-23,2008-05-30,CP_S,traded,0.019124637263836446,2008,1
2008-05-30,2008-06-05,CP_MOM,traded,-0.0027171665493557523,2008,0
2008-06-05,2008-06-13,CP_LV,traded,-0.031242968637902768,2008,0
2008-06-13,2008-06-20,CP_S,traded,-0.0033289408918154334,2008,0
2008-06-20,2008-06-27,CP_LV,traded,-0.008991694251657798,2008,0
2008-06-27,2008-07-04,CP_LV,traded,-0.0439524670833152,2008,0
2008-07-04,2008-07-11,CP_S,traded,0.022370092877665948,2008,1
2008-07-11,2008-07-18,CP_Q,skip,0.0,2008,0
2008-07-18,2008-07-25,CP_V,traded,0.10423524181466967,2008,1
2008-07-25,2008-08-01,CP_MOM,traded,0.03575953305468367,2008,1
2008-08-01,2008-08-08,CP_G,skip,0.0,2008,0
2008-08-08,2008-08-14,CP_G,skip,0.0,2008,0
2008-08-14,2008-08-22,CP_LV,traded,-0.026317596403380723,2008,0
2008-08-22,2008-08-29,CP_LV,traded,0.027593116631074978,2008,1
2008-08-29,2008-09-05,CP_G,skip,0.0,2008,0
2008-09-05,2008-09-12,CP_LV,traded,0.028707933945937937,2008,1
2008-09-12,2008-09-19,CP_V,traded,-0.054153610982435284,2008,0
2008-09-19,2008-09-26,CP_G,skip,0.0,2008,0
2008-09-26,2008-10-02,CP_LV,traded,0.0003739827500386056,2008,1
2008-10-02,2008-10-10,CP_LV,traded,-0.1570503479016351,2008,0
2008-10-10,2008-10-17,CP_LV,traded,0.018846683863706186,2008,1
2008-10-17,2008-10-24,CP_LV,traded,-0.19342280602865763,2008,0
2008-10-24,2008-10-31,CP_G,skip,0.0,2008,0
2008-10-31,2008-11-07,CP_S,traded,0.14891358321693865,2008,1
2008-11-07,2008-11-14,CP_LV,traded,-0.01666709139132115,2008,0
2008-11-14,2008-11-21,CP_LV,traded,-0.04187587932842216,2008,0
2008-11-21,2008-11-28,CP_V,traded,0.09203520038269154,2008,1
2008-11-28,2008-12-05,CP_V,traded,-0.008229656353973866,2008,0
2008-12-05,2008-12-12,CP_V,traded,0.12332208484054127,2008,1
2008-12-12,2008-12-19,CP_S,traded,0.07271780161012867,2008,1
2008-12-19,2008-12-26,CP_LV,traded,-0.0030780577181582095,2008,0
2008-12-26,2009-01-02,CP_V,traded,0.021818857900288723,2008,1
2009-01-02,2009-01-09,CP_S,traded,0.08885985251603752,2009,1
2009-01-09,2009-01-16,CP_G,skip,0.0,2009,0
2009-01-16,2009-01-23,CP_Q,skip,0.0,2009,0
2009-01-23,2009-01-30,CP_S,traded,0.061293133327332966,2009,1
2009-01-30,2009-02-06,CP_V,traded,0.051215930998603866,2009,1
2009-02-06,2009-02-13,CP_S,traded,0.05419247559716504,2009,1
2009-02-13,2009-02-20,CP_LV,traded,-0.051653820831073526,2009,0
2009-02-20,2009-02-27,CP_LV,traded,0.011215715656363158,2009,1
2009-02-27,2009-03-06,CP_G,skip,0.0,2009,0
2009-03-06,2009-03-13,CP_V,traded,0.12158342812342024,2009,1
2009-03-13,2009-03-20,CP_V,traded,0.07803554401558613,2009,1
2009-03-20,2009-03-27,CP_S,traded,0.056132923627824696,2009,1
2009-03-27,2009-04-03,CP_V,traded,0.05470014627028695,2009,1
2009-04-03,2009-04-10,CP_S,traded,0.09712075229735553,2009,1
2009-04-10,2009-04-17,CP_V,traded,-0.0014698785209269131,2009,0
2009-04-17,2009-04-24,CP_MOM,traded,-0.030533726497213177,2009,0
2009-04-24,2009-04-30,CP_V,traded,0.002901152925372532,2009,1
2009-04-30,2009-05-08,CP_V,traded,0.04274763399691146,2009,1
2009-05-08,2009-05-15,CP_MOM,traded,0.0032819390792103737,2009,1
2009-05-15,2009-05-22,CP_MOM,traded,0.036340080642078575,2009,1
2009-05-22,2009-05-29,CP_G,skip,0.0,2009,0
2009-05-29,2009-06-05,CP_V,traded,-0.00202284017185582,2009,0
2009-06-05,2009-06-12,CP_Q,skip,0.0,2009,0
2009-06-12,2009-06-19,CP_Q,skip,0.0,2009,0
2009-06-19,2009-06-26,CP_LV,traded,0.00842968596387379,2009,1
2009-06-26,2009-07-03,CP_S,traded,0.011486862761987994,2009,1
2009-07-03,2009-07-10,CP_LV,traded,-0.00663224770116778,2009,0
2009-07-10,2009-07-17,CP_G,skip,0.0,2009,0
2009-07-17,2009-07-24,CP_V,traded,0.03825747869553138,2009,1
2009-07-24,2009-07-31,CP_V,traded,0.0035969224813078536,2009,1
2009-07-31,2009-08-07,CP_G,skip,0.0,2009,0
2009-08-07,2009-08-14,CP_S,traded,0.004519082008902,2009,1
2009-08-14,2009-08-21,CP_MOM,traded,0.016651490456008423,2009,1
2009-08-21,2009-08-28,CP_G,skip,0.0,2009,0
2009-08-28,2009-09-04,CP_MOM,traded,-0.011964534367064326,2009,0
2009-09-04,2009-09-11,CP_LV,traded,0.01960491019726196,2009,1
2009-09-11,2009-09-18,CP_V,traded,0.014583888384265256,2009,1
2009-09-18,2009-09-25,CP_LV,traded,-0.0037452097296641657,2009,0
2009-09-25,2009-10-01,CP_LV,traded,-0.010106407418328987,2009,0
2009-10-01,2009-10-09,CP_MOM,traded,-0.019867656171108396,2009,0
2009-10-09,2009-10-16,CP_G,skip,0.0,2009,0
2009-10-16,2009-10-23,CP_MOM,traded,-0.008235918436114941,2009,0
2009-10-23,2009-10-30,CP_LV,traded,-0.02820937570579265,2009,0
2009-10-30,2009-11-06,CP_MOM,traded,-0.01640502576078688,2009,0
2009-11-06,2009-11-13,CP_LV,traded,0.005328768230820726,2009,1
2009-11-13,2009-11-20,CP_MOM,traded,0.03507431814711681,2009,1
2009-11-20,2009-11-27,CP_LV,traded,-0.050553833379429924,2009,0
2009-11-27,2009-12-04,CP_G,skip,0.0,2009,0
2009-12-04,2009-12-11,CP_V,traded,0.020996428896670194,2009,1
2009-12-11,2009-12-18,CP_S,traded,0.04540246612375628,2009,1
2009-12-18,2009-12-24,CP_LV,traded,0.019652537785887846,2009,1
2009-12-24,2009-12-30,CP_MOM,traded,-0.0027776140865023763,2009,0
2009-12-30,2010-01-08,CP_V,traded,0.025511585380753744,2009,1
2010-01-08,2010-01-15,CP_G,skip,0.0,2010,0
2010-01-15,2010-01-22,CP_LV,traded,-0.013162141653012669,2010,0
2010-01-22,2010-01-29,CP_LV,traded,-0.022031437082692618,2010,0
2010-01-29,2010-02-05,CP_LV,traded,-0.01261033239476462,2010,0
2010-02-05,2010-02-12,CP_G,skip,0.0,2010,0
2010-02-12,2010-02-19,CP_V,traded,-0.014165650903976078,2010,0
2010-02-19,2010-02-26,CP_G,skip,0.0,2010,0
2010-02-26,2010-03-05,CP_MOM,traded,0.01335808288712831,2010,1
2010-03-05,2010-03-12,CP_S,traded,0.036882204333674305,2010,1
2010-03-12,2010-03-19,CP_G,skip,0.0,2010,0
2010-03-19,2010-03-26,CP_LV,traded,-0.0038493430353298648,2010,0
2010-03-26,2010-04-02,CP_LV,traded,-0.007097796439241975,2010,0
2010-04-02,2010-04-09,CP_S,traded,0.013206428388439951,2010,1
2010-04-09,2010-04-16,CP_V,traded,0.026074223034787423,2010,1
2010-04-16,2010-04-23,CP_MOM,traded,-0.01673359020184107,2010,0
2010-04-23,2010-04-30,CP_MOM,traded,0.08421212246472658,2010,1
2010-04-30,2010-05-07,CP_MOM,traded,-0.04494548829773457,2010,0
2010-05-07,2010-05-14,CP_MOM,traded,0.07722822601013903,2010,1
2010-05-14,2010-05-20,CP_LV,traded,-0.0066107006295791785,2010,0
2010-05-20,2010-05-28,CP_G,skip,0.0,2010,0
2010-05-28,2010-06-04,CP_Q,skip,0.0,2010,0
2010-06-04,2010-06-11,CP_V,traded,0.011637412260216952,2010,1
2010-06-11,2010-06-18,CP_MOM,traded,0.014524535847142328,2010,1
2010-06-18,2010-06-25,CP_G,skip,0.0,2010,0
2010-06-25,2010-07-02,CP_S,traded,-0.02809624830744227,2010,0
2010-07-02,2010-07-09,CP_MOM,traded,0.0366307385738889,2010,1
2010-07-09,2010-07-16,CP_Q,skip,0.0,2010,0
2010-07-16,2010-07-23,CP_LV,traded,0.00023304438960120195,2010,1
2010-07-23,2010-07-30,CP_LV,traded,-0.006992465729365547,2010,0
2010-07-30,2010-08-06,CP_S,traded,-0.004161572361253639,2010,0
2010-08-06,2010-08-13,CP_S,traded,0.03780354869444567,2010,1
2010-08-13,2010-08-20,CP_MOM,traded,0.04848039925902821,2010,1
2010-08-20,2010-08-27,CP_Q,skip,0.0,2010,0
2010-08-27,2010-09-03,CP_G,skip,0.0,2010,0
2010-09-03,2010-09-10,CP_MOM,traded,0.014043354278563772,2010,1
2010-09-10,2010-09-17,CP_V,traded,0.008326008911654371,2010,1
2010-09-17,2010-09-24,CP_MOM,traded,0.009696925466640539,2010,1
2010-09-24,2010-10-01,CP_V,traded,0.055420003069943255,2010,1
2010-10-01,2010-10-08,CP_V,traded,0.006124858150351544,2010,1
2010-10-08,2010-10-15,CP_S,traded,0.028350594772912366,2010,1
2010-10-15,2010-10-22,CP_MOM,traded,0.0178927939102387,2010,1
2010-10-22,2010-10-29,CP_Q,skip,0.0,2010,0
2010-10-29,2010-11-05,CP_LV,traded,0.0020172713482103383,2010,1
2010-11-05,2010-11-12,CP_LV,traded,-0.03721396124066432,2010,0
2010-11-12,2010-11-19,CP_Q,skip,0.0,2010,0
2010-11-19,2010-11-26,CP_LV,traded,-0.023238648981619092,2010,0
2010-11-26,2010-12-03,CP_MOM,traded,0.04698049421002435,2010,1
2010-12-03,2010-12-10,CP_G,skip,0.0,2010,0
2010-12-10,2010-12-17,CP_MOM,traded,0.05928448557522605,2010,1
2010-12-17,2010-12-24,CP_LV,traded,0.02776014188114733,2010,1
2010-12-24,2010-12-30,CP_G,skip,0.0,2010,0
2010-12-30,2011-01-07,CP_MOM,traded,0.030608031587687823,2010,1
2011-01-07,2011-01-14,CP_V,traded,-0.0042407898303244524,2011,0
2011-01-14,2011-01-21,CP_MOM,traded,-0.04548630944635941,2011,0
2011-01-21,2011-01-28,CP_LV,traded,-0.0012000681414741626,2011,0
2011-01-28,2011-02-01,CP_G,skip,0.0,2011,0
2011-02-01,2011-02-11,CP_S,traded,0.0020547939937447983,2011,1
2011-02-11,2011-02-18,CP_Q,skip,0.0,2011,0
2011-02-18,2011-02-25,CP_S,traded,-0.03892583412560334,2011,0
2011-02-25,2011-03-04,CP_MOM,traded,0.03547932844476809,2011,1
2011-03-04,2011-03-11,CP_LV,traded,-0.007913612795989365,2011,0
2011-03-11,2011-03-18,CP_G,skip,0.0,2011,0
2011-03-18,2011-03-25,CP_MOM,traded,0.03948493266766895,2011,1
2011-03-25,2011-04-01,CP_G,skip,0.0,2011,0
2011-04-01,2011-04-08,CP_MOM,traded,0.008154977972313729,2011,1
2011-04-08,2011-04-15,CP_MOM,traded,0.024586045520927705,2011,1
2011-04-15,2011-04-22,CP_MOM,traded,0.02995147029721098,2011,1
2011-04-22,2011-04-29,CP_LV,traded,0.01836819801869599,2011,1
2011-04-29,2011-05-06,CP_S,traded,0.02299827025234185,2011,1
2011-05-06,2011-05-13,CP_G,skip,0.0,2011,0
2011-05-13,2011-05-20,CP_LV,traded,0.007666657806967382,2011,1
2011-05-20,2011-05-27,CP_MOM,traded,0.0020186768545468435,2011,1
2011-05-27,2011-06-03,CP_LV,traded,0.0075813069921724565,2011,1
2011-06-03,2011-06-10,CP_LV,traded,-0.01943040427625816,2011,0
2011-06-10,2011-06-17,CP_Q,skip,0.0,2011,0
2011-06-17,2011-06-24,CP_S,traded,0.10011803833420747,2011,1
2011-06-24,2011-07-01,CP_S,traded,0.015801206242125068,2011,1
2011-07-01,2011-07-08,CP_MOM,traded,0.02034049137820542,2011,1
2011-07-08,2011-07-15,CP_S,traded,-0.023197040723368867,2011,0
2011-07-15,2011-07-22,CP_S,traded,0.06981631867011015,2011,1
2011-07-22,2011-07-29,CP_S,traded,-0.0026573391809914344,2011,0
2011-07-29,2011-08-05,CP_LV,traded,-0.07015671040257679,2011,0
2011-08-05,2011-08-12,CP_S,traded,-0.005510703488901201,2011,0
2011-08-12,2011-08-19,CP_LV,traded,0.021389912291181715,2011,1
2011-08-19,2011-08-26,CP_V,traded,0.004197904471031268,2011,1
2011-08-26,2011-09-02,CP_MOM,traded,0.03349804642609936,2011,1
2011-09-02,2011-09-09,CP_LV,traded,-0.011089794494616665,2011,0
2011-09-09,2011-09-16,CP_V,traded,0.008494480855369104,2011,1
2011-09-16,2011-09-23,CP_MOM,traded,-0.06312454477146948,2011,0
2011-09-23,2011-09-30,CP_MOM,traded,0.037109698241808466,2011,1
2011-09-30,2011-10-07,CP_V,traded,-0.009997648770408905,2011,0
2011-10-07,2011-10-14,CP_G,skip,0.0,2011,0
2011-10-14,2011-10-21,CP_G,skip,0.0,2011,0
2011-10-21,2011-10-28,CP_V,traded,0.0814094230496035,2011,1
2011-10-28,2011-11-04,CP_G,skip,0.0,2011,0
2011-11-04,2011-11-11,CP_S,traded,-0.003960068790516989,2011,0
2011-11-11,2011-11-18,CP_LV,traded,-0.006104088108473114,2011,0
2011-11-18,2011-11-25,CP_LV,traded,-0.0065567647358596645,2011,0
2011-11-25,2011-12-02,CP_V,traded,0.11089457356959923,2011,1
