code,name,weight,expected_return_ann,current_price
122630,KODEX 레버리지,0.11763979085639908,7.982886629538571,205120.0
102110,TIGER 200,0.25,3.9545906418023757,137290.0
069500,KODEX 200,0.25,3.954293808369999,137140.0
229200,KODEX 코스닥150,0.2473523131499977,3.308247874059563,18265.0
252670,KODEX 200선물인버스2X,0.13500789599360322,-7.989460074848103,74.0
