code,name,weight,expected_return_ann,current_price
122630,KODEX 레버리지,0.1,,204770.0
233740,KODEX 코스닥150레버리지,0.1,,13425.0
102110,TIGER 200,0.1,,137225.0
069500,KODEX 200,0.1,,137010.0
091160,KODEX 반도체,0.1,,173080.0
294400,KOSEF 200TR,0.1,,179410.0
278530,KODEX 200TR,0.1,,49555.0
411060,ACE 미국빅테크TOP7Plus,0.1,,29145.0
091170,KODEX 은행,0.1,,16275.0
305540,TIGER 2차전지테마,0.1,,22470.0
