종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"376270","HEM파마","72100","64900","-7200","-9.99","62978","4169816300"
"097230","HJ중공업","23350","19340","-4010","-17.17","2768497","57209301455"
"195940","HK이노엔","52400","45550","-6850","-13.07","386460","18450919575"
"014790","HL D&I","3530","3165","-365","-10.34","350711","1144192450"
"028300","HLB","54100","45700","-8400","-15.53","1792284","86890916300"
"003580","HLB글로벌","1970","1767","-203","-10.30","388241","711324316"
"278650","HLB바이오스텝","1213","1099","-114","-9.40","634018","721062714"
"067630","HLB생명과학","3830","3340","-490","-12.79","772838","2711294548"
"024850","HLB이노베이션","2850","2515","-335","-11.75","1574716","4132329511"
"187420","HLB제넥스","2570","2350","-220","-8.56","126227","298453342"
"047920","HLB제약","15690","13880","-1810","-11.54","263502","3765614800"
"115450","HLB테라퓨틱스","2820","2545","-275","-9.75","959671","2519705351"
"046210","HLB파나진","1930","1713","-217","-11.24","447152","793558613"
"196300","HLB펩","7340","6750","-590","-8.04","60546","429011840"
"204320","HL만도","57600","48000","-9600","-16.67","998624","50514496850"
"060980","HL홀딩스","46900","40700","-6200","-13.22","90815","3833747150"
"011200","HMM","24500","20500","-4000","-16.33","8383381","175754306350"
"403870","HPSP","43200","37950","-5250","-12.15","4961029","203770599100"
"036640","HRS","5080","4770","-310","-6.10","241563","1175700980"
"035000","HS애드","8590","8170","-420","-4.89","42656","353208230"
"002460","HS화성","13600","12300","-1300","-9.56","34831","430231280"
"487570","HS효성","61800","53200","-8600","-13.92","62739","3480221100"
"298050","HS효성첨단소재","230000","195300","-34700","-15.09","50892","10432873550"
"467930","IBKS제23호스팩","2215","2190","-25","-1.13","18336","40157340"
"469480","IBKS제24호스팩","2195","2195","0","0.00","33719","74007935"
"0099X0","IBKS제25호스팩","2150","2130","-20","-0.93","32534","69369940"
"015360","INVENI","75800","71200","-4600","-6.07","23503","1697788400"
"095340","ISC","180500","163900","-16600","-9.20","319326","55950262400"
"175330","JB금융지주","31150","28300","-2850","-9.15","917598","26402034350"
"950170","JTC","4840","4460","-380","-7.85","236470","1079540215"
"234080","JW생명과학","13050","12200","-850","-6.51","160975","2017315725"
"067290","JW신약","2210","1900","-310","-14.03","1976437","3956213926"
"001060","JW중외제약","33800","30050","-3750","-11.09","207907","6445095050"
"001067","JW중외제약2우B","58200","57500","-700","-1.20","27","1567900"
"001065","JW중외제약우","27850","26400","-1450","-5.21","732","19387550"
"096760","JW홀딩스","4050","3670","-380","-9.38","325606","1244464978"
"035900","JYP Ent.","65100","58100","-7000","-10.75","548014","33171524100"
"318000","KBG","4125","3805","-320","-7.76","101657","397936810"
"008970","KBI동양철관","1666","1459","-207","-12.42","2901055","4450687148"
"024840","KBI메탈","2255","1934","-321","-14.24","2511992","5154470871"
"105560","KB금융","153500","137700","-15800","-10.29","2845836","402898714300"
"415640","KB발해인프라","9930","9760","-170","-1.71","160913","1582390405"
"432320","KB스타리츠","3355","3105","-250","-7.45","218200","695516159"
"024120","KB오토시스","3600","3330","-270","-7.50","122455","417248222"
"464680","KB제27호스팩","2085","2085","0","0.00","122847","257014740"
"478390","KB제29호스팩","2085","2070","-15","-0.72","14196","29310640"
"486630","KB제30호스팩","2055","2050","-5","-0.24","52552","107966705"
"492220","KB제31호스팩","2065","2067","2","0.10","8048","16619247"
"0037T0","KB제32호스팩","2040","2030","-10","-0.49","4134","8353900"
"0072Z0","KB제33호스팩","2010","2005","-5","-0.25","10453","20965787"
"002380","KCC","583000","495000","-88000","-15.09","47576","24817756750"
"021320","KCC건설","6860","5950","-910","-13.27","83523","520254020"
"344820","KCC글라스","27900","26000","-1900","-6.81","91166","2403683050"
"009070","KCTC","7100","5830","-1270","-17.89","1924585","11922637715"
"009440","KC그린홀딩스","756","756","0","0.00","0","0"
"112190","KC산업","1169","1119","-50","-4.28","3334","3573548"
"119650","KC코트렐","918","918","0","0.00","0","0"
"044180","KD","280","238","-42","-15.00","1295056","314965778"
"092220","KEC","1282","1150","-132","-10.30","6480423","8025629347"
"046440","KG모빌리언스","5160","4700","-460","-8.91","415319","1985151665"
"003620","KG모빌리티","3810","3280","-530","-13.91","3746757","12983019256"
"016380","KG스틸","5840","5330","-510","-8.73","824048","4516490220"
"151860","KG에코솔루션","6360","5540","-820","-12.89","478187","2777881680"
"035600","KG이니시스","11000","9990","-1010","-9.18","249406","2553169740"
"001390","KG케미칼","5220","4570","-650","-12.45","913947","4368645903"
"060720","KH바텍","16440","13600","-2840","-17.27","973975","14410736495"
"001940","KISCO홀딩스","25050","23000","-2050","-8.18","17220","402185800"
"058400","KNN","732","689","-43","-5.87","1486202","1046390990"
"025000","KPX케미칼","52800","50000","-2800","-5.30","17803","899673575"
"092230","KPX홀딩스","82100","76100","-6000","-7.31","3749","288843000"
"000040","KR모터스","385","352","-33","-8.57","487208","175557266"
"044450","KSS해운","12650","10530","-2120","-16.76","3131775","33589359665"
"101000","KS인더스트리","1089","985","-104","-9.55","827438","826849674"
"030200","KT","63000","54900","-8100","-12.86","1088433","62667649571"
"033780","KT&G","162300","151600","-10700","-6.59","468822","72093500300"
"058850","KTcs","2705","2505","-200","-7.39","911181","2354042231"
"058860","KTis","2880","2695","-185","-6.42","487745","1344792528"
"089600","KT나스미디어","12420","11450","-970","-7.81","86631","1019568650"
"418470","KT밀리의서재","13150","12010","-1140","-8.67","199018","2421409265"
"043610","KT지니뮤직","1760","1654","-106","-6.02","230156","386508595"
"122450","KX","3400","3000","-400","-11.76","289263","909797595"
"052900","KX하이텍","1177","1050","-127","-10.79","2359140","2558634900"
"036560","KZ정밀","13900","12510","-1390","-10.00","59270","774977490"
"061970","LB세미콘","4745","4005","-740","-15.60","850710","3615731656"
"309960","LB인베스트먼트","6600","5640","-960","-14.55","272522","1626219600"
"093050","LF","21750","20000","-1750","-8.05","101487","2085684700"
"003550","LG","102500","91300","-11200","-10.93","854623","79902209550"
"034220","LG디스플레이","12860","11000","-1860","-14.46","10631915","122813137140"
"051900","LG생활건강","253500","225000","-28500","-11.24","162688","38314669500"
"051905","LG생활건강우","113900","106000","-7900","-6.94","26455","2891455100"
"064400","LG씨엔에스","67600","57900","-9700","-14.35","1390992","85382309750"
"373220","LG에너지솔루션","393000","347500","-45500","-11.58","826847","300482717000"
"003555","LG우","76000","68800","-7200","-9.47","43783","3055307850"
"032640","LG유플러스","16110","14580","-1530","-9.50","1859731","27898281095"
"011070","LG이노텍","285000","246000","-39000","-13.68","380687","98097086000"
"066570","LG전자","127600","109000","-18600","-14.58","2558128","292041942250"
"066575","LG전자우","58100","50100","-8000","-13.77","425635","22242651150"
"037560","LG헬로비전","2360","2130","-230","-9.75","414125","915666449"
"051910","LG화학","361000","307000","-54000","-14.96","720462","232177358750"
"051915","LG화학우","174700","148300","-26400","-15.11","125824","19719653050"
"079550","LIG넥스원","661000","619000","-42000","-6.35","2187274","1504591826500"
"225190","LK삼양","2155","1830","-325","-15.08","4073883","7917246824"
"006260","LS","265500","233000","-32500","-12.24","303429","72573063500"
"010120","LS ELECTRIC","714000","626000","-88000","-12.32","303713","197513885500"
"000680","LS네트웍스","3275","2945","-330","-10.08","754796","2278042209"
"060370","LS마린솔루션","31150","25100","-6050","-19.42","552050","14792630850"
"417200","LS머트리얼즈","15980","13150","-2830","-17.71","2652465","37933910275"
"229640","LS에코에너지","45000","37950","-7050","-15.67","244998","9786247325"
"078020","LS증권","7500","6700","-800","-10.67","924088","6437789340"
"322180","LS티라유텍","8000","6890","-1110","-13.88","554231","3960441795"
"108320","LX세미콘","53500","47200","-6300","-11.78","239876","11822413375"
"001120","LX인터내셔널","43200","38500","-4700","-10.88","435591","17294746650"
"108670","LX하우시스","30600","27900","-2700","-8.82","60700","1734948550"
"108675","LX하우시스우","16800","15550","-1250","-7.44","12045","191877275"
"383800","LX홀딩스","8610","7800","-810","-9.41","426482","3428273055"
"38380K","LX홀딩스1우","8700","7820","-880","-10.11","13249","108186650"
"476080","M83","6980","5760","-1220","-17.48","223512","1409457620"
"086960","MDS테크","1280","1100","-180","-14.06","3275621","3789640717"
"023150","MH에탄올","4150","3990","-160","-3.86","45047","181475905"
"035420","NAVER","236000","208000","-28000","-11.86","2051989","445942066500"
"160550","NEW","1877","1700","-177","-9.43","393674","692348628"
"053290","NE능률","1942","1820","-122","-6.28","89118","160688278"
"181710","NHN","36700","33200","-3500","-9.54","122795","4225962475"
"060250","NHN KCP","20050","16610","-3440","-17.16","1489732","26927702260"
"104200","NHN벅스","5080","4695","-385","-7.58","264083","1286975670"
"400760","NH올원리츠","3180","3060","-120","-3.77","622128","1920492455"
"005940","NH투자증권","33300","28800","-4500","-13.51","1927329","58006768775"
"005945","NH투자증권우","24700","22050","-2650","-10.73","393934","8991270000"
"338100","NH프라임리츠","4675","4570","-105","-2.25","183307","839790658"
"034310","NICE","14460","13220","-1240","-8.58","97946","1326478390"
"063570","NICE인프라","4115","3810","-305","-7.41","200999","787993864"
"030190","NICE평가정보","16720","15630","-1090","-6.52","151311","2429910500"
"008260","NI스틸","3660","3350","-310","-8.47","274239","942179285"
"004250","NPC","3855","3570","-285","-7.39","125392","456878180"
"004255","NPC우","2410","2310","-100","-4.15","28695","66887210"
"222160","NPX","8040","8040","0","0.00","0","0"
"456040","OCI","82400","73800","-8600","-10.44","151057","11467671850"
"010060","OCI홀딩스","148200","120600","-27600","-18.62","257796","32960120350"
"178920","PI첨단소재","19540","16620","-2920","-14.94","407737","7164090170"
"001340","PKC","6610","5810","-800","-12.10","768783","4694855505"
"024940","PN풍년","4700","4180","-520","-11.06","190482","846388790"
"005490","POSCO홀딩스","374500","321500","-53000","-14.15","1237021","417476756500"
"332570","PS일렉트로닉스","5260","4425","-835","-15.87","2371033","11399128570"
"218410","RFHIC","63800","57000","-6800","-10.66","1466575","89101985250"
"327260","RF머트리얼즈","51500","42300","-9200","-17.86","727690","34967440400"
"474610","RF시스템즈","6940","5560","-1380","-19.88","1524195","9555444240"
"091340","S&K폴리텍","2260","2065","-195","-8.63","124117","266390565"
"010950","S-Oil","141300","126500","-14800","-10.47","10815571","1633890644300"
"010955","S-Oil우","65700","58300","-7400","-11.26","591224","38920494150"
"419530","SAMG엔터","32450","28950","-3500","-10.79","139741","4216529550"
"019550","SBI인베스트먼트","750","676","-74","-9.87","2317678","1613413374"
"034120","SBS","17990","16490","-1500","-8.34","63185","1066719955"
"003080","SB성보","2675","2620","-55","-2.06","41730","108936390"
"246960","SCL사이언스","1985","1774","-211","-10.63","191488","357784181"
"099220","SDN","1134","1000","-134","-11.82","1414331","1457036665"
"036540","SFA반도체","7050","6030","-1020","-14.47","8414401","55514898590"
"255220","SG","2730","2465","-265","-9.71","5597963","14340287494"
"040610","SG&G","2020","1820","-200","-9.90","243533","459807418"
"184230","SGA솔루션즈","593","540","-53","-8.94","679517","378260307"
"016250","SGC E&C","19000","16880","-2120","-11.16","43603","751319140"
"005090","SGC에너지","47600","39100","-8500","-17.86","391885","16322976500"
"001380","SG글로벌","1506","1341","-165","-10.96","525569","743397244"
"004060","SG세계물산","617","570","-47","-7.62","16455017","9706095983"
"001770","SHD","17140","16250","-890","-5.19","7585","124951500"
"002360","SH에너지화학","480","550","70","14.58","81325884","45416995014"
"009160","SIMPAC","5250","4800","-450","-8.57","213211","1051524645"
"033530","SJG세종","9230","7650","-1580","-17.12","789969","6453793980"
"123700","SJM","3800","3405","-395","-10.39","92944","332726605"
"025530","SJM홀딩스","3730","3465","-265","-7.10","41916","149333755"
"034730","SK","379500","330000","-49500","-13.04","491688","169485801750"
"357880","SKAI","2165","2275","110","5.08","13281901","32182092980"
"011790","SKC","105400","88000","-17400","-16.51","646708","61032428800"
"018670","SK가스","262500","217500","-45000","-17.14","138461","34209002000"
"001740","SK네트웍스","5590","5000","-590","-10.55","2468045","12808384057"
"006120","SK디스커버리","57400","50400","-7000","-12.20","47402","2490073200"
"006125","SK디스커버리우","39500","35800","-3700","-9.37","5739","211647825"
"210980","SK디앤디","12660","12160","-500","-3.95","213014","2620168285"
"395400","SK리츠","5880","5440","-440","-7.48","668471","3723350380"
"302440","SK바이오사이언스","46100","41400","-4700","-10.20","290586","12324508825"
"326030","SK바이오팜","110200","97500","-12700","-11.52","390866","39339079750"
"402340","SK스퀘어","581000","507000","-74000","-12.74","1146627","604117597000"
"260870","SK시그넷","9510","8650","-860","-9.04","14279","127454670"
"361610","SK아이이테크놀로지","24750","20500","-4250","-17.17","471975","10288359350"
"100090","SK오션플랜트","18200","15250","-2950","-16.21","682194","10991896015"
"03473K","SK우","271000","236000","-35000","-12.92","18052","4405631000"
"096770","SK이노베이션","130900","109000","-21900","-16.73","2479816","295359163250"
"096775","SK이노베이션우","79900","69900","-10000","-12.52","35807","2719881600"
"475150","SK이터닉스","25850","21550","-4300","-16.63","1057180","24152142450"
"001510","SK증권","1820","1485","-335","-18.41","64766040","103580065362"
"001515","SK증권우","3420","2740","-680","-19.88","157741","474388710"
"285130","SK케미칼","64400","54800","-9600","-14.91","145484","8423963600"
"28513K","SK케미칼우","28250","25600","-2650","-9.38","21424","561729925"
"017670","SK텔레콤","78200","70300","-7900","-10.10","1891071","136688216900"
"000660","SK하이닉스","939000","849000","-90000","-9.58","9253420","8247744051500"
"048550","SM C&C","1157","1031","-126","-10.89","670343","713593273"
"063440","SM Life Design","1520","1392","-128","-8.42","527218","754495997"
"003570","SNT다이내믹스","56600","48000","-8600","-15.19","427765","21930350850"
"064960","SNT모티브","35800","31200","-4600","-12.85","240722","7737573375"
"100840","SNT에너지","43750","35850","-7900","-18.06","407785","15632090050"
"036530","SNT홀딩스","61100","52700","-8400","-13.75","55575","3032682300"
"067160","SOOP","68300","60900","-7400","-10.83","158577","10053752750"
"005610","SPC삼립","52800","49450","-3350","-6.34","19973","1010724900"
"011810","STX","3530","3530","0","0.00","0","0"
"465770","STX그린로지스","7690","8350","660","8.58","7424355","65649492505"
"077970","STX엔진","31900","26100","-5800","-18.18","477167","13360624925"
"002820","SUN&L","2305","2150","-155","-6.72","61206","133162360"
"289080","SV인베스트먼트","3650","3065","-585","-16.03","3948153","12833687653"
"084870","TBH글로벌","1985","1780","-205","-10.33","186352","333618731"
"002710","TCC스틸","14330","11930","-2400","-16.75","328873","4182663275"
"013720","THE CUBE&","737","652","-85","-11.53","601010","403469593"
"089230","THE E&M","1321","1377","56","4.24","5484657","8123854732"
"032540","TJ미디어","6530","6310","-220","-3.37","29360","184135565"
"069260","TKG휴켐스","18840","16900","-1940","-10.30","208209","3696754900"
"007980","TP","1921","1734","-187","-9.73","1013918","1835346193"
"048770","TPC","3190","2755","-435","-13.64","424848","1228025563"
"246690","TS인베스트먼트","1920","1628","-292","-15.21","2156281","3774969591"
"317240","TS트릴리온","346","320","-26","-7.51","3778992","1214944063"
"002900","TYM","6970","5950","-1020","-14.63","792246","5026804475"
"024070","WISCOM","1986","1830","-156","-7.85","55951","102805134"
"057030","YBM넷","2815","2640","-175","-6.22","105303","280984665"
"037270","YG PLUS","6280","5640","-640","-10.19","2068227","12318442500"
"040300","YTN","3400","3055","-345","-10.15","423431","1343907981"
"051390","YW","4125","3935","-190","-4.61","39082","152931785"
"052220","iMBC","3180","2900","-280","-8.81","402791","1194402510"
"139130","iM금융지주","18100","16280","-1820","-10.06","1921451","31892550285"
"079940","가비아","30050","26800","-3250","-10.82","44113","1246374550"
"078890","가온그룹","7600","6630","-970","-12.76","1488931","10660474845"
"000500","가온전선","109600","87600","-22000","-20.07","117632","11024556900"
"399720","가온칩스","63700","52800","-10900","-17.11","217596","12531113850"
"296520","가이아코퍼레이션","500","500","0","0.00","0","0"
"036620","감성코퍼레이션","5630","5160","-470","-8.35","900343","4863943420"
"000860","강남제비스코","17260","15410","-1850","-10.72","130746","2105887800"
"198440","강동씨앤엘","1091","1033","-58","-5.32","207628","216583734"
"217730","강스템바이오텍","2100","1819","-281","-13.38","1249805","2392526566"
"035250","강원랜드","18740","17370","-1370","-7.31","1629664","28904078985"
"114190","강원에너지","14150","11370","-2780","-19.65","376308","4538643065"
"094480","갤럭시아머니트리","9490","7720","-1770","-18.65","1122161","9442812780"
"011420","갤럭시아에스엠","1789","1602","-187","-10.45","534615","895508871"
"039240","경남스틸","2570","2370","-200","-7.78","455906","1119254151"
"053950","경남제약","699","623","-76","-10.87","1834165","1161498112"
"002100","경농","9530","8960","-570","-5.98","142280","1293242785"
"009450","경동나비엔","61700","55100","-6600","-10.70","91419","5272637800"
"267290","경동도시가스","22700","21700","-1000","-4.41","97256","2121825600"
"012320","경동인베스트","86500","79700","-6800","-7.86","51630","4275810450"
"011040","경동제약","5670","5290","-380","-6.70","124243","673866720"
"000050","경방","9900","8450","-1450","-14.65","343214","3087299475"
"214390","경보제약","5730","5210","-520","-9.08","132148","709653030"
"012610","경인양행","4235","3685","-550","-12.99","949402","3654791908"
"009140","경인전자","21300","20200","-1100","-5.16","5207","106464500"
"024910","경창산업","2000","1733","-267","-13.35","757547","1377998443"
"013580","계룡건설","27650","24200","-3450","-12.48","212405","5413785325"
"012200","계양전기","7950","6780","-1170","-14.72","1844175","13196493265"
"012205","계양전기우","6620","5530","-1090","-16.47","93036","546633340"
"002140","고려산업","2675","2870","195","7.29","26689497","79491046581"
"049720","고려신용정보","10390","10120","-270","-2.60","241839","2454103235"
"010130","고려아연","1983000","1632000","-351000","-17.70","52732","91374904000"
"002240","고려제강","23150","20650","-2500","-10.80","48852","1038458300"
"014570","고려제약","4055","3765","-290","-7.15","70847","273189647"
"348150","고바이오랩","4740","4190","-550","-11.60","173151","754284227"
"950190","고스트스튜디오","8070","7560","-510","-6.32","65389","497150620"
"098460","고영","30700","25550","-5150","-16.78","4255343","118136961275"
"035290","골드앤에스","602","574","-28","-4.65","144704","82535409"
"215000","골프존","53000","48550","-4450","-8.40","62100","3117087825"
"121440","골프존홀딩스","5190","4715","-475","-9.15","185279","892990382"
"366030","공구우먼","5150","4680","-470","-9.13","361843","1742224145"
"009290","광동제약","8640","7630","-1010","-11.69","1347397","10448531485"
"086220","광동헬스바이오","1428","1419","-9","-0.63","2","2846"
"017040","광명전기","1380","1200","-180","-13.04","1045903","1307154642"
"029480","광무","2385","2120","-265","-11.11","399593","878648654"
"017900","광전자","1925","1763","-162","-8.42","245893","448150118"
"037710","광주신세계","38400","35150","-3250","-8.46","46320","1687545500"
"026910","광진실업","2195","1946","-249","-11.34","73084","138040491"
"465320","교보15호스팩","2335","2335","0","0.00","0","0"
"482520","교보16호스팩","2095","2095","0","0.00","0","0"
"489210","교보17호스팩","2155","2140","-15","-0.70","33823","72098830"
"0041B0","교보18호스팩","2085","2085","0","0.00","10123","21019465"
"0098T0","교보19호스팩","2060","2055","-5","-0.24","19869","40805065"
"030610","교보증권","13310","11600","-1710","-12.85","402845","4861537960"
"339770","교촌에프앤비","4380","4090","-290","-6.62","373776","1559824133"
"053270","구영테크","2370","2110","-260","-10.97","552079","1198696522"
"007690","국도화학","37900","34250","-3650","-9.63","26485","929890625"
"066620","국보디자인","23300","21250","-2050","-8.80","27084","592085500"
"043650","국순당","4135","3910","-225","-5.44","156554","618919163"
"006050","국영지앤엠","1312","1199","-113","-8.61","518004","649977753"
"060480","국일신동","1566","1494","-72","-4.60","112245","170640731"
"078130","국일제지","295","274","-21","-7.12","2025644","559606550"
"307750","국전약품","4715","4010","-705","-14.95","4945551","20437378294"
"002720","국제약품","4815","4690","-125","-2.60","1938531","9454436669"
"035080","그래디언트","10440","9380","-1060","-10.15","81837","792979545"
"318060","그래피","49000","44200","-4800","-9.80","575379","26734086550"
"453450","그리드위즈","18600","16000","-2600","-13.98","266102","4597290970"
"204020","그리티","2070","1932","-138","-6.67","220534","437298758"
"0015G0","그린광학","45550","33900","-11650","-25.58","1752688","67383999950"
"402490","그린리소스","9730","10810","1080","11.10","12192705","137573131440"
"114450","그린생명과학","2660","2340","-320","-12.03","405027","981589510"
"083420","그린케미칼","5940","5100","-840","-14.14","204720","1099418995"
"186230","그린플러스","4685","4460","-225","-4.80","118813","523190165"
"014530","극동유화","4615","5990","1375","29.79","18345117","103716526563"
"900070","글로벌에스엠","560","479","-81","-14.46","797970","405360499"
"204620","글로벌텍스프리","4625","4095","-530","-11.46","2716719","11584492161"
"019660","글로본","2300","2260","-40","-1.74","119607","270225720"
"014280","금강공업","5100","4655","-445","-8.73","255275","1235157292"
"014285","금강공업우","7150","6460","-690","-9.65","10802","70875590"
"053260","금강철강","4115","3840","-275","-6.68","82314","318472600"
"008870","금비","47800","45600","-2200","-4.60","3952","182432775"
"001570","금양","9900","9900","0","0.00","0","0"
"282720","금양그린파워","12590","10750","-1840","-14.61","247617","2822702355"
"002990","금호건설","4890","4150","-740","-15.13","328302","1449919217"
"002995","금호건설우","14460","13300","-1160","-8.02","3299","45942700"
"011780","금호석유화학","138500","120700","-17800","-12.85","211704","26429604550"
"011785","금호석유화학우","65200","59200","-6000","-9.20","28460","1722523300"
"214330","금호에이치티","501","472","-29","-5.79","2126811","1027410688"
"001210","금호전기","831","770","-61","-7.34","1621328","1252978882"
"073240","금호타이어","6730","5690","-1040","-15.45","1483540","8827052695"
"036190","금화피에스시","34650","31650","-3000","-8.66","27391","894147125"
"049080","기가레인","459","402","-57","-12.42","768009","316801758"
"420770","기가비스","73000","64700","-8300","-11.37","217033","15273836300"
"035460","기산텔레콤","2200","1975","-225","-10.23","248400","507606990"
"092440","기신정기","2315","2185","-130","-5.62","48179","106958965"
