종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"451060","1Q 200액티브","24480","-3555","-12.68","24518.83","27980","27980","24400","877920","22776640457","216648000000","220669436482","8850000","코스피 200","756.79","-102.61","-11.94"
"491610","1Q CD금리액티브(합성)","103415","10","0.01","103418.24","103415","103425","103410","17641","1824390680","220584195000","220591109571","2133000","KIS 하나 CD금리 총수익지수","11705.50","0.90","0.01"
"0103T0","1Q K소버린AI","8990","-1410","-13.56","8981.73","10135","10135","8955","665845","6326050273","24722500000","23801595809","2750000","iSelect K소버린AI 지수","1772.76","-275.44","-13.45"
"463290","1Q 단기금융채액티브","107725","5","0.00","107717.88","107725","107730","107715","7698","829247716","185610175000","184197573911","1723000","MK 머니마켓 지수(총수익)","14546.17","1.38","0.01"
"0131W0","1Q 단기특수은행채액티브","100765","5","0.00","100760.49","100770","100770","100760","220","22168375","107113195000","107108400409","1063000","KIS 단기특수은행채 지수(총수익)","115.64","0.01","0.01"
"479080","1Q 머니마켓액티브","52905","10","0.02","52900.78","52900","52910","52900","251067","13282431790","882032160000","881961814496","16672000","KIS-하나 MMF 지수(총수익)","119.05","0.01","0.01"
"0026S0","1Q 미국S&P500","12155","0","0.00","12235.00","12200","12250","12145","447078","5454153166","257686000000","243476412588","21200000","S&P 500","6869.50","52.87","0.78"
"0052S0","1Q 미국S&P500미국채혼합50액티브","11585","60","0.52","11616.24","11585","11650","11560","426712","4948396840","259504000000","253234087806","22400000","S&P 500 and Short-Term Treasury 50/50 Blend Index","276.53","1.08","0.39"
"0069M0","1Q 미국나스닥100","12005","-35","-0.29","12115.80","12075","12130","11995","183401","2214390931","116448500000","111465351654","9700000","NASDAQ 100","25093.68","373.60","1.51"
"0111P0","1Q 미국나스닥100미국채혼합50액티브","10450","50","0.48","10496.62","10465","10510","10425","314741","3293827563","197505000000","196286706662","18900000","Nasdaq-100 US T-Bills 0-6 Month 50/50 Index","2865.17","21.71","0.76"
"0083S0","1Q 미국메디컬AI","10030","-140","-1.38","10219.41","10165","10215","10005","159059","1610378705","44132000000","43943450908","4400000","KEDI 미국메디컬AI 지수","1813.32","15.24","0.85"
"0004G0","1Q 미국배당TOP30","9700","-25","-0.26","9780.73","9725","9790","9700","34625","336958733","9700000000","9780732095","1000000","Solactive U.S. Dividend TOP 30 Index PR","4323.00","-14.47","-0.33"
"0131V0","1Q 미국우주항공테크","12565","-175","-1.37","12851.02","12740","12845","12365","3179595","40267595946","577361750000","580866301514","45950000","Akros 미국우주항공테크 지수","4487.44","130.21","2.99"
"0094X0","1Q 샤오미밸류체인액티브","9225","35","0.38","9271.01","9200","9360","9085","33072","302584558","16143750000","16224275054","1750000","Solactive-KEDI Xiaomi Focus China Tech Index","1771.40","8.16","0.46"
"0017Y0","1Q 종합채권(AA-이상)액티브","96800","-425","-0.44","96970.36","96990","97245","96800","223","21647250","79279200000","79515698268","819000","KIS 종합채권형 지수(AA-이상)(총수익)","123.05","0.05","0.04"
"0052T0","1Q 중단기회사채(A-이상)액티브","50160","-55","-0.11","50147.21","50205","50205","50160","9","451685","90588960000","95580582785","1806000","KEDI 중단기크레딧플러스채권(AAA~A-)지수(총수익)","118.40","-0.04","-0.03"
"495330","1Q 코리아밸류업","22640","-2995","-11.68","22696.32","25975","26350","22555","359113","8700629718","81504000000","81706760050","3600000","코리아 밸류업 지수","2307.14","-294.83","-11.33"
"492500","1Q 현대차그룹채권(A+이상)&국고통안","51030","-25","-0.05","51042.50","51065","53155","51030","5501","284530700","109000080000","109128859592","2136000","KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수","11850.46","-5.49","-0.05"
"473440","ACE 11월만기자동연장회사채AA-이상액티브","10680","0","0.00","10693.05","10695","10695","10675","18494","197529867","87576000000","87682985457","8200000","KIS 11월 만기자동연장회사채(AA-이상) 총수익지수","122.19","0.01","0.01"
"105190","ACE 200","76240","-10795","-12.40","76627.51","82925","85520","76170","2620321","207924586903","1261772000000","1264353910311","16550000","코스피 200","756.79","-102.61","-11.94"
"332500","ACE 200TR","50855","-7195","-12.39","51031.29","55285","56970","50760","400203","21580916350","111881000000","112268833882","2200000","코스피 200 TR","998.22","-135.34","-11.94"
"461270","ACE 26-06 회사채(AA-이상)액티브","11115","0","0.00","11126.21","11110","11130","11110","50108","557156574","161278650000","161441371974","14510000","KIS 크레딧 2606만기형(AA-이상)지수(총수익지수)","124.64","0.01","0.01"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","10605","0","0.00","10609.28","10610","10610","10605","9677","102626550","49949550000","49969714113","4710000","KAP 2월 만기자동연장회사채(AA-이상) 총수익지수","121.12","0.00","0.00"
"385600","ACE 2차전지&친환경차액티브","9400","-1570","-14.31","9429.09","10415","10705","9350","90866","907338163","18800000000","18858179163","2000000","FnGuide 친환경 자동차 밸류체인 지수","1684.50","-285.05","-14.47"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10585","5","0.05","10583.45","10580","10585","10580","3599","38077500","44245300000","44238825518","4180000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","119.74","0.01","0.01"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10565","0","0.00","10575.02","10575","10575","10565","1876","19823680","73743700000","73813660283","6980000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","121.39","0.01","0.01"
"469150","ACE AI반도체포커스","40435","-4635","-10.28","40438.59","42745","46015","40005","3610626","155488939220","349762750000","365969232621","8650000","FnGuide AI반도체 TOP3+ 지수","5069.99","-575.98","-10.20"
"0079X0","ACE BYD밸류체인액티브","11955","-195","-1.60","12130.70","12150","12205","11915","14556","175287995","3586500000","3032675637","300000","Bloomberg BYD Plus Top Supply Chain Select Price Return Index","2672.21","-25.95","-0.96"
"385590","ACE ESG액티브","16380","-1975","-10.76","16420.93","18320","18320","16285","4030","69463619","36036000000","36126040793","2200000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","3103.93","-421.63","-11.96"
"0010E0","ACE FTSE WGBI Korea","93280","-525","-0.56","93448.94","93330","93805","93270","389","36434785","4477440000","4485548970","48000","FTSE Korean Government Bond Index(TR)","198.50","-1.06","-0.53"
"226380","ACE Fn성장소비주도주","6195","-610","-8.96","6155.25","6685","6685","6195","5381","34758865","4336500000","4308675896","700000","FnGuide 성장소비주도 지수","2034.48","-226.33","-10.01"
"475050","ACE KPOP포커스","10245","-1155","-10.13","10321.20","11090","11265","10245","1272069","13767891469","151626000000","151205643917","14800000","iSelect K-POP 포커스지수(시장가격)","2574.01","-269.04","-9.46"
"411060","ACE KRX금현물","33965","-1005","-2.87","33980.78","34010","34500","33420","5819202","197890896729","5230610000000","5243234401772","154000000","KRX 금현물지수","5696.00","-142.70","-2.44"
"291130","ACE MSCI멕시코(합성)","19085","-710","-3.59","19300.15","19240","19355","18605","7906","150204023","17176500000","17370135261","900000","MSCI MEXICO IMI 25/50 Price return Index","14182.26","376.77","2.73"
"256440","ACE MSCI인도네시아(합성)","7680","-355","-4.42","8057.50","8050","8050","7635","49144","384412594","33792000000","35452985279","4400000","MSCI Indonesia Index","5548.02","-248.00","-4.28"
"261920","ACE MSCI필리핀(합성)","14090","-365","-2.53","14524.20","14505","14620","14090","418","5994935","5636000000","5809681383","400000","MSCI Philippines IMI Index","1617.31","-36.74","-2.22"
"0021D0","ACE TDF2030액티브","11050","-370","-3.24","11128.37","10915","11395","10915","28562","320337835","16022500000","16136133245","1450000","Bloomberg Multi Asset Target-date 2030 KRW Index","2759.03","-14.51","-0.52"
"0021E0","ACE TDF2050액티브","12100","-565","-4.46","12170.37","12070","12665","12070","196766","2433938584","59895000000","61460360962","4950000","Bloomberg Multi Asset Target-date 2050 KRW Index","3430.27","-29.76","-0.86"
"0139P0","ACE 고배당주","12810","-1685","-11.62","12820.90","13765","14077","12390","632808","8497766432","59566500000","59617165038","4650000","KRX-Akros 고배당주 20 지수","3194.13","-420.51","-11.63"
"225130","ACE 골드선물 레버리지(합성 H)","72430","-4890","-6.32","72133.51","72300","73765","70990","25101","1817432888","43458000000","43280105835","600000","S&P GSCI GOLD Index Excess Return","309.42","0.66","0.21"
"483340","ACE 구글밸류체인액티브","16720","-705","-4.05","17008.86","17035","17200","16450","627325","10588648457","182248000000","180293902730","10900000","KEDI 글로벌 AI 클라우드 지수","5731.78","116.65","2.08"
"365780","ACE 국고채10년","85200","-285","-0.33","85159.36","85275","85745","85125","31333","2679134411","408108000000","410979063359","4790000","KIS 10년 국고채 지수 (총수익)","16145.92","-27.96","-0.17"
"114460","ACE 국고채3년","101850","-165","-0.16","101886.80","101955","102450","101850","6585","671900065","12222000000","12226415457","120000","KTB INDEX(시장가격)","10290.29","-12.66","-0.12"
"494340","ACE 글로벌AI맞춤형반도체","12575","-165","-1.30","12713.76","12235","12680","12115","11506","144101948","9431250000","9535316450","750000","Solactive AI Custom Semiconductor Index(PR)","5926.54","73.95","1.26"
"446770","ACE 글로벌반도체TOP4 Plus","55295","-3735","-6.33","56398.92","56430","57800","55040","878499","49385590605","964897750000","989801009986","17450000","Solactive Global Semiconductor TOP4 Plus Price Return Index","9884.57","-592.36","-5.65"
"435040","ACE 글로벌브랜드TOP10","19410","-125","-0.64","19580.22","19475","19595","19395","3658","71204285","13587000000","13706151264","700000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4766.53","20.92","0.44"
"497510","ACE 글로벌빅파마","13160","-65","-0.49","13208.65","12720","13195","12720","4203","55199035","9212000000","9246054775","700000","Solactive Global Big Pharma Index (Price Return)","2190.80","8.44","0.39"
"460960","ACE 글로벌인컴TOP10","11780","35","0.30","11821.66","11770","11820","11720","106410","1253108124","87761000000","88071350606","7450000","Solactive Global Superior Income TOP 10 Price Return Index","800.51","3.71","0.47"
"414270","ACE 글로벌자율주행액티브","12405","-730","-5.56","12304.91","12960","13135","12405","268924","3398700072","35974500000","38145205798","2900000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","324.42","3.38","1.05"
"440640","ACE 단기채권알파액티브","110970","15","0.01","110968.96","110960","110975","110960","13886","1540843360","67802670000","68356879673","611000","KIS 단기채권알파AA-이상 총수익지수","122.27","0.01","0.01"
"190620","ACE 단기통안채","100745","-10","-0.01","100749.38","100745","100760","100740","45226","4556358872","220933785000","220842641980","2193000","KIS MSB 단기지수(총수익)","13025.34","0.84","0.01"
"494330","ACE 라이프자산주주가치액티브","19170","-2730","-12.47","19213.00","20835","21280","19000","112969","2284314869","69970500000","68206157565","3650000","FnGuide 기업가치 지수(시장가격)","2766.79","-387.05","-12.27"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.08","0","0","0","0","0","15789750000","88954616","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","28490","-9265","-24.54","28843.20","34230","37755","28335","752939","24393490903","37037000000","37496154162","1300000","코스피 200","756.79","-102.61","-11.94"
"0153P0","ACE 리츠부동산인프라액티브","10000","-335","-3.24","9939.69","10330","10330","9945","101915","1026337576","13500000000","13418584818","1350000","FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격)","860.88","-36.65","-4.08"
"483330","ACE 마이크로소프트밸류체인액티브","11300","-250","-2.16","11545.77","11555","11555","11200","65881","748707756","14690000000","15009499888","1300000","KEDI 글로벌생성형AI 지수","3642.64","86.73","2.44"
"487340","ACE 머니마켓액티브","104075","15","0.01","104072.50","104070","104080","104070","28172","2931917004","732896150000","722471302002","7042000","MK-KAP 머니마켓 총수익지수","119.47","0.01","0.01"
"0085P0","ACE 미국10년국채액티브","10920","65","0.60","10926.30","10940","10975","10890","441593","4830181679","99372000000","99429343699","9100000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","116.05","-0.26","-0.23"
"0085N0","ACE 미국10년국채액티브(H)","10185","-15","-0.15","10195.06","10200","10210","10175","171161","1743721619","121201500000","122340681586","11900000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","116.05","-0.26","-0.23"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5525","-45","-0.81","5637.64","5570","5610","5515","232672","1292880486","68233750000","69624800663","12350000","S&P Ultra T-Bond Futures Index(ER)","112.65","-0.26","-0.23"
"476760","ACE 미국30년국채액티브","10315","65","0.63","10334.88","10340","10390","10305","1373200","14213454287","325954000000","326582183669","31600000","Bloomberg U.S Treasury 20+ Year Total Return Index","607.27","-2.00","-0.33"
"453850","ACE 미국30년국채액티브(H)","7750","-15","-0.19","7786.66","7770","7805","7740","5738165","44579876379","1953775000000","1904618240145","252100000","Bloomberg U.S Treasury 20+ Year Total Return Index","607.27","-2.00","-0.33"
"476750","ACE 미국30년국채엔화노출액티브(H)","8755","25","0.29","8810.56","8770","8820","8755","651767","5731927798","97180500000","96916151535","11100000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","113.88","-0.23","-0.20"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10570","30","0.28","10633.23","10580","10625","10530","285039","3015324067","157493000000","158435150175","14900000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1094.12","9.22","0.85"
"0118Z0","ACE 미국AI테크핵심산업액티브","7880","-430","-5.17","8081.29","8245","8245","7805","512671","4075143239","122534000000","122431527087","15550000","Akros U.S. AI Innovator Price Return Index","16992.79","398.47","2.40"
"280320","ACE 미국IT인터넷(합성 H)","18360","0","0.00","18385.53","18440","18440","18090","26","474270","14688000000","14708422243","800000","다우존스 인터넷 종합지수","1131.60","21.39","1.93"
"360200","ACE 미국S&P500","25085","10","0.04","25237.22","25175","25275","25055","1303345","32810371661","3343830500000","3348979190161","133300000","S&P 500","6869.50","52.87","0.78"
"438080","ACE 미국S&P500미국채혼합50액티브","13985","80","0.58","14004.11","13910","14050","13910","903409","12647842766","918814500000","913067739058","65700000","S&P 500 and Short-Term Treasury 50/50 Blend Index","276.53","1.08","0.39"
"0155M0","ACE 미국SMR원자력TOP10","8700","-375","-4.13","8997.29","8900","8930","8695","218891","1929616608","36975000000","35539290184","4250000","Solactive US SMR Nuclear TOP 10 Index (Price Return)","5533.96","76.30","1.40"
"309230","ACE 미국WideMoat동일가중","31055","-200","-0.64","31538.44","31370","32570","30000","29095","907802548","141610800000","142553760831","4560000","MorningStar Wide Moat Focus Index","16082.25","-28.41","-0.18"
"367380","ACE 미국나스닥100","27555","-70","-0.25","27800.95","27760","27850","27550","1117191","30957212415","2686612500000","2702252663776","97500000","NASDAQ 100","25093.68","373.60","1.51"
"438100","ACE 미국나스닥100미국채혼합50액티브","14660","60","0.41","14705.22","14600","14780","14600","536246","7882511478","609856000000","598502407059","41600000","NASDAQ-100 US T-Bills 50/50 Index","1917.08","14.43","0.76"
"456880","ACE 미국달러SOFR금리(합성)","12745","100","0.79","12745.33","12760","12810","12700","414169","5284849773","362467800000","362477063280","28440000","Solactive SOFR Daily Total Return Index","1234.35","0.13","0.01"
"440650","ACE 미국달러단기채권액티브","12220","100","0.83","12213.50","12215","12280","12180","235961","2886982489","45214000000","45189944442","3700000","Bloomberg Short-Term Treasury Total Return Index","150.63","0.00","0.00"
"0127M0","ACE 미국대형가치주액티브","11115","-5","-0.04","11152.61","10625","11180","10530","128607","1431819977","129489750000","125466887945","11650000","CRSP US Large Cap Value Index(PR)","3488.33","13.37","0.38"
"0127P0","ACE 미국대형성장주액티브","9570","60","0.63","9605.42","9510","9615","9500","84815","811220145","612001500000","614266431684","63950000","CRSP US Large Cap Growth Index(PR)","6328.56","65.20","1.04"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","13310","-620","-4.45","13706.51","13350","13880","13280","195843","2633179870","101156000000","104169466594","7600000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1759.57","23.84","1.37"
"402970","ACE 미국배당다우존스","14935","65","0.44","15031.13","14955","15035","14890","835078","12498096379","781100500000","784625146450","52300000","Dow Jones U.S. Dividend 100 Price Return Index","6656.13","-10.48","-0.16"
"0046Y0","ACE 미국배당퀄리티","12410","-5","-0.04","12503.71","12415","12715","12355","31108","386585312","51501500000","51890377048","4150000","WisdomTree U.S. Quality Dividend Growth Index (Price Return)","780.73","1.29","0.17"
"0049M0","ACE 미국배당퀄리티+커버드콜액티브","11455","-20","-0.17","11620.10","11505","11585","11425","149691","1719417187","83048750000","84245698201","7250000","Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index","1275.37","6.44","0.51"
"0049K0","ACE 미국배당퀄리티채권혼합50","11115","60","0.54","11138.14","11125","11125","11060","17550","194690983","20562750000","20605567920","1850000","Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index","1981.34","-2.52","-0.13"
"181480","ACE 미국부동산리츠(합성 H)","84060","-455","-0.54","84777.95","84545","84695","84060","254","21399970","10087200000","10173353859","120000","Dow Jones U.S. Real Estate Index","1923.80","2.36","0.12"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","11865","45","0.38","11963.90","11875","11885","11675","426607","5038312172","181534500000","183047712659","15300000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1865.29","18.46","1.00"
"465580","ACE 미국빅테크TOP7 Plus","21455","170","0.80","21747.31","21610","21735","21400","901175","19446098565","983711750000","975366820485","45850000","Solactive US Big Tech Top 7 Plus Price Return Index","33925.35","401.56","1.20"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","34880","395","1.15","35829.93","34900","35810","34750","69603","2449633823","111616000000","114655790911","3200000","Solactive US Big Tech Top 7 Plus Price Return Index","33925.35","401.56","1.20"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","7560","-25","-0.33","7467.97","7535","7560","7430","4026","30058290","1890000000","1866991690","250000","Solactive US Big Tech Top 7 Plus Price Return Index","33925.35","401.56","1.20"
"473590","ACE 미국주식베스트셀러","18840","-155","-0.82","19191.62","19060","19100","18700","52355","992583649","61230000000","58534431215","3250000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","9737.52","294.86","3.12"
"0008E0","ACE 미국중심중소형제조업","13575","-45","-0.33","13671.46","13735","13735","13505","11737","158898885","16968750000","17089321272","1250000","NYSE FactSet US Focus Manufacturing Index(Price Return)","355.81","0.11","0.03"
"391600","ACE 미국친환경그린테마","11450","-155","-1.34","11671.00","11600","11605","10955","4222","48433470","8015000000","8169702329","700000","Indxx US Green Infrastructure Price return Index","3407.22","53.93","1.61"
"455660","ACE 미국하이일드액티브(H)","9625","-25","-0.26","9648.79","9650","9660","9615","100736","970600396","51012500000","51138605227","5300000","Markit iBoxx USD Liquid High Yield Total Return Index","396.68","1.36","0.34"
"245710","ACE 베트남VN30(합성)","30160","-980","-3.15","31189.62","30845","31010","30000","160036","4892146075","310648000000","321253054806","10300000","VN30 Index(PR)","1956.53","-2.82","-0.14"
"131890","ACE 삼성그룹동일가중","29720","-3940","-11.71","29913.55","32615","32615","29700","19808","621456522","11888000000","11965418440","400000","MKF SAMs EW 지수","29509.72","-3656.89","-11.03"
"108450","ACE 삼성그룹섹터가중","27580","-4055","-12.82","27722.21","30440","30805","27500","113402","3256428049","77224000000","77622185682","2800000","MKF SAMs SW","27315.03","-3740.93","-12.05"
"316300","ACE 싱가포르리츠","14350","-275","-1.88","14614.94","14600","14625","14305","2885","41695305","7175000000","7307471394","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1267.41","-17.02","-1.32"
"277540","ACE 아시아TOP50","26095","-1480","-5.37","26741.41","27570","27575","26010","6206","165906765","20876000000","21393130011","800000","S&P ASIA50 Price Return Index","7483.45","-356.29","-4.54"
"483420","ACE 애플밸류체인액티브","16775","-820","-4.66","16971.87","17350","17350","16750","48390","821712699","25162500000","25457801410","1500000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","3787.14","-83.87","-2.17"
"483320","ACE 엔비디아밸류체인액티브","16695","-930","-5.28","16899.51","17240","17580","16695","335013","5658449990","192827250000","196879244708","11550000","KEDI 글로벌AI반도체 지수","7843.85","158.11","2.06"
"448540","ACE 엔비디아채권혼합","24930","-30","-0.12","25061.36","24960","25055","24870","196748","4913355399","244314000000","240589045927","9800000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","9501.35","-16.88","-0.18"
"0099L0","ACE 우량회사채(AA-이상)액티브","99105","-250","-0.25","99084.13","99135","99230","99100","1895","187924600","143305830000","143275655104","1446000","KIS 1~3년 우량크레딧(AA-이상) 총수익지수","117.54","-0.05","-0.04"
"433500","ACE 원자력TOP10","53885","-9815","-15.41","54267.55","58495","61715","52645","524663","30169769263","215540000000","238777230193","4000000","DeepSearch 원자력 TOP 10지수","5470.79","-951.88","-14.82"
"0102X0","ACE 유럽방산TOP10","10985","-325","-2.87","11020.75","11295","11295","10940","63228","695070713","10985000000","11020751405","1000000","NYSE FactSet Europe Defense TOP10 Index (Price Return)","748.19","25.91","3.59"
"487920","ACE 인도시장대표BIG5그룹액티브","8340","-190","-2.23","8605.04","8010","8585","8010","61101","519029310","9174000000","9465541220","1100000","Indxx India Big 5 Conglomerates Index (Price Return)","4438.64","-125.06","-2.74"
"487910","ACE 인도컨슈머파워액티브","9050","-165","-1.79","9297.60","9445","9445","8995","37963","350840993","11765000000","12086874282","1300000","Indxx India Super Consumption Index (Price Return)","3349.02","-72.06","-2.11"
"145670","ACE 인버스","2350","255","12.17","2327.01","2285","2375","2105","1959885","4404182665","5170000000","5119412428","2200000","코스피 200 선물지수","3748.43","-483.44","-11.42"
"497520","ACE 일라이릴리밸류체인","12305","-275","-2.19","12434.10","12540","12580","12305","4703","58023154","8613500000","8703872491","700000","Solactive Eli Lilly Value Chain Index(PR)","3134.02","-74.28","-2.32"
"238720","ACE 일본Nikkei225(H)","38800","-1540","-3.82","40354.96","39380","39960","38500","20426","797028194","34920000000","36319462461","900000","Nikkei 225","54245.54","-2033.51","-3.61"
"196030","ACE 일본TOPIX레버리지(H)","71270","-5930","-7.68","77296.76","73990","75040","70000","2677","193263570","35635000000","38648379489","500000","TOPIX","3633.67","-138.50","-3.67"
"205720","ACE 일본TOPIX인버스(합성 H)","1694","60","3.67","1649.69","1666","1719","1660","55841","94242409","5082000000","4949066535","3000000","TOPIX","3633.67","-138.50","-3.67"
"469160","ACE 일본반도체","20430","-885","-4.15","21809.52","21000","21460","20100","23354","480083371","14301000000","15266665637","700000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","5765.23","-285.78","-4.72"
"0021C0","ACE 장기자산배분액티브","12965","-530","-3.93","12934.22","12595","13340","12595","9815","128796185","12965000000","12934224263","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","4061.02","-45.61","-1.11"
"356540","ACE 종합채권(AA-이상)액티브","104160","-85","-0.08","104175.33","104165","104505","104120","39874","4161218810","1069410720000","1066234514149","10267000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","117.96","0.05","0.04"
"447430","ACE 주주환원가치주액티브","15785","-1505","-8.70","15698.59","17000","17050","15580","97124","1562964726","56826000000","56514926119","3600000","FnGuide 올라운드 가치주 지수","1049.91","-113.29","-9.74"
"416090","ACE 중국과창판STAR50","11080","-230","-2.03","11492.90","11275","11520","11000","52962","591677622","14404000000","14940773308","1300000","STAR 50 Index(Price Return)","1381.56","-6.85","-0.49"
"168580","ACE 중국본토CSI300","35030","-450","-1.27","36073.35","35480","35585","34875","11201","394695620","124706800000","128421124855","3560000","CSI 300 Index","4602.62","-53.27","-1.14"
"219900","ACE 중국본토CSI300레버리지(합성)","4645","-115","-2.42","4901.49","4950","4950","4565","55874","262451966","7432000000","7842391897","1600000","CSI 300 Index","4602.62","-53.27","-1.14"
"272910","ACE 중장기국공채액티브","106430","-295","-0.28","106478.32","106750","106750","106430","61","6493405","69498790000","69530341235","653000","KIS 종합채권국공채1-10Y지수","155.08","-0.16","-0.10"
"0087F0","ACE 차이나AI빅테크TOP2+액티브","10550","-265","-2.45","10838.97","10815","10915","10550","29510","315787600","12660000000","11922862961","1200000","Solactive China AI Big Tech TOP2+ Index (Price Return)","1627.21","-28.62","-1.73"
"371870","ACE 차이나항셍테크","7490","-110","-1.45","7703.00","7600","7680","7400","38819","291581315","14231000000","14635706420","1900000","Hang Seng TECH Index","4781.19","-95.34","-1.96"
"380340","ACE 코리아AI테크핵심산업","16235","-2475","-13.23","16546.74","18215","18495","16235","13970","241748075","8117500000","8273370638","500000","FnGuide 코리아AI테크핵심산업지수 (Price Return)","3297.29","-463.42","-12.32"
"496120","ACE 코리아밸류업","23000","-2865","-11.08","23078.64","24920","25520","22880","24022","579584637","18400000000","18462914223","800000","코리아 밸류업 지수","2307.14","-294.83","-11.33"
"354500","ACE 코스닥150","17230","-2955","-14.64","17218.41","19580","19950","17225","1849715","34290813615","217098000000","216952010114","12600000","코스닥 150","1713.07","-297.12","-14.78"
"305050","ACE 코스피","52990","-7510","-12.41","53325.47","57815","59490","52880","79277","4404522504","29144500000","29329007712","550000","코스피","5093.54","-698.37","-12.06"
"457480","ACE 테슬라밸류체인액티브","20090","-910","-4.33","20432.85","20235","20840","19850","1774486","36064848976","1153166000000","1156499156010","57400000","Bloomberg EV Supporters Plus Tesla Price Return Index","10314.63","0.53","0.01"
"469170","ACE 포스코그룹포커스","6125","-1165","-15.98","6134.56","7230","7230","6120","3454631","23000760980","93406250000","93858692613","15250000","FnGuide 포스코그룹포커스 지수(시장가격)","3057.78","-588.98","-16.15"
"495710","BNK 26-06 특수채(AAA이상)액티브","51390","0","0.00","51381.36","51390","51390","51390","4","205560","108227340000","108209150014","2106000","KAP 26-06 특수채 총수익 지수(AAA이상)","107.94","0.01","0.01"
"466810","BNK 2차전지양극재","6110","-1215","-16.59","6103.20","7025","7110","6100","148465","968797455","8554000000","8849644141","1400000","iSelect 2차전지양극재 지수","4743.10","-932.12","-16.42"
"457930","BNK 미래전략기술액티브","24460","-3490","-12.49","24341.49","27055","28000","24145","2533","65609600","8561000000","8519520696","350000","iSelect 미래전략기술 지수 (PR)","5540.74","-857.00","-13.40"
"487750","BNK 온디바이스AI","18490","-2625","-12.43","18466.26","21000","21110","18445","51844","1019416640","51772000000","51705520547","2800000","FnGuide 온디바이스AI 지수","4981.60","-710.55","-12.48"
"445690","BNK 주주가치액티브","25755","-3405","-11.68","25732.49","28060","28620","25690","14008","377367125","23179500000","23159244754","900000","FnGuide 주주가치 지수","3289.58","-437.79","-11.75"
"0120J0","BNK 카카오그룹포커스","9410","-1445","-13.31","9369.63","10465","10465","9360","207582","2033887847","9880500000","9838111447","1050000","FnGuide 카카오그룹 포커스 지수","437.40","-68.57","-13.55"
"486240","DAISHIN343 AI반도체&인프라액티브","19065","-2285","-10.70","18963.69","20465","25985","18420","33345","671078703","57195000000","56891056984","3000000","FnGuide AI반도체&인프라 지수","6857.22","-953.04","-12.20"
"434960","DAISHIN343 K200","76605","-10830","-12.39","76913.13","83410","84560","75000","6081","492598925","53623500000","53839192117","700000","코스피 200","756.79","-102.61","-11.94"
"0098Z0","FOCUS 200","65755","-8220","-11.11","65109.40","69720","71590","64960","829","58046290","46028500000","45576581864","700000","코스피 200","756.79","-102.61","-11.94"
"448570","FOCUS AI코리아액티브","24040","-3640","-13.15","24190.12","26715","27060","23900","13873","358606630","45676000000","45961223939","1900000","코스피","5093.54","-698.37","-12.06"
"285690","FOCUS ESG리더스","17640","-2560","-12.67","17569.46","18925","18925","17640","108","1997720","10584000000","10541675368","600000","KRX ESG Leaders 150","2683.27","-386.87","-12.60"
"0073X0","FOCUS 알리바바미국채커버드콜혼합","10950","20","0.18","10958.88","10715","10995","10715","30910","336477845","10402500000","10410940180","950000","KEDI 알리바바미국채커버드콜혼합지수(TR)","1174.66","-8.06","-0.68"
