종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"486630","KB제30호스팩","2050","2055","5","0.24","2030","4175080"
"492220","KB제31호스팩","2070","2070","0","0.00","5384","11079210"
"0037T0","KB제32호스팩","2030","2030","0","0.00","20510","41507152"
"0072Z0","KB제33호스팩","2005","2010","5","0.25","6889","13819492"
"002380","KCC","495000","539000","44000","8.89","47124","25414159500"
"021320","KCC건설","5950","6280","330","5.55","56672","355711865"
"344820","KCC글라스","26000","26950","950","3.65","67472","1801437025"
"009070","KCTC","5830","6280","450","7.72","1187362","7483897540"
"009440","KC그린홀딩스","756","756","0","0.00","0","0"
"112190","KC산업","1119","1135","16","1.43","10","11219"
"119650","KC코트렐","918","918","0","0.00","0","0"
"044180","KD","238","309","71","29.83","2673337","783768555"
"092220","KEC","1150","1424","274","23.83","22544157","30681734421"
"046440","KG모빌리언스","4700","5120","420","8.94","230831","1151773172"
"003620","KG모빌리티","3280","3510","230","7.01","2177270","7679587343"
"016380","KG스틸","5330","5580","250","4.69","354569","1972117155"
"151860","KG에코솔루션","5540","5870","330","5.96","167687","989585295"
"035600","KG이니시스","9990","10670","680","6.81","245825","2581844800"
"001390","KG케미칼","4570","4985","415","9.08","460007","2272366040"
"060720","KH바텍","13600","15300","1700","12.50","594332","9043792780"
"001940","KISCO홀딩스","23000","24450","1450","6.30","6979","169767525"
"058400","KNN","689","739","50","7.26","413839","300985186"
"025000","KPX케미칼","50000","51100","1100","2.20","9313","482014400"
"092230","KPX홀딩스","76100","80000","3900","5.12","5062","400422350"
"000040","KR모터스","352","365","13","3.69","170803","62296095"
"044450","KSS해운","10530","10910","380","3.61","2957170","32334553515"
"101000","KS인더스트리","985","1044","59","5.99","673116","706464356"
"030200","KT","54900","57800","2900","5.28","545551","32089859943"
"033780","KT&G","151600","156600","5000","3.30","506566","79856405950"
"058850","KTcs","2505","2645","140","5.59","372437","977807965"
"058860","KTis","2695","2845","150","5.57","389273","1097690515"
"089600","KT나스미디어","11450","11890","440","3.84","69734","827457180"
"418470","KT밀리의서재","12010","12640","630","5.25","142784","1782118640"
"043610","KT지니뮤직","1654","1691","37","2.24","204113","343803682"
"122450","KX","3000","3230","230","7.67","97203","309779402"
"052900","KX하이텍","1050","1258","208","19.81","2147452","2567330691"
"036560","KZ정밀","12510","13490","980","7.83","26261","348764490"
"061970","LB세미콘","4005","4500","495","12.36","542560","2402076975"
"309960","LB인베스트먼트","5640","6400","760","13.48","205796","1288263120"
"093050","LF","20000","20450","450","2.25","40080","825642000"
"003550","LG","91300","96800","5500","6.02","538142","51680083100"
"034220","LG디스플레이","11000","11630","630","5.73","8076314","94679409460"
"051900","LG생활건강","225000","235500","10500","4.67","76429","18128661750"
"051905","LG생활건강우","106000","107400","1400","1.32","11437","1238654000"
"064400","LG씨엔에스","57900","62700","4800","8.29","836857","52735443600"
"373220","LG에너지솔루션","347500","371500","24000","6.91","541523","202663651500"
"003555","LG우","68800","71800","3000","4.36","25045","1803835250"
"032640","LG유플러스","14580","15010","430","2.95","1555269","23630753550"
"011070","LG이노텍","246000","263500","17500","7.11","260846","69377507000"
"066570","LG전자","109000","115400","6400","5.87","1954025","229523871700"
"066575","LG전자우","50100","54000","3900","7.78","222902","12170491450"
"037560","LG헬로비전","2130","2260","130","6.10","220796","492217496"
"051910","LG화학","307000","324500","17500","5.70","550806","181157036500"
"051915","LG화학우","148300","159800","11500","7.75","60529","9824703100"
"079550","LIG넥스원","619000","763000","144000","23.26","2017202","1476874571000"
"225190","LK삼양","1830","2180","350","19.13","5485774","12246494807"
"006260","LS","233000","249500","16500","7.08","234629","58815018500"
"010120","LS ELECTRIC","626000","701000","75000","11.98","197106","140297146000"
"000680","LS네트웍스","2945","3170","225","7.64","373002","1164948477"
"060370","LS마린솔루션","25100","27500","2400","9.56","339497","9408130625"
"417200","LS머트리얼즈","13150","15060","1910","14.52","1698081","25380664275"
"229640","LS에코에너지","37950","41800","3850","10.14","158689","6636203400"
"078020","LS증권","6700","7500","800","11.94","524456","3905493735"
"322180","LS티라유텍","6890","7820","930","13.50","481997","3789705655"
"108320","LX세미콘","47200","51600","4400","9.32","141390","7255947200"
"001120","LX인터내셔널","38500","39750","1250","3.25","177505","7142539175"
"108670","LX하우시스","27900","29100","1200","4.30","42531","1233229775"
"108675","LX하우시스우","15550","16180","630","4.05","5148","83533440"
"383800","LX홀딩스","7800","8260","460","5.90","212125","1743619660"
"38380K","LX홀딩스1우","7820","8070","250","3.20","6759","54714280"
"476080","M83","5760","6470","710","12.33","112814","716965995"
"086960","MDS테크","1100","1221","121","11.00","1721573","2086562090"
"023150","MH에탄올","3990","4150","160","4.01","21367","87629005"
"035420","NAVER","208000","220000","12000","5.77","1671549","370724847500"
"160550","NEW","1700","1810","110","6.47","150017","268977923"
"053290","NE능률","1820","1939","119","6.54","47425","90169212"
"181710","NHN","33200","35250","2050","6.17","82714","2892507975"
"060250","NHN KCP","16610","19880","3270","19.69","2013364","39789328805"
"104200","NHN벅스","4695","5300","605","12.89","169982","892679750"
"400760","NH올원리츠","3060","3150","90","2.94","121049","380569031"
"005940","NH투자증권","28800","32050","3250","11.28","1355564","43751052400"
"005945","NH투자증권우","22050","24450","2400","10.88","134112","3255526600"
"338100","NH프라임리츠","4570","4635","65","1.42","106428","492063811"
"034310","NICE","13220","13880","660","4.99","120935","1643515295"
"063570","NICE인프라","3810","4040","230","6.04","74481","297207868"
"030190","NICE평가정보","15630","16430","800","5.12","65510","1073272310"
"008260","NI스틸","3350","3525","175","5.22","151441","528641304"
"004250","NPC","3570","3705","135","3.78","69750","257223425"
"004255","NPC우","2310","2410","100","4.33","20288","47661020"
"222160","NPX","8040","8040","0","0.00","0","0"
"456040","OCI","73800","80500","6700","9.08","62022","4969362900"
"010060","OCI홀딩스","120600","131300","10700","8.87","103352","13642871000"
"178920","PI첨단소재","16620","18390","1770","10.65","204193","3727434105"
"001340","PKC","5810","6490","680","11.70","470746","2977126575"
"024940","PN풍년","4180","4600","420","10.05","93593","425920224"
"005490","POSCO홀딩스","321500","346500","25000","7.78","684573","238484274250"
"332570","PS일렉트로닉스","4425","5040","615","13.90","1252405","6228823069"
"218410","RFHIC","57000","67200","10200","17.89","822357","54222840650"
"327260","RF머트리얼즈","42300","48650","6350","15.01","288228","13706860700"
"474610","RF시스템즈","5560","6320","760","13.67","650044","4069318805"
"091340","S&K폴리텍","2065","2205","140","6.78","57020","124406493"
"010950","S-Oil","126500","134700","8200","6.48","5004431","637060074250"
"010955","S-Oil우","58300","58600","300","0.51","160544","9240594650"
"419530","SAMG엔터","28950","31500","2550","8.81","85097","2642606875"
"019550","SBI인베스트먼트","676","721","45","6.66","1054379","758175729"
"034120","SBS","16490","17000","510","3.09","37571","636676300"
"003080","SB성보","2620","2650","30","1.15","18314","48342562"
"246960","SCL사이언스","1774","1890","116","6.54","40467","75714455"
"099220","SDN","1000","1126","126","12.60","1013610","1109893291"
"036540","SFA반도체","6030","7060","1030","17.08","7243734","50949502310"
"255220","SG","2465","2660","195","7.91","2953203","7900119037"
"040610","SG&G","1820","1940","120","6.59","201821","385622850"
"184230","SGA솔루션즈","540","570","30","5.56","634553","358320948"
"016250","SGC E&C","16880","18200","1320","7.82","22469","406997100"
"005090","SGC에너지","39100","44550","5450","13.94","235318","10357483200"
"001380","SG글로벌","1341","1485","144","10.74","239106","349219389"
"004060","SG세계물산","570","609","39","6.84","11411098","6960849284"
"001770","SHD","16250","17010","760","4.68","7886","128894495"
"002360","SH에너지화학","550","453","-97","-17.64","38275906","18220163869"
"009160","SIMPAC","4800","4985","185","3.85","155195","777073140"
"033530","SJG세종","7650","8680","1030","13.46","373669","3205777530"
"123700","SJM","3405","3600","195","5.73","30618","110364578"
"025530","SJM홀딩스","3465","3630","165","4.76","34885","126217560"
"034730","SK","330000","359500","29500","8.94","374226","136237999954"
"357880","SKAI","2275","2445","170","7.47","3910548","9561364570"
"011790","SKC","88000","99200","11200","12.73","320286","31565661500"
"018670","SK가스","217500","238000","20500","9.43","49412","11349406500"
"001740","SK네트웍스","5000","5340","340","6.80","1157555","6157346655"
"006120","SK디스커버리","50400","54100","3700","7.34","24294","1293277550"
"006125","SK디스커버리우","35800","37000","1200","3.35","8279","303190850"
"210980","SK디앤디","12160","12620","460","3.78","66563","833254020"
"395400","SK리츠","5440","5720","280","5.15","541998","3078143435"
"302440","SK바이오사이언스","41400","44250","2850","6.88","161034","7106375975"
"326030","SK바이오팜","97500","106600","9100","9.33","293201","30779241850"
"402340","SK스퀘어","507000","566000","59000","11.64","782233","449905195000"
"260870","SK시그넷","8650","9260","610","7.05","11807","106977780"
"361610","SK아이이테크놀로지","20500","22700","2200","10.73","266450","6016452800"
"100090","SK오션플랜트","15250","16980","1730","11.34","411226","6923278845"
"03473K","SK우","236000","257000","21000","8.90","6974","1793027000"
"096770","SK이노베이션","109000","126500","17500","16.06","2015029","249412226450"
"096775","SK이노베이션우","69900","76400","6500","9.30","23299","1764370700"
"475150","SK이터닉스","21550","23950","2400","11.14","760054","18103267450"
"001510","SK증권","1485","1743","258","17.37","97436017","174321443058"
"001515","SK증권우","2740","3090","350","12.77","228208","728922895"
"285130","SK케미칼","54800","59400","4600","8.39","52430","3110200100"
"28513K","SK케미칼우","25600","26950","1350","5.27","4506","121488875"
"017670","SK텔레콤","70300","77900","7600","10.81","1756072","135555177650"
"000660","SK하이닉스","849000","941000","92000","10.84","6442459","6193801312000"
"048550","SM C&C","1031","1129","98","9.51","354764","390450773"
"063440","SM Life Design","1392","1483","91","6.54","176108","259944557"
"003570","SNT다이내믹스","48000","49900","1900","3.96","167401","8434652150"
"064960","SNT모티브","31200","33200","2000","6.41","74236","2455898225"
"100840","SNT에너지","35850","40150","4300","11.99","234288","9349670275"
"036530","SNT홀딩스","52700","56300","3600","6.83","25026","1423748450"
"067160","SOOP","60900","64500","3600","5.91","102671","6664557550"
"005610","SPC삼립","49450","50900","1450","2.93","8269","421319500"
"011810","STX","3530","3530","0","0.00","0","0"
"465770","STX그린로지스","8350","7530","-820","-9.82","4046583","31115807020"
"077970","STX엔진","26100","29800","3700","14.18","227803","6715902950"
"002820","SUN&L","2150","2240","90","4.19","74697","164006420"
"289080","SV인베스트먼트","3065","3505","440","14.36","2236881","7900082654"
"084870","TBH글로벌","1780","1879","99","5.56","64777","121681511"
"002710","TCC스틸","11930","13330","1400","11.74","139426","1865708000"
"013720","THE CUBE&","652","726","74","11.35","418612","298602913"
"089230","THE E&M","1377","1372","-5","-0.36","879952","1217263554"
"032540","TJ미디어","6310","6290","-20","-0.32","92169","586263940"
"069260","TKG휴켐스","16900","18030","1130","6.69","161717","2909002425"
"007980","TP","1734","1873","139","8.02","404400","745815243"
"048770","TPC","2755","3155","400","14.52","182150","561301384"
"246690","TS인베스트먼트","1628","1850","222","13.64","1071373","1966069120"
"317240","TS트릴리온","320","344","24","7.50","1435805","495177712"
"002900","TYM","5950","6640","690","11.60","472424","3112676840"
"024070","WISCOM","1830","1851","21","1.15","26762","49778966"
"057030","YBM넷","2640","2730","90","3.41","86594","233175913"
"037270","YG PLUS","5640","6210","570","10.11","1139292","6996355790"
"040300","YTN","3055","3400","345","11.29","301057","995599340"
"051390","YW","3935","4015","80","2.03","19073","76716125"
"052220","iMBC","2900","3215","315","10.86","315738","973951351"
"139130","iM금융지주","16280","17250","970","5.96","1367341","23568481145"
"079940","가비아","26800","29850","3050","11.38","10131","295028450"
"078890","가온그룹","6630","6780","150","2.26","1157757","7934707765"
"000500","가온전선","87600","95100","7500","8.56","55336","5332395300"
"399720","가온칩스","52800","60500","7700","14.58","148434","9085435150"
"296520","가이아코퍼레이션","500","426","-74","-14.80","1","426"
"036620","감성코퍼레이션","5160","5530","370","7.17","1443630","7940182345"
"000860","강남제비스코","15410","15880","470","3.05","65560","1040384850"
"198440","강동씨앤엘","1033","1076","43","4.16","104997","111256949"
"217730","강스템바이오텍","1819","1969","150","8.25","692052","1357334382"
"035250","강원랜드","17370","17830","460","2.65","832303","14939288845"
"114190","강원에너지","11370","12800","1430","12.58","198599","2517084105"
"094480","갤럭시아머니트리","7720","8800","1080","13.99","691894","6078541460"
"011420","갤럭시아에스엠","1602","1764","162","10.11","188461","326984750"
"039240","경남스틸","2370","2490","120","5.06","233271","572876580"
"053950","경남제약","623","672","49","7.87","1574878","1047152023"
"002100","경농","8960","9380","420","4.69","81796","762394710"
"009450","경동나비엔","55100","59900","4800","8.71","57670","3433504650"
"267290","경동도시가스","21700","22350","650","3.00","35374","780959250"
"012320","경동인베스트","79700","87800","8100","10.16","30529","2641240900"
"011040","경동제약","5290","5550","260","4.91","67133","369245515"
"000050","경방","8450","9230","780","9.23","174484","1603144820"
"214390","경보제약","5210","5580","370","7.10","37711","207818540"
"012610","경인양행","3685","4090","405","10.99","554309","2249734105"
"009140","경인전자","20200","20900","700","3.47","3905","80760900"
"024910","경창산업","1733","1937","204","11.77","391260","740682966"
"013580","계룡건설","24200","26150","1950","8.06","111507","2891563750"
"012200","계양전기","6780","7620","840","12.39","1306600","9995010040"
"012205","계양전기우","5530","6050","520","9.40","70818","425839660"
"002140","고려산업","2870","2840","-30","-1.05","6686706","18814409511"
"049720","고려신용정보","10120","10410","290","2.87","92777","953575155"
"010130","고려아연","1632000","1759000","127000","7.78","32605","58401429500"
"002240","고려제강","20650","21400","750","3.63","61304","1308353800"
"014570","고려제약","3765","3945","180","4.78","21167","82841285"
"348150","고바이오랩","4190","4605","415","9.90","80297","363590198"
"950190","고스트스튜디오","7560","7870","310","4.10","35829","281760065"
"098460","고영","25550","30600","5050","19.77","4503157","135914064125"
"035290","골드앤에스","574","583","9","1.57","230510","134148199"
"215000","골프존","48550","51600","3050","6.28","41558","2139664050"
"121440","골프존홀딩스","4715","4950","235","4.98","48382","237187560"
"366030","공구우먼","4680","5220","540","11.54","158509","805831120"
"009290","광동제약","7630","8260","630","8.26","1036276","8499096625"
"086220","광동헬스바이오","1419","1469","50","3.52","322","408412"
"017040","광명전기","1200","1333","133","11.08","574191","756407192"
"029480","광무","2120","2330","210","9.91","195835","454700515"
"017900","광전자","1763","1881","118","6.69","129826","242261081"
"037710","광주신세계","35150","37600","2450","6.97","30717","1149299550"
"026910","광진실업","1946","1980","34","1.75","24228","47778403"
"465320","교보15호스팩","2335","2335","0","0.00","0","0"
"482520","교보16호스팩","2095","2095","0","0.00","0","0"
"489210","교보17호스팩","2140","2150","10","0.47","1382","2959070"
"0041B0","교보18호스팩","2085","2070","-15","-0.72","1882","3899350"
"0098T0","교보19호스팩","2055","2060","5","0.24","43967","90743885"
"030610","교보증권","11600","12740","1140","9.83","197672","2512489410"
"339770","교촌에프앤비","4090","4260","170","4.16","205732","870154812"
"053270","구영테크","2110","2280","170","8.06","221895","499391271"
"007690","국도화학","34250","36100","1850","5.40","16585","594406650"
"066620","국보디자인","21250","22900","1650","7.76","8089","181770575"
"043650","국순당","3910","4110","200","5.12","554494","2316390534"
"006050","국영지앤엠","1199","1287","88","7.34","321243","409152732"
"060480","국일신동","1494","1524","30","2.01","52588","80347459"
"078130","국일제지","274","293","19","6.93","1392752","405467761"
"307750","국전약품","4010","4250","240","5.99","5402720","22759496462"
"002720","국제약품","4690","4990","300","6.40","1063929","5306258090"
"035080","그래디언트","9380","10030","650","6.93","47011","467545750"
"318060","그래피","44200","48150","3950","8.94","220965","10720865175"
"453450","그리드위즈","16000","18420","2420","15.13","143919","2576866795"
"204020","그리티","1932","2040","108","5.59","89669","180870643"
"0015G0","그린광학","33900","41250","7350","21.68","1162748","46281599025"
"402490","그린리소스","10810","12090","1280","11.84","4062480","49299621480"
"114450","그린생명과학","2340","2570","230","9.83","224500","563645690"
"083420","그린케미칼","5100","5500","400","7.84","68861","376819780"
"186230","그린플러스","4460","4560","100","2.24","56614","255691759"
"014530","극동유화","5990","4910","-1080","-18.03","31927944","169939123471"
"900070","글로벌에스엠","479","518","39","8.14","503468","258941428"
"204620","글로벌텍스프리","4095","4355","260","6.35","1174343","5109517843"
"019660","글로본","2260","2320","60","2.65","25304","57973420"
"014280","금강공업","4655","5030","375","8.06","231712","1160829810"
"014285","금강공업우","6460","6750","290","4.49","5630","38414890"
"053260","금강철강","3840","4065","225","5.86","45515","183523964"
"008870","금비","45600","46650","1050","2.30","1058","49381625"
"001570","금양","9900","9900","0","0.00","0","0"
"282720","금양그린파워","10750","12350","1600","14.88","130572","1572475515"
"002990","금호건설","4150","4415","265","6.39","272516","1204672094"
"002995","금호건설우","13300","13700","400","3.01","3915","53672880"
"011780","금호석유화학","120700","122000","1300","1.08","286049","35162282900"
"011785","금호석유화학우","59200","61000","1800","3.04","14632","898205500"
"214330","금호에이치티","472","483","11","2.33","817364","397541910"
"001210","금호전기","770","822","52","6.75","1168480","953027042"
"073240","금호타이어","5690","6040","350","6.15","1060739","6395088790"
"036190","금화피에스시","31650","33150","1500","4.74","14788","491424750"
"049080","기가레인","402","447","45","11.19","441783","197984659"
"420770","기가비스","64700","71300","6600","10.20","139958","9919778750"
"035460","기산텔레콤","1975","2085","110","5.57","84762","175930126"
"092440","기신정기","2185","2265","80","3.66","23829","53118390"
"000270","기아","156700","166400","9700","6.19","2697408","453920189350"
"024110","기업은행","22400","23800","1400","6.25","1820155","43450465425"
"013700","까뮤이앤씨","1164","1210","46","3.95","90139","108908109"
"004540","깨끗한나라","1802","1902","100","5.55","131282","247336527"
"004545","깨끗한나라우","10020","10370","350","3.49","841","8720570"
"407400","꿈비","3950","4310","360","9.11","148772","634117540"
"187790","나노","4060","4510","450","11.08","784949","3486258441"
"121600","나노신소재","53400","62000","8600","16.10","189292","11776691850"
"286750","나노실리칸첨단소재","1274","1390","116","9.11","103438","144143835"
"247660","나노씨엠에스","3505","3710","205","5.85","25027","91688249"
"039860","나노엔텍","5360","6350","990","18.47","2665658","16737116145"
"091970","나노캠텍","480","480","0","0.00","374846","186047704"
"417010","나노팀","8730","10620","1890","21.65","934123","9729575160"
"244880","나눔테크","1989","1998","9","0.45","1","1998"
"405920","나라셀라","2235","2270","35","1.57","15331","35439345"
"478340","나라스페이스테크놀로지","34100","40100","6000","17.60","527510","21090728625"
"051490","나라엠앤디","3400","3615","215","6.32","55795","202106305"
"137080","나래나노텍","3830","3985","155","4.05","13758","56176910"
"190510","나무가","17500","19550","2050","11.71","136818","2649112020"
"242040","나무기술","3310","4300","990","29.91","3324015","13619868006"
"293580","나우IB","1735","2025","290","16.71","2765554","5483783115"
"459510","나우로보틱스","20300","22400","2100","10.34","193045","4431827025"
"257990","나우코스","8300","8300","0","0.00","13177","114002080"
"138610","나이벡","26350","29400","3050","11.57","92502","2675820850"
"130580","나이스디앤비","5470","5740","270","4.94","11051","62503550"
"036800","나이스정보통신","24650","26150","1500","6.09","13654","347476200"
"267320","나인테크","2740","3200","460","16.79","1885404","5904348974"
