종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"492500","1Q 현대차그룹채권(A+이상)&국고통안","50940","-150","-0.29","50942.61","50975","50975","50870","2324","118315377","108909720000","108915309412","2138000","KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수","11824.07","-31.08","-0.26"
"473440","ACE 11월만기자동연장회사채AA-이상액티브","10690","-5","-0.05","10695.90","10690","10700","10685","5222","55836110","87658000000","87706404186","8200000","KIS 11월 만기자동연장회사채(AA-이상) 총수익지수","122.21","-0.02","-0.02"
"105190","ACE 200","78585","-5235","-6.25","78500.87","81000","81000","75440","639653","49494894380","1351662000000","1346289890276","17200000","코스피 200","775.31","-53.52","-6.46"
"332500","ACE 200TR","52325","-3530","-6.32","52276.88","51820","52970","50650","105093","5427106762","115115000000","135919879042","2200000","코스피 200 TR","1022.67","-70.59","-6.46"
"461270","ACE 26-06 회사채(AA-이상)액티브","11115","0","0.00","11130.49","11115","11120","11115","24033","267127381","161278650000","161503404968","14510000","KIS 크레딧 2606만기형(AA-이상)지수(총수익지수)","124.69","0.01","0.01"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","10610","0","0.00","10611.48","10610","10615","10610","342","3629125","49973100000","49980064065","4710000","KAP 2월 만기자동연장회사채(AA-이상) 총수익지수","121.13","-0.04","-0.03"
"385600","ACE 2차전지&친환경차액티브","9965","-620","-5.86","9949.55","9930","10060","9650","44483","436047819","19930000000","19899096411","2000000","FnGuide 친환경 자동차 밸류체인 지수","1777.92","-107.10","-5.68"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10585","0","0.00","10587.49","10585","10590","10585","918","9717690","44245300000","44255696060","4180000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","119.79","0.01","0.01"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10575","0","0.00","10578.29","10570","10580","10570","603","6375880","73813500000","73836452296","6980000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","121.43","0.00","0.00"
"469150","ACE AI반도체TOP3+","44045","-3925","-8.18","43902.19","43895","45030","42500","2601477","113645232726","385393750000","406095224233","8750000","FnGuide AI반도체 TOP3+ 지수","5497.89","-517.25","-8.60"
"0079X0","ACE BYD밸류체인액티브","12390","260","2.14","12316.27","12130","12390","11005","2513","30579650","3097500000","3079068494","250000","Bloomberg BYD Plus Top Supply Chain Select Price Return Index","2728.14","28.91","1.07"
"385590","ACE ESG액티브","16505","-1080","-6.14","16619.09","16500","16695","16130","2803","45721910","36311000000","36561987601","2200000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","3193.43","-184.55","-5.46"
"0010E0","ACE FTSE WGBI Korea","92560","-1145","-1.22","92820.45","92455","92695","92120","121","11178745","4442880000","4455381805","48000","FTSE Korean Government Bond Index(TR)","197.30","-1.78","-0.90"
"226380","ACE Fn성장소비주도주","6500","-100","-1.52","6512.86","6295","6570","6295","283","1806275","4550000000","4559005126","700000","FnGuide 성장소비주도 지수","2153.95","-40.82","-1.86"
"475050","ACE KPOP포커스","10880","-450","-3.97","10929.14","10625","10945","10500","820502","8774971283","152320000000","153554391158","14000000","iSelect K-POP 포커스지수(시장가격)","2726.97","-104.81","-3.70"
"411060","ACE KRX금현물","33865","35","0.10","33896.92","33790","33950","33380","3103465","104656337986","5228756000000","5230295139554","154400000","KRX 금현물지수","5682.11","19.64","0.35"
"291130","ACE MSCI멕시코(합성)","18600","-600","-3.13","18992.13","19175","19175","18595","2101","39364952","16740000000","17092915275","900000","MSCI MEXICO IMI 25/50 Price return Index","13495.94","-88.14","-0.65"
"256440","ACE MSCI인도네시아(합성)","7555","-145","-1.88","7846.72","7625","7780","7395","42514","323710708","33242000000","34525580522","4400000","MSCI Indonesia Index","5418.97","-169.26","-3.03"
"261920","ACE MSCI필리핀(합성)","13460","-565","-4.03","14186.60","14055","14320","13280","3282","46478932","5384000000","5674640747","400000","MSCI Philippines IMI Index","1538.85","-81.08","-5.00"
"0021D0","ACE TDF2030액티브","11130","-285","-2.50","11202.58","11355","11355","10940","23361","259470760","16138500000","16803876489","1450000","Bloomberg Multi Asset Target-date 2030 KRW Index","2754.43","-4.43","-0.16"
"0021E0","ACE TDF2050액티브","12375","-215","-1.71","12296.20","12260","12375","12215","131889","1616722314","63731250000","63940227570","5150000","Bloomberg Multi Asset Target-date 2050 KRW Index","3430.08","3.69","0.11"
"0139P0","ACE 고배당주","13140","-630","-4.58","13184.16","13005","13210","12790","284530","3685144991","59787000000","59987920352","4550000","KRX-Akros 고배당주 20 지수","3285.29","-152.66","-4.44"
"225130","ACE 골드선물 레버리지(합성 H)","72220","0","0.00","73113.33","71535","72220","69105","14089","996981621","43332000000","43867998816","600000","S&P GSCI GOLD Index Excess Return","307.55","-3.31","-1.07"
"483340","ACE 구글밸류체인액티브","16325","-1090","-6.26","16809.32","16510","16895","16100","776708","12619212754","173045000000","158007595658","10600000","KEDI 글로벌 AI 클라우드 지수","5792.69","121.73","2.15"
"365780","ACE 국고채10년","84310","-1020","-1.20","84362.95","84340","84560","83895","23415","1970872433","401146980000","407304304343","4758000","KIS 10년 국고채 지수 (총수익)","15997.25","-163.56","-1.01"
"114460","ACE 국고채3년","100975","-570","-0.56","101075.49","100980","101070","100435","3840","387720515","12117000000","12129058644","120000","KTB INDEX(시장가격)","10249.12","-47.89","-0.47"
"494340","ACE 글로벌AI맞춤형반도체","12560","-525","-4.01","13066.68","13070","13070","11900","61383","778433272","9420000000","9800007058","750000","Solactive AI Custom Semiconductor Index(PR)","6087.53","148.87","2.51"
"446770","ACE 글로벌반도체TOP4 Plus","55005","-3345","-5.73","55421.97","54200","55005","52810","398233","21607631495","965337750000","967113412051","17550000","Solactive Global Semiconductor TOP4 Plus Price Return Index","9599.75","-563.82","-5.55"
"435040","ACE 글로벌브랜드TOP10","19225","-225","-1.16","19571.88","19420","19420","19100","1780","34157575","13457500000","13700316484","700000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4721.43","36.65","0.78"
"497510","ACE 글로벌빅파마","13010","70","0.54","13079.78","12940","13050","12930","2355","30531840","9107000000","9155847114","700000","Solactive Global Big Pharma Index (Price Return)","2150.41","15.52","0.73"
"460960","ACE 글로벌인컴TOP10","11820","-25","-0.21","11860.90","11845","11880","11750","54965","650802732","88059000000","87177611521","7450000","Solactive Global Superior Income TOP 10 Price Return Index","791.93","2.65","0.34"
"414270","ACE 글로벌자율주행액티브","12465","-465","-3.60","12573.32","12900","12900","12310","26517","328764677","38641500000","35205299201","3100000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","322.28","2.47","0.77"
"440640","ACE 단기채권알파액티브","110990","5","0.00","110993.42","111005","111015","110975","6903","766247345","68369840000","68371947702","616000","KIS 단기채권알파AA-이상 총수익지수","122.29","-0.02","-0.02"
"190620","ACE 단기통안채","100780","0","0.00","100767.82","100780","100790","100747","35461","3573211245","221917560000","219875373283","2202000","KIS MSB 단기지수(총수익)","13027.96","-1.28","-0.01"
"494330","ACE 라이프자산주주가치액티브","19710","-1080","-5.19","19641.93","19225","19710","19035","62366","1211544867","69970500000","68746750051","3550000","FnGuide 기업가치 지수(시장가격)","2869.91","-131.69","-4.39"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.09","0","0","0","0","0","15789750000","88971125","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","29580","-4460","-13.10","29573.50","31000","31000","27645","163808","4742126527","38454000000","38445547234","1300000","코스피 200","775.31","-53.52","-6.46"
"0153P0","ACE 리츠부동산인프라액티브","10200","-95","-0.92","10218.44","10225","10225","10055","41950","424388931","13770000000","13794887850","1350000","FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격)","876.57","-13.88","-1.56"
"483330","ACE 마이크로소프트밸류체인액티브","11310","-495","-4.19","11685.40","11800","11800","11265","57178","649796584","14703000000","15191016937","1300000","KEDI 글로벌생성형AI 지수","3652.80","1.60","0.04"
"487340","ACE 머니마켓액티브","104130","5","0.00","104115.77","104125","104130","104120","21337","2221631102","720683730000","720585231540","6921000","MK-KAP 머니마켓 총수익지수","119.51","0.00","0.00"
"0085P0","ACE 미국10년국채액티브","10960","90","0.83","10999.73","10950","11005","10895","288604","3160368302","99736000000","95697685578","9100000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","115.99","0.38","0.32"
"0085N0","ACE 미국10년국채액티브(H)","10110","-40","-0.39","10130.85","10110","10115","10080","151934","1534614710","121320000000","121570164139","12000000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","115.99","0.38","0.32"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5375","-100","-1.83","5537.68","5400","5455","5350","99176","533566355","56975000000","58699378148","10600000","S&P Ultra T-Bond Futures Index(ER)","112.24","0.32","0.29"
"476760","ACE 미국30년국채액티브","10300","35","0.34","10362.79","10305","10350","10230","1116467","11505851752","325480000000","317101357445","31600000","Bloomberg U.S Treasury 20+ Year Total Return Index","607.77","5.21","0.86"
"453850","ACE 미국30년국채액티브(H)","7655","-70","-0.91","7705.16","7670","7680","7630","3344991","25607236335","1872413000000","1819957746795","244600000","Bloomberg U.S Treasury 20+ Year Total Return Index","607.77","5.21","0.86"
"476750","ACE 미국30년국채엔화노출액티브(H)","8730","5","0.06","8773.69","8750","8755","8680","237431","2070100492","96030000000","85982195182","11000000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","112.54","-0.51","-0.45"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10510","-155","-1.45","10693.31","10665","10665","10445","148325","1553330808","151344000000","153983691756","14400000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1086.72","10.71","1.00"
"0118Z0","ACE 미국AI테크핵심산업액티브","7660","-455","-5.61","7837.72","7945","7945","7505","345589","2624800015","116049000000","115606424622","15150000","Akros U.S. AI Innovator Price Return Index","16964.41","518.00","3.15"
"280320","ACE 미국IT인터넷(합성 H)","18500","-335","-1.78","18689.36","19030","19030","18500","586","10941625","14800000000","14951485061","800000","다우존스 인터넷 종합지수","1131.67","2.78","0.25"
"360200","ACE 미국S&P500","24895","-415","-1.64","25283.14","24820","24895","24680","767415","19008506048","3308545500000","3347488036791","132900000","S&P 500","6795.99","55.97","0.83"
"438080","ACE 미국S&P500미국채혼합50액티브","13995","-45","-0.32","14066.06","13895","14025","13895","511890","7155924593","912474000000","912887085743","65200000","S&P 500 and Short-Term Treasury 50/50 Blend Index","275.13","1.15","0.42"
"0155M0","ACE 미국SMR원자력TOP10","8385","-560","-6.26","8593.37","8485","8485","8285","174359","1458741069","33120750000","33084456417","3950000","Solactive US SMR Nuclear TOP 10 Index (Price Return)","5370.15","226.65","4.41"
"309230","ACE 미국WideMoat동일가중","30575","-470","-1.51","31196.55","31050","31050","30335","17072","521097687","138199000000","139760528298","4520000","MorningStar Wide Moat Focus Index","15709.25","-14.85","-0.09"
"367380","ACE 미국나스닥100","27645","-550","-1.95","28081.15","27535","27645","27320","1118043","30678803904","2692623000000","2732295636301","97400000","NASDAQ 100","24967.25","324.23","1.32"
"438100","ACE 미국나스닥100미국채혼합50액티브","14755","-105","-0.71","14843.16","14790","14790","14675","332266","4895431653","600528500000","601148052583","40700000","NASDAQ-100 US T-Bills 50/50 Index","1912.84","12.61","0.66"
"456880","ACE 미국달러SOFR금리(합성)","12915","160","1.25","12915.49","12900","12950","12825","259068","3342937217","367302600000","358275719328","28440000","Solactive SOFR Daily Total Return Index","1234.98","0.38","0.03"
"440650","ACE 미국달러단기채권액티브","12375","155","1.27","12372.49","12360","12405","12285","241428","2983889634","45787500000","43303707826","3700000","Bloomberg Short-Term Treasury Total Return Index","150.71","0.03","0.02"
"0127M0","ACE 미국대형가치주액티브","10985","-25","-0.23","11032.20","10875","10985","10760","131294","1421004895","123581250000","127421933037","11250000","CRSP US Large Cap Value Index(PR)","3409.11","7.07","0.21"
"0127P0","ACE 미국대형성장주액티브","9585","-125","-1.29","9733.01","9595","9595","9420","73256","695864135","628296750000","626319007977","65550000","CRSP US Large Cap Growth Index(PR)","6328.44","79.88","1.28"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","13000","-895","-6.44","13335.74","13280","13650","12900","209387","2731260015","98800000000","101351641594","7600000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1730.17","64.75","3.89"
"402970","ACE 미국배당다우존스","14790","-85","-0.57","15003.76","14780","14790","14680","869020","12805853650","774996000000","781695914942","52400000","Dow Jones U.S. Dividend 100 Price Return Index","6542.92","-21.79","-0.33"
"0046Y0","ACE 미국배당퀄리티","12100","-310","-2.50","12414.45","12370","12370","11580","43142","522799534","50215000000","51519954425","4150000","WisdomTree U.S. Quality Dividend Growth Index (Price Return)","767.93","4.72","0.62"
"0049M0","ACE 미국배당퀄리티+커버드콜액티브","11425","-140","-1.21","11650.03","11500","11530","11340","99170","1131567911","82831250000","83297691486","7250000","Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index","1260.63","10.11","0.81"
"0049K0","ACE 미국배당퀄리티채권혼합50","11040","-60","-0.54","11102.09","11145","11145","10865","25639","283341176","20424000000","19983754749","1850000","Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index","1972.84","1.48","0.08"
"181480","ACE 미국부동산리츠(합성 H)","81720","-2415","-2.87","83139.10","81910","81910","81145","289","23529235","9806400000","9976691555","120000","Dow Jones U.S. Real Estate Index","1888.34","2.94","0.16"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","11895","-245","-2.02","12083.55","11940","11945","11660","171758","2019624585","172477500000","175211483473","14500000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1869.38","29.70","1.61"
"465580","ACE 미국빅테크TOP7 Plus","21615","-490","-2.22","22057.50","21605","21615","21370","434401","9330889838","972675000000","971632714828","45000000","Solactive US Big Tech Top 7 Plus Price Return Index","34067.60","501.23","1.49"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","35300","-1740","-4.70","36831.87","35070","36090","34600","45348","1580206953","112960000000","117861996691","3200000","Solactive US Big Tech Top 7 Plus Price Return Index","34067.60","501.23","1.49"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","7500","190","2.60","7363.55","7530","7625","7470","7629","57425170","1875000000","1840887228","250000","Solactive US Big Tech Top 7 Plus Price Return Index","34067.60","501.23","1.49"
"473590","ACE 미국주식베스트셀러","19105","-560","-2.85","19540.99","19660","19660","18880","26816","508557864","58270250000","59600013870","3050000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","9695.07","200.84","2.12"
"0008E0","ACE 미국중심중소형제조업","12570","-510","-3.90","12958.82","12590","12825","12430","26896","337850163","15712500000","11014999515","1250000","NYSE FactSet US Focus Manufacturing Index(Price Return)","338.26","5.93","1.78"
"391600","ACE 미국친환경그린테마","11405","-130","-1.13","11677.10","11675","11675","11265","154","1768325","7983500000","8173971061","700000","Indxx US Green Infrastructure Price return Index","3378.46","63.02","1.90"
"455660","ACE 미국하이일드액티브(H)","9560","-95","-0.98","9602.45","9570","9570","9545","80047","765141290","53536000000","52813479198","5600000","Markit iBoxx USD Liquid High Yield Total Return Index","394.68","0.28","0.07"
"245710","ACE 베트남VN30(합성)","28790","-1730","-5.67","30627.42","30050","30325","28500","151196","4419370649","296537000000","315462433865","10300000","VN30 Index(PR)","1780.71","-123.48","-6.48"
"131890","ACE 삼성그룹동일가중","30840","-1195","-3.73","30997.37","30235","30965","30120","1400","42591725","12336000000","12398948372","400000","MKF SAMs EW 지수","30572.94","-1047.53","-3.31"
"108450","ACE 삼성그룹섹터가중","29060","-1295","-4.27","28938.95","28285","29060","28010","37744","1081069157","81368000000","81029068831","2800000","MKF SAMs SW","28513.31","-1357.27","-4.54"
"316300","ACE 싱가포르리츠","13910","-540","-3.74","14581.86","14545","14645","13880","4904","69344885","6955000000","7290928766","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1235.57","-33.59","-2.65"
"277540","ACE 아시아TOP50","26165","-970","-3.57","26820.30","23200","26820","23200","3957","102327670","20932000000","21456240367","800000","S&P ASIA50 Price Return Index","7476.93","-258.19","-3.34"
"483420","ACE 애플밸류체인액티브","16100","-965","-5.65","16431.14","16335","16335","15815","25631","409309117","24150000000","24646712619","1500000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","3716.97","-43.48","-1.16"
"483320","ACE 엔비디아밸류체인액티브","16425","-1065","-6.09","16733.05","16690","16975","16150","583888","9574849707","191351250000","185736890664","11650000","KEDI 글로벌AI반도체 지수","7795.30","295.30","3.94"
"448540","ACE 엔비디아채권혼합","24845","-295","-1.17","25065.92","25000","25000","24800","114002","2832127231","236027500000","235619635801","9500000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","9502.35","-50.66","-0.53"
"0099L0","ACE 우량회사채(AA-이상)액티브","98910","-285","-0.29","98739.59","98925","98940","98850","82","8109705","143023860000","142777452198","1446000","KIS 1~3년 우량크레딧(AA-이상) 총수익지수","117.29","-0.30","-0.26"
"433500","ACE 원자력TOP10","61175","-2745","-4.29","61492.90","61400","62140","58635","253544","15276353680","269170000000","264419478939","4400000","DeepSearch 원자력 TOP 10지수","6206.92","-252.21","-3.90"
"0102X0","ACE 유럽방산TOP10","11080","315","2.93","11088.97","10800","11080","10800","66850","737931860","11080000000","11088967334","1000000","NYSE FactSet Europe Defense TOP10 Index (Price Return)","734.49","12.87","1.78"
"487920","ACE 인도시장대표BIG5그룹액티브","8355","-235","-2.74","8593.78","8430","8590","8260","2901","24306208","9190500000","9453159107","1100000","Indxx India Big 5 Conglomerates Index (Price Return)","4365.94","-104.16","-2.33"
"487910","ACE 인도컨슈머파워액티브","9045","-250","-2.69","9335.80","9260","9330","8960","16239","148964115","11758500000","12136536872","1300000","Indxx India Super Consumption Index (Price Return)","3294.77","-91.15","-2.69"
"145670","ACE 인버스","2255","135","6.37","2271.85","2260","2320","2235","717355","1639117582","4961000000","4998062020","2200000","코스피 200 선물지수","3798.60","-275.98","-6.77"
"497520","ACE 일라이릴리밸류체인","12280","-35","-0.28","12354.58","12315","12330","12235","656","8055715","8596000000","8648206477","700000","Solactive Eli Lilly Value Chain Index(PR)","3081.30","-39.43","-1.26"
"238720","ACE 일본Nikkei225(H)","37970","-2100","-5.24","39931.07","37615","38095","36885","11076","416363841","34173000000","35937966694","900000","Nikkei 225","52728.72","-2892.12","-5.20"
"196030","ACE 일본TOPIX레버리지(H)","67350","-8015","-10.63","75074.38","66685","68315","66000","5425","362855686","33675000000","37537191792","500000","TOPIX","3575.84","-141.09","-3.80"
"205720","ACE 일본TOPIX인버스(합성 H)","1739","75","4.51","1670.99","1714","1862","1714","26879","46998174","5217000000","5012970196","3000000","TOPIX","3575.84","-141.09","-3.80"
"469160","ACE 일본반도체","19820","-1380","-6.51","21793.63","21145","21700","19395","9917","199481087","13874000000","15255540772","700000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","5547.20","-462.18","-7.69"
"0021C0","ACE 장기자산배분액티브","13050","-350","-2.61","13121.94","13375","13375","12895","7577","98841370","13050000000","13121940832","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","4065.70","12.53","0.31"
"356540","ACE 종합채권(AA-이상)액티브","103690","-740","-0.71","103691.18","103535","103900","103290","7112","736746930","1050172320000","1047073514128","10128000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","117.49","-0.65","-0.55"
"447430","ACE 주주환원가치주액티브","16060","-415","-2.52","16258.90","16000","16200","15895","68396","1094054971","57816000000","58532046245","3600000","FnGuide 올라운드 가치주 지수","1083.94","-38.67","-3.44"
"416090","ACE 중국과창판STAR50","11250","-175","-1.53","11867.17","11410","11415","10500","23413","261083535","14625000000","15427317216","1300000","STAR 50 Index(Price Return)","1390.48","-23.91","-1.69"
"168580","ACE 중국본토CSI300","35635","55","0.15","36553.22","35580","35705","35050","5889","208853716","126860600000","130129454887","3560000","CSI 300 Index","4615.45","-44.98","-0.97"
"219900","ACE 중국본토CSI300레버리지(합성)","4800","15","0.31","5038.01","4780","4800","4525","29135","137541190","7680000000","8060815665","1600000","CSI 300 Index","4615.45","-44.98","-0.97"
"272910","ACE 중장기국공채액티브","105785","-715","-0.67","105969.34","105725","105890","105590","270","28534125","69500745000","69833792306","657000","KIS 종합채권국공채1-10Y지수","154.36","-0.82","-0.53"
"0087F0","ACE 차이나AI빅테크TOP2+액티브","10815","0","0.00","11008.43","10775","10815","10200","8203","87297900","11896500000","12109277373","1100000","Solactive China AI Big Tech TOP2+ Index (Price Return)","1655.38","-11.92","-0.71"
"371870","ACE 차이나항셍테크","7730","-60","-0.77","7915.78","7730","7785","7320","9388","71396445","14687000000","15039979332","1900000","Hang Seng TECH Index","4832.36","-115.14","-2.33"
"380340","ACE 코리아AI테크핵심산업","17085","-1230","-6.72","17231.97","17090","17320","16620","15725","266158002","8542500000","8615986567","500000","FnGuide 코리아AI테크핵심산업지수 (Price Return)","3433.64","-203.31","-5.59"
"496120","ACE 코리아밸류업","23590","-1550","-6.17","23554.81","23660","23925","22900","9135","213534680","18872000000","18843851267","800000","코리아 밸류업 지수","2356.06","-171.32","-6.78"
"354500","ACE 코스닥150","19845","-770","-3.74","19910.43","19375","20080","19200","1251688","24542211165","259969500000","260826696140","13100000","코스닥 150","1981.25","-78.98","-3.83"
"305050","ACE 코스피","54875","-3545","-6.07","54975.90","54530","55655","53330","18247","990875466","30181250000","32985542502","550000","코스피","5251.87","-333.00","-5.96"
"457480","ACE 테슬라밸류체인액티브","20355","-965","-4.53","20790.14","20315","20640","20115","975349","19737606542","1154128500000","1148655027159","56700000","Bloomberg EV Supporters Plus Tesla Price Return Index","10342.40","26.18","0.25"
"469170","ACE 포스코그룹포커스","7000","-150","-2.10","6978.11","6935","7270","6825","2309330","16256928348","120750000000","120721246666","17250000","FnGuide 포스코그룹포커스 지수(시장가격)","3479.94","-86.16","-2.42"
"495710","BNK 26-06 특수채(AAA이상)액티브","51395","-10","-0.02","51398.52","51395","51395","51395","2","102790","108237870000","108245291626","2106000","KAP 26-06 특수채 총수익 지수(AAA이상)","107.97","0.00","0.00"
"466810","BNK 2차전지양극재","6885","-355","-4.90","6861.44","6870","7045","6645","103944","711092476","9983250000","9949095082","1450000","iSelect 2차전지양극재 지수","5333.37","-294.11","-5.23"
"457930","BNK 미래전략기술액티브","26195","-1600","-5.76","26099.89","26350","26430","25475","2138","55318555","7858500000","7829966488","300000","iSelect 미래전략기술 지수 (PR)","5949.65","-368.60","-5.83"
"487750","BNK 온디바이스AI","19450","-2010","-9.37","19553.74","21260","21260","18970","30430","590815925","54460000000","54750484206","2800000","FnGuide 온디바이스AI 지수","5276.91","-496.33","-8.60"
"445690","BNK 주주가치액티브","26310","-1540","-5.53","26218.61","26220","26315","25650","175","4529635","21048000000","20974891447","800000","FnGuide 주주가치 지수","3363.50","-174.53","-4.93"
"0120J0","BNK 카카오그룹포커스","10075","-370","-3.54","10138.78","9835","10115","9765","66255","656042903","11082500000","11152661668","1100000","FnGuide 카카오그룹 포커스 지수","473.62","-16.15","-3.30"
"486240","DAISHIN343 AI반도체&인프라액티브","20070","-1920","-8.73","20193.44","20530","20690","19575","7950","158728807","60210000000","60580305080","3000000","FnGuide AI반도체&인프라 지수","7287.68","-653.67","-8.23"
"434960","DAISHIN343 K200","78905","-5345","-6.34","78810.82","78155","79305","76325","22877","1779125270","55233500000","55167570665","700000","코스피 200","775.31","-53.52","-6.46"
"0098Z0","FOCUS 200","66490","-4550","-6.40","66793.69","66610","66880","64640","3554","233905045","46543000000","46755583293","700000","코스피 200","775.31","-53.52","-6.46"
"448570","FOCUS AI코리아액티브","24685","-1640","-6.23","24891.31","24875","25185","24150","4740","116338740","46901500000","46048915052","1900000","코스피","5251.87","-333.00","-5.96"
"285690","FOCUS ESG리더스","18290","-780","-4.09","18359.46","18125","18290","17990","14","253505","10974000000","11015674564","600000","KRX ESG Leaders 150","2805.40","-122.36","-4.18"
