code,name,relative_return_bps,confidence,reason
122630,KODEX 레버리지,241.88207348168555,0.5620537674719807,S_SCORE·모멘텀·수급·NAV변화 종합
102110,TIGER 200,183.8570273658736,0.46930762331500786,S_SCORE·모멘텀·수급·NAV변화 종합
091160,KODEX 반도체,300.0,0.44299953019540617,S_SCORE·모멘텀·수급·NAV변화 종합
229200,KODEX 코스닥150,170.42137161860134,0.38270923595402884,S_SCORE·모멘텀·수급·NAV변화 종합
069500,KODEX 200,112.55902770593418,0.3794765342151137,S_SCORE·모멘텀·수급·NAV변화 종합
233740,KODEX 코스닥150레버리지,180.25736800630403,0.42000000000000004,S_SCORE·모멘텀·수급·NAV변화 종합
449450,PLUS K방산,199.53029030902923,0.35902807485929067,S_SCORE·모멘텀·수급·NAV변화 종합
305540,TIGER 2차전지테마,90.46111162022511,0.3550231210746951,S_SCORE·모멘텀·수급·NAV변화 종합
294400,KOSEF 200TR,93.7023663091804,0.35302359038958553,S_SCORE·모멘텀·수급·NAV변화 종합
278530,KODEX 200TR,91.37845828933482,0.35,S_SCORE·모멘텀·수급·NAV변화 종합
